Ticker,Date,3_day,3_day_single,7_day,7_day_single,15_day,15_day_single,30_day,30_day_single
STZ,2015-10-07,-4.7922119403691585,-6.634341162808989,-4.5592599333978905,-6.7369483046376075,-4.794235264084728,-7.569431588448038,-4.639658637988474,-6.642580958204731
CVCO,2017-11-08,-5.182084305622698,-5.202284387452279,-4.558960317206201,-6.598864797121012,-4.196408046409757,-5.945108550643222,-4.159364907122308,-4.380679330891222
INGN,2017-05-09,-4.386660296015071,-4.167805651266738,-4.557705053907934,-4.873480007567624,-4.251117537013942,-5.873693968951116,-4.1104175372995995,-4.135858718851142
GPI,2018-04-26,-4.139869611650593,-4.040006598864788,-4.55741884257157,-5.932342352167391,-4.387162709122975,-3.8658882567148534,-4.39569513219309,-4.703360626901392
GWR,2015-05-01,-4.509813449543932,-6.8159687921215,-4.556824497674358,-4.044256675675632,-4.566174082831012,-4.7828513512811,-4.565946521985513,-6.91224508380505
KHC,2017-11-01,-4.729993303998145,-4.356682297331497,-4.556757827103677,-5.5457334381520145,-4.69480439695996,-6.0428060451610035,-4.6297041801033165,-5.5769931709748155
KLIC,2016-02-03,-5.5241610269730375,-4.2125777114681435,-4.556300369173917,-6.97553506929439,-3.9367314217529987,-4.146640759242368,-4.169482773096871,-5.391822347280694
SEE,2017-02-09,-4.117575008311163,-5.890161696344381,-4.5561025442345,-5.580944953365901,-4.565713492102887,-4.73556885899654,-4.499447730098287,-4.0525572460002985
DGII,2018-04-26,-5.402761879515176,-4.74492830217328,-4.555796555450222,-4.094345509896866,-4.300172378851315,-4.365222067789532,-4.2602856974250365,-5.488933918793171
LEN,2017-06-20,-5.269849807155249,-5.196988057319636,-4.55353558595338,-5.800241668840992,-4.256287250670887,-8.590463690204258,-4.4666605627316365,-4.690784790921082
COST,2016-05-26,-4.11031699059197,-3.680658520176138,-4.552613903815895,-5.993142612613767,-4.841715903877119,-5.687467798880536,-4.481189410082632,-4.861725301165551
NWN,2016-02-26,-4.360648108529359,-4.215458378408895,-4.551879701045502,-4.369290285114634,-4.636732740123723,-5.669652684910261,-4.5574148296807655,-6.355241523207854
WDC,2015-10-28,-4.1865929456942,-4.1822003000985015,-4.547380305415969,-7.436308914904693,-3.8812661609365082,-3.5579127835891216,-3.9865628129679855,-5.058642814459234
AKAM,2015-04-28,-4.142044961582719,-4.428915490114028,-4.5473419013639305,-5.9274744507175265,-4.45101992799338,-4.802227375359796,-4.435158785108756,-3.752595820564261
GRMN,2016-04-27,-4.310171520427027,-4.72011551926479,-4.547157309968395,-5.229111172079444,-4.592696750988203,-5.810578053077189,-4.533028676120327,-7.678363894392242
LPX,2016-05-09,-4.282047188432253,-3.806663642327523,-4.546882455450796,-5.183392248188135,-4.439555854715082,-4.938949172682302,-4.306483574638734,-6.358964177017259
PBCT,2016-04-21,-4.764399198579814,-4.982360501047066,-4.546263208801072,-5.736572266478174,-4.664821438351473,-5.942799337028283,-4.488534121617297,-4.158883076959679
SWK,2015-07-30,-4.3116519235894994,-6.111515041689831,-4.545983279766375,-4.388622202304033,-4.764422126516002,-4.478824092714244,-4.046300914262989,-4.4526282799238945
UFCS,2017-08-02,-5.228217577229565,-5.997440475807227,-4.545150256696781,-3.6796050398495774,-4.50212460050136,-6.061334352304412,-4.111783687088777,-6.537869200001949
INDB,2016-04-22,-4.485353267105096,-4.7609357911074,-4.5449743338616635,-4.047900615390508,-4.652008545811918,-4.169025537352915,-4.283278190247732,-5.028956176677882
CSL,2016-02-04,-5.2040294819039286,-4.81718890818797,-4.544508941373697,-4.600270057944791,-4.270681315457269,-4.189538116951261,-4.45276906580366,-4.908788406793518
TTC,2015-05-21,-4.373439996480659,-4.337588171786366,-4.543792071786277,-4.8056553668450075,-4.820542405512796,-6.656644145305679,-4.762827516630225,-5.789481242461859
DISH,2017-08-03,-6.18747998870166,-5.2036736130929455,-4.543624128973573,-5.415416385165085,-4.521302635016607,-7.554509229039154,-4.343477803994607,-6.091875288814893
RSG,2017-02-16,-4.404731279741803,-4.89102610181357,-4.543445568129041,-5.732616706061795,-4.846616809885618,-4.886973937384111,-4.890419409093162,-8.74644596480174
VLO,2017-01-31,-5.508203580102083,-6.588971882033904,-4.543180432175364,-4.822065952028937,-4.536249137772235,-5.540816444245405,-4.42681601482661,-3.956583713273053
WRB,2015-07-27,-4.033231441274888,-5.2928113191377735,-4.542363471263276,-8.634487476307424,-4.82448015571199,-5.449560286468381,-4.169245879373024,-3.7341065068706585
GM,2016-04-21,-4.483635471686919,-4.89130230039982,-4.541859909981045,-6.455275866023871,-4.426286885236895,-5.739134411098576,-4.336415421984846,-3.825341108095357
JCI,2016-07-29,-4.442739969908541,-5.573731714582848,-4.541376653270783,-4.631434087499172,-4.629573768634184,-6.800388374275544,-4.111580688569133,-4.738365943788519
PVH,2016-05-26,-4.351088598050445,-4.040415465840223,-4.540650974639913,-5.464196932193642,-4.314299591189768,-3.924708804984927,-3.4978746384991273,-5.4219490289349785
FII,2016-07-29,-4.300046673737465,-4.310799117935532,-4.539424197161017,-5.507205926080982,-4.842092579515964,-5.7835174101853175,-4.48783555032491,-4.1073999875554685
GPC,2017-02-21,-4.140387029149634,-4.3307109869324485,-4.538505051024185,-4.926922901068068,-4.76093174153582,-7.070725595831174,-4.864571872423749,-5.674859114222364
ARE,2016-08-02,-4.369651528345417,-4.752335932857208,-4.538160013454283,-5.626855056219665,-4.6070454694809255,-6.213423451976044,-4.052395886528849,-4.936215037761865
AHL,2016-10-27,-4.54615971623154,-5.26269569684374,-4.538059611162628,-4.293610099483823,-4.485145616180819,-6.2363701594211385,-4.626619364012359,-5.592851477382391
CVCO,2016-08-10,-4.73829258369179,-5.7180184178289455,-4.537836124920387,-7.428274694507732,-4.56902822543073,-5.409361203402371,-4.176395562897889,-4.54330023737627
COST,2018-03-07,-4.402339754978406,-5.4752276520554135,-4.537461134458424,-6.244570987297418,-4.181452406894172,-5.986873571244507,-4.176587885345803,-4.916068738331047
UFCS,2017-11-08,-4.628981341336437,-4.349724362889368,-4.536389233539558,-3.9473680194768987,-4.606673062940665,-4.772527228395441,-4.248972904566496,-5.93713407540084
GIS,2015-07-01,-4.12173195825405,-3.7734641938040263,-4.535623559623036,-5.434145799563304,-4.7676363311513805,-4.651881279147637,-4.908703468619437,-5.639840704578327
HCN,2017-05-05,-4.406638078299208,-4.254743892989087,-4.535322539583395,-7.085343309203071,-4.77514903782118,-4.754684271506563,-4.9527055474136,-4.756239187647029
PFS,2017-07-28,-4.367803297246254,-5.04983413619461,-4.535273248998962,-7.8497341025827,-4.35815527571794,-7.805585085642159,-4.399444778435687,-3.6758745818441674
SFNC,2015-04-23,-5.194664280643601,-5.392716812596584,-4.5351909152733905,-4.2750012729439755,-4.507040573401157,-5.3858437606724845,-4.611103700742996,-4.856619805464023
MDT,2016-05-31,-4.0314183064823075,-7.415036235351257,-4.533382287446824,-4.450217304369165,-4.6041891044374035,-6.556632767375382,-4.486438251720091,-6.25961046147169
ALE,2016-05-03,-4.068384725779739,-4.303555586339924,-4.533272151054026,-6.00823639460489,-4.362143915378744,-3.8247828939862853,-4.519236629845877,-4.256821706632022
GD,2017-10-25,-4.382241589165476,-5.157481360182793,-4.533208476296119,-6.744236744733333,-4.694860624236923,-5.092438152611758,-4.694224301194637,-8.51767950979515
INCY,2018-05-01,-4.308542007137968,-5.480485075972507,-4.532449747723884,-4.24772050255324,-4.445129606008258,-5.6712147282083825,-4.480143325720414,-7.47559960469059
TDS,2015-05-01,-4.308719611000678,-5.406507430750061,-4.531551402328441,-4.030138964783866,-4.491428438343309,-5.293282011747405,-4.4839600101412245,-3.9873208198516896
STRA,2016-05-04,-4.221397224863234,-5.431995011865688,-4.530864587994314,-5.518624153435554,-4.256888104975482,-3.434406040862138,-4.40957161807232,-4.715106474726318
LII,2015-04-20,-4.138879529052575,-5.477861260063499,-4.530770258472348,-4.761802584203814,-4.724343921404118,-4.793219976828692,-4.77694438423331,-23.025850929940457
WAB,2016-10-25,-4.608559657315617,-5.904892969715393,-4.530768693041354,-5.050594964548524,-3.9381055898254322,-4.63109234192681,-4.140877274519059,-5.522055935371345
SFBS,2017-04-17,-5.348498776651955,-3.6331310905927574,-4.530768146842454,-4.320122498111579,-4.11299735961487,-6.299196161127661,-4.0373042814701146,-3.9555001369365077
IPG,2017-02-10,-4.179435101565982,-4.668750547502434,-4.530036808439577,-5.50487013263034,-4.609730607134325,-6.6936189134145785,-4.796454896309314,-5.304929846007069
USB,2015-10-15,-4.640217931524329,-4.360914330074242,-4.530035526072814,-6.0549305429083695,-4.460084995382391,-8.357933246812095,-4.496025632215734,-5.81918749484369
KRC,2017-07-27,-5.134311753069716,-5.107521948277126,-4.52785082742539,-4.328179584836353,-4.5712677536642055,-4.9143744895070665,-4.636298865807737,-5.0718444510220495
WY,2016-08-05,-4.283822904980956,-4.417612294350943,-4.527380966488195,-4.378890788290271,-4.55629087466517,-4.272236036936567,-4.251621904698821,-4.912337503177308
ITW,2017-10-23,-4.3615352446131235,-8.279265983862542,-4.526722737042265,-4.716675318054839,-4.792933013809963,-5.812064621956258,-4.53463457510429,-4.930980137082126
CNC,2015-07-28,-4.765236479720848,-5.85694788245387,-4.526638038696305,-4.299595781445187,-4.1951442889881845,-4.690797730073058,-3.7444701753666383,-5.041160678842814
BKNG,2015-05-07,-5.040132437551667,-6.010440272004943,-4.526456167027831,-4.196489352052777,-4.739735229209623,-4.1638620470112295,-4.661805171079481,-4.327295202564734
WTR,2018-05-09,-4.330440446425529,-4.323556611827072,-4.526383612698344,-5.273602675378459,-4.36445388771611,-3.584920869750521,-4.503025397024849,-4.961094834261274
ILG,2016-08-04,-4.893914873165917,-4.472198412268105,-4.525830393048097,-4.329583401095949,-4.577522739146252,-6.079349240984516,-4.538976715059196,-5.110148576954909
XLNX,2015-10-14,-4.632029045471421,-6.8353995237702385,-4.5253061789266775,-4.618485388956905,-4.329464604292371,-6.26424441276352,-4.499391369515827,-5.410630904022536
OMI,2015-04-28,-4.501828674922623,-8.12402078786983,-4.525027791369321,-5.407148714442397,-4.707826907194231,-6.745276184883868,-4.687231056199406,-3.704494383267294
KO,2016-04-20,-4.011483156020826,-5.568374655153198,-4.5239048257627115,-5.5703639702149115,-4.814140303143816,-5.061088321797791,-4.8404821897750825,-7.712423490283523
CRI,2015-02-26,-5.115807893822371,-5.030709694599588,-4.522286931136609,-6.78925094536347,-4.550529427927126,-8.026217674200007,-4.564422949522257,-4.965186320791222
TAP,2015-08-06,-5.48085470254572,-5.756682363853217,-4.521455453246703,-3.8014999280036568,-3.994891768411825,-5.06742629617064,-3.434560065591166,-3.837403597159037
MYL,2016-08-09,-4.487346413992596,-5.272178689454337,-4.521094790724773,-4.757277952542698,-3.966724942446901,-4.521325926161033,-3.9645095952241727,-4.150676417387864
SXI,2017-05-02,-4.041193745387247,-5.569364870015682,-4.521002245377969,-4.301809166547898,-4.148074985863496,-5.873268669965716,-4.188504243931669,-4.879022172286636
FFBC,2016-04-22,-4.706895799498074,-5.276096769926555,-4.520499959043874,-3.8671304510896163,-4.587581399007611,-4.036326438360565,-4.323787358688779,-4.222510737961795
TSCO,2015-07-22,-4.227847435584356,-4.139932079418553,-4.519451016328702,-5.156577982359639,-4.412963878772984,-4.8801158828423805,-4.026444086480113,-4.0310658551340515
SBNY,2015-04-21,-5.123149150394694,-4.146408288949315,-4.51851106547767,-7.799343154309465,-4.574770100143863,-5.461098949872868,-4.653991483827303,-5.756748579853105
FCPT,2017-11-03,-4.403026025669072,-4.5271863956746055,-4.518376585180716,-4.722786880821298,-4.6706797033097915,-5.581906041184214,-4.687127454261779,-6.7876342036115425
FCPT,2016-08-03,-4.069788089882023,-4.895969391704622,-4.5180566229548855,-4.497507365969753,-4.6439995713382745,-6.937559454006963,-4.16705351199027,-7.599637764944158
NI,2016-02-18,-5.6418367184742815,-5.294272579945911,-4.517952980166747,-6.575023752669406,-4.531918241565255,-5.015936055247244,-4.585645462303982,-4.506616904781701
DIS,2017-11-09,-4.027909996009599,-4.2004121769808265,-4.516802469159968,-5.010047752334306,-4.739002830223801,-5.496221790675529,-4.229871450779508,-4.8019114612728755
IOSP,2016-05-04,-4.262332755913615,-4.210490506826956,-4.516789765459268,-4.709123904531339,-4.55375461686414,-5.597211563648861,-4.521887636775254,-5.030652435579115
DE,2017-02-17,-4.70373269786925,-4.044982898203297,-4.5166458830485565,-4.14770048777545,-4.6813108265361345,-7.918064831006904,-4.756944154003271,-7.215524477847174
GE,2016-10-21,-4.7632756533157785,-4.869313228359974,-4.516206505606707,-4.884874054069205,-4.306693070644369,-4.618784459076337,-4.504858144118204,-4.91452788233423
MPW,2016-05-04,-4.638535942500165,-4.560202273458674,-4.516070226736038,-5.660809275273635,-4.279214714028965,-6.176726033141254,-4.559872698362915,-5.09853254271785
SEIC,2015-04-22,-4.827108405224792,-4.681288222163395,-4.515882808639155,-4.082589550340229,-4.608102371022465,-5.0843996646112855,-4.6853168804093235,-4.85019443122267
AGN,2015-08-06,-4.586197474344016,-4.288132299997837,-4.5158600706247,-3.8414415665968704,-3.834038755456285,-3.9284324759357596,-3.973519951854468,-3.9563388839759828
JKHY,2018-05-02,-4.032692935781656,-4.7070968696522515,-4.515675908585371,-4.863806107568058,-4.523433721570769,-4.364217886521799,-4.6913167316281745,-4.458907705765218
CLB,2016-10-20,-4.983056241186897,-5.027039714737474,-4.515050796655976,-3.516008159022302,-3.864465750585656,-3.321904493697003,-3.8573526730950474,-4.178177180541644
PGR,2016-05-06,-4.277610066982223,-4.3130480570775775,-4.514621361741101,-5.011809865682526,-4.616214509979413,-23.025850929940457,-4.796002692193772,-6.67871448463602
RRGB,2016-08-09,-4.283330977130638,-5.616969635164619,-4.513535450763048,-4.342427285387969,-4.477487270566414,-4.708152043875481,-4.410318501710901,-4.963064087226939
HOPE,2017-07-26,-4.1176644008250625,-4.519497486116391,-4.513526805277347,-5.395857082500335,-4.324193064450061,-6.318364871410025,-4.321172085493036,-3.6888737597973873
VZ,2016-01-21,-4.201277351003436,-3.651934796655184,-4.513294720563892,-4.147140687977295,-4.266377347574775,-4.439249866709727,-4.501431036153944,-6.474591035037149
SCHL,2017-03-23,-4.344166789190944,-3.8950997172885766,-4.512638313680214,-8.357913533757898,-4.545453518987516,-4.401318409478202,-4.409184220989719,-4.591895370773325
PFS,2015-10-30,-5.371072779520401,-5.829943850360878,-4.5123683616064865,-6.942504345987333,-4.685396553315266,-5.54664706835237,-4.685660463827049,-5.388546520980826
CAT,2016-07-26,-4.181480471088978,-6.250577682536271,-4.511802035562571,-5.754167181989122,-4.66701607999641,-6.398742711282509,-4.746014027420544,-3.9129807790919884
REG,2016-05-04,-5.848273629379608,-4.490570599092818,-4.5114378399005,-4.365538657352042,-4.435722784790823,-4.922229322190582,-4.657537933418048,-6.4177739343295555
DAN,2017-07-31,-4.444794637431069,-4.265672406745069,-4.511269849799861,-4.548191325279996,-4.25532163212315,-5.0941907440966485,-4.282696624347644,-3.8099373845577222
IVR,2017-11-07,-4.2102004412223994,-4.299357749344158,-4.511061704297896,-4.143731558672728,-4.373019936733941,-7.485958906405689,-4.442096645268318,-6.803306566967997
CHCT,2016-08-12,-4.095005529501413,-4.100437880758382,-4.510856928414927,-5.659895836553639,-4.402272281458422,-6.354003723860863,-4.067276878953702,-4.964587612471724
CTRE,2018-05-09,-4.356942361745293,-5.932329758596645,-4.510284234926735,-5.379967768349927,-4.610091940274227,-5.795500718353835,-4.509347929090758,-5.636468930128124
ARR,2016-08-03,-4.384266432266172,-5.79238585968466,-4.509499003881288,-7.019199944333552,-4.710024883270654,-5.151509685843888,-4.457121309699306,-4.857448687832939
IPCC,2017-11-07,-4.3543275591969675,-4.436985717027439,-4.508746953220649,-4.41232565036877,-4.652966945255343,-5.7398019111590965,-4.509015266798936,-5.097045522481781
UCBI,2018-04-25,-4.441505403241684,-3.976761656678241,-4.50858655122499,-4.254184524535185,-4.640502568424347,-5.3293978557548956,-4.550132603744503,-7.02760146784821
FSS,2015-04-30,-4.445676980838477,-6.230570596108923,-4.5081058159921925,-6.233192248719614,-4.5152372334152,-6.252557250953927,-4.363340953107477,-7.330061620891951
SBSI,2016-04-29,-4.098907844996438,-6.3664756743297515,-4.507978869255129,-4.76218997299616,-4.204353479677952,-3.796350065191686,-3.9711009825933896,-4.647663264735743
DRE,2016-07-28,-4.095808062613628,-4.742842979636998,-4.507934364965017,-5.10380412899412,-4.856018221364168,-5.632644418882576,-4.55805998511345,-3.1329964424879284
DTE,2016-02-10,-4.208371514026476,-4.625918594004121,-4.507488370827819,-4.8398410476997356,-4.473545844262377,-7.426477182975454,-4.627099088606209,-7.152646821629608
AES,2017-05-08,-4.228280086797337,-4.751025407385838,-4.507376134059796,-7.0311946046301115,-4.375951156587729,-4.87524494478087,-4.376953871551166,-7.08236669068313
OMI,2016-05-04,-5.521014820350246,-4.675665004821471,-4.506734332276171,-4.407802996768326,-4.390732064732785,-4.41453844085066,-4.5076284510588644,-4.765191503137018
ZBRA,2017-05-09,-6.452469246968261,-5.212313851591006,-4.505682755227924,-23.025850929940457,-3.988321834336358,-3.7990060051356034,-4.073953723724482,-5.047496066868441
VSH,2016-08-02,-4.2306563574213465,-3.488899661573837,-4.503615291765678,-6.5368655388600585,-4.164784110367148,-4.5224913487014415,-4.286699615295276,-6.106875614142487
THS,2017-02-09,-4.950014884851423,-5.101381467579387,-4.503562195445014,-3.8237322226945705,-4.741282559057742,-5.086083421324266,-4.776913903588308,-6.26194569669233
CMI,2017-08-01,-4.773630916235505,-4.177199806104876,-4.503552476588452,-3.798843113777133,-4.647310471210984,-4.985083251367743,-4.709743675502393,-5.109029499886571
IRT,2018-04-25,-4.6087149889579955,-5.463822397508188,-4.502767134410363,-3.9502024901497994,-4.412324891960881,-5.2138545259186655,-4.356954985075495,-6.888199103871688
CABO,2017-05-04,-4.134177710265443,-4.637646746932349,-4.500234536728177,-4.6269110992721485,-4.593415874326199,-4.725427956562046,-4.660722339639818,-4.588888955470642
RLI,2016-04-21,-4.466472678806731,-7.3561001660845635,-4.4998354762425,-3.9068894427180765,-4.624033294952353,-4.478843547590336,-4.535692672267086,-5.591134379672125
DOV,2017-04-20,-4.516194504979376,-4.8845168481556565,-4.4991560828117985,-5.507370463492779,-4.5654974496531695,-6.215308332515203,-4.510866113992793,-5.34177293981889
AYI,2015-07-01,-4.478829202339172,-4.479803248321002,-4.499086522486901,-4.489058103194442,-4.573442262836156,-5.533469092117151,-4.595350900295499,-5.164895120438963
SLAB,2015-10-28,-4.64817203644818,-7.823422717447097,-4.498532730197453,-3.896211960890119,-4.313778000789641,-4.130047425893952,-4.277687561624613,-6.260896040599408
LKQ,2016-07-28,-4.394719972438744,-7.452433721638063,-4.498032289667818,-4.870088965454031,-4.612501599598466,-6.380222072234101,-4.624450053699832,-3.774443210323212
FLR,2016-08-04,-4.276376329816552,-4.740877575466271,-4.497300405497752,-4.43412608847025,-4.6096325131879485,-6.272455916931551,-4.452193682754324,-4.24100989449083
CABO,2017-02-28,-4.127338888271326,-5.253701427126596,-4.496489161279695,-5.739640632902158,-4.703740209764055,-4.579834527810758,-4.833224358521486,-6.508353823577319
HRL,2017-02-23,-4.040780221746438,-4.056144453154355,-4.4957677556886715,-4.560150547302177,-4.509407806505414,-4.388536893600391,-4.693797930300828,-6.065612574208527
ASB,2016-10-20,-4.543600721573987,-4.880309460001809,-4.494842230867668,-3.786708762020629,-3.949619769693564,-3.270040139315099,-4.048979716772587,-4.528298474555377
WWW,2015-04-28,-4.38725565614392,-6.2386547291725085,-4.4947810320036385,-4.246826824685791,-4.785460778194013,-6.22591990074795,-4.583485865462022,-4.191015303606938
POOL,2016-02-18,-4.98360977456286,-8.305909044559337,-4.494198241521038,-3.95996429807276,-4.556530206871439,-4.484545105714687,-4.655812427887034,-4.90519827507275
LQDT,2017-02-09,-4.26201456072698,-4.060445525957599,-4.493937717436065,-4.037188685850218,-4.430531628177989,-5.1179900267118335,-4.125894091828718,-23.025850929940457
O,2016-04-27,-4.901306682426929,-4.575234199001686,-4.493490858920858,-3.9767351344041764,-4.200899589723073,-3.6465794607401953,-4.319359519999141,-4.906168836297893
PFS,2018-04-27,-4.334182817152891,-5.930083833994688,-4.493357693753295,-4.27064226862983,-4.804708268598842,-5.966841951154511,-4.691745446352337,-4.630907499949166
TIF,2016-05-25,-4.562727366893549,-4.6805335166886435,-4.492273407400962,-5.917944600140963,-4.358893577023908,-4.46509832774891,-3.9865733267671755,-3.4876438828057403
OGE,2016-08-04,-4.359991029537842,-6.941789870865736,-4.492126868278606,-4.156969363649661,-4.425679459708848,-5.562648471788686,-4.220379279019021,-4.516015219444384
ARI,2018-02-15,-4.0991421089778495,-6.827303302819628,-4.490950373029328,-4.8839021835868115,-4.827279890793309,-6.835619254140687,-4.954735726577392,-4.6611985921788195
OHI,2016-08-03,-4.215544868717041,-4.347444749728864,-4.48967015564346,-4.7804786123533045,-4.570515125435299,-6.813376186512031,-4.222723220436448,-5.068389964208035
KIM,2017-02-03,-4.182331172702971,-4.394867881025988,-4.488879127564255,-4.684956200704024,-4.528648273907319,-5.85297795067054,-4.340864598613389,-4.595953683877115
ABG,2016-10-25,-4.770392761199156,-4.349779149702191,-4.488765069349678,-4.259656092325881,-3.71011441650283,-4.222101300784624,-3.832150617130385,-3.676709406761186
IRBT,2017-02-09,-4.8596330403975525,-5.309365459146331,-4.488217660959168,-3.6257816750272394,-4.278408723382742,-5.654588368516077,-4.282959063354884,-3.950428281876892
LXP,2016-02-23,-4.988347281543749,-5.545169346414844,-4.487532062330085,-4.06536574328079,-4.123714616843948,-4.945186745000591,-4.189693885987832,-4.34142431658261
VLO,2016-10-25,-4.503180247093125,-5.634923913137735,-4.48752492738114,-4.629936566791897,-3.922649192151482,-4.698590289288268,-3.8790429064657936,-3.1333366951901884
CABO,2017-11-08,-4.009427019399496,-3.916394378815888,-4.487276670904925,-5.329280121575054,-4.425798967164849,-5.877378325011152,-4.387687375432601,-3.7493215360275554
MDC,2017-11-02,-4.43646565186062,-4.319909414707156,-4.485907348439744,-5.616771070165528,-4.443468071466049,-5.206028914221056,-4.3332184264809515,-4.580813444723907
RLI,2015-10-20,-4.490210267144244,-4.605171822647906,-4.485056497489185,-5.84607599411568,-4.433383291016261,-4.5069295326383765,-4.62080130229156,-5.822410152006261
NUE,2017-04-20,-4.255053373967532,-5.54090201705308,-4.4847631984093805,-5.083898836778836,-4.388386210835994,-4.449708211001017,-4.347997443502883,-5.072972736135926
FITB,2017-01-24,-4.332529817076764,-4.34973697689943,-4.483954859781947,-4.471235393256251,-4.185374506312616,-3.496892498527275,-4.155412115459087,-23.025850929940457
MSCI,2017-05-04,-4.047588271999209,-5.1669500937965305,-4.483407617352235,-4.553033406610901,-4.623057293543446,-4.688645036418222,-4.672529247239142,-7.319915348901493
HVT,2016-08-02,-4.012303556693621,-5.219304120444595,-4.48315549928523,-4.647232558777754,-4.226499378133596,-4.686030586492098,-4.0992971560219225,-5.385001174840023
MGM,2017-02-16,-4.122298349060047,-4.007320216666824,-4.483069604443168,-4.9908572941705565,-4.3024811222278965,-5.89514523351023,-4.114711589939434,-5.967229410797493
DY,2017-03-01,-4.400594484602093,-5.773945470766646,-4.482813066483357,-4.425961244298707,-4.316283491730417,-5.2993066337375625,-4.398691611818527,-3.6981181753130055
NWE,2016-04-20,-4.150330825741545,-6.153975329944677,-4.482791590869676,-23.025850929940457,-4.609965978629441,-6.878420351858637,-4.567086849837766,-5.412865387129073
DCI,2015-11-25,-4.558478506534087,-4.201825976809288,-4.4826251417202165,-3.8688104880681955,-4.360597731493041,-5.9888898162698645,-4.2646465376318,-4.408920532089535
POST,2016-08-05,-4.031500437419601,-6.391216817148289,-4.482221190736627,-5.308866779257529,-4.602399769450367,-6.105041598712119,-4.4105885479481906,-4.168215631457162
CMCSA,2015-10-27,-4.378685142793958,-4.96504315267608,-4.481631825983896,-5.168181126789499,-4.541597856912317,-5.630688170688535,-4.426872468295007,-4.137935974816769
OGS,2018-05-01,-4.828301958368753,-4.670234424569936,-4.479238607828679,-4.462735233384813,-4.652646505482256,-4.517312000030606,-4.539618347456626,-4.486919878585395
ALLE,2016-10-27,-4.714962143030371,-5.123936302031971,-4.478431778994102,-3.5766251120405324,-4.297200589121688,-4.555649744483484,-4.415089948545461,-5.384196062078065
SPG,2015-10-27,-5.098671266122433,-4.245005201304992,-4.478339829458184,-5.6179333057243745,-4.201007551560386,-5.445265253596734,-4.174179814248433,-5.578693234372632
PJC,2017-04-27,-4.177404402345331,-7.1180160810658775,-4.4753879576485005,-6.0038870266070035,-4.070415971147349,-6.354369983296796,-4.092733849507345,-3.7442162822821587
IFF,2015-05-12,-4.020397602687156,-5.712877546544189,-4.474199383999432,-5.081415456258436,-4.473550856478685,-4.079343012944031,-4.545633010523973,-7.132734691154167
MDC,2015-05-05,-4.891653282942102,-4.891780242159473,-4.47402466902448,-4.075009904629377,-4.587459798434916,-7.940583546206578,-4.669972613598629,-5.5858857695159525
UFPI,2017-04-19,-4.845431492947649,-4.6737634028027815,-4.4735983321143875,-3.924548767337493,-4.5670204483826655,-5.92381685030776,-4.564113667967614,-4.456734308848271
WWE,2017-07-27,-4.216230176712112,-5.092333419240181,-4.47346908069714,-6.956069034310285,-4.335623490222466,-3.868883507978753,-4.338230531137875,-3.9599057232736263
FHN,2016-10-14,-3.991616699324254,-3.5573859485212096,-4.473176697923856,-5.943406205685611,-4.568797044883164,-5.931564410727811,-3.9423910087481264,-4.701055095379407
M,2017-02-21,-4.4521057934331045,-3.7940847831546125,-4.4703525454719735,-4.8043190092698,-3.948312822371136,-6.426336082069526,-3.9928570819068665,-3.6768102380796397
EHTH,2015-10-29,-4.259806343163013,-4.389501197208304,-4.469729658580178,-4.372608382574631,-3.839872082612543,-5.1374820476053324,-3.772279248413742,-3.9233865665931065
ODFL,2015-04-30,-4.151685315098373,-3.960033220996549,-4.468847453208972,-5.668324666722081,-4.448244232657529,-4.020416230469471,-4.2004760898986255,-5.4942687644009185
CMS,2015-04-23,-4.95043377889573,-5.5919194455508725,-4.468615791347386,-5.741017203191435,-4.411363113639936,-4.01681523296468,-4.487120659455147,-3.8234111963693778
TYL,2017-02-09,-4.776669301284611,-6.475794944702067,-4.4685283563573215,-4.149388995247207,-4.480556829834236,-5.471680539522552,-4.685374431211005,-6.3476893072053935
SSD,2017-02-03,-4.746289196619661,-4.182740532255024,-4.467960135961497,-8.383088722297382,-4.3026262465406955,-4.02580657700224,-4.378499012144866,-4.592376810030938
BEL,2017-11-07,-4.30309560821644,-4.365219508490837,-4.467257124492026,-3.8753590162365583,-4.674842641824925,-4.820281553205038,-4.592384847149035,-23.025850929940457
NBHC,2017-07-21,-4.205044254769695,-7.038325333659698,-4.466487060498887,-5.190916493250416,-4.441423243993555,-3.70844455028555,-4.425780057705192,-5.511572493329162
AEGN,2017-05-03,-3.9646786509065928,-5.040940628130056,-4.4654040401608714,-4.288427945099537,-3.6784900021715545,-3.1548465350001162,-3.88801360622993,-4.612760345178573
JPM,2016-04-13,-4.368741615022946,-5.041314045477838,-4.465262781334232,-5.1468611599228575,-4.465719362688846,-4.1461691853961655,-4.4096226579809406,-4.187498284489031
WCG,2016-05-03,-4.33486975977398,-4.235156146154188,-4.464958475281283,-5.180053428285069,-4.445569940631318,-5.061471479002817,-4.395458124432842,-5.248362869439075
ORLY,2016-04-28,-4.424101168678363,-4.210914056561951,-4.463241606482257,-5.344187291442705,-4.203886706050501,-7.315698568136711,-4.375288156430942,-5.299654219828317
VZ,2016-10-20,-4.633244136720071,-4.8697833540671205,-4.46269565068722,-6.0827544578781225,-4.500774355674003,-3.71127240971713,-4.410604392554361,-6.722794692694272
