,TPX_Open,TPX_High,TPX_Low,TPX_Close,TPX_Adj Close,TPX_Volume,TPX_Dividend Amount,TPX_Split Coefficient
2020-10-05,92.27,93.45,90.542,91.75,22.0255601343692,514913,0.0,1.0
2020-10-02,87.54,92.7992,86.35,91.56,21.9799486201945,646518,0.0,1.0
2020-10-01,90.73,91.99,89.075,89.72,21.5382371145025,483247,0.0,1.0
2020-09-30,88.46,90.345,88.46,89.19,21.4110049960151,330607,0.0,1.0
2020-09-29,90.04,90.38,87.845,88.24,21.1829474251415,408548,0.0,1.0
2020-09-28,90.19,90.76,88.81,90.3,21.6774722630358,436195,0.0,1.0
2020-09-25,85.89,88.77,85.26,87.61,21.0317092465622,517340,0.0,1.0
2020-09-24,85.0,87.22,82.72,85.76,20.587597134861,599740,0.0,1.0
2020-09-23,87.21,88.4199,85.29,85.57,20.5419856206863,430679,0.0,1.0
2020-09-22,87.73,88.475,85.25,86.97,20.8780704619737,366331,0.0,1.0
2020-09-21,85.03,87.11,84.22,86.76,20.8276577357806,466328,0.0,1.0
2020-09-18,91.5,91.72,86.81,87.74,21.0629171246817,1393892,0.0,1.0
2020-09-17,89.45,91.7099,88.55,90.96,21.8359122596427,750047,0.0,1.0
2020-09-16,95.0,95.59,88.82,90.69,21.7710958973944,1249376,0.0,1.0
2020-09-15,94.61,96.46,93.51,94.09,22.5873019405209,693059,0.0,1.0
2020-09-14,88.53,93.65,88.45,92.92,22.306431037445,1529284,0.0,1.0
2020-09-11,85.83,87.35,84.1101,85.73,20.5803953168334,446268,0.0,1.0
2020-09-10,85.27,87.015,84.63,85.14,20.4387595622909,441823,0.0,1.0
2020-09-09,84.08,85.11,83.36,84.69,20.3307322918771,399563,0.0,1.0
2020-09-08,80.8,84.655,80.8,82.83,19.8842195741667,408079,0.0,1.0
2020-09-04,83.53,84.47,79.5,82.69,19.850611090038,578755,0.0,1.0
2020-09-03,88.66,88.9466,82.02,82.72,19.8578129080656,486566,0.0,1.0
2020-09-02,88.08,89.2431,86.32,88.72,21.2981765135829,530552,0.0,1.0
2020-09-01,85.53,88.615,84.73,87.42,20.9860977323875,626973,0.0,1.0
2020-08-31,86.18,86.24,84.71,85.54,20.5347838026587,479281,0.0,1.0
2020-08-28,87.12,87.9503,85.89,86.19,20.6908231932564,350329,0.0,1.0
2020-08-27,87.72,88.69,86.08,86.48,20.7604407675231,437314,0.0,1.0
2020-08-26,86.77,87.78,86.06,87.5,21.0053025804611,293021,0.0,1.0
2020-08-25,87.57,87.57,85.3823,86.46,20.7556395555047,262482,0.0,1.0
2020-08-24,86.75,87.8,85.97,87.42,20.9860977323875,379001,0.0,1.0
2020-08-21,86.42,87.63,85.47,85.93,20.6284074370174,464538,0.0,1.0
2020-08-20,85.46,88.155,85.46,87.0,20.8852722800013,431867,0.0,1.0
2020-08-19,86.98,87.9,86.11,86.22,20.698025011284,404909,0.0,1.0
2020-08-18,87.83,88.46,86.44,86.76,20.8276577357806,379280,0.0,1.0
2020-08-17,86.67,88.95,86.35,87.9,21.1013268208289,478538,0.0,1.0
2020-08-14,86.83,87.61,85.775,86.3,20.7172298593576,286569,0.0,1.0
2020-08-13,86.73,87.88,86.0797,87.32,20.9620916722955,301714,0.0,1.0
2020-08-12,86.73,87.44,86.24,87.25,20.9452874302312,293880,0.0,1.0
2020-08-11,88.24,88.79,85.55,85.84,20.6068019829346,547970,0.0,1.0
2020-08-10,87.21,89.23,86.71,87.19,20.930883794176,681719,0.0,1.0
2020-08-07,85.85,87.14,85.53,87.02,20.8900734920197,486243,0.0,1.0
2020-08-06,85.37,87.33,84.83,86.28,20.7124286473392,551551,0.0,1.0
2020-08-05,82.93,85.93,82.93,85.8,20.5971995588978,652848,0.0,1.0
2020-08-04,82.91,84.39,81.7,82.85,19.8890207861851,513075,0.0,1.0
2020-08-03,81.08,84.32,80.96,82.97,19.9178280582955,788778,0.0,1.0
2020-07-31,82.46,84.58,79.85,80.95,19.432905644438,884567,0.0,1.0
2020-07-30,83.76,84.56,76.075,81.02,19.4497098865023,1962578,0.0,1.0
2020-07-29,76.0,78.275,75.2,78.22,18.7775402039276,862714,0.0,1.0
2020-07-28,75.75,76.65,74.62,74.85,17.9685359788287,433312,0.0,1.0
2020-07-27,73.62,76.0,73.5,75.86,18.2109971857574,497478,0.0,1.0
2020-07-24,74.6,74.83,72.24,73.48,17.6396529555689,825541,0.0,1.0
2020-07-23,74.96,75.73,72.8,74.76,17.9469305247459,674642,0.0,1.0
2020-07-22,73.27,75.375,73.27,75.11,18.0309517350678,494889,0.0,1.0
2020-07-21,74.14,75.87,73.4,73.79,17.714071741854,470474,0.0,1.0
2020-07-20,75.18,75.58,72.7,73.69,17.690065681762,590901,0.0,1.0
2020-07-17,76.0,76.81,74.94,75.79,18.1941929436931,510168,0.0,1.0
2020-07-16,77.2,77.2,75.37,75.8,18.1965935497023,577584,0.0,1.0
2020-07-15,76.49,78.18,75.57,77.65,18.6407056614034,494534,0.0,1.0
2020-07-14,72.13,74.41,70.04,74.27,17.8293008302953,588613,0.0,1.0
2020-07-13,74.35,74.78,71.8,72.04,17.2939656902447,566188,0.0,1.0
2020-07-10,71.09,73.69,70.41,73.26,17.5868396233666,568409,0.0,1.0
2020-07-09,72.51,72.74,68.84,70.95,17.0322996352424,606498,0.0,1.0
2020-07-08,71.77,73.15,70.85,72.8,17.4764117469436,539741,0.0,1.0
2020-07-07,72.15,72.71,70.96,71.41,17.1427275116654,528163,0.0,1.0
2020-07-06,73.48,74.24,71.1,73.44,17.6300505315321,749023,0.0,1.0
2020-07-02,74.0,74.62,70.84,71.03,17.051504483316,506611,0.0,1.0
2020-07-01,72.09,73.1,71.12,72.32,17.3611826585022,517840,0.0,1.0
2020-06-30,72.14,73.2,71.41,71.95,17.272360236162,585492,0.0,1.0
2020-06-29,69.08,72.14,67.375,72.1,17.3083693262999,642285,0.0,1.0
2020-06-26,69.92,70.49,67.69,68.22,16.376934194732,784082,0.0,1.0
2020-06-25,70.72,72.44,68.86,70.24,16.8618566085895,637126,0.0,1.0
2020-06-24,72.36,73.0,68.59,71.4,17.1403269056562,576826,0.0,1.0
2020-06-23,72.7,74.07,71.32,72.98,17.5196226551091,417567,0.0,1.0
2020-06-22,71.9,73.46,69.88,71.43,17.1475287236838,1455202,0.0,1.0
2020-06-19,74.15,75.34,71.29,72.41,17.382788112585,1124459,0.0,1.0
2020-06-18,74.9,75.6,72.07,73.3,17.5964420474034,954769,0.0,1.0
2020-06-17,75.0,76.96,73.23,75.14,18.0381535530954,1408308,0.0,1.0
2020-06-16,70.79,72.24,68.96,71.49,17.161932359739,667452,0.0,1.0
2020-06-15,61.89,67.33,61.2,66.84,16.0456505654631,773426,0.0,1.0
2020-06-12,68.5,69.24,62.17,65.3,15.6759572400469,1570748,0.0,1.0
2020-06-11,64.17,67.46,62.39,64.92,15.5847342116975,1231804,0.0,1.0
2020-06-10,74.66,74.66,70.66,70.83,17.0034923631321,810612,0.0,1.0
2020-06-09,73.0,76.12,71.85,74.97,17.997343250939,888293,0.0,1.0
2020-06-08,74.0,75.81,72.92,74.47,17.8773129504793,943507,0.0,1.0
2020-06-05,73.04,76.89,71.08,71.61,17.1907396318493,1414120,0.0,1.0
2020-06-04,69.14,70.22,67.87,69.07,16.5809857055137,638175,0.0,1.0
2020-06-03,68.11,69.88,68.11,69.0,16.5641814634493,792462,0.0,1.0
2020-06-02,66.5,67.99,66.26,66.85,16.0480511714722,613714,0.0,1.0
2020-06-01,65.67,67.23,64.77,65.91,15.8223942066079,655375,0.0,1.0
2020-05-29,65.61,67.6,64.19,65.23,15.6591529979826,954925,0.0,1.0
2020-05-28,69.68,69.83,66.0,66.41,15.9424245070676,1458264,0.0,1.0
2020-05-27,65.21,67.1,63.27,66.92,16.0648554135366,1041026,0.0,1.0
2020-05-26,63.46,63.88,61.62,63.31,15.198236644217,658725,0.0,1.0
2020-05-22,59.51,60.48,57.81,60.28,14.4708530234308,590111,0.0,1.0
2020-05-21,56.35,59.6,56.35,59.03,14.1707772722813,751475,0.0,1.0
2020-05-20,56.08,57.55,55.02,56.35,13.5274148618169,458957,0.0,1.0
2020-05-19,56.63,57.07,54.65,54.69,13.1289142642905,669649,0.0,1.0
2020-05-18,56.93,59.13,56.76,57.09,13.7050597064974,730487,0.0,1.0
2020-05-15,51.51,54.19,50.97,53.65,12.8792512393341,598068,0.0,1.0
2020-05-14,48.0,52.62,46.66,52.39,12.5767748821755,1015953,0.0,1.0
2020-05-13,52.63,52.75,48.87,49.21,11.8133821712513,1003137,0.0,1.0
2020-05-12,55.77,55.77,52.46,53.41,12.8216366951134,1316776,0.0,1.0
2020-05-11,56.06,56.06,54.31,54.38,13.0544954780054,1037089,0.0,1.0
2020-05-08,55.38,57.24,54.91,56.98,13.6786530403962,906528,0.0,1.0
2020-05-07,53.05,55.05,52.23,53.84,12.9248627535088,1019911,0.0,1.0
2020-05-06,53.7,54.4,52.07,52.27,12.5479676100651,623800,0.0,1.0
2020-05-05,54.15,56.99,53.19,53.2,12.7712239689203,794517,0.0,1.0
2020-05-04,50.94,54.23,49.67,53.27,12.7880282109847,1084068,0.0,1.0
2020-05-01,51.96,52.79,50.08,52.68,12.6463924564422,1085610,0.0,1.0
2020-04-30,52.77,58.0,50.96,53.75,12.9032572994261,2345745,0.0,1.0
2020-04-29,54.78,57.62,53.93,56.57,13.5802281940192,1145373,0.0,1.0
2020-04-28,52.78,54.15,50.52,52.33,12.5623712461203,1332875,0.0,1.0
2020-04-27,46.53,51.38,46.53,50.65,12.1590694365755,2119229,0.0,1.0
2020-04-24,43.52,46.12,43.01,45.79,10.9923749161064,1286614,0.0,1.0
2020-04-23,44.13,45.29,42.7,43.35,10.4066270498627,1204664,0.0,1.0
2020-04-22,42.55,42.55,40.62,41.58,9.98171978623509,1099088,0.0,1.0
2020-04-21,41.28,41.96,39.89,41.11,9.8688913038029,995977,0.0,1.0
2020-04-20,42.36,44.04,41.86,42.59,10.2241809931638,795376,0.0,1.0
2020-04-17,43.03,45.59,42.23,43.95,10.5506634104144,1341771,0.0,1.0
2020-04-16,41.5,41.65,39.86,40.81,9.79687312352704,1117936,0.0,1.0
2020-04-15,42.88,43.73,41.33,41.65,9.99852402829946,1124774,0.0,1.0
2020-04-14,45.77,48.14,45.26,45.42,10.9035524937662,1182889,0.0,1.0
2020-04-13,47.12,47.52,44.04,45.37,10.8915494637202,734092,0.0,1.0
2020-04-09,48.99,52.79,45.87,47.33,11.3620682415225,1346226,0.0,1.0
2020-04-08,43.02,47.4,43.02,46.91,11.2612427891363,807594,0.0,1.0
2020-04-07,44.46,45.48,41.53,42.0,10.0825452386213,1429561,0.0,1.0
2020-04-06,36.93,40.61,36.0,40.42,9.70324948916841,2315391,0.0,1.0
2020-04-03,37.06,37.4,31.5,34.13,8.19326830938441,2807803,0.0,1.0
2020-04-02,36.13,38.32,35.63,36.8,8.83423011383962,1127771,0.0,1.0
2020-04-01,40.83,41.09,36.42,37.45,8.99026950443733,1440022,0.0,1.0
2020-03-31,44.1,45.78,42.44,43.71,10.4930488661937,951344,0.0,1.0
2020-03-30,46.6,46.61,43.4,44.84,10.7643173452328,1084871,0.0,1.0
2020-03-27,45.61,47.94,42.77,46.21,11.0932003684926,1782935,0.0,1.0
2020-03-26,49.35,53.3,44.82,48.09,11.5445142982214,2449313,0.0,1.0
2020-03-25,43.86,49.85,40.24,48.97,11.7557676270306,1713492,0.0,1.0
2020-03-24,39.72,44.47,39.3,43.24,10.3802203837616,3664513,0.0,1.0
2020-03-23,32.82,36.67,30.41,36.21,8.69259435929708,1955375,0.0,1.0
2020-03-20,33.97,36.1,31.5,33.1,7.94600589043727,4148481,0.0,1.0
2020-03-19,23.95,34.06,22.0,33.41,8.02042467672233,3397449,0.0,1.0
2020-03-18,29.73,29.87,22.18,24.06,5.77585805812449,4077212,0.0,1.0
2020-03-17,40.0,40.23,32.43,33.44,8.02762649474992,3182635,0.0,1.0
2020-03-16,47.49,47.49,37.25,39.36,9.44878525219368,2623269,0.0,1.0
2020-03-13,55.51,56.48,49.7,55.11,13.2297397166767,1133440,0.0,1.0
2020-03-12,53.81,57.26,51.61,53.07,12.7400160908008,1675722,0.0,1.0
2020-03-11,65.25,65.49,58.74,59.07,14.1803796963181,1724112,0.0,1.0
2020-03-10,65.83,68.11,64.0,67.55,16.2160935921159,1588843,0.0,1.0
2020-03-09,68.03,69.87,63.28,63.43,15.2270439163274,1602204,0.0,1.0
2020-03-06,70.22,74.41,69.98,74.0,17.7644844680471,1539091,0.0,1.0
2020-03-05,79.66,79.97,72.96,73.74,17.702068711808,1208410,0.0,1.0
2020-03-04,80.03,82.24,78.84,81.92,19.6657644273299,1445977,0.0,1.0
2020-03-03,79.88,81.1,76.97,78.0,18.7247268717253,2093339,0.0,1.0
2020-03-02,75.27,77.9,73.47,77.53,18.6118983892931,1719687,0.0,1.0
2020-02-28,74.56,76.55,73.07,74.75,17.9445299187367,2174757,0.0,1.0
2020-02-27,77.76,80.52,74.89,77.48,18.5998953592471,1698023,0.0,1.0
2020-02-26,82.01,83.01,79.32,79.98,19.200046861546,1239054,0.0,1.0
2020-02-25,87.18,87.18,81.7,81.9,19.6609632153116,1285776,0.0,1.0
2020-02-24,87.31,88.22,85.36,86.43,20.7484377374771,1424347,0.0,1.0
2020-02-21,93.84,93.88,90.69,90.97,21.8383128656519,1352381,0.0,1.0
2020-02-20,94.25,95.26,92.06,94.13,22.5969043645577,1527750,0.0,1.0
2020-02-19,95.06,95.57,94.17,94.35,22.64971769676,1189221,0.0,1.0
2020-02-18,95.7,96.29,94.51,94.61,22.7121334529991,1058892,0.0,1.0
2020-02-14,93.95,96.26,93.04,95.91,23.0242122341945,1321761,0.0,1.0
2020-02-13,99.25,100.39,93.64,94.5,22.6857267868979,4648172,0.0,1.0
2020-02-12,92.74,94.75,92.39,94.65,22.7217358770359,1371113,0.0,1.0
2020-02-11,90.87,93.25,90.43,92.38,22.1767983129485,933566,0.0,1.0
2020-02-10,90.35,91.84,89.46,90.36,21.691875899091,933212,0.0,1.0
2020-02-07,92.53,92.53,90.14,90.49,21.7230837772105,788629,0.0,1.0
2020-02-06,92.92,93.44,91.93,92.65,22.2416146751968,548826,0.0,1.0
2020-02-05,94.73,94.74,92.07,92.53,22.2128074030864,805262,0.0,1.0
2020-02-04,93.28,94.41,93.0,93.86,22.5320880023094,572181,0.0,1.0
2020-02-03,92.11,93.11,91.39,92.06,22.0999789206542,928908,0.0,1.0
2020-01-31,93.52,93.58,91.04,91.62,21.9943522562496,758858,0.0,1.0
2020-01-30,92.35,94.36,91.76,93.33,22.4048558838221,946082,0.0,1.0
2020-01-29,93.49,94.77,93.13,93.21,22.3760486117117,946010,0.0,1.0
2020-01-28,89.48,93.17,89.12,92.37,22.1743977069393,2029434,0.0,1.0
2020-01-27,85.26,88.74,84.83,88.47,21.238161363353,868215,0.0,1.0
2020-01-24,88.35,88.39,86.0,87.28,20.9524892482588,447417,0.0,1.0
2020-01-23,88.08,88.92,86.5,88.11,21.151739547022,926608,0.0,1.0
2020-01-22,88.79,89.49,87.96,88.42,21.226158333307,746184,0.0,1.0
2020-01-21,87.5,88.78,87.38,88.45,21.2333601513346,928905,0.0,1.0
2020-01-17,87.99,88.32,87.24,87.86,21.0917243967921,597852,0.0,1.0
2020-01-16,88.64,89.4,87.19,87.52,21.0101037924794,698746,0.0,1.0
2020-01-15,87.5,89.38,87.29,87.86,21.0917243967921,439963,0.0,1.0
2020-01-14,87.25,88.96,86.75,87.65,21.041311670599,535237,0.0,1.0
2020-01-13,85.68,87.31,85.68,87.25,20.9452874302312,469989,0.0,1.0
2020-01-10,85.45,85.8,84.4,85.45,20.513178348576,454476,0.0,1.0
2020-01-09,85.51,86.2,84.96,85.3,20.477169258438,425719,0.0,1.0
2020-01-08,84.77,86.0,84.58,85.26,20.4675668344013,485105,0.0,1.0
2020-01-07,86.49,86.99,84.34,84.62,20.3139280498127,491397,0.0,1.0
2020-01-06,84.91,86.98,84.1,86.68,20.808452887707,692086,0.0,1.0
2020-01-03,85.44,86.44,85.09,85.56,20.5395850146771,469739,0.0,1.0
2020-01-02,87.61,87.86,85.69,86.74,20.8228565237622,439742,0.0,1.0
2019-12-31,86.63,87.94,86.63,87.06,20.8996759160565,640858,0.0,1.0
2019-12-30,88.36,88.36,86.6,86.68,20.808452887707,303468,0.0,1.0
2019-12-27,88.59,88.71,87.85,88.33,21.2045528792243,302738,0.0,1.0
2019-12-26,88.68,88.83,87.49,88.34,21.2069534852335,206287,0.0,1.0
2019-12-24,88.07,88.83,87.1,88.66,21.2837728775277,115499,0.0,1.0
2019-12-23,89.41,89.76,87.8,87.99,21.1229322749116,368913,0.0,1.0
2019-12-20,89.33,89.7,88.48,89.34,21.447014086153,818453,0.0,1.0
2019-12-19,88.33,89.66,88.27,89.16,21.4038031779875,880313,0.0,1.0
2019-12-18,87.85,88.87,87.7,88.17,21.1661431830772,315306,0.0,1.0
2019-12-17,88.15,88.37,87.43,87.91,21.1037274268381,399538,0.0,1.0
2019-12-16,86.7,88.71,86.53,88.1,21.1493389410128,826646,0.0,1.0
2019-12-13,85.41,86.72,84.1,86.33,20.7244316773852,1020520,0.0,1.0
2019-12-12,85.5,86.1,84.96,85.41,20.5035759245392,628355,0.0,1.0
2019-12-11,84.97,85.73,84.37,85.69,20.5707928927967,383607,0.0,1.0
2019-12-10,85.28,85.6,83.97,85.04,20.414753502199,595427,0.0,1.0
2019-12-09,85.6,86.75,85.24,85.68,20.5683922867875,524724,0.0,1.0
2019-12-06,85.53,86.75,85.5,85.89,20.6188050129806,803305,0.0,1.0
2019-12-05,83.98,85.05,83.45,84.78,20.3523377459599,661048,0.0,1.0
2019-12-04,82.79,84.41,82.48,83.89,20.1386838111415,574138,0.0,1.0
2019-12-03,83.41,83.92,81.82,82.5,19.8049995758633,519604,0.0,1.0
2019-12-02,85.15,85.15,81.68,83.65,20.0810692669208,886603,0.0,1.0
2019-11-29,84.74,85.55,84.17,84.88,20.3763438060518,282283,0.0,1.0
2019-11-27,85.0,85.57,84.38,85.15,20.4411601683001,506920,0.0,1.0
2019-11-26,85.38,85.65,84.66,84.79,20.3547383519691,658078,0.0,1.0
2019-11-25,84.69,85.87,84.44,85.15,20.4411601683001,595915,0.0,1.0
2019-11-22,84.04,84.54,82.95,84.13,20.1962983553622,558657,0.0,1.0
2019-11-21,84.73,84.83,82.92,83.54,20.0546626008196,537082,0.0,1.0
2019-11-20,84.89,85.84,84.16,84.95,20.3931480481162,512557,0.0,1.0
2019-11-19,86.65,86.71,84.84,84.92,20.3859462300886,385065,0.0,1.0
2019-11-18,84.94,86.64,84.52,86.49,20.7628413735323,454983,0.0,1.0
2019-11-15,86.3,86.3,84.3,84.97,20.3979492601346,488829,0.0,1.0
2019-11-14,85.51,86.68,85.37,85.81,20.599600164907,416545,0.0,1.0
2019-11-13,85.61,86.95,85.22,85.98,20.6404104670633,484358,0.0,1.0
2019-11-12,86.5,87.61,85.98,86.17,20.686021981238,577849,0.0,1.0
2019-11-11,85.13,86.89,84.85,86.59,20.7868474336243,459468,0.0,1.0
2019-11-08,85.01,85.9,84.42,85.56,20.5395850146771,580995,0.0,1.0
2019-11-07,86.42,87.65,84.79,85.06,20.4195547142173,698749,0.0,1.0
2019-11-06,85.23,85.94,83.53,85.76,20.587597134861,1258080,0.0,1.0
2019-11-05,86.13,86.81,84.67,85.99,20.6428110730725,1199108,0.0,1.0
2019-11-04,90.07,90.09,86.15,86.39,20.7388353134404,1889165,0.0,1.0
2019-11-01,91.81,92.33,88.76,89.35,21.4494146921622,1722403,0.0,1.0
2019-10-31,84.76,91.6,84.02,90.95,21.8335116536335,3178792,0.0,1.0
2019-10-30,81.63,82.17,80.35,81.86,19.6513607912748,1070987,0.0,1.0
2019-10-29,80.85,82.63,80.68,81.61,19.5913456410449,796466,0.0,1.0
2019-10-28,82.5,82.9,80.5,81.01,19.4473092804931,873645,0.0,1.0
2019-10-25,81.38,82.41,81.36,81.75,19.6249541251736,533415,0.0,1.0
2019-10-24,80.99,81.72,80.67,81.08,19.4641135225575,755155,0.0,1.0
2019-10-23,82.05,82.11,80.87,81.63,19.5961468530633,515202,0.0,1.0
2019-10-22,82.57,83.43,81.97,82.05,19.6969723054495,686734,0.0,1.0
2019-10-21,82.87,83.96,81.54,81.81,19.6393577612288,936191,0.0,1.0
2019-10-18,82.75,84.38,81.47,82.7,19.8530116960472,1170994,0.0,1.0
2019-10-17,80.0,82.92,79.98,82.65,19.8410086660012,1118267,0.0,1.0
2019-10-16,79.12,79.78,78.4,79.5,19.0848177731046,472178,0.0,1.0
2019-10-15,78.9,79.37,78.26,78.98,18.9599862606265,443590,0.0,1.0
2019-10-14,76.73,78.46,76.4,78.33,18.8039468700287,520613,0.0,1.0
2019-10-11,75.86,78.84,75.81,77.26,18.5470820270448,860956,0.0,1.0
2019-10-10,74.72,75.12,73.91,74.69,17.9301262826816,571354,0.0,1.0
2019-10-09,74.84,75.11,73.31,74.55,17.8965177985528,601379,0.0,1.0
2019-10-08,75.64,76.01,73.73,73.82,17.7212735598815,505110,0.0,1.0
2019-10-07,75.75,77.16,75.59,76.77,18.4294523325942,647551,0.0,1.0
2019-10-04,75.04,76.29,74.64,76.25,18.3046208201161,479837,0.0,1.0
2019-10-03,73.29,75.13,72.71,75.04,18.0141474930034,542902,0.0,1.0
2019-10-02,73.7,73.97,72.01,73.26,17.5868396233666,810219,0.0,1.0
2019-10-01,77.53,78.3,74.23,74.27,17.8293008302953,850223,0.0,1.0
2019-09-30,73.83,77.42,73.8,77.2,18.5326783909896,1264282,0.0,1.0
2019-09-27,75.68,75.99,73.31,73.55,17.6564571976333,741273,0.0,1.0
2019-09-26,75.59,75.705,74.36,75.19,18.0501565831413,404397,0.0,1.0
2019-09-25,74.78,76.35,73.83,75.89,18.218199003785,594966,0.0,1.0
2019-09-24,76.41,76.85,74.43,74.64,17.9181232526356,714095,0.0,1.0
2019-09-23,75.35,76.92,74.98,76.11,18.2710123359873,550360,0.0,1.0
2019-09-20,77.6,78.39,75.17,75.78,18.1917923376839,965290,0.0,1.0
2019-09-19,77.7,79.61,77.48,77.64,18.6383050553942,661493,0.0,1.0
2019-09-18,77.93,78.66,76.31,77.58,18.6239014193391,559187,0.0,1.0
2019-09-17,77.39,78.27,76.66,77.97,18.7175250536977,463515,0.0,1.0
2019-09-16,78.02,79.61,77.6,77.76,18.6671123275046,707016,0.0,1.0
2019-09-13,79.01,79.9,78.17,78.49,18.8423565661759,651116,0.0,1.0
2019-09-12,78.7,79.21,77.02,78.22,18.7775402039276,615614,0.0,1.0
2019-09-11,75.75,78.68,75.5,78.57,18.8615614142494,937648,0.0,1.0
2019-09-10,74.28,75.96,73.04,74.73,17.9397287067183,612209,0.0,1.0
2019-09-09,76.3,77.12,74.84,74.93,17.9877408269023,631529,0.0,1.0
2019-09-06,76.08,76.69,75.34,75.98,18.2398044578678,604093,0.0,1.0
2019-09-05,75.76,76.05,75.08,75.92,18.2254008218126,742273,0.0,1.0
2019-09-04,74.42,75.14,72.75,74.43,17.8677105264425,604988,0.0,1.0
2019-09-03,76.22,77.03,73.76,74.01,17.7668850740563,699177,0.0,1.0
2019-08-30,77.46,77.91,76.54,77.12,18.5134735429161,305340,0.0,1.0
2019-08-29,77.57,78.15,77.05,77.16,18.5230759669529,393012,0.0,1.0
2019-08-28,74.67,77.03,74.06,76.89,18.4582596047046,397061,0.0,1.0
2019-08-27,76.05,76.44,74.76,74.94,17.9901414329114,625232,0.0,1.0
2019-08-26,76.05,76.3,74.52,75.52,18.1293765814448,467946,0.0,1.0
2019-08-23,77.54,78.14,74.71,75.03,18.0117468869942,683363,0.0,1.0
2019-08-22,77.59,78.79,76.64,78.31,18.7991456580103,583352,0.0,1.0
2019-08-21,75.96,77.68,75.96,77.51,18.6070971772747,395458,0.0,1.0
2019-08-20,74.99,75.71,74.7,75.17,18.0453553711229,451151,0.0,1.0
2019-08-19,75.67,76.08,75.2,75.53,18.131777187454,725613,0.0,1.0
2019-08-16,74.91,75.14,74.06,74.67,17.9253250706632,1368168,0.0,1.0
2019-08-15,75.72,76.11,73.8,74.01,17.7668850740563,772727,0.0,1.0
2019-08-14,77.55,77.55,74.96,75.36,18.0909668852977,579720,0.0,1.0
2019-08-13,76.58,79.69,76.43,79.32,19.0416068649391,656835,0.0,1.0
2019-08-12,79.17,79.35,76.62,76.69,18.4102474845207,463600,0.0,1.0
2019-08-09,79.15,79.99,78.1,79.57,19.101622015169,863349,0.0,1.0
2019-08-08,77.72,79.4,77.4,79.29,19.0344050469115,846266,0.0,1.0
2019-08-07,75.14,77.55,75.14,77.24,18.5422808150264,696208,0.0,1.0
2019-08-06,74.69,76.23,74.46,75.95,18.2326026398402,656551,0.0,1.0
2019-08-05,76.39,76.54,72.49,74.28,17.8317014363045,1082638,0.0,1.0
2019-08-02,78.2,78.64,77.28,78.17,18.7655371738816,821271,0.0,1.0
2019-08-01,80.22,81.7,78.12,78.47,18.8375553541575,1035692,0.0,1.0
2019-07-31,80.83,81.85,79.75,80.22,19.2576614057667,785776,0.0,1.0
2019-07-30,80.8,81.4,79.97,80.56,19.3392820100793,749931,0.0,1.0
2019-07-29,80.47,81.79,80.06,81.48,19.5601377629253,621237,0.0,1.0
2019-07-26,79.95,81.36,79.57,80.88,19.4161014023736,1073521,0.0,1.0
2019-07-25,79.1,80.5,77.09,79.5,19.0848177731046,1991116,0.0,1.0
2019-07-24,76.44,77.99,76.44,77.77,18.6695129335138,1287640,0.0,1.0
2019-07-23,76.9,77.6,75.52,77.24,18.5422808150264,648367,0.0,1.0
2019-07-22,77.32,77.73,76.4,76.57,18.3814402124103,413428,0.0,1.0
2019-07-19,78.08,78.59,77.12,77.22,18.537479603008,631618,0.0,1.0
2019-07-18,76.86,77.69,76.24,77.43,18.5878923292011,986684,0.0,1.0
2019-07-17,77.32,77.51,76.41,76.9,18.4606602107138,812972,0.0,1.0
2019-07-16,76.04,77.04,76.04,76.98,18.4798650587873,827310,0.0,1.0
2019-07-15,77.5,77.86,75.59,76.28,18.3118226381436,737155,0.0,1.0
2019-07-12,76.91,78.01,76.84,77.77,18.6695129335138,644587,0.0,1.0
2019-07-11,75.9,76.84,75.14,76.7,18.4126480905299,896410,0.0,1.0
2019-07-10,75.82,76.67,74.97,75.7,18.1725874896103,826446,0.0,1.0
2019-07-09,74.87,75.53,74.4,75.35,18.0885662792885,498367,0.0,1.0
2019-07-08,74.7,75.69,74.52,74.96,17.9949426449298,507995,0.0,1.0
2019-07-05,74.55,75.17,73.95,74.94,17.9901414329114,387114,0.0,1.0
2019-07-03,75.02,75.36,74.55,75.17,18.0453553711229,253628,0.0,1.0
2019-07-02,74.61,74.99,73.89,74.7,17.9325268886908,571858,0.0,1.0
2019-07-01,74.71,75.25,73.28,74.88,17.9757377968563,1050680,0.0,1.0
2019-06-28,72.17,73.68,71.46,73.37,17.6132462894677,1206719,0.0,1.0
2019-06-27,72.08,72.93,71.65,72.23,17.3395772044195,678131,0.0,1.0
2019-06-26,72.25,73.39,71.8,71.92,17.2651584181344,602214,0.0,1.0
2019-06-25,72.58,73.4,71.83,72.24,17.3419778104286,925751,0.0,1.0
2019-06-24,74.98,75.41,72.08,72.58,17.4235984147413,1162224,0.0,1.0
2019-06-21,73.1,74.85,71.95,74.48,17.8797135564885,1529898,0.0,1.0
2019-06-20,73.86,74.715,72.69,73.47,17.6372523495597,1714145,0.0,1.0
2019-06-19,71.25,72.55,70.755,72.01,17.2867638722172,1435304,0.0,1.0
2019-06-18,74.0,74.57,68.84,70.43,16.9074681227643,2822836,0.0,1.0
2019-06-17,68.34,69.95,68.18,69.56,16.6986153999642,724405,0.0,1.0
