,EXPE_Open,EXPE_High,EXPE_Low,EXPE_Close,EXPE_Adj Close,EXPE_Volume,EXPE_Dividend Amount,EXPE_Split Coefficient
2021-06-08,170.35,173.18,170.33,172.61,172.61,1391014,0.0,1.0
2021-06-07,172.8027,172.8027,168.45,170.35,170.35,2073722,0.0,1.0
2021-06-04,172.04,173.48,171.07,171.42,171.42,1418701,0.0,1.0
2021-06-03,173.56,174.94,170.34,170.75,170.75,1854174,0.0,1.0
2021-06-02,177.91,178.27,174.92,175.17,175.17,1992430,0.0,1.0
2021-06-01,178.81,179.59,176.81,177.31,177.31,1623994,0.0,1.0
2021-05-28,172.88,178.14,172.88,176.95,176.95,1895768,0.0,1.0
2021-05-27,175.0,175.3731,172.8,174.11,174.11,2221554,0.0,1.0
2021-05-26,172.97,175.17,172.42,174.83,174.83,1971490,0.0,1.0
2021-05-25,174.52,175.59,171.69,173.06,173.06,1886331,0.0,1.0
2021-05-24,169.0,172.31,167.785,171.1,171.1,1938578,0.0,1.0
2021-05-21,170.02,171.25,167.19,168.06,168.06,1697967,0.0,1.0
2021-05-20,167.25,170.19,166.25,169.14,169.14,1816953,0.0,1.0
2021-05-19,164.9,167.76,164.162,167.07,167.07,2056898,0.0,1.0
2021-05-18,169.92,172.0,168.02,168.1,168.1,2227413,0.0,1.0
2021-05-17,170.01,170.21,166.8,169.45,169.45,2438297,0.0,1.0
2021-05-14,169.99,173.05,168.25,171.8,171.8,2460583,0.0,1.0
2021-05-13,164.75,169.05,163.7,167.72,167.72,3283138,0.0,1.0
2021-05-12,171.21,171.99,161.64,161.99,161.99,4637183,0.0,1.0
2021-05-11,170.0,173.38,167.82,172.4,172.4,3895309,0.0,1.0
2021-05-10,173.56,177.425,170.73,173.09,173.09,4584323,0.0,1.0
2021-05-07,175.44,180.05,172.01,173.46,173.46,6284817,0.0,1.0
2021-05-06,170.04,170.92,162.62,164.82,164.82,3719423,0.0,1.0
2021-05-05,174.09,176.23,170.0,170.92,170.92,1967810,0.0,1.0
2021-05-04,175.46,175.555,170.44,173.45,173.45,2134423,0.0,1.0
2021-05-03,178.25,179.63,174.47,174.82,174.82,1970113,0.0,1.0
2021-04-30,177.48,178.45,174.666,176.23,176.23,1029957,0.0,1.0
2021-04-29,179.03,180.64,175.1019,177.87,177.87,1465528,0.0,1.0
2021-04-28,176.75,179.66,176.2,177.6,177.6,1795109,0.0,1.0
2021-04-27,177.03,179.579,176.03,177.08,177.08,1903263,0.0,1.0
2021-04-26,179.33,181.52,176.34,176.68,176.68,1715802,0.0,1.0
2021-04-23,176.66,178.67,175.07,177.56,177.56,1559747,0.0,1.0
2021-04-22,176.4608,180.0889,174.89,175.65,175.65,1977734,0.0,1.0
2021-04-21,170.49,176.76,168.53,176.26,176.26,2163886,0.0,1.0
2021-04-20,174.08,174.9399,166.75,170.46,170.46,2839545,0.0,1.0
2021-04-19,172.51,177.88,172.06,175.62,175.62,2324162,0.0,1.0
2021-04-16,172.1,174.77,170.98,173.91,173.91,2454359,0.0,1.0
2021-04-15,171.96,172.51,169.2,170.55,170.55,1969536,0.0,1.0
2021-04-14,171.92,174.95,171.27,171.72,171.72,2408834,0.0,1.0
2021-04-13,171.41,172.7,167.55,170.93,170.93,2644678,0.0,1.0
2021-04-12,173.21,175.25,169.55,171.71,171.71,1776741,0.0,1.0
2021-04-09,175.49,175.59,170.84,174.98,174.98,2032873,0.0,1.0
2021-04-08,171.4,175.42,170.41,174.57,174.57,2553307,0.0,1.0
2021-04-07,175.0,175.5,170.38,172.04,172.04,3002856,0.0,1.0
2021-04-06,174.44,177.63,174.18,174.7,174.7,1943782,0.0,1.0
2021-04-05,177.66,178.33,174.5,176.02,176.02,2639162,0.0,1.0
2021-04-01,172.89,176.0,170.68,175.93,175.93,2839961,0.0,1.0
2021-03-31,176.63,177.2,171.92,172.12,172.12,2617063,0.0,1.0
2021-03-30,177.0,177.4,173.41,175.87,175.87,2576816,0.0,1.0
2021-03-29,176.45,179.8448,173.22,176.13,176.13,2953623,0.0,1.0
2021-03-26,176.98,177.73,170.99,176.45,176.45,3391924,0.0,1.0
2021-03-25,163.61,175.1,162.73,174.66,174.66,3755488,0.0,1.0
2021-03-24,169.2,172.58,165.9,166.14,166.14,2784190,0.0,1.0
2021-03-23,170.235,172.6,165.73,168.42,168.42,4496158,0.0,1.0
2021-03-22,179.0,179.98,172.44,173.09,173.09,3341365,0.0,1.0
2021-03-19,179.6,180.94,175.0935,179.98,179.98,3287263,0.0,1.0
2021-03-18,184.0,187.93,180.61,180.8,180.8,5433545,0.0,1.0
2021-03-17,176.42,185.48,175.48,185.27,185.27,5059371,0.0,1.0
2021-03-16,177.5603,178.5459,174.79,176.38,176.38,3080817,0.0,1.0
2021-03-15,176.78,177.3,171.36,177.1,177.1,2444054,0.0,1.0
2021-03-12,170.72,176.25,169.7,174.59,174.59,3543485,0.0,1.0
2021-03-11,168.72,175.245,168.72,171.08,171.08,4796631,0.0,1.0
2021-03-10,170.03,173.22,165.51,167.58,167.58,3898989,0.0,1.0
2021-03-09,168.95,169.57,163.0,165.77,165.77,3563924,0.0,1.0
2021-03-08,166.54,171.72,165.34,167.9,167.9,3987725,0.0,1.0
2021-03-05,160.93,167.739,156.13,166.45,166.45,4352348,0.0,1.0
2021-03-04,162.82,163.94,154.8325,158.41,158.41,3863822,0.0,1.0
2021-03-03,161.12,166.19,158.31,163.43,163.43,2828283,0.0,1.0
2021-03-02,161.55,164.42,160.0,160.27,160.27,2089209,0.0,1.0
2021-03-01,164.0,165.75,159.45,161.24,161.24,3277285,0.0,1.0
2021-02-26,158.41,164.91,154.61,161.0,161.0,5045122,0.0,1.0
2021-02-25,164.61,165.0,156.1,157.18,157.18,3158419,0.0,1.0
2021-02-24,160.55,164.58,159.6081,162.78,162.78,2906916,0.0,1.0
2021-02-23,160.37,160.915,153.1,159.69,159.69,3677329,0.0,1.0
2021-02-22,158.5,166.57,157.56,160.61,160.61,3474104,0.0,1.0
2021-02-19,157.64,162.1,157.13,158.92,158.92,3496791,0.0,1.0
2021-02-18,150.84,157.41,150.28,156.73,156.73,2923965,0.0,1.0
2021-02-17,146.5,155.53,145.0,154.04,154.04,4511355,0.0,1.0
2021-02-16,146.41,148.88,143.23,147.84,147.84,4304982,0.0,1.0
2021-02-12,148.37,151.7,145.58,146.51,146.51,5379003,0.0,1.0
2021-02-11,149.3,153.26,146.885,149.91,149.91,3365607,0.0,1.0
2021-02-10,145.55,151.86,145.3,148.9,148.9,3399204,0.0,1.0
2021-02-09,144.98,145.91,143.07,144.48,144.48,2608192,0.0,1.0
2021-02-08,142.1,146.32,142.1,145.42,145.42,2523695,0.0,1.0
2021-02-05,143.33,145.67,140.29,141.4,141.4,2058936,0.0,1.0
2021-02-04,141.66,142.92,140.01,141.91,141.91,2080991,0.0,1.0
2021-02-03,137.98,141.15,137.06,138.48,138.48,3341412,0.0,1.0
2021-02-02,129.06,136.78,128.83,136.13,136.13,4870795,0.0,1.0
2021-02-01,126.15,129.6,125.645,127.3,127.3,5913448,0.0,1.0
2021-01-29,124.94,126.34,120.4201,124.1,124.1,4601110,0.0,1.0
2021-01-28,126.375,130.16,124.6,126.74,126.74,8107058,0.0,1.0
2021-01-27,128.37,130.49,118.3,123.21,123.21,7235895,0.0,1.0
2021-01-26,137.59,137.59,130.01,131.5,131.5,2984782,0.0,1.0
2021-01-25,135.69,138.55,126.19,135.99,135.99,7253683,0.0,1.0
2021-01-22,139.82,140.33,136.44,136.52,136.52,2697694,0.0,1.0
2021-01-21,142.88,142.88,136.01,138.88,138.88,3168368,0.0,1.0
2021-01-20,141.66,144.1,138.4,141.75,141.75,2293728,0.0,1.0
2021-01-19,142.54,143.6899,140.23,142.82,142.82,1809520,0.0,1.0
2021-01-15,144.0,144.35,140.11,140.69,140.69,1669378,0.0,1.0
2021-01-14,141.12,146.41,141.12,144.17,144.17,2666137,0.0,1.0
2021-01-13,140.2,141.09,138.35,140.61,140.61,1966189,0.0,1.0
2021-01-12,142.85,144.05,140.86,140.95,140.95,1510012,0.0,1.0
2021-01-11,140.31,144.5,140.11,142.96,142.96,1474677,0.0,1.0
2021-01-08,143.4,144.75,141.05,144.02,144.02,1484210,0.0,1.0
2021-01-07,144.11,144.67,139.84,142.29,142.29,2173521,0.0,1.0
2021-01-06,138.1085,147.55,136.84,143.42,143.42,4559129,0.0,1.0
2021-01-05,131.47,137.94,131.46,137.14,137.14,3487274,0.0,1.0
2021-01-04,134.57,135.87,128.31,131.37,131.37,3472433,0.0,1.0
2020-12-31,132.11,133.69,130.28,132.4,132.4,1459038,0.0,1.0
2020-12-30,132.0,133.05,130.88,132.12,132.12,1231279,0.0,1.0
2020-12-29,128.82,132.285,128.28,131.3,131.3,2180682,0.0,1.0
2020-12-28,127.79,130.3,127.1293,128.48,128.48,1642508,0.0,1.0
2020-12-24,126.94,127.43,125.75,126.96,126.96,564080,0.0,1.0
2020-12-23,123.99,128.155,123.17,126.49,126.49,1353786,0.0,1.0
2020-12-22,124.08,126.11,122.5,123.15,123.15,2185970,0.0,1.0
2020-12-21,121.78,124.69,120.15,123.36,123.36,2637559,0.0,1.0
2020-12-18,125.2,127.46,122.4,125.54,125.54,7924096,0.0,1.0
2020-12-17,125.66,125.66,122.34,124.48,124.48,3609811,0.0,1.0
2020-12-16,126.49,126.49,122.82,124.98,124.98,2739871,0.0,1.0
2020-12-15,124.5,126.66,123.36,126.0,126.0,2218584,0.0,1.0
2020-12-14,124.45,125.0,122.2,123.33,123.33,2774089,0.0,1.0
2020-12-11,129.525,129.6599,122.74,123.02,123.02,4987934,0.0,1.0
2020-12-10,125.69,134.085,125.69,130.47,130.47,4567854,0.0,1.0
2020-12-09,128.24,132.92,125.75,128.84,128.84,3469307,0.0,1.0
2020-12-08,125.82,127.4,124.05,126.28,126.28,1693465,0.0,1.0
2020-12-07,128.51,128.78,124.62,126.52,126.52,1767393,0.0,1.0
2020-12-04,128.19,128.78,125.25,128.58,128.58,2024365,0.0,1.0
2020-12-03,129.11,129.9299,126.7,127.35,127.35,1710695,0.0,1.0
2020-12-02,124.7,129.42,124.49,127.87,127.87,1726785,0.0,1.0
2020-12-01,126.79,128.31,125.17,126.22,126.22,1983027,0.0,1.0
2020-11-30,123.71,125.31,121.36,124.49,124.49,2791261,0.0,1.0
2020-11-27,124.0,125.68,122.46,123.73,123.73,840785,0.0,1.0
2020-11-25,124.25,124.3799,121.8,123.18,123.18,1344947,0.0,1.0
2020-11-24,125.7,125.745,122.8,125.05,125.05,2570787,0.0,1.0
2020-11-23,121.1834,124.95,120.12,122.8,122.8,2290897,0.0,1.0
2020-11-20,123.45,123.66,119.77,119.9,119.9,2937723,0.0,1.0
2020-11-19,121.61,124.16,120.03,123.96,123.96,2045136,0.0,1.0
2020-11-18,123.1,126.08,122.01,122.52,122.52,1981660,0.0,1.0
2020-11-17,122.58,123.78,121.13,123.03,123.03,1937660,0.0,1.0
2020-11-16,128.77,128.98,122.32,123.56,123.56,3136091,0.0,1.0
2020-11-13,119.1,124.975,118.3,123.45,123.45,3639141,0.0,1.0
2020-11-12,118.3,119.9,115.6,117.5,117.5,3191114,0.0,1.0
2020-11-11,120.3,123.39,118.64,119.7,119.7,3728442,0.0,1.0
2020-11-10,122.2807,126.81,119.74,122.75,122.75,7438947,0.0,1.0
2020-11-09,119.2,130.57,119.19,128.64,128.64,19306738,0.0,1.0
2020-11-06,102.0,104.32,100.8,103.27,103.27,1926389,0.0,1.0
2020-11-05,102.01,106.74,100.52,103.1,103.1,4470035,0.0,1.0
2020-11-04,99.24,100.72,97.17,98.5,98.5,3813594,0.0,1.0
2020-11-03,95.95,99.745,95.51,98.8,98.8,2635725,0.0,1.0
2020-11-02,95.05,95.23,92.555,94.72,94.72,2571240,0.0,1.0
2020-10-30,94.88,95.26,92.7075,94.15,94.15,2124927,0.0,1.0
2020-10-29,91.19,95.91,90.52,95.22,95.22,1733189,0.0,1.0
2020-10-28,92.8,93.85,90.77,91.83,91.83,2808330,0.0,1.0
2020-10-27,98.96,98.96,94.47,95.07,95.07,1908747,0.0,1.0
2020-10-26,101.56,101.64,96.16,99.01,99.01,2311401,0.0,1.0
2020-10-23,101.0,103.06,100.26,102.72,102.72,2625946,0.0,1.0
2020-10-22,93.05,102.11,92.58,101.04,101.04,4711793,0.0,1.0
2020-10-21,92.56,93.32,91.5,92.7,92.7,1062759,0.0,1.0
2020-10-20,92.92,95.42,92.55,92.96,92.96,2105582,0.0,1.0
2020-10-19,91.87,93.13,91.45,92.14,92.14,2078524,0.0,1.0
2020-10-16,91.06,91.76,89.95,90.71,90.71,2201069,0.0,1.0
2020-10-15,91.15,91.22,87.9,90.23,90.23,3394166,0.0,1.0
2020-10-14,94.57,95.69,92.35,92.4,92.4,2346121,0.0,1.0
2020-10-13,97.36,97.36,93.68,94.32,94.32,1792178,0.0,1.0
2020-10-12,98.005,98.48,96.77,97.34,97.34,1553948,0.0,1.0
2020-10-09,97.22,97.49,95.095,96.3,96.3,1298502,0.0,1.0
2020-10-08,94.06,96.05,93.022,95.95,95.95,1271166,0.0,1.0
2020-10-07,93.73,94.27,92.43,93.49,93.49,1412561,0.0,1.0
2020-10-06,92.89,95.57,91.4866,91.87,91.87,2154047,0.0,1.0
2020-10-05,93.1,93.47,90.9,92.16,92.16,1286826,0.0,1.0
2020-10-02,89.215,92.51,88.42,92.09,92.09,1891189,0.0,1.0
2020-10-01,92.55,94.725,91.95,92.06,92.06,2434882,0.0,1.0
2020-09-30,92.3,93.8653,90.42,91.69,91.69,2401807,0.0,1.0
2020-09-29,94.04,94.05,91.06,91.78,91.78,2245397,0.0,1.0
2020-09-28,92.99,95.2587,91.67,94.29,94.29,2240393,0.0,1.0
2020-09-25,91.04,93.89,90.38,93.57,93.57,2151962,0.0,1.0
2020-09-24,91.23,93.96,89.72,92.05,92.05,1871160,0.0,1.0
2020-09-23,93.38,95.3,91.68,91.92,91.92,1874476,0.0,1.0
2020-09-22,91.94,94.19,90.67,93.95,93.95,2413953,0.0,1.0
2020-09-21,91.17,92.3799,89.83,91.29,91.29,3202827,0.0,1.0
2020-09-18,97.31,97.31,92.97,93.8,93.8,3519817,0.0,1.0
2020-09-17,97.23,98.12,94.41,96.79,96.79,2131651,0.0,1.0
2020-09-16,97.75,101.374,97.26,99.03,99.03,2013799,0.0,1.0
2020-09-15,96.84,99.26,96.12,97.4,97.4,1560268,0.0,1.0
2020-09-14,96.14,96.53,94.72,95.92,95.92,2141251,0.0,1.0
2020-09-11,96.25,96.59,92.12,94.74,94.74,3019716,0.0,1.0
2020-09-10,99.08,101.19,97.15,97.24,97.24,2216466,0.0,1.0
2020-09-09,99.36,99.76,96.95,99.23,99.23,2069979,0.0,1.0
2020-09-08,98.26,100.84,97.48,99.27,99.27,1790950,0.0,1.0
2020-09-04,101.12,102.29,97.08,99.8,99.8,3345419,0.0,1.0
2020-09-03,101.72,104.05,99.21,100.29,100.29,3888067,0.0,1.0
2020-09-02,100.46,103.49,99.2,102.94,102.94,3812784,0.0,1.0
2020-09-01,97.6,99.3305,96.69,99.25,99.25,1967874,0.0,1.0
2020-08-31,101.02,101.02,98.07,98.15,98.15,2817387,0.0,1.0
2020-08-28,98.73,101.45,97.9,100.89,100.89,3020390,0.0,1.0
2020-08-27,96.1,98.48,95.77,97.735,97.735,2765560,0.0,1.0
2020-08-26,96.0,96.82,94.9415,95.11,95.11,2099354,0.0,1.0
2020-08-25,95.59,96.63,93.33,96.42,96.42,2377029,0.0,1.0
2020-08-24,92.15,95.97,91.55,95.46,95.46,4114322,0.0,1.0
2020-08-21,88.23,91.3,87.97,91.1,91.1,2582867,0.0,1.0
2020-08-20,86.97,89.205,86.76,88.67,88.67,1256670,0.0,1.0
2020-08-19,88.14,88.82,87.0,87.68,87.68,2428608,0.0,1.0
2020-08-18,87.1564,88.72,86.6825,88.5,88.5,1740469,0.0,1.0
2020-08-17,87.37,87.83,85.66,87.7,87.7,1879069,0.0,1.0
2020-08-14,86.56,86.99,85.44,86.73,86.73,1830788,0.0,1.0
2020-08-13,86.95,88.76,86.14,86.97,86.97,1585057,0.0,1.0
2020-08-12,88.35,88.99,85.73,86.95,86.95,1938041,0.0,1.0
2020-08-11,87.6,90.69,87.42,88.12,88.12,4141194,0.0,1.0
2020-08-10,83.11,86.37,83.1,84.91,84.91,2585576,0.0,1.0
2020-08-07,83.48,84.05,80.89,82.56,82.56,3199731,0.0,1.0
2020-08-06,81.81,85.58,81.48,84.21,84.21,3157316,0.0,1.0
2020-08-05,80.96,82.8,80.5,82.58,82.58,2757373,0.0,1.0
2020-08-04,79.86,81.4,79.07,79.74,79.74,4332857,0.0,1.0
2020-08-03,81.1,82.29,79.42,79.96,79.96,3514006,0.0,1.0
2020-07-31,80.83,81.32,76.75,81.01,81.01,10891854,0.0,1.0
2020-07-30,83.91,85.08,81.48,84.93,84.93,2841310,0.0,1.0
2020-07-29,84.01,85.67,82.27,85.32,85.32,1859521,0.0,1.0
2020-07-28,84.19,85.48,83.48,83.68,83.68,1516452,0.0,1.0
2020-07-27,83.4,84.8,80.7,84.42,84.42,2423741,0.0,1.0
2020-07-24,84.86,85.6,83.285,83.72,83.72,2503091,0.0,1.0
2020-07-23,87.1,87.23,83.75,85.17,85.17,2873722,0.0,1.0
2020-07-22,86.88,87.8,85.99,87.68,87.68,2082038,0.0,1.0
2020-07-21,87.72,89.11,86.7,87.53,87.53,1880719,0.0,1.0
2020-07-20,86.09,87.55,84.53,86.89,86.89,1913989,0.0,1.0
2020-07-17,87.21,87.25,85.57,86.87,86.87,1631600,0.0,1.0
2020-07-16,88.45,89.07,86.45,87.17,87.17,2458500,0.0,1.0
2020-07-15,86.26,91.29,86.13,90.23,90.23,5597200,0.0,1.0
2020-07-14,80.83,82.65,80.32,82.47,82.47,2344700,0.0,1.0
2020-07-13,84.45,86.07,81.48,81.58,81.58,3714500,0.0,1.0
2020-07-10,81.04,84.09,80.05,83.54,83.54,4013000,0.0,1.0
2020-07-09,83.94,84.14,79.15,81.56,81.56,5708600,0.0,1.0
2020-07-08,84.81,84.99,81.96,84.2,84.2,4198000,0.0,1.0
2020-07-07,85.87,86.22,83.67,85.05,85.05,2833300,0.0,1.0
2020-07-06,88.59,89.82,83.99,87.34,87.34,4336800,0.0,1.0
2020-07-02,86.48,88.08,83.47,84.89,84.89,2916700,0.0,1.0
2020-07-01,83.21,86.11,82.39,84.44,84.44,3163800,0.0,1.0
2020-06-30,83.15,83.15,80.85,82.2,82.2,3120100,0.0,1.0
2020-06-29,78.01,82.82,75.75,82.67,82.67,4752600,0.0,1.0
2020-06-26,82.99,83.95,77.33,77.59,77.59,8055891,0.0,1.0
2020-06-25,80.79,82.9,79.5423,82.72,82.72,3954990,0.0,1.0
2020-06-24,86.27,86.28,78.83,81.24,81.24,6730235,0.0,1.0
2020-06-23,84.87,87.03,83.7,86.6,86.6,3109200,0.0,1.0
2020-06-22,82.68,83.27,80.33,83.12,83.12,2798555,0.0,1.0
2020-06-19,85.69,86.265,81.8,82.06,82.06,4972272,0.0,1.0
2020-06-18,83.62,86.7,83.13,84.4,84.4,2359145,0.0,1.0
2020-06-17,86.03,86.08,83.564,84.67,84.67,3161539,0.0,1.0
2020-06-16,88.23,89.18,83.01,85.3,85.3,3608137,0.0,1.0
2020-06-15,79.34,84.91,78.16,84.27,84.27,3428599,0.0,1.0
2020-06-12,82.51,84.2293,79.325,82.52,82.52,3884267,0.0,1.0
2020-06-11,81.78,83.73,77.3,77.73,77.73,6088607,0.0,1.0
2020-06-10,89.36,89.75,83.83,87.37,87.37,5757588,0.0,1.0
2020-06-09,91.12,91.85,88.51,88.7,88.7,4549910,0.0,1.0
2020-06-08,95.3,97.59,92.64,93.99,93.99,4695179,0.0,1.0
2020-06-05,94.54,95.26,91.1232,93.06,93.06,6752454,0.0,1.0
2020-06-04,89.77,91.41,87.5816,89.88,89.88,3662661,0.0,1.0
2020-06-03,86.18,89.77,86.16,89.14,89.14,6050075,0.0,1.0
2020-06-02,83.25,84.63,82.08,84.22,84.22,3968233,0.0,1.0
2020-06-01,79.5,83.17,78.84,82.42,82.42,3798841,0.0,1.0
2020-05-29,78.66,80.14,76.03,79.48,79.48,6801787,0.0,1.0
2020-05-28,81.81,81.98,78.01,78.78,78.78,6357446,0.0,1.0
2020-05-27,86.18,86.88,80.49,81.61,81.61,7131718,0.0,1.0
2020-05-26,83.35,86.35,82.13,82.82,82.82,6863929,0.0,1.0
2020-05-22,76.96,78.74,74.81,77.95,77.95,3481824,0.0,1.0
2020-05-21,82.59,83.11,75.14,77.01,77.01,11946075,0.0,1.0
2020-05-20,78.51,79.89,76.65,79.58,79.58,5891425,0.0,1.0
2020-05-19,77.36,79.45,76.34,76.35,76.35,4968978,0.0,1.0
2020-05-18,70.74,80.46,70.74,79.19,79.19,12336362,0.0,1.0
2020-05-15,63.72,67.16,62.86,66.76,66.76,2887274,0.0,1.0
2020-05-14,60.55,64.52,58.3884,64.37,64.37,3616102,0.0,1.0
2020-05-13,64.64,64.75,60.6,62.01,62.01,4480556,0.0,1.0
2020-05-12,67.83,68.42,64.99,64.99,64.99,3290565,0.0,1.0
2020-05-11,68.53,69.38,67.44,67.62,67.62,1978104,0.0,1.0
2020-05-08,66.57,69.49,66.05,69.27,69.27,2760681,0.0,1.0
2020-05-07,65.1,67.3,65.1,66.46,66.46,2543592,0.0,1.0
2020-05-06,64.79,65.98,63.15,64.38,64.38,2495853,0.0,1.0
2020-05-05,68.41,68.41,63.8,64.08,64.08,5488598,0.0,1.0
2020-05-04,65.0,67.44,62.6,67.02,67.02,3071550,0.0,1.0
2020-05-01,68.14,69.905,66.37,67.29,67.29,3483588,0.0,1.0
2020-04-30,73.74,73.98,68.9201,70.98,70.98,4567416,0.0,1.0
2020-04-29,75.7,76.54,74.66,74.83,74.83,4846286,0.0,1.0
2020-04-28,70.89,73.25,70.1,71.84,71.84,3837478,0.0,1.0
2020-04-27,67.36,69.68,66.7457,69.15,69.15,4027310,0.0,1.0
2020-04-24,65.27,67.24,63.3,66.57,66.57,4399570,0.0,1.0
2020-04-23,61.84,67.36,61.84,63.37,63.37,8139290,0.0,1.0
2020-04-22,62.4965,64.12,60.76,61.42,61.42,5622941,0.0,1.0
2020-04-21,58.09,58.59,55.2256,57.25,57.25,3911047,0.0,1.0
2020-04-20,61.68,63.28,59.87,59.95,59.95,4036761,0.0,1.0
2020-04-17,62.05,63.77,61.015,63.22,63.22,4584164,0.0,1.0
2020-04-16,59.61,59.94,55.83,58.22,58.22,5386243,0.0,1.0
2020-04-15,58.655,61.18,57.29,60.56,60.56,3814664,0.0,1.0
2020-04-14,61.37,62.38,59.44,61.58,61.58,4060447,0.0,1.0
2020-04-13,62.39,63.0,58.07,58.79,58.79,3207047,0.0,1.0
2020-04-09,64.04,66.06,61.27,62.42,62.42,5275694,0.0,1.0
2020-04-08,58.75,61.99,57.99,60.55,60.55,5534662,0.0,1.0
2020-04-07,59.88,61.4765,54.42,56.51,56.51,6205040,0.0,1.0
2020-04-06,52.39,53.89,51.15,52.83,52.83,5498846,0.0,1.0
2020-04-03,48.04,48.81,46.145,48.71,48.71,3753368,0.0,1.0
2020-04-02,51.0,54.49,46.8,47.86,47.86,4987614,0.0,1.0
2020-04-01,52.86,53.69,50.28,52.0,52.0,4743113,0.0,1.0
2020-03-31,56.33,61.3424,55.26,56.27,56.27,4768208,0.0,1.0
2020-03-30,60.01,60.03,54.125,56.39,56.39,5845565,0.0,1.0
2020-03-27,61.92,61.92,57.695,60.03,60.03,4990253,0.0,1.0
2020-03-26,64.66,66.29,60.86,64.41,64.41,5246600,0.0,1.0
2020-03-25,62.1,70.71,59.08,65.89,65.89,5872352,0.0,1.0
2020-03-24,54.32,61.97,53.845,59.48,59.48,4982583,0.0,1.0
2020-03-23,49.2,54.46,46.29,50.85,50.85,6602129,0.0,1.0
2020-03-20,50.4,56.885,45.48,48.8,48.8,7312060,0.0,1.0
2020-03-19,44.59,52.75,43.0,48.43,48.43,8405188,0.0,1.0
2020-03-18,47.02,48.14,40.76,45.65,45.65,7369915,0.0,1.0
2020-03-17,54.265,57.99,49.63,54.12,54.12,7689166,0.0,1.0
2020-03-16,60.0,63.97,53.52,54.7,54.7,5743783,0.0,1.0
2020-03-13,68.6,69.98,58.56,69.63,69.63,9199162,0.0,1.0
2020-03-12,65.99,71.3136,64.3,65.04,65.04,6498764,0.0,1.0
2020-03-11,83.24,83.64,75.56,76.67,76.67,6358794,0.0,1.0
2020-03-10,88.47,89.99,82.0,85.93,85.93,3948035,0.0,1.0
2020-03-09,84.4,87.5,82.0,86.3,86.3,4359036,0.34,1.0
2020-03-06,88.26,92.94,87.99,91.85,91.489554478301,4773936,0.0,1.0
2020-03-05,94.29,94.49,90.6,91.51,91.1508887349954,4449769,0.0,1.0
2020-03-04,96.22,97.2,93.01,97.14,96.7587950138504,3954397,0.0,1.0
2020-03-03,96.47,98.98,93.69,95.19,94.8164473684211,3376391,0.0,1.0
2020-03-02,97.72,98.17,93.7887,96.73,96.3504039704524,4849267,0.0,1.0
2020-02-28,95.83,99.78,95.24,98.62,98.2329870729455,5329391,0.0,1.0
2020-02-27,98.57,103.9,94.62,98.71,98.3226338873499,6148261,0.0,1.0
2020-02-26,109.4,109.7,100.61,101.19,100.79290166205,5077960,0.0,1.0
2020-02-25,113.79,114.09,107.61,108.91,108.482606186519,3447202,0.0,1.0
2020-02-24,113.17,114.44,110.57,112.31,111.869263619575,4563633,0.0,1.0
2020-02-21,120.5,121.64,119.91,120.12,119.648614958449,2060528,0.0,1.0
2020-02-20,121.2,123.75,121.12,121.66,121.18257156048,2184387,0.0,1.0
2020-02-19,120.98,122.81,119.29,121.88,121.401708217913,3216995,0.0,1.0
2020-02-18,122.07,124.57,120.92,121.1,120.624769159741,3221341,0.0,1.0
2020-02-14,124.05,124.74,120.0154,122.8,122.31809787627,10382889,0.0,1.0
2020-02-13,110.0,111.965,110.0,110.59,110.156013388735,3732298,0.0,1.0
2020-02-12,109.82,111.07,109.6,110.97,110.534522160665,2656774,0.0,1.0
2020-02-11,109.29,110.06,108.34,109.2,108.771468144044,2065301,0.0,1.0
2020-02-10,109.66,109.8154,108.19,108.71,108.283391043398,2039479,0.0,1.0
2020-02-07,111.45,111.53,109.8,110.09,109.657975530933,1798870,0.0,1.0
2020-02-06,111.41,112.23,110.79,111.75,111.311461218837,1233167,0.0,1.0
2020-02-05,111.78,111.96,109.76,111.1,110.664012003693,1238661,0.0,1.0
2020-02-04,109.03,111.34,108.795,110.66,110.225738688827,1825934,0.0,1.0
2020-02-03,108.96,110.05,107.38,107.8,107.376962142198,2970841,0.0,1.0
2020-01-31,109.08,109.3599,107.04,108.45,108.024411357341,3281453,0.0,1.0
2020-01-30,106.57,109.23,106.28,109.1,108.671860572484,2083352,0.0,1.0
2020-01-29,109.32,110.2,108.36,109.55,109.120094644506,1239386,0.0,1.0
2020-01-28,109.57,110.4,109.0,109.11,108.68182132964,1666921,0.0,1.0
2020-01-27,106.89,109.885,106.89,109.08,108.651939058172,2036663,0.0,1.0
2020-01-24,114.12,114.28,111.731,112.14,111.699930747922,1693654,0.0,1.0
2020-01-23,109.46,114.09,109.25,113.73,113.283691135734,3225389,0.0,1.0
2020-01-22,110.71,111.874,109.88,110.03,109.598210987996,1578402,0.0,1.0
2020-01-21,110.72,110.965,108.81,110.17,109.737661588181,3153901,0.0,1.0
2020-01-17,112.19,112.56,110.97,111.82,111.381186518929,1795075,0.0,1.0
2020-01-16,111.1,112.16,110.64,111.74,111.301500461681,1650338,0.0,1.0
2020-01-15,110.56,111.34,110.33,110.74,110.305424746076,2080609,0.0,1.0
