,CLB_Open,CLB_High,CLB_Low,CLB_Close,CLB_Adj Close,CLB_Volume,CLB_Dividend Amount,CLB_Split Coefficient
2012-12-03,103.99,104.54,101.87,102.54,87.8585315339437,236200,0.0,1.0
2012-11-30,101.78,103.44,101.36,103.18,88.4068976367497,270400,0.0,1.0
2012-11-29,103.0,103.78,101.64,101.96,87.3615747532758,156300,0.0,1.0
2012-11-28,101.25,102.75,101.03,102.68,87.9784866189325,233500,0.0,1.0
2012-11-27,101.11,102.2,100.833,101.65,87.0959599222291,242400,0.0,1.0
2012-11-26,101.26,101.81,100.09,101.11,86.6332760229866,208300,0.0,1.0
2012-11-23,101.99,102.52,101.28,102.45,87.7814175507366,56700,0.0,1.0
2012-11-21,101.15,102.02,100.36,101.11,86.6332760229866,179800,0.0,1.0
2012-11-20,101.3,102.935,100.58,100.96,86.5047527176415,359300,0.0,1.0
2012-11-19,100.95,103.68,100.767,101.73,87.1645056850799,425400,0.0,1.0
2012-11-16,99.07,100.95,98.21,100.52,86.1277510219623,630600,0.0,1.0
2012-11-15,97.53,99.09,95.7,98.73,84.5940395781769,396600,0.0,1.0
2012-11-14,99.13,99.48,97.21,97.85,83.8400361868187,188300,0.0,1.0
2012-11-13,97.9,99.7,97.25,98.8,84.6540171206713,147800,0.0,1.0
2012-11-12,95.5,99.5,95.5,98.24,84.1741967807161,219500,0.0,1.0
2012-11-09,96.95,99.17,94.72,97.52,83.5572849150594,366600,0.0,1.0
2012-11-08,100.99,100.99,96.96,97.11,83.2059878804493,860700,0.0,1.0
2012-11-07,101.9,101.9,100.13,100.97,86.5133209379978,169700,0.0,1.0
2012-11-06,102.64,104.11,102.03,103.34,88.5439891624512,217700,0.0,1.0
2012-11-05,101.29,102.88,100.59,102.26,87.6186213639661,164000,0.0,1.0
2012-11-02,104.39,104.5,101.006,101.25,86.7532311079754,377300,0.0,1.0
2012-11-01,103.55,103.88,102.0,102.51,87.8328268728747,255500,0.0,1.0
2012-10-31,104.13,104.13,102.076,103.66,88.8181722138541,318700,0.0,1.0
2012-10-26,103.33,104.56,103.0,104.25,89.3236972148784,184700,0.0,1.0
2012-10-25,104.08,104.97,103.0,103.33,88.5354209420948,279200,0.0,1.0
2012-10-24,104.35,104.94,103.02,103.81,88.9466955191993,578000,0.0,1.0
2012-10-23,103.03,104.19,100.86,103.84,88.9724001802683,542900,0.0,1.0
2012-10-22,105.43,106.22,104.37,104.8,89.7949493344773,459700,0.0,1.0
2012-10-19,107.53,108.36,105.01,105.35,90.2662014540761,446000,0.0,1.0
2012-10-18,102.0,107.29,102.0,106.47,91.2258421339866,801000,0.0,1.0
2012-10-17,102.5,103.88,101.78,103.71,88.8610133156358,363800,0.28,1.0
2012-10-16,103.67,104.0,102.03,102.55,87.6305117368829,358200,0.0,1.0
2012-10-15,103.54,103.575,102.08,102.95,87.972317730981,462600,0.0,1.0
2012-10-12,102.77,103.53,102.15,103.52,88.4593912725707,320300,0.0,1.0
2012-10-11,101.62,103.47,101.07,103.21,88.1944916271447,373000,0.0,1.0
2012-10-10,101.95,102.95,100.0,100.54,85.9129366165403,323200,0.0,1.0
2012-10-09,102.68,102.96,101.24,102.34,87.4510635899815,349800,0.0,1.0
2012-10-08,101.78,102.51,100.8,102.39,87.4937893392437,299400,0.0,1.0
2012-10-05,102.55,103.68,102.28,102.56,87.6390568867354,650500,0.0,1.0
2012-10-04,100.74,102.78,100.634,102.38,87.4852441893913,718500,0.0,1.0
2012-10-03,99.92,101.17,98.66,100.56,85.9300269162452,1435800,0.0,1.0
2012-10-02,103.83,105.08,99.85,100.95,86.2632877604908,3511800,0.0,1.0
2012-10-01,121.81,123.51,120.3,120.63,103.080142670114,281300,0.0,1.0
2012-09-28,122.97,123.45,120.3,121.48,103.806480407572,303600,0.0,1.0
2012-09-27,123.4,125.61,122.35,123.75,105.746229424079,304400,0.0,1.0
2012-09-26,123.94,123.94,121.5101,122.22,104.438821496654,315700,0.0,1.0
2012-09-25,127.9,128.28,124.18,124.27,106.190577216406,270700,0.0,1.0
2012-09-24,126.25,128.87,126.25,127.38,108.848118820518,431800,0.0,1.0
2012-09-21,128.98,129.51,127.69,127.88,109.275376313141,265200,0.0,1.0
2012-09-20,126.4,128.76,124.64,128.37,109.694088655911,315200,0.0,1.0
2012-09-19,129.52,129.9999,126.1,127.14,108.643035224059,323400,0.0,1.0
2012-09-18,130.34,131.78,128.79,129.31,110.497332742041,340400,0.0,1.0
2012-09-17,129.61,131.64,129.02,130.24,111.292031678319,310700,0.0,1.0
2012-09-14,129.38,133.19,129.11,130.38,111.411663776253,214400,0.0,1.0
2012-09-13,125.91,128.58,124.3,128.13,109.489005059452,243900,0.0,1.0
2012-09-12,125.04,126.48,124.64,125.85,107.540710893093,304600,0.0,1.0
2012-09-11,123.48,125.58,122.85,125.38,107.139088850028,179000,0.0,1.0
2012-09-10,124.03,124.57,123.092,123.32,105.378787980423,151700,0.0,1.0
2012-09-07,124.38,126.57,123.63,124.09,106.036764519062,211200,0.0,1.0
2012-09-06,124.35,125.345,122.94,123.43,105.4727846288,302000,0.0,1.0
2012-09-05,122.46,124.469,122.11,123.4,105.447149179243,441700,0.0,1.0
2012-09-04,122.32,123.05,120.33,122.61,104.772082340899,184000,0.0,1.0
2012-08-31,121.33,122.53,120.0701,122.19,104.413186047096,193600,0.0,1.0
2012-08-30,121.38,121.435,119.69,120.45,102.92632997277,142200,0.0,1.0
2012-08-29,121.92,122.74,120.72,121.96,104.21664760049,253700,0.0,1.0
2012-08-28,121.84,122.34,121.34,121.95,104.208102450637,159900,0.0,1.0
2012-08-27,121.86,122.33,121.01,122.22,104.438821496654,232800,0.0,1.0
2012-08-24,120.9,122.29,119.92,121.79,104.071380052998,136200,0.0,1.0
2012-08-23,122.6,123.68,120.67,120.88,103.293771416425,1001200,0.0,1.0
2012-08-22,121.67,123.99,121.402,123.34,105.395878280128,185700,0.0,1.0
2012-08-21,121.47,122.76,121.11,121.76,104.045744603441,300700,0.0,1.0
2012-08-20,124.99,124.99,121.05,121.31,103.661212860081,338900,0.0,1.0
2012-08-17,120.89,125.45,120.89,123.82,105.806045473046,533100,0.0,1.0
2012-08-16,118.67,122.02,117.61,121.44,103.772299808162,298400,0.0,1.0
2012-08-15,116.15,118.48,115.5,118.3,101.089122754493,236600,0.0,1.0
2012-08-14,118.2,118.48,115.68,116.15,99.251915536216,328900,0.0,1.0
2012-08-13,117.26,118.12,115.55,117.77,100.636229812313,245200,0.0,1.0
2012-08-10,117.15,117.82,116.21,117.58,100.473871965116,43418,0.0,1.0
2012-08-09,115.9,118.95,115.9,118.22,101.020761555673,73526,0.0,1.0
2012-08-08,116.18,117.59,115.5,116.65,99.6791730288386,213800,0.0,1.0
2012-08-07,114.41,118.0,114.19,116.6,99.6364472795763,296500,0.0,1.0
2012-08-06,114.86,115.619,113.29,113.54,97.0216314247264,276300,0.0,1.0
2012-08-03,113.41,115.432,111.62,115.01,98.2777684530366,412100,0.0,1.0
2012-08-02,111.05,111.99,109.26,110.97,94.8255279126465,393900,0.0,1.0
2012-08-01,111.72,113.21,110.12,112.4,96.047484341547,414200,0.0,1.0
2012-07-31,113.88,114.52,111.17,111.56,95.3296917539411,283500,0.0,1.0
2012-07-30,112.65,114.5,112.43,114.45,97.7992400612994,254300,0.0,1.0
2012-07-27,111.6,113.48,110.34,112.77,96.3636548860876,331100,0.0,1.0
2012-07-26,111.37,111.48,109.48,111.37,95.1673339067445,482800,0.0,1.0
2012-07-25,105.9,108.1,104.91,107.85,92.1594411586818,623300,0.0,1.0
2012-07-24,106.4,106.69,104.31,105.7,90.3222339404049,690500,0.0,1.0
2012-07-23,105.85,106.92,104.32,106.52,91.0229362283059,633000,0.0,1.0
2012-07-20,112.0,112.41,106.72,108.43,92.655059850124,1036400,0.0,1.0
2012-07-19,115.36,115.36,112.02,112.96,96.5260127332842,1070000,0.0,1.0
2012-07-18,114.06,117.18,113.75,116.45,99.5082700317895,548600,0.28,1.0
2012-07-17,114.41,114.98,113.18,114.81,97.8715367287737,420100,0.0,1.0
2012-07-16,113.9,114.79,112.21,114.08,97.2492370875229,471500,0.0,1.0
2012-07-13,112.9,114.64,112.7,114.45,97.5646492344583,566100,0.0,1.0
2012-07-12,113.45,113.45,109.63,112.52,95.9193912788226,530800,0.0,1.0
2012-07-11,112.28,115.275,112.02,113.58,96.8230044565292,546000,0.0,1.0
2012-07-10,114.63,114.83,111.69,112.41,95.825620100004,549500,0.0,1.0
2012-07-09,112.55,115.09,112.55,114.56,97.6584204132769,305300,0.0,1.0
2012-07-06,114.58,114.8,112.31,113.66,96.8912016774882,392300,0.0,1.0
2012-07-05,116.77,118.11,115.11,115.98,98.868921085299,628100,0.0,1.0
2012-07-03,114.3,117.83,114.3,117.65,100.292538072818,334400,0.0,1.0
2012-07-02,115.94,115.95,112.28,114.36,97.4879273608794,998800,0.0,1.0
2012-06-29,114.96,116.13,113.58,115.9,98.80072386434,791600,0.0,1.0
2012-06-28,113.53,115.02,110.86,112.03,95.5016833004487,782700,0.0,1.0
2012-06-27,113.11,114.84,113.11,114.37,97.4964520134993,428600,0.0,1.0
2012-06-26,114.84,115.67,111.75,112.92,96.2603773836175,664100,0.0,1.0
2012-06-25,113.25,115.25,112.64,114.15,97.3089096558621,699000,0.0,1.0
2012-06-22,116.25,116.62,114.345,115.1,98.1187516547501,3599700,0.0,1.0
2012-06-21,119.26,120.0,115.22,115.33,98.3148186650072,734900,0.0,1.0
2012-06-20,120.52,121.7,118.75,119.57,101.929271375834,483200,0.0,1.0
2012-06-19,118.92,121.18,118.45,120.95,103.105673437376,566800,0.0,1.0
2012-06-18,117.76,118.91,116.78,118.54,101.051232155987,705900,0.0,1.0
2012-06-15,118.435,118.7,117.11,118.58,101.085330766466,513500,0.0,1.0
2012-06-14,117.46,120.89,117.24,117.84,100.454506472596,747700,0.0,1.0
2012-06-13,121.0,121.94,116.92,117.46,100.13056967304,606000,0.0,1.0
2012-06-12,120.59,121.7,118.91,120.18,102.449275185646,560800,0.0,1.0
2012-06-11,124.18,125.0,119.45,119.7,102.040091859892,890400,0.0,1.0
2012-06-08,123.48,123.75,120.1,122.44,104.375846677738,684600,0.0,1.0
2012-06-07,126.0,126.69,122.38,123.3,105.108966803047,743800,0.0,1.0
2012-06-06,126.66,127.64,123.81,125.53,107.009964337279,558200,0.0,1.0
2012-06-05,122.4,126.11,122.4,125.68,107.137834126577,675500,0.0,1.0
2012-06-04,122.7,123.77,120.27,123.2,105.023720276848,621600,0.0,1.0
2012-06-01,125.25,126.8,122.15,122.7,104.597487645854,945000,0.0,1.0
2012-05-31,129.47,129.47,125.1801,127.9,109.030307008189,2675100,0.0,1.0
2012-05-30,136.49,136.49,128.22,128.97,109.942444838515,1361200,0.0,1.0
2012-05-29,136.75,138.04,134.29,137.65,117.341843312566,1016400,0.0,1.0
2012-05-25,137.35,138.06,134.36,135.23,115.278877378556,449100,0.0,1.0
2012-05-24,137.36,138.75,135.26,136.79,116.608723187257,612900,0.0,1.0
2012-05-23,135.87,138.19,132.634,137.98,117.623156849022,888000,0.0,1.0
2012-05-22,139.02,140.91,136.14,136.99,116.779216239654,501500,0.0,1.0
2012-05-21,134.5,138.93,134.15,138.82,118.339227669091,645700,0.0,1.0
2012-05-18,137.27,138.89,133.37,134.11,114.324116285131,925100,0.0,1.0
2012-05-17,138.79,142.73,136.32,136.9,116.702494366075,1079800,0.0,1.0
2012-05-16,137.57,141.05,136.96,138.7,118.236931837653,1052700,0.0,1.0
2012-05-15,136.96,138.84,135.63,136.56,116.412656177,548100,0.0,1.0
2012-05-14,136.87,137.682,134.67,136.64,116.480853397959,436400,0.0,1.0
2012-05-11,138.0,139.95,136.78,138.09,117.71692802784,424700,0.0,1.0
2012-05-10,138.54,140.692,138.5,138.59,118.143160658834,423200,0.0,1.0
2012-05-09,134.92,138.49,134.92,137.34,117.07757908135,460400,0.0,1.0
2012-05-08,134.76,137.49,132.675,137.39,117.120202344449,564100,0.0,1.0
2012-05-07,135.5,137.24,134.54,135.7,115.679536051691,371900,0.0,1.0
2012-05-04,137.06,137.25,135.17,135.77,115.73920862003,529900,0.0,1.0
2012-05-03,141.77,143.21,137.38,137.56,117.265121438987,810200,0.0,1.0
2012-05-02,138.66,142.42,137.06,141.9,120.964820676012,902900,0.0,1.0
2012-05-01,137.48,140.43,136.7,138.61,118.160209964074,423900,0.0,1.0
2012-04-30,136.02,138.33,135.43,136.98,116.770691587034,420100,0.0,1.0
2012-04-27,134.2,136.43,134.11,136.02,115.952324935527,557900,0.0,1.0
2012-04-26,132.44,134.45,131.41,133.84,114.093950664394,406300,0.0,1.0
2012-04-25,131.59,132.75,130.53,132.54,112.98574582381,385000,0.28,1.0
2012-04-24,132.01,132.04,129.65,131.21,111.61617007636,342100,0.0,1.0
2012-04-23,130.31,132.21,128.88,131.36,111.743770301278,377400,0.0,1.0
2012-04-20,131.5,133.62,130.97,131.24,111.641690121344,466600,0.0,1.0
2012-04-19,129.0,132.62,127.13,130.48,110.995182315094,916700,0.0,1.0
2012-04-18,132.51,134.88,131.55,133.81,113.827907308267,578500,0.0,1.0
2012-04-17,131.02,133.36,130.68,132.75,112.926199052182,449800,0.0,1.0
2012-04-16,133.4,134.49,130.54,130.83,111.292916173235,497400,0.0,1.0
2012-04-13,134.14,135.33,132.86,133.05,113.181399502018,429000,0.0,1.0
2012-04-12,133.0,135.95,132.66,134.57,114.474415114517,426800,0.0,1.0
2012-04-11,133.57,133.57,131.44,132.31,112.55190505909,431600,0.0,1.0
2012-04-10,132.48,133.06,130.07,131.24,111.641690121344,472000,0.0,1.0
2012-04-09,130.48,133.99,129.76,132.9,113.0537992771,305700,0.0,1.0
2012-04-05,132.96,134.43,132.38,133.51,113.572706858432,415000,0.0,1.0
2012-04-04,132.63,133.79,131.99,133.22,113.326013090258,257500,0.0,1.0
2012-04-03,133.61,135.4,133.11,134.54,114.448895069534,571200,0.0,1.0
2012-04-02,131.57,134.11,130.64,132.96,113.104839367067,296800,0.0,1.0
2012-03-30,129.55,133.85,129.55,131.57,111.922410616163,623200,0.0,1.0
2012-03-29,127.92,129.9,127.37,129.42,110.093474059009,555300,0.0,1.0
2012-03-28,129.35,130.11,127.83,128.37,109.200272484585,565400,0.0,1.0
2012-03-27,131.85,132.33,129.906,130.13,110.697448456953,421800,0.0,1.0
2012-03-26,130.68,132.23,130.22,132.05,112.330731335899,353800,0.0,1.0
2012-03-23,127.13,130.608,126.31,129.55,110.204060920604,221200,0.0,1.0
2012-03-22,126.5,127.13,125.0,126.71,107.788163328829,328600,0.0,1.0
2012-03-21,128.24,128.24,126.69,128.0,108.885525263121,388800,0.0,1.0
2012-03-20,127.94,129.41,127.4,128.79,109.557553114354,385600,0.0,1.0
2012-03-19,128.29,129.34,127.24,128.85,109.608593204321,211700,0.0,1.0
2012-03-16,127.03,129.48,127.03,128.45,109.268325937874,219700,0.0,1.0
2012-03-15,127.69,128.18,125.63,126.33,107.464909425704,684600,0.0,1.0
2012-03-14,129.25,129.83,126.97,127.22,108.222004093549,232200,0.0,1.0
2012-03-13,126.62,129.57,126.45,129.33,110.016913924058,333200,0.0,1.0
2012-03-12,127.74,127.76,126.03,126.5,107.609523013944,267500,0.0,1.0
2012-03-09,125.62,128.49,125.53,127.93,108.825978491493,291200,0.0,1.0
2012-03-08,123.62,126.58,123.11,125.91,107.107628795934,265900,0.0,1.0
2012-03-07,120.47,123.24,120.02,122.79,104.453544117646,383000,0.0,1.0
2012-03-06,121.57,121.79,119.53,120.51,102.514020698896,468700,0.0,1.0
2012-03-05,123.73,123.93,122.99,123.34,104.92141160901,386500,0.0,1.0
2012-03-02,124.0,124.88,123.38,124.1,105.56791941526,349200,0.0,1.0
2012-03-01,122.16,124.53,121.77,124.1,105.56791941526,270000,0.0,1.0
2012-02-29,124.36,124.87,120.79,121.66,103.492289089932,354500,0.0,1.0
2012-02-28,125.06,126.53,123.36,124.0,105.482852598648,273800,0.0,1.0
2012-02-27,127.67,127.67,123.63,124.76,106.129360404898,344700,0.0,1.0
2012-02-24,126.36,129.36,126.0,127.76,108.681364903253,524300,0.0,1.0
2012-02-23,124.78,126.15,123.01,125.8,107.014055297661,226900,0.0,1.0
2012-02-22,122.11,125.78,122.03,124.99,106.325014083105,352800,0.0,1.0
2012-02-21,122.51,123.24,121.51,122.58,104.274903802761,334800,0.0,1.0
2012-02-17,121.56,122.52,120.82,121.8,103.611382633189,233800,0.0,1.0
2012-02-16,119.69,121.73,119.21,121.19,103.092475051856,280100,0.0,1.0
2012-02-15,121.84,122.175,119.0,119.86,101.961086390919,345400,0.0,1.0
2012-02-14,122.38,122.78,121.18,121.42,103.288128730064,225600,0.0,1.0
2012-02-13,121.51,123.33,120.54,122.88,104.530104252596,348400,0.0,1.0
2012-02-10,119.71,122.89,119.71,120.15,102.207780159094,566500,0.0,1.0
2012-02-09,121.04,122.0,121.034,121.97,103.755996221429,368800,0.0,1.0
2012-02-08,118.18,122.07,116.93,121.52,103.373195546675,720300,0.0,1.0
2012-02-07,117.31,118.38,115.6,117.52,99.9705228822029,445000,0.0,1.0
2012-02-06,116.1,118.47,115.58,116.84,99.3920685292426,424800,0.0,1.0
2012-02-03,117.96,118.92,116.22,116.5,99.1028413527625,968900,0.0,1.0
2012-02-02,110.28,118.91,109.0,115.55,98.2947065949502,1064900,0.0,1.0
2012-02-01,106.41,107.91,104.81,106.85,90.8938935497225,912400,0.0,1.0
2012-01-31,107.78,108.63,105.9,106.23,90.3664792867292,698400,0.0,1.0
2012-01-30,108.93,109.2,106.965,107.26,91.2426674978309,385200,0.0,1.0
2012-01-27,108.47,110.72,108.47,109.95,93.5309648646887,456800,0.0,1.0
2012-01-26,111.71,112.9,108.33,108.97,92.6973100618929,439900,0.0,1.0
2012-01-25,111.01,111.83,109.2919,111.76,95.0706742453625,307700,0.0,1.0
2012-01-24,110.48,111.46,109.22,111.13,94.5347533007081,275900,0.0,1.0
2012-01-23,114.5,114.5,111.15,111.64,94.9685940654283,309500,0.0,1.0
2012-01-20,114.78,116.67,113.63,114.12,97.0782511174013,199000,0.28,1.0
2012-01-19,113.2,115.78,113.07,115.38,97.9098655063441,250600,0.0,1.0
2012-01-18,110.64,113.54,110.6,112.9,95.8053719506522,242200,0.0,1.0
2012-01-17,111.6,111.69,109.85,110.4,93.6839066727369,332100,0.0,1.0
2012-01-13,110.48,111.07,109.67,109.99,93.3359863671588,328900,0.0,1.0
2012-01-12,112.33,112.74,110.31,111.29,94.4391483116748,301600,0.0,1.0
2012-01-11,112.05,112.68,110.9,112.19,95.2028758117242,291100,0.0,1.0
2012-01-10,113.07,114.14,112.0,112.28,95.2792485617292,287800,0.0,1.0
2012-01-09,109.8,111.605,109.67,111.57,94.6767524228012,281800,0.0,1.0
2012-01-06,111.68,112.22,109.38,109.8,93.1747550060373,381900,0.0,1.0
2012-01-05,112.17,112.58,110.45,111.25,94.4052048672281,364700,0.0,1.0
2012-01-04,115.01,115.03,112.53,112.63,95.5762537006373,405700,0.0,1.0
2012-01-03,116.71,117.17,114.77,115.59,98.088068589689,333900,0.0,1.0
2011-12-30,114.74,116.17,113.76,113.95,96.6963873673766,263300,0.0,1.0
2011-12-29,114.34,115.47,113.65,115.19,97.7486341452225,230700,0.0,1.0
2011-12-28,117.58,117.97,114.19,114.34,97.0273359507313,136100,0.0,1.0
2011-12-27,117.76,118.0,116.96,117.67,99.8531277009144,151000,0.0,1.0
2011-12-23,117.54,118.15,116.8,118.01,100.141646978711,128200,0.0,1.0
2011-12-22,117.38,118.672,116.01,117.36,99.5900660064529,182900,0.0,1.0
2011-12-21,116.17,117.622,114.58,117.06,99.3354901731031,428600,0.0,1.0
2011-12-20,115.36,117.21,114.62,116.7,99.0299991730833,1027700,0.0,1.0
2011-12-19,114.95,117.0,113.04,113.28,96.1278346728953,351700,0.0,1.0
2011-12-16,112.28,115.02,111.83,114.8,97.4176855618677,361400,0.0,1.0
2011-12-15,112.85,112.85,110.78,110.94,94.1421431727666,391600,0.0,1.0
2011-12-14,112.13,112.14,109.9,110.68,93.9215107838634,249400,0.0,1.0
2011-12-13,115.31,117.89,112.67,112.9,95.8053719506522,351500,0.0,1.0
2011-12-12,115.59,116.03,112.75,114.46,97.1291662840713,236800,0.0,1.0
2011-12-09,114.1,117.38,113.65,117.22,99.4712639508897,228300,0.0,1.0
2011-12-08,115.51,117.25,113.532,113.79,96.56061358959,325100,0.0,1.0
2011-12-07,116.82,117.16,114.77,116.37,98.7499657563985,291200,0.0,1.0
2011-12-06,118.56,119.13,116.78,117.09,99.3609477564381,225800,0.0,1.0
2011-12-05,118.78,120.33,117.76,118.67,100.701713812081,362500,0.0,1.0
2011-12-02,117.66,120.2,116.23,117.1,99.3694336175498,520200,0.0,1.0
2011-12-01,116.0,118.54,115.85,117.27,99.513693256448,382200,0.0,1.0
2011-11-30,113.48,116.14,113.47,116.05,98.4784182008254,483200,0.0,1.0
2011-11-29,109.28,112.21,108.43,110.26,93.5651046171737,337500,0.0,1.0
2011-11-28,110.74,110.74,108.32,109.26,92.7165185060076,336200,0.0,1.0
2011-11-25,106.595,108.77,106.24,106.98,90.7817421725489,110600,0.0,1.0
2011-11-23,106.45,108.88,105.515,106.87,90.6883977003206,754500,0.0,1.0
2011-11-22,106.74,108.95,106.05,107.53,91.2484645336902,417500,0.0,1.0
2011-11-21,107.78,107.78,104.9,107.16,90.9344876725588,331800,0.0,1.0
2011-11-18,109.24,110.79,108.37,109.54,92.9541226171341,317600,0.0,1.0
2011-11-17,111.9,112.22,107.59,108.84,92.3601123393178,305100,0.0,1.0
2011-11-16,110.97,115.32,110.73,111.72,94.8040403394762,447100,0.0,1.0
2011-11-15,109.17,112.27,108.45,111.47,94.5918938116846,385100,0.0,1.0
2011-11-14,110.0,110.26,107.97,109.58,92.9880660615807,241600,0.0,1.0
2011-11-11,109.56,111.5,109.12,110.42,93.7008783949602,197000,0.0,1.0
2011-11-10,109.31,109.31,105.86,108.37,91.9612768670698,521000,0.0,1.0
2011-11-09,109.0,110.83,106.28,106.49,90.3659349780775,366600,0.0,1.0
2011-11-08,112.2,112.93,110.57,112.36,95.3471354506225,393200,0.0,1.0
2011-11-07,110.63,112.12,108.72,111.72,94.8040403394762,481900,0.0,1.0
2011-11-04,110.93,112.01,109.04,110.58,93.8366521727468,627000,0.0,1.0
2011-11-03,110.05,113.0,108.5,112.0,95.0416444506027,718900,0.0,1.0
2011-11-02,110.53,112.0,108.35,109.14,92.6146881726676,805400,0.0,1.0
2011-11-01,104.46,111.2,103.395,109.35,92.7928912560125,1216800,0.0,1.0
2011-10-31,112.99,112.99,108.15,108.26,91.8679323948415,548400,0.0,1.0
2011-10-28,107.61,113.47,106.47,112.59,95.5423102561907,860000,0.0,1.0
2011-10-27,104.9,110.51,104.52,106.94,90.7477987281022,516900,0.0,1.0
2011-10-26,104.0,104.42,99.6,103.51,87.8371483668025,380700,0.0,1.0
2011-10-25,102.78,103.36,100.23,100.76,85.5035365610958,402000,0.0,1.0
2011-10-24,98.47,102.65,98.09,102.56,87.0309915611947,512200,0.0,1.0
2011-10-21,97.14,99.3,96.82,98.45,83.5433026443021,560000,0.0,1.0
2011-10-20,96.79,98.63,93.3,96.76,82.1091921164314,2371700,0.0,1.0
2011-10-19,103.86,105.4899,101.49,102.67,87.124336033423,677000,0.25,1.0
2011-10-18,102.96,105.64,101.75,104.61,88.554963004823,683100,0.0,1.0
2011-10-17,105.14,105.44,102.48,103.24,87.3952239806703,637700,0.0,1.0
2011-10-14,102.82,106.08,101.315,105.57,89.367626846565,586100,0.0,1.0
2011-10-13,100.72,101.56,99.05,100.63,85.1857941609343,333500,0.0,1.0
2011-10-12,99.6,102.72,99.1,101.41,85.8460835323497,647200,0.0,1.0
2011-10-11,98.56,100.6,97.81,98.59,83.4588834972325,491800,0.0,1.0
2011-10-10,93.385,99.3,93.32,98.94,83.7551671895343,871700,0.0,1.0
2011-10-07,94.15,94.15,90.35,91.58,77.5247444028457,424700,0.0,1.0
2011-10-06,91.61,94.46,90.71,93.65,79.2770508116019,369000,0.0,1.0
2011-10-05,88.94,92.03,86.74,91.62,77.5586053962516,654900,0.0,1.0
2011-10-04,85.0,88.69,82.7429,88.58,74.985169897402,749600,0.0,1.0
2011-10-03,89.2,90.31,85.51,85.69,72.5387131238245,679100,0.0,1.0
2011-09-30,90.88,92.75,87.75,89.83,76.0433259413368,634600,0.0,1.0
2011-09-29,99.98,100.56,90.23,92.63,78.413595479751,749200,0.0,1.0
2011-09-28,102.0,102.91,97.74,97.89,82.866316112629,350300,0.0,1.0
2011-09-27,103.32,106.36,101.83,102.41,86.6926083674976,376800,0.0,1.0
2011-09-26,99.05,101.4,95.46,101.25,85.710639558726,446100,0.0,1.0
2011-09-23,97.57,100.24,96.92,98.5,83.3826962620692,592400,0.0,1.0
2011-09-22,101.4,101.4,97.2,98.33,83.2387870400941,810100,0.0,1.0
2011-09-21,105.2,107.41,101.55,101.77,86.1508324730029,577900,0.0,1.0
2011-09-20,105.75,107.59,104.32,104.68,88.6142197432833,493200,0.0,1.0
2011-09-19,103.88,106.24,103.15,105.52,89.3253006048076,504500,0.0,1.0
2011-09-16,106.53,107.49,104.67,105.82,89.5792580553519,785500,0.0,1.0
2011-09-15,110.81,111.21,106.121,106.69,90.3157346619306,853600,0.0,1.0
2011-09-14,111.96,111.96,106.021,109.99,93.1092666179187,1157700,0.0,1.0
2011-09-13,112.0,113.06,110.63,112.75,95.445675162927,410800,0.0,1.0
2011-09-12,110.23,112.14,108.85,111.42,94.3197971321802,580300,0.0,1.0
2011-09-09,112.95,114.45,110.76,111.38,94.2859361387743,709400,0.0,1.0
2011-09-08,113.51,115.04,113.13,113.31,95.9197290706098,447000,0.0,1.0
2011-09-07,111.08,114.479,110.61,113.98,96.4869007101589,399000,0.0,1.0
2011-09-06,107.1,109.75,106.01,109.29,92.5166992333152,536700,0.0,1.0
2011-09-02,109.11,110.63,107.93,109.17,92.4151162530974,417300,0.0,1.0
2011-09-01,111.86,114.57,110.96,111.1,94.0489091849329,602600,0.0,1.0
2011-08-31,110.19,113.56,110.0,111.58,94.4552411058039,555200,0.0,1.0
2011-08-30,107.43,110.0,107.13,109.33,92.5505602267211,596300,0.0,1.0
2011-08-29,106.69,109.94,106.38,107.71,91.1791899937815,559300,0.0,1.0
2011-08-26,101.43,105.679,101.0708,105.21,89.0628779059117,407600,0.0,1.0
2011-08-25,106.04,106.37,101.95,101.99,86.3370679367354,610300,0.0,1.0
2011-08-24,106.0,106.86,103.04,105.37,89.1983218795354,674600,0.0,1.0
2011-08-23,103.05,105.9,101.775,105.77,89.5369318135945,729900,0.0,1.0
2011-08-22,106.8,106.8,101.66,102.66,86.9042395762845,941500,0.0,1.0
2011-08-19,105.31,107.19,103.76,104.8,88.7158027235011,641400,0.0,1.0
2011-08-18,107.6,108.68,105.12,106.03,89.757028270733,730600,0.0,1.0
2011-08-17,110.67,112.21,110.11,111.57,94.4467758574524,413000,0.0,1.0
2011-08-16,110.05,112.42,108.87,110.05,93.1600581080276,599100,0.0,1.0
2011-08-15,107.98,111.16,107.98,110.99,93.9557914530666,575300,0.0,1.0
2011-08-12,106.33,107.3,105.16,106.92,90.5104353740146,420500,0.0,1.0
2011-08-11,101.18,106.6,100.13,105.33,89.1644608861295,583900,0.0,1.0
2011-08-10,98.43,104.52,98.01,100.64,85.1942594092858,1019400,0.0,1.0
2011-08-09,100.59,101.38,96.38,99.81,84.491643796113,1069900,0.0,1.0
2011-08-08,100.5,102.11,98.94,99.01,83.8144239279947,1334400,0.0,1.0
2011-08-05,100.23,104.21,96.78,103.25,87.4036892290218,1231100,0.0,1.0
