,CRZO_Open,CRZO_High,CRZO_Low,CRZO_Close,CRZO_Adj Close,CRZO_Volume,CRZO_Dividend Amount,CRZO_Split Coefficient
2009-02-05,14.01,14.82,13.66,14.72,14.72,637200,0.0,1.0
2009-02-04,13.88,14.46,13.66,14.19,14.19,460600,0.0,1.0
2009-02-03,13.6,13.93,13.24,13.81,13.81,477400,0.0,1.0
2009-02-02,13.51,13.77,13.22,13.59,13.59,565800,0.0,1.0
2009-01-30,13.16,14.52,13.16,13.86,13.86,797800,0.0,1.0
2009-01-29,14.18,14.36,13.0,13.63,13.63,1532000,0.0,1.0
2009-01-28,14.47,14.49,13.64,14.41,14.41,928400,0.0,1.0
2009-01-27,14.56,14.63,13.71,13.88,13.88,519100,0.0,1.0
2009-01-26,13.89,15.02,13.5,14.45,14.45,506900,0.0,1.0
2009-01-23,13.0,14.07,12.63,13.99,13.99,1166700,0.0,1.0
2009-01-22,14.24,14.2775,13.19,13.38,13.38,753200,0.0,1.0
2009-01-21,14.14,14.8625,13.84,14.71,14.71,1107400,0.0,1.0
2009-01-20,15.18,15.315,13.85,13.92,13.92,807300,0.0,1.0
2009-01-16,15.5,16.15,14.76,15.52,15.52,702400,0.0,1.0
2009-01-15,15.76,15.76,14.5,15.28,15.28,1133600,0.0,1.0
2009-01-14,16.75,17.11,15.67,15.79,15.79,950300,0.0,1.0
2009-01-13,17.1,17.57,16.58,17.12,17.12,472200,0.0,1.0
2009-01-12,19.48,19.5,17.0,17.18,17.18,696300,0.0,1.0
2009-01-09,20.11,20.11,18.55,19.45,19.45,616700,0.0,1.0
2009-01-08,18.97,20.15,18.27,20.15,20.15,697200,0.0,1.0
2009-01-07,19.83,20.16,18.75,19.07,19.07,597400,0.0,1.0
2009-01-06,20.0,21.19,19.86,20.57,20.57,841000,0.0,1.0
2009-01-05,17.69,20.01,17.55,19.72,19.72,829000,0.0,1.0
2009-01-02,16.08,17.85,16.08,17.7,17.7,386200,0.0,1.0
2008-12-31,15.2,16.7344,15.19,16.1,16.1,519900,0.0,1.0
2008-12-30,14.7,15.49,14.33,15.39,15.39,665900,0.0,1.0
2008-12-29,14.74,15.0,14.16,14.57,14.57,511800,0.0,1.0
2008-12-26,14.08,14.5,13.93,14.36,14.36,348400,0.0,1.0
2008-12-24,14.89,14.89,14.11,14.13,14.13,158900,0.0,1.0
2008-12-23,15.08,15.68,14.62,14.99,14.99,409000,0.0,1.0
2008-12-22,15.41,16.04,14.58,15.05,15.05,663900,0.0,1.0
2008-12-19,15.8,15.93,14.87,15.86,15.86,962600,0.0,1.0
2008-12-18,15.05,15.81,14.45,14.87,14.87,1150300,0.0,1.0
2008-12-17,15.99,16.51,15.1154,15.29,15.29,960300,0.0,1.0
2008-12-16,15.22,16.17,15.22,16.16,16.16,616000,0.0,1.0
2008-12-15,16.31,16.87,15.26,15.68,15.68,694100,0.0,1.0
2008-12-12,16.0,16.0,15.05,15.83,15.83,809200,0.0,1.0
2008-12-11,17.53,18.98,16.46,16.86,16.86,1061200,0.0,1.0
2008-12-10,14.93,17.59,14.93,17.49,17.49,910300,0.0,1.0
2008-12-09,14.03,15.8474,13.93,14.9,14.9,603500,0.0,1.0
2008-12-08,13.56,14.89,13.56,14.6,14.6,823600,0.0,1.0
2008-12-05,13.3,13.58,11.72,12.85,12.85,894400,0.0,1.0
2008-12-04,16.01,16.99,13.24,13.59,13.59,682800,0.0,1.0
2008-12-03,16.19,16.63,15.69,16.37,16.37,780300,0.0,1.0
2008-12-02,18.11,18.47,16.11,16.73,16.73,826600,0.0,1.0
2008-12-01,19.75,19.75,17.44,17.57,17.57,536700,0.0,1.0
2008-11-28,21.0,21.0,19.75,20.7,20.7,166000,0.0,1.0
2008-11-26,17.62,21.31,17.55,21.29,21.29,495400,0.0,1.0
2008-11-25,18.02,18.38,16.9,17.86,17.86,832800,0.0,1.0
2008-11-24,14.92,18.43,14.92,17.99,17.99,1005800,0.0,1.0
2008-11-21,13.34,14.77,12.1,14.7,14.7,1030000,0.0,1.0
2008-11-20,16.09,16.34,12.82,12.82,12.82,1168400,0.0,1.0
2008-11-19,18.11,18.55,16.65,16.69,16.69,864800,0.0,1.0
2008-11-18,17.63,18.9,17.39,18.34,18.34,757400,0.0,1.0
2008-11-17,17.43,18.25,17.05,17.6,17.6,619200,0.0,1.0
2008-11-14,18.77,19.32,17.26,17.55,17.55,825000,0.0,1.0
2008-11-13,18.42,19.23,16.27,19.15,19.15,1281900,0.0,1.0
2008-11-12,21.42,21.88,18.18,18.21,18.21,707800,0.0,1.0
2008-11-11,22.86,23.65,21.3,21.42,21.42,673300,0.0,1.0
2008-11-10,23.87,24.5,22.86,23.34,23.34,632500,0.0,1.0
2008-11-07,21.87,23.21,21.3,23.05,23.05,511600,0.0,1.0
2008-11-06,23.89,24.15,21.18,21.58,21.58,896700,0.0,1.0
2008-11-05,25.29,27.64,24.38,24.67,24.67,1001600,0.0,1.0
2008-11-04,22.18,26.4,21.81,26.28,26.28,1433200,0.0,1.0
2008-11-03,23.1,23.22,20.96,21.09,21.09,888900,0.0,1.0
2008-10-31,22.27,24.76,21.47,23.39,23.39,1021200,0.0,1.0
2008-10-30,19.76,22.82,19.76,22.68,22.68,1197200,0.0,1.0
2008-10-29,17.49,20.18,16.64,19.15,19.15,873800,0.0,1.0
2008-10-28,17.25,17.66,15.79,17.42,17.42,933100,0.0,1.0
2008-10-27,18.8,19.205,16.8,16.9,16.9,604900,0.0,1.0
2008-10-24,17.36,19.75,17.36,19.08,19.08,689300,0.0,1.0
2008-10-23,19.5,20.56,18.02,19.56,19.56,1089700,0.0,1.0
2008-10-22,21.47,21.81,18.46,19.25,19.25,1217100,0.0,1.0
2008-10-21,20.47,23.11,20.31,21.9,21.9,1532100,0.0,1.0
2008-10-20,19.61,22.05,19.61,21.79,21.79,1205600,0.0,1.0
2008-10-17,18.12,22.2,18.0,19.35,19.35,1707200,0.0,1.0
2008-10-16,17.45,19.01,16.13,18.83,18.83,1536900,0.0,1.0
2008-10-15,19.58,20.37,16.84,16.9,16.9,1010200,0.0,1.0
2008-10-14,21.68,23.27,19.92,20.1,20.1,1521000,0.0,1.0
2008-10-13,18.59,21.2,17.85,21.07,21.07,1536400,0.0,1.0
2008-10-10,17.32,19.26,15.01,17.24,17.24,1703900,0.0,1.0
2008-10-09,21.91,23.1,17.99,17.99,17.99,989800,0.0,1.0
2008-10-08,22.3,23.24,19.65,21.62,21.62,1612100,0.0,1.0
2008-10-07,26.64,27.0,22.57,22.61,22.61,917000,0.0,1.0
2008-10-06,28.03,28.03,22.79,26.0,26.0,1309000,0.0,1.0
2008-10-03,29.76,31.97,28.27,28.51,28.51,661000,0.0,1.0
2008-10-02,34.1,34.93,29.24,29.54,29.54,848500,0.0,1.0
2008-10-01,35.39,36.26,34.03,34.48,34.48,601900,0.0,1.0
2008-09-30,35.03,36.44,34.75,36.27,36.27,812400,0.0,1.0
2008-09-29,38.71,39.52,33.71,34.64,34.64,671500,0.0,1.0
2008-09-26,41.09,42.0,38.74,40.48,40.48,687700,0.0,1.0
2008-09-25,41.49,42.59,40.295,42.0,42.0,916600,0.0,1.0
2008-09-24,41.58,44.63,41.13,41.41,41.41,876100,0.0,1.0
2008-09-23,42.0,44.65,41.24,41.6,41.6,704700,0.0,1.0
2008-09-22,42.76,45.0,42.434,43.59,43.59,673100,0.0,1.0
2008-09-19,44.43,47.09,42.48,43.61,43.61,1279200,0.0,1.0
2008-09-18,37.69,42.29,36.03,41.78,41.78,1587900,0.0,1.0
2008-09-17,35.52,38.24,34.53,36.59,36.59,1422000,0.0,1.0
2008-09-16,32.82,36.11,30.75,35.58,35.58,1361000,0.0,1.0
2008-09-15,36.39,36.47,32.85,33.39,33.39,871600,0.0,1.0
2008-09-12,35.17,37.9,35.17,37.5,37.5,1182900,0.0,1.0
2008-09-11,34.95,35.76,33.03,35.32,35.32,1243800,0.0,1.0
2008-09-10,34.34,35.84,33.27,35.37,35.37,1450200,0.0,1.0
2008-09-09,39.63,39.63,33.12,34.03,34.03,2099200,0.0,1.0
2008-09-08,42.88,43.475,39.8,40.13,40.13,895700,0.0,1.0
2008-09-05,43.47,43.5,40.88,42.31,42.31,1221600,0.0,1.0
2008-09-04,43.04,44.2,41.79,43.1,43.1,1062600,0.0,1.0
2008-09-03,45.36,46.01,42.53,43.0,43.0,896900,0.0,1.0
2008-09-02,48.99,48.99,45.08,45.34,45.34,1020200,0.0,1.0
2008-08-29,50.47,50.47,48.54,49.64,49.64,572000,0.0,1.0
2008-08-28,49.94,50.47,47.04,48.44,48.44,443900,0.0,1.0
2008-08-27,49.82,51.67,48.78,50.05,50.05,461800,0.0,1.0
2008-08-26,47.86,50.34,47.54,49.22,49.22,638400,0.0,1.0
2008-08-25,49.13,49.73,47.7,48.38,48.38,403300,0.0,1.0
2008-08-22,50.52,50.52,47.94,48.79,48.79,377000,0.0,1.0
2008-08-21,50.01,51.62,49.62,50.59,50.59,696800,0.0,1.0
2008-08-20,48.0,49.75,47.67,49.55,49.55,711600,0.0,1.0
2008-08-19,45.93,47.98,44.96,47.64,47.64,480600,0.0,1.0
2008-08-18,48.07,49.16,45.88,46.19,46.19,500700,0.0,1.0
2008-08-15,49.69,49.69,47.5,48.58,48.58,727900,0.0,1.0
2008-08-14,49.34,50.76,48.74,49.51,49.51,627000,0.0,1.0
2008-08-13,46.26,50.69,46.13,50.25,50.25,708900,0.0,1.0
2008-08-12,45.62,46.34,45.05,46.13,46.13,899200,0.0,1.0
2008-08-11,45.725,47.15,45.1,45.91,45.91,951500,0.0,1.0
2008-08-08,46.76,47.96,44.98,46.22,46.22,718200,0.0,1.0
2008-08-07,47.25,48.98,46.23,46.59,46.59,703900,0.0,1.0
2008-08-06,44.87,47.54,44.07,47.14,47.14,568300,0.0,1.0
2008-08-05,45.55,46.54,44.07,44.89,44.89,827300,0.0,1.0
2008-08-04,49.24,49.96,45.01,45.5,45.5,908800,0.0,1.0
2008-08-01,50.62,51.82,49.3,50.01,50.01,843000,0.0,1.0
2008-07-31,52.36,53.07,50.16,50.34,50.34,538500,0.0,1.0
2008-07-30,49.84,54.2,49.45,53.77,53.77,567300,0.0,1.0
2008-07-29,51.33,51.69,49.37,50.13,50.13,675500,0.0,1.0
2008-07-28,51.08,52.81,50.4,51.4,51.4,830000,0.0,1.0
2008-07-25,49.45,52.17,49.1,51.85,51.85,891200,0.0,1.0
2008-07-24,51.77,52.49,46.98,49.45,49.45,1909300,0.0,1.0
2008-07-23,53.56,54.22,50.2,51.08,51.08,1427700,0.0,1.0
2008-07-22,60.2,60.88,53.7,53.95,53.95,1240100,0.0,1.0
2008-07-21,59.76,60.24,57.06,60.03,60.03,607500,0.0,1.0
2008-07-18,57.87,60.61,57.54,58.23,58.23,647000,0.0,1.0
2008-07-17,63.56,64.54,56.48,57.5,57.5,967000,0.0,1.0
2008-07-16,61.69,63.96,60.18,62.75,62.75,1275000,0.0,1.0
2008-07-15,63.17,64.02,61.31,61.68,61.68,949600,0.0,1.0
2008-07-14,64.66,65.43,62.56,63.96,63.96,633000,0.0,1.0
2008-07-11,65.92,66.15,61.85,63.92,63.92,1076300,0.0,1.0
2008-07-10,55.78,62.25,55.46,61.25,61.25,1223100,0.0,1.0
2008-07-09,58.91,60.74,57.05,57.18,57.18,606800,0.0,1.0
2008-07-08,58.53,58.91,55.78,58.46,58.46,743300,0.0,1.0
2008-07-07,61.43,63.09,58.65,59.34,59.34,753100,0.0,1.0
2008-07-03,64.93,64.93,60.32,61.58,61.58,627000,0.0,1.0
2008-07-02,68.76,69.51,64.75,64.75,64.75,473200,0.0,1.0
2008-07-01,67.51,68.97,66.02,68.68,68.68,611100,0.0,1.0
2008-06-30,68.03,69.64,67.55,68.09,68.09,433900,0.0,1.0
2008-06-27,68.27,69.32,67.09,67.55,67.55,881300,0.0,1.0
2008-06-26,67.45,69.5,65.95,67.07,67.07,768200,0.0,1.0
2008-06-25,69.36,70.09,66.44,68.15,68.15,594000,0.0,1.0
2008-06-24,70.81,71.2799,68.55,68.68,68.68,714700,0.0,1.0
2008-06-23,68.88,71.56,68.45,71.42,71.42,586900,0.0,1.0
2008-06-20,68.1,70.2,67.55,68.29,68.29,921100,0.0,1.0
2008-06-19,72.73,73.75,69.44,69.64,69.64,675700,0.0,1.0
2008-06-18,71.93,72.95,70.52,72.41,72.41,500700,0.0,1.0
2008-06-17,70.01,72.1,69.4,71.8,71.8,501300,0.0,1.0
2008-06-16,69.02,71.18,68.69,70.22,70.22,553200,0.0,1.0
2008-06-13,69.3,69.95,67.55,68.61,68.61,301800,0.0,1.0
2008-06-12,69.47,69.47,67.65,68.6,68.6,418300,0.0,1.0
2008-06-11,68.34,70.01,67.52,69.3,69.3,529300,0.0,1.0
2008-06-10,69.32,70.77,67.34,68.38,68.38,537000,0.0,1.0
2008-06-09,69.38,70.66,68.59,69.86,69.86,409500,0.0,1.0
2008-06-06,70.39,71.95,68.92,68.97,68.97,462500,0.0,1.0
2008-06-05,67.13,70.46,67.13,70.26,70.26,475800,0.0,1.0
2008-06-04,67.99,68.7,66.98,67.39,67.39,360400,0.0,1.0
2008-06-03,68.85,70.22,67.4,67.9,67.9,754900,0.0,1.0
2008-06-02,66.21,68.81,66.21,68.08,68.08,681900,0.0,1.0
2008-05-30,65.37,67.42,65.14,66.96,66.96,774400,0.0,1.0
2008-05-29,66.76,67.19,64.7,65.05,65.05,1127900,0.0,1.0
2008-05-28,66.32,67.27,65.04,66.83,66.83,794900,0.0,1.0
2008-05-27,67.49,68.13,65.68,66.44,66.44,538200,0.0,1.0
2008-05-23,67.69,68.4,65.02,67.7,67.7,1359500,0.0,1.0
2008-05-22,67.79,69.01,66.51,67.88,67.88,2612500,0.0,1.0
2008-05-21,73.42,73.42,67.53,67.84,67.84,1850200,0.0,1.0
2008-05-20,73.75,76.3,73.75,74.54,74.54,393400,0.0,1.0
2008-05-19,73.44,75.88,72.7,73.6,73.6,448100,0.0,1.0
2008-05-16,74.88,75.62,72.51,73.17,73.17,523500,0.0,1.0
2008-05-15,73.47,74.9299,71.77,74.13,74.13,310200,0.0,1.0
2008-05-14,74.8,75.8899,72.86,73.0,73.0,421500,0.0,1.0
2008-05-13,72.44,75.3,71.8,74.77,74.77,459900,0.0,1.0
2008-05-12,71.05,72.99,69.6,72.25,72.25,408900,0.0,1.0
2008-05-09,73.4,74.75,70.06,72.09,72.09,555700,0.0,1.0
2008-05-08,68.21,72.16,66.72,71.47,71.47,713700,0.0,1.0
2008-05-07,67.93,68.18,65.58,65.93,65.93,511100,0.0,1.0
2008-05-06,63.62,68.16,63.62,67.45,67.45,371300,0.0,1.0
2008-05-05,62.8,64.75,62.8,64.42,64.42,312600,0.0,1.0
2008-05-02,60.78,63.3799,60.66,62.59,62.59,395700,0.0,1.0
2008-05-01,63.24,63.24,59.33,60.25,60.25,673300,0.0,1.0
2008-04-30,64.31,65.91,63.33,63.49,63.49,291600,0.0,1.0
2008-04-29,67.98,67.98,64.25,64.31,64.31,327000,0.0,1.0
2008-04-28,68.22,69.91,67.9,68.1,68.1,285900,0.0,1.0
2008-04-25,66.41,69.6,66.41,68.45,68.45,452100,0.0,1.0
2008-04-24,67.59,67.59,65.3352,66.01,66.01,321900,0.0,1.0
2008-04-23,69.08,69.11,66.7,67.3,67.3,341200,0.0,1.0
2008-04-22,69.34,70.34,68.01,68.65,68.65,443900,0.0,1.0
2008-04-21,68.36,70.1,68.29,69.7,69.7,261200,0.0,1.0
2008-04-18,67.19,68.37,66.53,68.34,68.34,267100,0.0,1.0
2008-04-17,67.07,68.0,65.89,66.95,66.95,255400,0.0,1.0
2008-04-16,67.0,67.32,65.67,67.23,67.23,362600,0.0,1.0
2008-04-15,65.51,66.98,65.48,66.83,66.83,319300,0.0,1.0
2008-04-14,64.07,66.4,64.0,65.24,65.24,423200,0.0,1.0
2008-04-11,65.27,65.75,63.32,63.82,63.82,209900,0.0,1.0
2008-04-10,65.42,65.75,63.86,65.48,65.48,249200,0.0,1.0
2008-04-09,64.75,65.62,63.92,64.92,64.92,292200,0.0,1.0
2008-04-08,63.11,64.97,63.04,64.49,64.49,223000,0.0,1.0
2008-04-07,64.11,65.21,63.22,63.82,63.82,324800,0.0,1.0
2008-04-04,62.07,64.2,61.5,63.2,63.2,430900,0.0,1.0
2008-04-03,61.66,62.505,61.08,61.45,61.45,326700,0.0,1.0
2008-04-02,59.5,62.86,59.05,61.74,61.74,503200,0.0,1.0
2008-04-01,59.95,59.95,58.26,59.4,59.4,377400,0.0,1.0
2008-03-31,59.28,60.54,57.69,59.27,59.27,372500,0.0,1.0
2008-03-28,58.98,60.9,58.93,59.43,59.43,340400,0.0,1.0
2008-03-27,59.53,60.2,58.9,59.01,59.01,358300,0.0,1.0
2008-03-26,56.21,59.72,56.19,59.19,59.19,486000,0.0,1.0
2008-03-25,55.48,56.85,53.71,56.14,56.14,398000,0.0,1.0
2008-03-24,52.55,55.55,52.52,54.47,54.47,480800,0.0,1.0
2008-03-20,56.12,56.12,51.19,52.52,52.52,1190200,0.0,1.0
2008-03-19,58.4,58.79,55.76,55.79,55.79,555400,0.0,1.0
2008-03-18,56.34,58.84,55.56,58.58,58.58,481700,0.0,1.0
2008-03-17,57.57,58.0,54.18,55.29,55.29,487400,0.0,1.0
2008-03-14,60.81,60.81,58.16,59.26,59.26,300700,0.0,1.0
2008-03-13,57.77,60.83,57.77,60.41,60.41,428300,0.0,1.0
2008-03-12,59.25,59.35,57.84,58.07,58.07,388000,0.0,1.0
2008-03-11,57.73,59.12,56.73,58.92,58.92,325200,0.0,1.0
2008-03-10,57.52,57.86,55.83,56.39,56.39,477900,0.0,1.0
2008-03-07,57.18,59.57,57.02,57.33,57.33,468200,0.0,1.0
2008-03-06,60.75,61.0,58.82,59.29,59.29,385100,0.0,1.0
2008-03-05,58.89,60.69,58.75,60.43,60.43,428700,0.0,1.0
2008-03-04,58.93,60.4,57.01,58.6,58.6,390200,0.0,1.0
2008-03-03,57.83,59.38,56.29,59.32,59.32,777400,0.0,1.0
2008-02-29,59.28,60.3,57.02,57.75,57.75,778500,0.0,1.0
2008-02-28,58.97,62.47,58.86,61.53,61.53,1098500,0.0,1.0
2008-02-27,57.79,59.0,57.73,58.77,58.77,556700,0.0,1.0
2008-02-26,56.49,59.55,55.73,58.59,58.59,734400,0.0,1.0
2008-02-25,54.32,57.0,54.3,56.4,56.4,836900,0.0,1.0
2008-02-22,54.75,55.0,54.103,54.49,54.49,558100,0.0,1.0
2008-02-21,55.65,56.4099,54.15,54.41,54.41,459500,0.0,1.0
2008-02-20,53.25,55.33,53.25,54.71,54.71,768700,0.0,1.0
2008-02-19,53.95,54.37,53.3,53.47,53.47,478200,0.0,1.0
2008-02-15,53.48,54.07,53.3,53.61,53.61,553000,0.0,1.0
2008-02-14,54.95,55.0,53.25,53.66,53.66,1793400,0.0,1.0
2008-02-13,53.75,55.9,53.75,55.14,55.14,410200,0.0,1.0
2008-02-12,52.59,54.58,52.33,53.61,53.61,607900,0.0,1.0
2008-02-11,49.88,51.73,48.94,51.07,51.07,534600,0.0,1.0
2008-02-08,48.23,50.48,48.02,50.19,50.19,204600,0.0,1.0
2008-02-07,46.69,48.75,46.14,48.43,48.43,273000,0.0,1.0
2008-02-06,48.46,48.53,46.5,46.6,46.6,168600,0.0,1.0
2008-02-05,49.76,50.19,47.89,48.08,48.08,341400,0.0,1.0
2008-02-04,50.35,51.14,49.83,50.31,50.31,165100,0.0,1.0
2008-02-01,48.96,50.77,48.77,50.5,50.5,241300,0.0,1.0
2008-01-31,47.1,49.25,46.76,48.68,48.68,385100,0.0,1.0
2008-01-30,47.18,48.82,47.18,47.69,47.69,275500,0.0,1.0
2008-01-29,48.24,48.24,46.37,47.68,47.68,362500,0.0,1.0
2008-01-28,46.5,48.4,45.51,48.04,48.04,298800,0.0,1.0
2008-01-25,47.82,48.46,45.97,46.41,46.41,176900,0.0,1.0
2008-01-24,45.91,48.3,45.91,46.88,46.88,363800,0.0,1.0
2008-01-23,44.28,45.9,43.11,45.47,45.47,665300,0.0,1.0
2008-01-22,44.57,47.28,44.11,46.08,46.08,354800,0.0,1.0
2008-01-18,47.21,48.53,45.54,46.2,46.2,434500,0.0,1.0
2008-01-17,49.6,50.92,47.14,47.22,47.22,365500,0.0,1.0
2008-01-16,51.77,52.33,49.11,49.49,49.49,373600,0.0,1.0
2008-01-15,52.53,52.95,51.8,52.26,52.26,267000,0.0,1.0
2008-01-14,52.41,53.68,52.41,53.31,53.31,273300,0.0,1.0
2008-01-11,52.09,52.95,51.65,52.07,52.07,232400,0.0,1.0
2008-01-10,52.33,53.0899,51.73,52.46,52.46,354100,0.0,1.0
2008-01-09,53.76,54.6,52.32,52.85,52.85,343500,0.0,1.0
2008-01-08,54.29,55.71,53.64,53.64,53.64,330300,0.0,1.0
2008-01-07,53.62,54.84,53.0201,54.15,54.15,498300,0.0,1.0
2008-01-04,52.11,53.07,51.42,52.7,52.7,531400,0.0,1.0
2008-01-03,55.48,56.1,54.64,54.75,54.75,196500,0.0,1.0
2008-01-02,54.91,55.72,54.21,55.17,55.17,192500,0.0,1.0
2007-12-31,54.63,55.12,53.91,54.75,54.75,146600,0.0,1.0
2007-12-28,55.58,55.66,54.7,54.95,54.95,230600,0.0,1.0
2007-12-27,56.89,56.89,54.84,54.9,54.9,374600,0.0,1.0
2007-12-26,56.02,57.38,55.93,56.76,56.76,194700,0.0,1.0
2007-12-24,55.48,56.2,55.19,55.98,55.98,63900,0.0,1.0
2007-12-21,54.89,55.58,53.56,55.25,55.25,540900,0.0,1.0
2007-12-20,53.58,54.59,52.77,54.34,54.34,387800,0.0,1.0
2007-12-19,53.55,53.99,52.75,53.03,53.03,307800,0.0,1.0
2007-12-18,51.14,53.64,51.08,53.3,53.3,476100,0.0,1.0
2007-12-17,51.89,52.1,50.76,50.76,50.76,290400,0.0,1.0
2007-12-14,51.79,52.1,51.14,51.64,51.64,299600,0.0,1.0
2007-12-13,51.08,52.27,50.85,52.27,52.27,238700,0.0,1.0
2007-12-12,51.16,52.16,50.76,51.5,51.5,308100,0.0,1.0
2007-12-11,52.03,52.73,50.19,50.28,50.28,266800,0.0,1.0
2007-12-10,53.03,53.26,51.52,51.69,51.69,323800,0.0,1.0
2007-12-07,54.87,54.87,52.63,53.04,53.04,222100,0.0,1.0
2007-12-06,52.1,54.83,51.78,54.5,54.5,345200,0.0,1.0
2007-12-05,51.36,52.42,50.86,51.94,51.94,335700,0.0,1.0
2007-12-04,48.25,50.75,47.47,50.66,50.66,534200,0.0,1.0
2007-12-03,48.3,49.09,48.1,48.6,48.6,175200,0.0,1.0
2007-11-30,49.09,49.09,47.84,48.45,48.45,287300,0.0,1.0
2007-11-29,48.46,49.49,48.45,49.03,49.03,201100,0.0,1.0
2007-11-28,48.95,49.24,47.74,48.38,48.38,473000,0.0,1.0
2007-11-27,48.96,49.58,47.16,48.32,48.32,428400,0.0,1.0
2007-11-26,49.94,50.67,48.71,48.91,48.91,310900,0.0,1.0
2007-11-23,50.34,50.95,49.18,49.92,49.92,95900,0.0,1.0
2007-11-21,49.05,51.02,48.81,49.92,49.92,305500,0.0,1.0
2007-11-20,49.13,49.91,48.05,49.43,49.43,254600,0.0,1.0
2007-11-19,49.54,49.825,48.77,48.97,48.97,236300,0.0,1.0
2007-11-16,50.57,50.79,49.41,50.1,50.1,324900,0.0,1.0
2007-11-15,51.98,51.98,49.36,50.32,50.32,355200,0.0,1.0
2007-11-14,50.35,52.94,50.35,52.27,52.27,502500,0.0,1.0
2007-11-13,49.69,50.35,48.5,49.97,49.97,382300,0.0,1.0
2007-11-12,51.0,51.13,49.03,49.13,49.13,370000,0.0,1.0
2007-11-09,52.08,52.15,50.33,51.04,51.04,453800,0.0,1.0
2007-11-08,51.15,53.71,50.96,52.17,52.17,540300,0.0,1.0
2007-11-07,51.66,53.29,50.88,52.99,52.99,1253600,0.0,1.0
2007-11-06,49.03,51.97,48.985,51.77,51.77,464200,0.0,1.0
2007-11-05,49.48,49.54,47.9,48.96,48.96,221500,0.0,1.0
2007-11-02,48.97,50.31,48.15,49.94,49.94,238600,0.0,1.0
2007-11-01,50.8,51.81,48.47,48.68,48.68,258900,0.0,1.0
2007-10-31,50.26,51.77,49.61,51.39,51.39,330900,0.0,1.0
2007-10-30,50.93,50.93,49.63,49.96,49.96,302500,0.0,1.0
2007-10-29,50.6,51.29,50.18,51.2,51.2,318900,0.0,1.0
2007-10-26,48.8,51.2,48.76,50.44,50.44,306600,0.0,1.0
2007-10-25,48.25,48.56,46.5,48.55,48.55,385900,0.0,1.0
2007-10-24,46.84,48.85,46.21,48.29,48.29,251900,0.0,1.0
2007-10-23,46.7,47.3,46.18,46.94,46.94,241000,0.0,1.0
2007-10-22,45.64,46.8,44.57,46.62,46.62,355200,0.0,1.0
2007-10-19,48.38,48.57,45.59,45.82,45.82,499200,0.0,1.0
2007-10-18,47.42,48.63,47.07,48.54,48.54,433300,0.0,1.0
2007-10-17,49.87,49.91,48.35,48.98,48.98,306300,0.0,1.0
2007-10-16,48.03,49.85,47.83,49.15,49.15,489600,0.0,1.0
2007-10-15,47.39,48.465,46.9,47.97,47.97,425600,0.0,1.0
2007-10-12,46.48,47.75,46.15,47.41,47.41,260300,0.0,1.0
2007-10-11,48.22,48.34,45.63,46.66,46.66,402800,0.0,1.0
2007-10-10,48.14,50.56,47.7,47.92,47.92,1048800,0.0,1.0
2007-10-09,46.37,48.75,46.06,48.54,48.54,507900,0.0,1.0
2007-10-08,46.5,47.17,45.81,46.52,46.52,244100,0.0,1.0
2007-10-05,46.05,47.0,45.41,46.66,46.66,370400,0.0,1.0
2007-10-04,45.57,46.39,44.86,45.71,45.71,482200,0.0,1.0
2007-10-03,45.45,45.87,44.62,45.45,45.45,318400,0.0,1.0
2007-10-02,44.63,45.76,44.07,45.76,45.76,543900,0.0,1.0
2007-10-01,44.79,45.25,43.9,44.56,44.56,398700,0.0,1.0
2007-09-28,46.01,46.12,44.8,44.86,44.86,377000,0.0,1.0
2007-09-27,45.51,46.23,44.61,45.88,45.88,312700,0.0,1.0
2007-09-26,45.48,45.79,44.34,45.29,45.29,176100,0.0,1.0
2007-09-25,44.44,45.47,44.02,45.3,45.3,335100,0.0,1.0
2007-09-24,44.69,45.15,43.57,44.2,44.2,243200,0.0,1.0
2007-09-21,44.02,45.21,44.02,44.6899,44.6899,428400,0.0,1.0
2007-09-20,44.82,45.01,43.62,44.01,44.01,398400,0.0,1.0
2007-09-19,45.08,45.48,44.63,44.87,44.87,243800,0.0,1.0
2007-09-18,43.45,44.85,42.83,44.59,44.59,289400,0.0,1.0
2007-09-17,43.69,43.72,42.8201,43.21,43.21,461800,0.0,1.0
2007-09-14,43.45,44.1,43.21,43.75,43.75,346700,0.0,1.0
2007-09-13,44.18,44.31,43.59,43.59,43.59,348500,0.0,1.0
2007-09-12,43.0,44.2,42.31,43.96,43.96,701600,0.0,1.0
2007-09-11,42.99,43.9,42.82,43.58,43.58,310500,0.0,1.0
2007-09-10,43.15,43.52,42.07,42.92,42.92,542700,0.0,1.0
2007-09-07,43.3,43.48,42.45,43.19,43.19,456300,0.0,1.0
2007-09-06,42.14,43.96,41.99,43.54,43.54,803000,0.0,1.0
2007-09-05,40.71,42.2,40.65,41.98,41.98,522900,0.0,1.0
2007-09-04,39.19,41.74,39.04,41.05,41.05,381700,0.0,1.0
2007-08-31,39.33,39.8,39.14,39.27,39.27,378900,0.0,1.0
2007-08-30,38.57,39.36,38.31,38.73,38.73,394900,0.0,1.0
2007-08-29,37.67,39.36,37.63,38.86,38.86,351000,0.0,1.0
2007-08-28,38.06,38.48,37.31,37.51,37.51,438400,0.0,1.0
