,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,AAPL_Dividend Amount,AAPL_Split Coefficient
2021-12-27,177.085,180.42,177.07,180.33,177.624227667958,74919582,0.0,1.0
2021-12-23,175.85,176.8499,175.27,176.28,173.63499613657,68356567,0.0,1.0
2021-12-22,173.04,175.86,172.15,175.64,173.004599055067,92135303,0.0,1.0
2021-12-21,171.555,173.2,169.12,172.99,170.394361139467,91185905,0.0,1.0
2021-12-20,168.28,170.58,167.46,169.75,167.202975914357,107499114,0.0,1.0
2021-12-17,169.93,173.47,169.69,171.14,168.572119575747,195923441,0.0,1.0
2021-12-16,179.28,181.14,170.75,172.26,169.675314468377,150185843,0.0,1.0
2021-12-15,175.11,179.5,172.3108,179.3,176.609682364914,131063257,0.0,1.0
2021-12-14,175.25,177.74,172.21,174.33,171.714255028865,139380382,0.0,1.0
2021-12-13,181.115,182.13,175.53,175.74,173.103098599052,153237019,0.0,1.0
2021-12-10,175.205,179.63,174.69,179.45,176.757431680891,115402731,0.0,1.0
2021-12-09,174.91,176.75,173.92,174.56,171.94080398003,108923739,0.0,1.0
2021-12-08,172.125,175.96,170.7,175.08,172.453001608751,116998901,0.0,1.0
2021-12-07,169.08,171.58,168.34,171.18,168.611519393341,120405352,0.0,1.0
2021-12-06,164.29,167.8799,164.28,165.32,162.839446115826,107496982,0.0,1.0
2021-12-03,164.02,164.96,159.72,161.84,159.411661985152,118023116,0.0,1.0
2021-12-02,158.735,164.2,157.8,163.76,161.302853229661,136739174,0.0,1.0
2021-12-01,167.48,170.3,164.53,164.77,162.297698623909,152423003,0.0,1.0
2021-11-30,159.985,165.52,159.92,165.3,162.819746207029,174048056,0.0,1.0
2021-11-29,159.37,161.19,158.7901,160.24,157.835669281393,88748217,0.0,1.0
2021-11-26,159.565,160.45,156.36,156.81,154.457134922711,76959752,0.0,1.0
2021-11-24,160.75,162.14,159.64,161.94,159.510161529136,69463623,0.0,1.0
2021-11-23,161.12,161.8,159.0601,161.41,158.988113946016,96041899,0.0,1.0
2021-11-22,161.68,165.7,161.0,161.02,158.603965724475,117467889,0.0,1.0
2021-11-19,157.65,161.02,156.5328,160.55,158.141017867746,117305597,0.0,1.0
2021-11-18,153.71,158.67,153.05,157.87,155.501230088951,137827673,0.0,1.0
2021-11-17,150.995,155.0,150.99,153.49,151.186950062413,88807000,0.0,1.0
2021-11-16,149.94,151.488,149.34,151.0,148.734311417189,59256210,0.0,1.0
2021-11-15,150.37,151.88,149.43,150.0,147.74931597734,59222803,0.0,1.0
2021-11-12,148.43,150.4,147.48,149.99,147.739466022942,63245197,0.0,1.0
2021-11-11,148.96,149.43,147.681,147.87,145.651275690462,40999950,0.0,1.0
2021-11-10,150.02,150.13,147.85,147.92,145.700525462454,65187092,0.0,1.0
2021-11-09,150.2,151.428,150.0601,150.81,148.547162283618,56573449,0.0,1.0
2021-11-08,151.41,151.57,150.16,150.44,148.182713970874,55020868,0.0,1.0
2021-11-05,151.89,152.2,150.06,151.28,149.010110140347,65463883,0.22,1.0
2021-11-04,151.58,152.43,150.64,150.96,148.478984995292,60394616,0.0,1.0
2021-11-03,150.39,151.97,149.82,151.49,149.000274489512,54511534,0.0,1.0
2021-11-02,148.66,151.57,148.65,150.02,147.554433816864,68922374,0.0,1.0
2021-11-01,148.985,149.7,147.8,148.96,146.511854828423,73396551,0.0,1.0
2021-10-29,147.215,149.94,146.4128,149.8,147.338049498508,124953168,0.0,1.0
2021-10-28,149.82,153.165,149.72,152.57,150.062524779622,100077888,0.0,1.0
2021-10-27,149.36,149.73,148.49,148.85,146.403662669245,56094929,0.0,1.0
2021-10-26,149.33,150.84,149.0101,149.32,146.865938258459,60893395,0.0,1.0
2021-10-25,148.68,149.37,147.6211,148.64,146.197114001724,50720556,0.0,1.0
2021-10-22,149.69,150.18,148.64,148.69,146.246292255895,58883443,0.0,1.0
2021-10-21,148.81,149.64,147.87,149.48,147.023308671809,61420990,0.0,1.0
2021-10-20,148.7,149.7539,148.12,149.26,146.806924353453,58418788,0.0,1.0
2021-10-19,147.01,149.17,146.55,148.76,146.315141811736,76378894,0.0,1.0
2021-10-18,143.445,146.84,143.16,146.55,144.141462977345,85589175,0.0,1.0
2021-10-15,143.77,144.895,143.51,144.84,142.459566684672,67940334,0.0,1.0
2021-10-14,142.11,143.88,141.51,143.76,141.397316394563,69907100,0.0,1.0
2021-10-13,141.235,141.4,139.2,140.91,138.594155906774,78762721,0.0,1.0
2021-10-12,143.23,143.25,141.0401,141.51,139.184294956835,73035859,0.0,1.0
2021-10-11,142.27,144.81,141.81,142.81,140.4629295653,64452219,0.0,1.0
2021-10-08,144.03,144.1781,142.56,142.9,140.551450422809,58773155,0.0,1.0
2021-10-07,143.06,144.215,142.72,143.29,140.935040805348,61732656,0.0,1.0
2021-10-06,139.47,142.15,138.37,142.0,139.666241847718,83221119,0.0,1.0
2021-10-05,139.49,142.24,139.36,141.11,138.790868923461,80861062,0.0,1.0
2021-10-04,141.76,142.21,138.27,139.14,136.853245709095,98322008,0.0,1.0
2021-10-01,141.9,142.92,139.1101,142.65,140.30555915195,94639581,0.0,1.0
2021-09-30,143.66,144.378,141.28,141.5,139.174459306,89056664,0.0,1.0
2021-09-29,142.47,144.45,142.03,142.83,140.482600866969,74602044,0.0,1.0
2021-09-28,143.25,144.75,141.69,141.91,139.577720990209,108972340,0.0,1.0
2021-09-27,145.47,145.96,143.82,145.37,142.980856178892,74150729,0.0,1.0
2021-09-24,145.66,147.4701,145.56,146.92,144.505382058216,53477869,0.0,1.0
2021-09-23,146.65,147.08,145.64,146.83,144.416861200707,64838170,0.0,1.0
2021-09-22,144.45,146.43,143.7001,145.85,143.452967418941,76404341,0.0,1.0
2021-09-21,143.93,144.6,142.78,143.43,141.072739917029,75833962,0.0,1.0
2021-09-20,143.8,144.84,141.27,142.94,140.590793026146,123478863,0.0,1.0
2021-09-17,148.82,148.82,145.76,146.06,143.659516086462,129868824,0.0,1.0
2021-09-16,148.44,148.97,147.221,148.79,146.344648764239,68034149,0.0,1.0
2021-09-15,148.56,149.44,146.37,149.03,146.580704384263,83281315,0.0,1.0
2021-09-14,150.35,151.07,146.91,148.12,145.685660158338,109296295,0.0,1.0
2021-09-13,150.63,151.42,148.75,149.55,147.092158227649,102404329,0.0,1.0
2021-09-10,155.0,155.48,148.7,148.97,146.521690479257,140893235,0.0,1.0
2021-09-09,155.49,156.11,153.95,154.07,151.537872404774,57305730,0.0,1.0
2021-09-08,156.98,157.04,153.975,155.11,152.560780091546,74420207,0.0,1.0
2021-09-07,154.97,157.26,154.39,156.69,154.114812923372,82278261,0.0,1.0
2021-09-03,153.76,154.63,153.09,154.3,151.764092373964,57866066,0.0,1.0
2021-09-02,153.87,154.72,152.4,153.65,151.124775069731,71171317,0.0,1.0
2021-09-01,152.83,154.98,152.34,152.51,150.003510874616,80313711,0.0,1.0
2021-08-31,152.66,152.8,151.29,151.83,149.33468661788,86453117,0.0,1.0
2021-08-30,149.0,153.49,148.61,153.12,150.603485575511,90956723,0.0,1.0
2021-08-27,147.48,148.75,146.83,148.6,146.157771398386,55802388,0.0,1.0
2021-08-26,148.35,149.12,147.51,147.54,145.115192409946,48597195,0.0,1.0
2021-08-25,149.81,150.32,147.8,148.36,145.921715778362,58991297,0.0,1.0
2021-08-24,149.45,150.86,149.15,149.62,147.16100778349,48606428,0.0,1.0
2021-08-23,148.31,150.19,147.89,149.71,147.249528640999,60131810,0.0,1.0
2021-08-20,147.44,148.5,146.78,148.19,145.754509714178,60549630,0.0,1.0
2021-08-19,145.03,148.0,144.5,146.7,144.288997739861,86960310,0.0,1.0
2021-08-18,149.8,150.72,146.15,146.36,143.954585611493,86325990,0.0,1.0
2021-08-17,150.23,151.68,149.09,150.19,147.721639881047,92229735,0.0,1.0
2021-08-16,148.535,151.19,146.47,151.12,148.636355408642,103558782,0.0,1.0
2021-08-13,148.97,149.4444,148.27,149.1,146.649553940104,58846293,0.0,1.0
2021-08-12,146.19,149.05,145.84,148.89,146.443005272582,73779113,0.0,1.0
2021-08-11,146.05,146.72,145.53,145.86,143.462803069775,48493463,0.0,1.0
2021-08-10,146.44,147.71,145.3,145.6,143.207076148082,69023081,0.0,1.0
2021-08-09,146.2,146.7,145.52,146.09,143.689023038965,48908689,0.0,1.0
2021-08-06,146.35,147.11,145.63,146.14,143.738201293137,54126813,0.22,1.0
2021-08-05,146.98,147.84,146.17,147.06,144.425661944307,46397674,0.0,1.0
2021-08-04,147.27,147.79,146.28,146.95,144.317632413409,56368271,0.0,1.0
2021-08-03,145.81,148.045,145.18,147.36,144.720287937665,64786618,0.0,1.0
2021-08-02,146.36,146.95,145.25,145.52,142.913248511734,62879961,0.0,1.0
2021-07-30,144.38,146.33,144.11,145.86,143.247157970873,70440626,0.0,1.0
2021-07-29,144.685,146.55,144.58,145.64,143.031098909077,54323047,0.0,1.0
2021-07-28,144.81,146.97,142.54,144.98,142.382921723688,118931191,0.0,1.0
2021-07-27,149.12,149.21,145.55,146.77,144.140856817394,104818578,0.0,1.0
2021-07-26,148.27,149.83,147.7,148.99,146.321089168246,72434089,0.0,1.0
2021-07-23,147.55,148.7177,146.92,148.56,145.898791911099,71447416,0.0,1.0
2021-07-22,145.935,148.195,145.81,146.8,144.17031941673,77338156,0.0,1.0
2021-07-21,145.53,146.13,144.63,145.4,142.79539811439,74993460,0.0,1.0
2021-07-20,143.46,147.0997,142.96,146.15,143.531963097786,96350036,0.0,1.0
2021-07-19,143.75,144.07,141.67,142.45,139.898242513032,121434571,0.0,1.0
2021-07-16,148.46,149.76,145.88,146.39,143.767663892473,93251426,0.0,1.0
2021-07-15,149.24,150.0,147.09,148.48,145.820224979537,106820297,0.0,1.0
2021-07-14,148.1,149.57,147.68,149.15,146.478223031371,127050785,0.0,1.0
2021-07-13,144.03,147.46,143.63,145.64,143.031098909077,100827099,0.0,1.0
2021-07-12,146.21,146.32,144.0,144.5,141.911520134315,76299719,0.0,1.0
2021-07-09,142.75,145.65,142.6522,145.11,142.510592987477,99890800,0.0,1.0
2021-07-08,141.58,144.06,140.665,143.24,140.674090962209,105575458,0.0,1.0
2021-07-07,143.535,144.89,142.66,144.57,141.980266199432,104911589,0.0,1.0
2021-07-06,140.07,143.15,140.07,142.02,139.475945255885,108181793,0.0,1.0
2021-07-02,137.9,140.0,137.745,139.96,137.452846768157,78945572,0.0,1.0
2021-07-01,136.6,137.33,135.76,137.27,134.811033694376,52485781,0.0,1.0
2021-06-30,136.17,137.41,135.87,136.96,134.506586834573,63261393,0.0,1.0
2021-06-29,134.8,136.49,134.35,136.33,133.88787224852,64556081,0.0,1.0
2021-06-28,133.41,135.245,133.35,134.78,132.365637949501,62111303,0.0,1.0
2021-06-25,133.46,133.89,132.81,133.11,130.725553253139,70783746,0.0,1.0
2021-06-24,134.45,134.64,132.93,133.41,131.020179246498,68710998,0.0,1.0
2021-06-23,133.77,134.32,133.23,133.7,131.304984373411,60214200,0.0,1.0
2021-06-22,132.13,134.08,131.62,133.98,131.579968633879,74783618,0.0,1.0
2021-06-21,130.3,132.41,129.21,132.3,129.930063071072,79663316,0.0,1.0
2021-06-18,130.71,131.51,130.24,130.46,128.12302364514,108953309,0.0,1.0
2021-06-17,129.8,132.55,129.65,131.79,129.429198882362,96721669,0.0,1.0
2021-06-16,130.37,130.89,128.461,130.15,127.818576785336,91339351,0.0,1.0
2021-06-15,129.94,130.6,129.39,129.64,127.317712596627,62746332,0.0,1.0
2021-06-14,127.82,130.54,127.07,130.48,128.14266537803,96906490,0.0,1.0
2021-06-11,126.53,127.44,126.1,127.35,125.068734180657,53522373,0.0,1.0
2021-06-10,127.02,128.19,125.94,126.11,123.850946741443,71186421,0.0,1.0
2021-06-09,127.21,127.75,126.52,127.13,124.852675118861,56877937,0.0,1.0
2021-06-08,126.6,128.46,126.2101,126.74,124.469661327495,74403774,0.0,1.0
2021-06-07,126.17,126.32,124.8321,125.9,123.644708546092,71057550,0.0,1.0
2021-06-04,124.07,126.16,123.85,125.89,123.634887679646,75169343,0.0,1.0
2021-06-03,124.68,124.85,123.13,123.54,121.326984065005,76229170,0.0,1.0
2021-06-02,124.28,125.24,124.05,125.06,122.819755764688,59278862,0.0,1.0
2021-06-01,125.08,125.35,123.94,124.28,122.053728181956,67637118,0.0,1.0
2021-05-28,125.57,125.8,124.55,124.61,122.37781677465,71311109,0.0,1.0
2021-05-27,126.44,127.64,125.08,125.28,123.035814826484,94625601,0.0,1.0
2021-05-26,126.955,127.39,126.42,126.85,124.577690858393,56575920,0.0,1.0
2021-05-25,127.82,128.32,126.32,126.9,124.62679519062,72009482,0.0,1.0
2021-05-24,126.01,127.94,125.94,127.1,124.823212519525,63092945,0.0,1.0
2021-05-21,127.82,128.0,125.21,125.43,123.183127823163,79295436,0.0,1.0
2021-05-20,125.23,127.72,125.1,127.31,125.029450714876,76857123,0.0,1.0
2021-05-19,123.16,124.915,122.86,124.69,122.456383706213,92611989,0.0,1.0
2021-05-18,126.56,126.99,124.78,124.85,122.613517569337,63342929,0.0,1.0
2021-05-17,126.82,126.93,125.17,126.27,124.008080604567,74244624,0.0,1.0
2021-05-14,126.25,127.89,125.85,127.45,125.16694284511,81917951,0.0,1.0
2021-05-13,124.58,126.15,124.26,124.97,122.73136796668,105861339,0.0,1.0
2021-05-12,123.4,124.64,122.25,122.77,120.570777348719,112172282,0.0,1.0
2021-05-11,123.5,126.27,122.77,125.91,123.654529412537,126142826,0.0,1.0
2021-05-10,129.41,129.54,126.81,126.85,124.577690858393,88071229,0.0,1.0
2021-05-07,130.85,131.2582,129.475,130.21,127.877501984008,78973273,0.22,1.0
2021-05-06,127.89,129.75,127.13,129.74,127.20100519363,78128334,0.0,1.0
2021-05-05,129.2,130.45,127.97,128.1,125.593099778819,84000900,0.0,1.0
2021-05-04,131.19,131.4899,126.7,127.85,125.347992246074,137564718,0.0,1.0
2021-05-03,132.04,134.07,131.83,132.54,129.94620956038,75135100,0.0,1.0
2021-04-30,131.78,133.56,131.065,131.46,128.88734501892,109839466,0.0,1.0
2021-04-29,136.47,137.07,132.45,133.48,130.867813883504,151100953,0.0,1.0
2021-04-28,134.31,135.02,133.08,133.58,130.965856896602,107760097,0.0,1.0
2021-04-27,135.01,135.41,134.11,134.39,131.760005302697,66015804,0.0,1.0
2021-04-26,134.83,135.06,133.56,134.72,132.083547245921,66905069,0.0,1.0
2021-04-23,132.16,135.12,132.16,134.32,131.691375193529,78756779,0.0,1.0
2021-04-22,133.04,134.15,131.41,131.94,129.357951481791,84566456,0.0,1.0
2021-04-21,132.36,133.75,131.3001,133.5,130.887422486123,68847136,0.0,1.0
2021-04-20,135.02,135.53,131.81,133.11,130.50505473504,94812349,0.0,1.0
2021-04-19,133.51,135.47,133.34,134.84,132.201198861639,94264215,0.0,1.0
2021-04-16,134.3,134.67,133.28,134.16,131.534506372571,84922386,0.0,1.0
2021-04-15,133.82,135.0,133.64,134.5,131.867852617105,89347102,0.0,1.0
2021-04-14,134.94,135.0,131.655,132.03,129.446190193579,87222782,0.0,1.0
2021-04-13,132.44,134.66,131.93,134.43,131.799222507937,91266545,0.0,1.0
2021-04-12,132.52,132.85,130.63,131.24,128.671650390103,91419983,0.0,1.0
2021-04-09,129.8,133.04,129.47,132.995,130.392305269977,106686703,0.0,1.0
2021-04-08,128.95,130.39,128.52,130.36,127.808871874839,88844591,0.0,1.0
2021-04-07,125.83,127.92,125.14,127.9,125.397013752623,83466716,0.0,1.0
2021-04-06,126.5,127.13,125.65,126.21,123.740086831263,80171253,0.0,1.0
2021-04-05,123.87,126.1601,123.07,125.9,123.436153490659,88651175,0.0,1.0
2021-04-01,123.66,124.18,122.49,123.0,120.59290611081,75089134,0.0,1.0
2021-03-31,121.65,123.52,121.15,122.15,119.759540499475,118323826,0.0,1.0
2021-03-30,120.11,120.4031,118.86,119.9,117.553572704765,85671919,0.0,1.0
2021-03-29,121.65,122.58,120.7299,121.39,119.014413599929,80819203,0.0,1.0
2021-03-26,120.35,121.48,118.92,121.21,118.837936176352,94071234,0.0,1.0
2021-03-25,119.54,121.66,119.0,120.59,118.230069495143,98844681,0.0,1.0
2021-03-24,122.82,122.9,120.065,120.09,117.739854429652,88530485,0.0,1.0
2021-03-23,123.33,124.24,122.14,122.54,120.141908250558,95467142,0.0,1.0
2021-03-22,120.33,123.87,120.26,123.39,120.975273861893,111912284,0.0,1.0
2021-03-19,119.9,121.43,119.675,119.99,117.641811416554,185549522,0.0,1.0
2021-03-18,122.88,123.18,120.32,120.53,118.171243687284,121469755,0.0,1.0
2021-03-17,124.05,125.8599,122.336,124.76,122.318463141339,111932636,0.0,1.0
2021-03-16,125.7,127.22,124.715,125.57,123.112611547434,115227936,0.0,1.0
2021-03-15,121.41,124.0,120.42,123.99,121.563531940483,92590555,0.0,1.0
2021-03-12,120.4,121.17,119.16,121.03,118.661458752775,88105050,0.0,1.0
2021-03-11,122.54,123.21,121.26,121.96,119.573258774589,103026514,0.0,1.0
2021-03-10,121.69,122.17,119.45,119.98,117.632007115244,111943326,0.0,1.0
2021-03-09,119.03,122.06,118.79,121.085,118.715382409979,129525780,0.0,1.0
2021-03-08,120.93,121.0,116.21,116.36,114.082850041088,154376610,0.0,1.0
2021-03-05,120.98,121.935,117.57,121.42,119.043826503858,153766601,0.0,1.0
2021-03-04,121.75,123.6,118.62,120.13,117.779071634891,178154975,0.0,1.0
2021-03-03,124.81,125.71,121.84,122.06,119.671301787687,112966340,0.0,1.0
2021-03-02,128.41,128.72,125.01,125.12,122.671417988492,102260945,0.0,1.0
2021-03-01,123.75,127.93,122.79,127.79,125.289166438215,116307892,0.0,1.0
2021-02-26,122.59,124.85,121.2,121.26,118.886957682901,163424672,0.0,1.0
2021-02-25,124.68,126.4585,120.54,120.99,118.622241547536,144766924,0.0,1.0
2021-02-24,124.94,125.56,122.23,125.35,122.896916918618,111039904,0.0,1.0
2021-02-23,123.76,126.71,118.39,125.86,123.396936285419,158273022,0.0,1.0
2021-02-22,128.01,129.72,125.6,126.0,123.534196503757,102886922,0.0,1.0
2021-02-19,130.24,130.71,128.8,129.87,127.328461110658,87668834,0.0,1.0
2021-02-18,129.2,129.995,127.41,129.71,127.171592289701,96856748,0.0,1.0
2021-02-17,131.25,132.22,129.47,130.84,128.279478337711,97372199,0.0,1.0
2021-02-16,135.49,136.01,132.79,133.19,130.583489145519,80576316,0.0,1.0
2021-02-12,134.35,135.53,133.6921,135.37,132.72082683106,60145130,0.0,1.0
2021-02-11,135.9,136.39,133.77,135.13,132.485523599624,64280029,0.0,1.0
2021-02-10,136.48,136.99,134.4,135.39,132.74043543368,72647988,0.0,1.0
2021-02-09,136.62,137.877,135.85,136.01,133.348302114888,75986989,0.0,1.0
2021-02-08,136.03,136.96,134.92,136.91,134.230689232772,71297214,0.0,1.0
2021-02-05,137.35,137.42,135.86,136.76,134.083624713125,75693830,0.205,1.0
2021-02-04,136.3,137.4,134.59,137.39,134.499683855994,84183061,0.0,1.0
2021-02-03,135.76,135.77,133.61,133.94,131.122262578586,89880937,0.0,1.0
2021-02-02,135.73,136.31,134.61,134.99,132.150173402145,82266419,0.0,1.0
2021-02-01,133.75,135.38,130.93,134.14,131.318055116406,106239823,0.0,1.0
2021-01-29,135.83,136.74,130.21,131.96,129.18391645416,177523812,0.0,1.0
2021-01-28,139.52,141.99,136.7,137.09,134.205995049263,142621128,0.0,1.0
2021-01-27,143.43,144.3,140.41,142.06,139.07143961411,140843759,0.0,1.0
2021-01-26,143.6,144.3,141.37,143.16,140.148298572124,98390555,0.0,1.0
2021-01-25,143.07,145.09,136.54,142.92,139.913347526739,157611713,0.0,1.0
2021-01-22,136.28,139.85,135.02,139.07,136.144341173689,114459360,0.0,1.0
2021-01-21,133.8,139.67,133.59,136.87,133.99062325766,120529544,0.0,1.0
2021-01-20,128.66,132.49,128.55,132.03,129.252443842397,104319489,0.0,1.0
2021-01-19,127.78,128.71,126.938,127.83,125.14080054816,90757329,0.0,1.0
2021-01-15,128.78,130.2242,127.0,127.14,124.465316292679,111598531,0.0,1.0
2021-01-14,130.8,131.0,128.76,128.91,126.198080252393,90221755,0.0,1.0
2021-01-13,128.76,131.45,128.49,130.89,128.136426376819,88636831,0.0,1.0
2021-01-12,128.5,129.69,126.86,128.8,126.090394356591,90440255,0.0,1.0
2021-01-11,129.19,130.17,128.5,128.98,126.26660764063,100620880,0.0,1.0
2021-01-08,132.43,132.63,130.23,132.05,129.272023096179,105158245,0.0,1.0
2021-01-07,128.36,131.63,127.86,130.92,128.165795257492,109578157,0.0,1.0
2021-01-06,127.72,131.0499,126.382,126.6,123.936676440562,155087970,0.0,1.0
2021-01-05,128.89,131.74,128.43,131.01,128.253901899511,97664898,0.0,1.0
2021-01-04,133.52,133.6116,126.76,129.41,126.687561596945,143301887,0.0,1.0
2020-12-31,134.08,134.74,131.72,132.69,129.898559217206,99116586,0.0,1.0
2020-12-30,135.58,135.99,133.4,133.72,130.906890786983,96452124,0.0,1.0
2020-12-29,138.05,138.789,134.3409,134.87,132.032697879452,121047324,0.0,1.0
2020-12-28,133.99,137.34,133.51,136.69,133.814409973622,123124632,0.0,1.0
2020-12-24,131.32,133.46,131.1,131.97,129.193706081051,54930064,0.0,1.0
2020-12-23,132.16,132.43,130.78,130.96,128.204953765056,88223692,0.0,1.0
2020-12-22,131.61,134.405,129.65,131.88,129.105599439031,169351825,0.0,1.0
2020-12-21,125.02,128.31,123.449,128.23,125.532385623802,121251553,0.0,1.0
2020-12-18,128.96,129.1,126.12,126.655,123.990519388463,192541496,0.0,1.0
2020-12-17,128.9,129.58,128.045,128.7,125.992498087681,94359811,0.0,1.0
2020-12-16,127.41,128.37,126.56,127.81,125.121221294378,98208591,0.0,1.0
2020-12-15,124.34,127.9,124.13,127.88,125.189748682616,157572262,0.0,1.0
2020-12-14,122.6,123.35,121.54,121.78,119.218076279081,79075988,0.0,1.0
2020-12-11,122.43,122.76,120.55,122.41,119.834822773217,86939786,0.0,1.0
2020-12-10,120.5,123.87,120.15,123.24,120.647361805173,81312170,0.0,1.0
2020-12-09,124.53,125.95,121.0,121.78,119.218076279081,115089193,0.0,1.0
2020-12-08,124.37,124.98,123.09,124.38,121.763379270752,82225512,0.0,1.0
2020-12-07,122.31,124.57,122.25,123.75,121.146632776616,86711990,0.0,1.0
2020-12-04,122.6,122.8608,121.52,122.25,119.67818874296,78260421,0.0,1.0
2020-12-03,123.52,123.78,122.21,122.94,120.353672998442,78967630,0.0,1.0
2020-12-02,122.02,123.37,120.89,123.08,120.490727774917,89004195,0.0,1.0
2020-12-01,121.01,123.4693,120.01,122.72,120.138301206839,125920963,0.0,1.0
2020-11-30,116.97,120.97,116.81,119.05,116.545508137828,169410176,0.0,1.0
2020-11-27,116.57,117.49,116.22,116.59,114.137259922632,46691331,0.0,1.0
2020-11-25,115.55,116.75,115.17,116.03,113.589040816734,76499234,0.0,1.0
2020-11-24,113.91,115.85,112.59,115.17,112.747132904104,113226248,0.0,1.0
2020-11-23,117.18,117.6202,113.75,113.85,111.454902154487,127959318,0.0,1.0
2020-11-20,118.64,118.77,117.29,117.34,114.87148193946,73604287,0.0,1.0
2020-11-19,117.59,119.06,116.81,118.64,116.144133435295,74112972,0.0,1.0
2020-11-18,118.61,119.82,118.0,118.03,115.546966194941,76322111,0.0,1.0
2020-11-17,119.55,120.6741,118.96,119.39,116.878355452123,74270973,0.0,1.0
2020-11-16,118.92,120.99,118.146,120.3,117.769211499208,91183018,0.0,1.0
2020-11-13,119.44,119.6717,117.87,119.26,116.751090302539,81688586,0.0,1.0
2020-11-12,119.62,120.53,118.57,119.21,116.702142168084,103350674,0.0,1.0
2020-11-11,117.19,119.63,116.44,119.49,116.976251721033,112294954,0.0,1.0
2020-11-10,115.55,117.59,114.13,115.97,113.530303055387,138023390,0.0,1.0
2020-11-09,120.5,121.99,116.05,116.32,113.872939996574,154515315,0.0,1.0
2020-11-06,118.32,119.2,116.13,118.69,116.19308156975,114457922,0.205,1.0
2020-11-05,117.95,119.62,116.8686,119.03,116.325013661191,126387074,0.0,1.0
2020-11-04,114.14,115.59,112.35,114.95,112.337732675409,138235482,0.0,1.0
2020-11-03,109.66,111.49,108.73,110.44,107.930223546518,107624448,0.0,1.0
2020-11-02,109.11,110.68,107.32,108.77,106.298174711651,122866899,0.0,1.0
2020-10-30,111.06,111.99,107.72,108.86,106.386129439278,190573476,0.0,1.0
2020-10-29,112.37,116.93,112.2,115.32,112.699324333434,146129173,0.0,1.0
2020-10-28,115.05,115.43,111.1,111.2,108.672952357595,143937823,0.0,1.0
2020-10-27,115.49,117.28,114.5399,116.6,113.950236015248,92276772,0.0,1.0
2020-10-26,114.01,116.55,112.88,115.05,112.435460150551,111850657,0.0,1.0
2020-10-23,116.39,116.55,114.28,115.04,112.425687403037,82572645,0.0,1.0
2020-10-22,117.45,118.04,114.59,115.75,113.119552476543,101987954,0.0,1.0
2020-10-21,116.67,118.705,116.45,116.87,114.21410019813,89945980,0.0,1.0
2020-10-20,116.2,118.98,115.63,117.51,114.839556039037,124423728,0.0,1.0
2020-10-19,119.96,120.419,115.66,115.98,113.344325669369,120639337,0.0,1.0
2020-10-16,121.28,121.548,118.81,119.02,116.315240913677,115393808,0.0,1.0
2020-10-15,118.72,121.2,118.15,120.71,117.966835243572,112559219,0.0,1.0
2020-10-14,121.0,123.03,119.62,121.19,118.435927124253,151062308,0.0,1.0
2020-10-13,125.27,125.39,119.65,121.1,118.347972396625,262330451,0.0,1.0
2020-10-12,120.06,125.18,119.2845,124.4,121.572979076302,240226769,0.0,1.0
2020-10-09,115.28,117.0,114.92,116.97,114.311827673272,100506865,0.0,1.0
2020-10-08,116.25,116.4,114.5901,114.97,112.357278170438,83477153,0.0,1.0
2020-10-07,114.62,115.55,114.13,115.08,112.464778393093,96848985,0.0,1.0
2020-10-06,115.7,116.12,112.25,113.16,110.588410870372,161498212,0.0,1.0
2020-10-05,113.91,116.65,113.55,116.5,113.852508540106,106243839,0.0,1.0
2020-10-02,112.89,115.37,112.22,113.02,110.451592405174,144711986,0.0,1.0
2020-10-01,117.64,117.72,115.83,116.79,114.135918218017,116120440,0.0,1.0
2020-09-30,113.79,117.26,113.62,115.81,113.178188961628,142675184,0.0,1.0
2020-09-29,114.55,115.31,113.57,114.09,111.49727638919,100060526,0.0,1.0
2020-09-28,115.01,115.32,112.78,114.96,112.347505422923,137672403,0.0,1.0
2020-09-25,108.43,112.44,107.67,112.28,109.728409089125,149981441,0.0,1.0
2020-09-24,105.17,110.25,105.0,108.22,105.760673598371,167743349,0.0,1.0
2020-09-23,111.62,112.11,106.77,107.12,104.685671371812,150718671,0.0,1.0
2020-09-22,112.68,112.86,109.16,111.81,109.269089955959,183055373,0.0,1.0
2020-09-21,104.54,110.19,103.1,110.08,107.578404636007,195713815,0.0,1.0
2020-09-18,110.4,110.88,106.09,106.84,104.412034441416,287104882,0.0,1.0
2020-09-17,109.72,112.2,108.71,110.34,107.832496071376,178010968,0.0,1.0
2020-09-16,115.23,116.0,112.04,112.13,109.581817876413,155026675,0.0,1.0
2020-09-15,118.33,118.829,113.61,115.54,112.914324778745,184642039,0.0,1.0
2020-09-14,114.72,115.93,112.8,115.355,112.733528949733,140150087,0.0,1.0
2020-09-11,114.57,115.23,110.0,112.0,109.454772158728,180860325,0.0,1.0
2020-09-10,120.36,120.5,112.5,113.49,110.91091153834,182274391,0.0,1.0
2020-09-09,117.26,119.14,115.26,117.32,114.653873836268,176940455,0.0,1.0
2020-09-08,113.95,118.99,112.68,112.82,110.25613745489,231366563,0.0,1.0
2020-09-04,120.07,123.7,110.89,120.96,118.211153931427,332607163,0.0,1.0
