,DPZ_Open,DPZ_High,DPZ_Low,DPZ_Close,DPZ_Adj Close,DPZ_Volume,DPZ_Dividend Amount,DPZ_Split Coefficient
2021-12-13,533.4,540.96,530.49,537.36,517.469717877747,448587,0.0,1.0
2021-12-10,531.91,535.81,529.27,534.42,514.63854144005,315663,0.0,1.0
2021-12-09,533.79,537.18,528.835,530.29,510.661412634715,274174,0.0,1.0
2021-12-08,538.95,546.935,531.6,534.17,514.397795144327,346625,0.0,1.0
2021-12-07,521.2,537.83,519.475,537.43,517.537126840549,404211,0.0,1.0
2021-12-06,523.63,523.63,514.84,517.08,497.940378368738,320589,0.0,1.0
2021-12-03,527.03,527.53,517.5322,521.77,502.456778876492,293759,0.0,1.0
2021-12-02,512.1,527.65,511.57,525.0,505.567221017227,363813,0.0,1.0
2021-12-01,519.63,528.43,511.12,511.65,492.711368825646,342637,0.0,1.0
2021-11-30,532.48,538.03,522.26,524.14,504.739053759941,901123,0.0,1.0
2021-11-29,528.97,539.19,525.59,533.95,514.185938404092,323942,0.0,1.0
2021-11-26,534.0,540.56,528.34,529.88,510.26658870973,205352,0.0,1.0
2021-11-24,531.88,538.5,529.0,533.98,514.214827959578,209573,0.0,1.0
2021-11-23,534.2,536.63,526.3,531.91,512.221448630996,277843,0.0,1.0
2021-11-22,532.99,538.81,528.755,533.36,513.617777146187,298945,0.0,1.0
2021-11-19,546.17,549.51,534.42,535.59,515.765234104031,615400,0.0,1.0
2021-11-18,533.14,536.9,529.99,536.83,516.959335730815,342039,0.0,1.0
2021-11-17,524.04,534.29,521.86,531.48,511.807365002354,404703,0.0,1.0
2021-11-16,516.96,527.34,514.7501,525.25,505.807967312949,411769,0.0,1.0
2021-11-15,515.0,522.975,507.02,517.32,498.171494812632,762776,0.0,1.0
2021-11-12,509.21,522.06,507.17,513.3,494.300294377414,780891,0.0,1.0
2021-11-11,494.37,507.17,493.06,506.96,488.194968317892,498901,0.0,1.0
2021-11-10,495.19,499.075,492.599,495.15,476.822113307961,244470,0.0,1.0
2021-11-09,499.88,508.8,496.75,498.49,480.038483818814,452882,0.0,1.0
2021-11-08,493.76,497.33,487.42,496.67,478.285850785954,257789,0.0,1.0
2021-11-05,505.76,507.2099,492.42,495.88,477.525092491471,486378,0.0,1.0
2021-11-04,487.73,509.9,486.48,509.38,490.525392460486,596216,0.0,1.0
2021-11-03,487.63,489.49,480.55,485.26,467.29818984918,364271,0.0,1.0
2021-11-02,488.06,490.03,478.36,486.87,468.848595993633,457940,0.0,1.0
2021-11-01,489.68,489.68,479.39,487.38,469.339718436907,455889,0.0,1.0
2021-10-29,478.38,490.135,474.03,488.97,470.870864877702,351782,0.0,1.0
2021-10-28,480.3,482.53,473.82,479.33,461.587687714642,473161,0.0,1.0
2021-10-27,469.38,482.12,468.0,480.27,462.492893786559,571370,0.0,1.0
2021-10-26,467.52,469.68,462.53,465.78,448.539238486483,362886,0.0,1.0
2021-10-25,464.25,469.78,460.81,466.24,448.982211670613,293478,0.0,1.0
2021-10-22,467.81,472.36,463.48,464.33,447.142909971293,408578,0.0,1.0
2021-10-21,460.65,468.31,456.82,467.96,450.638546185184,457026,0.0,1.0
2021-10-20,465.17,468.9099,455.12,458.58,441.605745169676,576384,0.0,1.0
2021-10-19,460.24,467.88,456.8524,465.37,448.144414561499,519080,0.0,1.0
2021-10-18,458.02,467.265,456.506,459.9,442.876885611091,762968,0.0,1.0
2021-10-15,473.89,475.0,453.34,454.91,438.07158954847,1369495,0.0,1.0
2021-10-14,461.0,489.89,455.96,477.48,459.806165126296,1519047,0.0,1.0
2021-10-13,479.72,480.455,474.03,476.28,458.650582906828,631988,0.0,1.0
2021-10-12,481.37,483.16,476.125,480.05,462.281037046323,413475,0.0,1.0
2021-10-11,477.88,484.46,472.43,479.48,461.732135492076,359596,0.0,1.0
2021-10-08,484.58,488.39,479.64,480.32,462.541043045703,327919,0.0,1.0
2021-10-07,482.2,491.18,481.29,482.71,464.84257763281,484148,0.0,1.0
2021-10-06,473.67,483.7794,470.69,482.66,464.794428373666,469660,0.0,1.0
2021-10-05,471.35,477.84,470.23,474.62,457.052027503231,357477,0.0,1.0
2021-10-04,474.0,474.975,468.77,470.91,453.479352474709,465906,0.0,1.0
2021-10-01,479.02,479.02,470.33,475.07,457.485370835531,380838,0.0,1.0
2021-09-30,484.44,487.155,476.25,476.96,459.305412831193,485467,0.0,1.0
2021-09-29,486.66,488.36,482.4209,483.0,465.121843335848,248262,0.0,1.0
2021-09-28,487.195,488.655,482.46,484.91,466.961145035168,368044,0.0,1.0
2021-09-27,489.21,493.36,484.15,487.23,469.195270659473,356615,0.0,1.0
2021-09-24,493.4,495.0,486.02,489.84,471.708661986816,357243,0.0,1.0
2021-09-23,497.88,498.88,492.5,492.81,474.568727979999,252443,0.0,1.0
2021-09-22,500.68,500.68,491.25,495.52,477.178417825631,428117,0.0,1.0
2021-09-21,496.15,503.6,495.31,498.15,479.711068856631,349513,0.0,1.0
2021-09-20,502.15,504.445,493.84,497.06,478.661415007281,396201,0.0,1.0
2021-09-17,509.29,512.15,501.52,503.54,484.901558992408,908052,0.0,1.0
2021-09-16,506.94,512.71,502.55,511.21,492.287655345174,402251,0.0,1.0
2021-09-15,506.74,509.48,501.36,505.56,486.846789061846,354925,0.0,1.0
2021-09-14,511.95,511.95,505.44,506.96,488.194968317892,277265,0.94,1.0
2021-09-13,510.92,513.025,504.66,511.1,491.270817694969,441266,0.0,1.0
2021-09-10,515.82,516.475,510.41,510.87,491.049741020991,323037,0.0,1.0
2021-09-09,522.27,525.7728,515.01,516.12,496.096056405258,255559,0.0,1.0
2021-09-08,515.08,522.22,512.8481,521.37,501.142371789524,319199,0.0,1.0
2021-09-07,514.39,516.355,508.48,514.02,494.077530251551,446780,0.0,1.0
2021-09-03,516.08,520.98,512.23,514.5,494.538907658113,373167,0.0,1.0
2021-09-02,519.17,519.17,512.56,517.29,497.220663833751,286097,0.0,1.0
2021-09-01,515.02,517.47,508.47,515.4,495.403990295415,343567,0.0,1.0
2021-08-31,517.98,520.5799,515.6901,516.89,496.836182661617,299776,0.0,1.0
2021-08-30,511.87,520.11,511.87,517.25,497.182215716538,272205,0.0,1.0
2021-08-27,508.03,513.06,508.03,511.87,492.010943951328,238715,0.0,1.0
2021-08-26,512.46,514.49,508.44,510.59,490.780604200497,238229,0.0,1.0
2021-08-25,502.48,512.55,501.48,512.14,492.270468742518,417018,0.0,1.0
2021-08-24,510.0,510.0,500.43,501.58,482.120165798165,377888,0.0,1.0
2021-08-23,510.04,516.475,505.0,509.52,489.752117065037,397979,0.0,1.0
2021-08-20,518.24,518.36,507.03,509.52,489.752117065037,761147,0.0,1.0
2021-08-19,523.6,525.15,515.72,518.32,498.210702851998,263416,0.0,1.0
2021-08-18,525.5,533.7835,523.7501,525.62,505.227484243454,335811,0.0,1.0
2021-08-17,513.34,531.6,512.5401,527.75,507.274846485071,638632,0.0,1.0
2021-08-16,518.12,518.19,512.35,513.19,493.279731819372,332193,0.0,1.0
2021-08-13,515.75,518.66,512.35,517.02,496.96113904256,441723,0.0,1.0
2021-08-12,514.73,518.735,513.89,516.48,496.442089460179,303354,0.0,1.0
2021-08-11,518.0,523.49,514.36,515.33,495.336706090292,263973,0.0,1.0
2021-08-10,529.63,530.9741,517.715,518.93,498.797036639503,315924,0.0,1.0
2021-08-09,531.08,533.1246,525.45,529.47,508.928115525249,258924,0.0,1.0
2021-08-06,536.05,537.77,531.65,533.44,512.744091158685,254029,0.0,1.0
2021-08-05,535.32,538.51,529.37,535.48,514.704945136572,261828,0.0,1.0
2021-08-04,541.9,542.61,536.11,536.68,515.858388652975,407961,0.0,1.0
2021-08-03,531.0,543.57,530.56,540.47,519.501347758951,460629,0.0,1.0
2021-08-02,527.37,533.45,522.1599,530.36,509.783586133249,330066,0.0,1.0
2021-07-30,526.19,531.57,523.71,525.49,505.10252786251,348834,0.0,1.0
2021-07-29,524.97,530.78,524.7487,526.17,505.756145855139,449353,0.0,1.0
2021-07-28,533.18,536.3099,523.33,524.57,504.218221166601,546163,0.0,1.0
2021-07-27,535.52,543.14,534.1701,538.01,517.136788550323,499236,0.0,1.0
2021-07-26,523.82,538.5699,522.67,534.32,513.589949737381,660740,0.0,1.0
2021-07-23,541.99,542.52,519.47,525.45,505.064079745297,1342072,0.0,1.0
2021-07-22,484.99,548.72,484.0001,538.82,517.915362923895,3038136,0.0,1.0
2021-07-21,475.49,476.45,465.93,470.37,452.121022342364,615845,0.0,1.0
2021-07-20,475.83,478.55,471.28,474.97,456.542555821912,593024,0.0,1.0
2021-07-19,483.35,484.69,473.81,478.49,459.925990136696,578648,0.0,1.0
2021-07-16,486.44,489.48,481.4045,482.68,463.953430414806,420701,0.0,1.0
2021-07-15,488.2,488.64,482.13,484.84,466.029628744333,454834,0.0,1.0
2021-07-14,485.19,488.22,482.789,485.32,466.491006150894,280340,0.0,1.0
2021-07-13,480.04,491.42,479.23,485.68,466.837039205816,476499,0.0,1.0
2021-07-12,480.0,482.61,478.67,480.11,461.483138883841,383744,0.0,1.0
2021-07-09,476.25,479.67,475.1,477.56,459.032071411483,427255,0.0,1.0
2021-07-08,474.57,478.57,472.015,474.55,456.138850591171,537540,0.0,1.0
2021-07-07,477.39,479.27,471.85,478.18,459.628017228292,432302,0.0,1.0
2021-07-06,469.88,477.85,469.88,476.61,458.118928627664,466403,0.0,1.0
2021-07-02,468.57,475.57,466.26,474.24,455.840877682766,403976,0.0,1.0
2021-07-01,466.74,467.61,461.255,466.02,447.939789595401,440470,0.0,1.0
2021-06-30,465.22,469.25,463.94,466.49,448.391554972659,747839,0.0,1.0
2021-06-29,463.01,466.66,460.81,463.45,445.469498064436,439253,0.0,1.0
2021-06-28,458.46,464.3,457.22,463.53,445.546394298863,451428,0.0,1.0
2021-06-25,458.0,464.56,456.45,457.98,440.211718035495,960644,0.0,1.0
2021-06-24,460.26,466.61,458.455,459.81,441.970719398011,480500,0.0,1.0
2021-06-23,458.28,460.63,454.64,456.75,439.029438431182,406355,0.0,1.0
2021-06-22,459.81,462.16,458.24,459.82,441.980331427314,452741,0.0,1.0
2021-06-21,460.95,465.15,457.825,459.46,441.634298372393,624817,0.0,1.0
2021-06-18,455.98,462.1,453.64,460.19,442.335976511539,1148508,0.0,1.0
2021-06-17,448.89,462.225,448.89,457.2,439.461979749833,595350,0.0,1.0
2021-06-16,447.02,449.07,445.3801,447.59,430.224819589299,621475,0.0,1.0
2021-06-15,450.15,450.4102,444.4104,445.76,428.465818226784,404836,0.0,1.0
2021-06-14,450.58,451.93,445.885,448.16,430.772705259591,472969,0.94,1.0
2021-06-11,447.94,453.805,447.94,452.96,434.475182753027,459333,0.0,1.0
2021-06-10,442.93,449.94,442.93,448.43,430.130047249073,446081,0.0,1.0
2021-06-09,442.86,446.88,442.4,442.71,424.643474383152,331630,0.0,1.0
2021-06-08,439.99,452.97,439.255,443.36,425.266948572461,684517,0.0,1.0
2021-06-07,432.08,438.42,430.29,437.92,420.048949203474,519269,0.0,1.0
2021-06-04,426.25,431.16,425.46,431.14,413.545633813449,516367,0.0,1.0
2021-06-03,426.24,428.99,424.19,425.12,407.771303629386,418028,0.0,1.0
2021-06-02,423.62,429.31,422.05,426.2,408.8072299747,552221,0.0,1.0
2021-06-01,430.33,430.94,422.3,423.0,405.737818581178,434796,0.0,1.0
2021-05-28,421.23,429.4,421.23,426.87,409.449887985219,458350,0.0,1.0
2021-05-27,421.94,426.14,418.785,423.97,406.668233909839,471789,0.0,1.0
2021-05-26,421.64,424.64,419.28,420.69,403.522087231479,429301,0.0,1.0
2021-05-25,416.52,422.325,414.0,421.04,403.857804102646,702646,0.0,1.0
2021-05-24,429.19,433.14,420.69,420.9,403.723517354179,695687,0.0,1.0
2021-05-21,429.5,432.07,425.7407,427.65,410.19805701239,870852,0.0,1.0
2021-05-20,430.3,437.62,428.345,428.94,411.435413480403,1039053,0.0,1.0
2021-05-19,429.36,434.89,424.46,431.95,414.322578572435,564846,0.0,1.0
2021-05-18,433.78,441.79,432.68,432.86,415.195442437468,695499,0.0,1.0
2021-05-17,428.2,435.08,428.2,432.86,415.195442437468,713795,0.0,1.0
2021-05-14,424.31,430.08,423.51,427.29,409.852748230618,636238,0.0,1.0
2021-05-13,425.28,431.66,422.29,422.4,405.162303944893,594941,0.0,1.0
2021-05-12,420.0,447.5,419.24,425.44,408.078244768739,1772169,0.0,1.0
2021-05-11,428.62,430.01,419.49,422.34,405.104752481264,730639,0.0,1.0
2021-05-10,432.58,435.5,428.34,431.07,413.478490439216,596658,0.0,1.0
2021-05-07,430.6,434.26,430.6,432.47,414.821357923882,566054,0.0,1.0
2021-05-06,434.48,436.52,428.44,430.03,412.480931736322,525162,0.0,1.0
2021-05-05,436.0,436.96,428.1,431.89,414.265027108806,713100,0.0,1.0
2021-05-04,430.82,436.63,430.0,433.99,416.279328335805,744550,0.0,1.0
2021-05-03,426.8,435.67,424.64,433.59,415.895651911615,793522,0.0,1.0
2021-04-30,415.98,428.78,415.74,422.34,405.104752481264,733885,0.0,1.0
2021-04-29,401.44,419.36,391.2636,415.98,399.004297336639,1139043,0.0,1.0
2021-04-28,401.03,408.74,399.47,403.95,387.465228879118,904109,0.0,1.0
2021-04-27,400.02,403.38,399.49,401.03,384.664390982529,456648,0.0,1.0
2021-04-26,398.94,402.67,395.61,400.21,383.877854312939,434753,0.0,1.0
2021-04-23,399.55,401.02,395.5,397.71,381.47987666175,368445,0.0,1.0
2021-04-22,396.05,400.58,393.5,398.76,382.48702727525,429572,0.0,1.0
2021-04-21,398.14,398.14,393.588,394.8,378.688630675766,348442,0.0,1.0
2021-04-20,398.28,402.16,396.51,398.05,381.806001622312,563592,0.0,1.0
2021-04-19,393.58,399.39,393.58,397.96,381.719674426869,407665,0.0,1.0
2021-04-16,395.0,396.01,392.31,394.83,378.71740640758,253665,0.0,1.0
2021-04-15,392.0,393.43,388.4,392.99,376.952494856305,454046,0.0,1.0
2021-04-14,394.61,396.27,387.62,390.64,374.698395864188,401482,0.0,1.0
2021-04-13,392.22,397.33,391.08,394.93,378.813325513628,495035,0.0,1.0
2021-04-12,391.07,392.57,387.345,390.62,374.679212042978,420291,0.0,1.0
2021-04-09,382.87,390.4325,382.68,390.35,374.42023045665,440750,0.0,1.0
2021-04-08,385.5,387.01,381.15,383.92,368.252631937792,362215,0.0,1.0
2021-04-07,380.25,383.97,377.35,382.3,366.698742419821,282845,0.0,1.0
2021-04-06,374.37,384.0,372.81,380.68,365.144852901851,509976,0.0,1.0
2021-04-05,373.0,373.75,367.29,371.64,356.473765715151,701947,0.0,1.0
2021-04-01,370.0,376.73,367.48,373.38,358.142758160379,567617,0.0,1.0
2021-03-31,369.53,372.34,366.77,367.79,352.78088013232,513664,0.0,1.0
2021-03-30,370.6,370.98,365.58,368.13,353.107005092882,548906,0.0,1.0
2021-03-29,372.41,377.975,370.03,372.08,356.895809781761,460385,0.0,1.0
2021-03-26,366.25,372.05,365.05,371.84,356.665603927246,483105,0.0,1.0
2021-03-25,366.12,368.45,364.01,367.6,352.59863383083,627773,0.0,1.0
2021-03-24,374.01,374.025,363.57,366.22,351.274950167374,751445,0.0,1.0
2021-03-23,369.71,374.94,367.68,374.42,359.140316863274,608518,0.0,1.0
2021-03-22,363.71,370.32,363.5,369.32,354.248442454848,555407,0.0,1.0
2021-03-19,365.4,366.58,361.74,363.7,348.857788694975,898240,0.0,1.0
2021-03-18,360.76,364.46,355.27,363.82,348.972891622232,583881,0.0,1.0
2021-03-17,363.22,364.38,359.308,363.25,348.426152717761,646534,0.0,1.0
2021-03-16,365.07,367.62,362.34,366.01,351.073520044674,688022,0.0,1.0
2021-03-15,361.75,363.17,357.5,362.97,348.157579220828,759836,0.0,1.0
2021-03-12,353.73,361.63,353.23,361.11,346.373483848343,683140,0.94,1.0
2021-03-11,358.75,362.45,355.09,358.37,342.852825318964,990589,0.0,1.0
2021-03-10,356.63,360.74,352.46,357.93,342.431877016538,1582074,0.0,1.0
2021-03-09,339.36,354.61,337.08,354.08,338.748579370312,1405128,0.0,1.0
2021-03-08,330.0,336.6,325.63,333.51,319.069246231904,991178,0.0,1.0
2021-03-05,330.19,331.39,319.71,330.24,315.940834984331,736143,0.0,1.0
2021-03-04,332.93,338.92,326.66,330.53,316.218278183657,768457,0.0,1.0
2021-03-03,340.98,342.64,332.2795,332.73,318.323019695786,802188,0.0,1.0
2021-03-02,345.57,347.5,340.94,343.01,328.157902761553,592219,0.0,1.0
2021-03-01,349.56,349.6,344.515,345.06,330.119139170582,1157724,0.0,1.0
2021-02-26,339.26,348.64,337.1,346.51,331.506355167213,1318139,0.0,1.0
2021-02-25,340.0,344.185,331.22,339.0,324.321533005354,2621892,0.0,1.0
2021-02-24,367.35,368.47,360.01,364.59,348.803503594165,624813,0.0,1.0
2021-02-23,364.0,369.03,358.36,366.74,350.860410071928,639131,0.0,1.0
2021-02-22,371.0,371.99,361.19,365.16,349.348822985944,767991,0.0,1.0
2021-02-19,378.08,378.24,371.0,371.46,355.376037316132,501158,0.0,1.0
2021-02-18,375.67,378.9,374.46,377.14,360.810097220174,303910,0.0,1.0
2021-02-17,377.1,377.1,370.67,376.49,360.188241773409,534195,0.0,1.0
2021-02-16,386.17,387.46,377.68,377.92,361.556323756293,469557,0.0,1.0
2021-02-12,385.07,388.05,382.31,385.17,368.492403739446,355166,0.0,1.0
2021-02-11,383.27,385.9427,380.99,385.2,368.521104760066,462202,0.0,1.0
2021-02-10,384.02,386.48,381.09,382.06,365.517064601845,463799,0.0,1.0
2021-02-09,380.3,384.3,379.04,382.96,366.378095220443,398819,0.0,1.0
2021-02-08,375.29,380.4899,374.51,380.06,363.603663227182,443551,0.0,1.0
2021-02-05,374.07,382.1,373.49,377.23,360.896200282034,518670,0.0,1.0
2021-02-04,373.77,374.465,371.0,373.0,356.849356374622,456482,0.0,1.0
2021-02-03,376.68,379.85,372.0,373.33,357.165067601442,495562,0.0,1.0
2021-02-02,374.6,382.87,373.64,377.22,360.886633275161,448073,0.0,1.0
2021-02-01,370.0,375.99,368.2512,371.42,355.337769288639,471728,0.0,1.0
2021-01-29,371.33,376.98,369.71,370.76,354.706346835,506348,0.0,1.0
2021-01-28,378.24,378.24,366.5,371.6,355.509975412358,763335,0.0,1.0
2021-01-27,376.87,381.0,371.04,376.91,360.590056062088,635706,0.0,1.0
2021-01-26,378.5,380.99,374.0,378.84,362.436488388638,581595,0.0,1.0
2021-01-25,381.24,384.0,376.65,378.49,362.101643148072,424224,0.0,1.0
2021-01-22,381.57,381.57,375.86,380.37,363.900240440255,341370,0.0,1.0
2021-01-21,379.0,382.74,376.0,381.12,364.617765955754,500710,0.0,1.0
2021-01-20,373.5,379.225,371.0,379.0,362.589560498611,412757,0.0,1.0
2021-01-19,377.9,379.615,372.58,372.65,356.514511134056,510426,0.0,1.0
2021-01-15,374.8,377.23,371.34,375.23,358.982798907372,494807,0.0,1.0
2021-01-14,385.43,385.43,373.64,373.8,357.614716924488,655773,0.0,1.0
2021-01-13,385.0,387.89,381.82,381.86,365.325724464379,443006,0.0,1.0
2021-01-12,391.91,394.31,384.2,385.5,368.808114966265,560256,0.0,1.0
2021-01-11,389.51,397.4,387.95,390.54,373.629886430416,629808,0.0,1.0
2021-01-08,382.28,388.94,381.19,388.83,371.993928255079,491557,0.0,1.0
2021-01-07,378.11,387.29,378.11,383.19,366.59813637853,528984,0.0,1.0
2021-01-06,378.01,385.7,377.42,384.87,368.205393533246,629734,0.0,1.0
2021-01-05,378.0,382.22,377.805,381.34,364.828240106967,547314,0.0,1.0
2021-01-04,383.0,383.295,377.02,379.5,363.067910842277,663412,0.0,1.0
2020-12-31,384.6,385.4,379.62,383.46,366.856445564109,425726,0.0,1.0
2020-12-30,385.7,389.88,383.62,384.62,367.966218361414,491947,0.0,1.0
2020-12-29,399.04,400.0,382.425,384.36,367.717476182707,929351,0.0,1.0
2020-12-28,400.11,403.62,396.535,400.18,382.852481056291,587278,0.0,1.0
2020-12-24,402.52,404.56,395.66,396.73,379.551863684997,184260,0.0,1.0
2020-12-23,398.0,404.57,396.18,403.75,386.267902510064,566925,0.0,1.0
2020-12-22,396.37,398.72,392.71,398.72,381.455698052787,438608,0.0,1.0
2020-12-21,392.68,398.47,389.4,397.18,379.982378994296,527787,0.0,1.0
2020-12-18,396.99,398.11,392.5,396.71,379.532729671251,997127,0.0,1.0
2020-12-17,385.72,395.69,384.465,395.16,378.049843605887,804713,0.0,1.0
2020-12-16,386.4,387.76,381.7,382.52,365.957146918018,515210,0.0,1.0
2020-12-15,384.51,389.05,383.275,384.68,368.023620402653,510690,0.0,1.0
2020-12-14,382.0,387.58,381.51,383.23,366.636404406023,512401,0.78,1.0
2020-12-11,386.92,387.12,381.97,383.37,366.025359644637,350291,0.0,1.0
2020-12-10,382.87,386.69,379.42,386.05,368.584109582941,424299,0.0,1.0
2020-12-09,387.33,390.0,384.11,384.97,367.552971548102,391186,0.0,1.0
2020-12-08,386.08,389.21,383.82,386.69,369.195154344327,360727,0.0,1.0
2020-12-07,383.38,392.04,382.42,384.55,367.151973423442,594680,0.0,1.0
2020-12-04,383.45,385.87,382.55,382.99,365.662551817564,390883,0.0,1.0
2020-12-03,387.95,391.48,383.08,383.38,366.034907219034,393673,0.0,1.0
2020-12-02,393.0,394.31,386.77,387.83,370.283577825546,442346,0.0,1.0
2020-12-01,391.0,393.27,386.895,391.75,374.026226989035,595406,0.0,1.0
2020-11-30,388.58,393.08,386.1,392.57,374.809128089561,948887,0.0,1.0
2020-11-27,387.0,392.49,385.02,390.47,372.804137466263,283129,0.0,1.0
2020-11-25,384.78,385.41,380.91,383.44,366.092192665414,369627,0.0,1.0
2020-11-24,387.36,387.36,379.52,383.13,365.796217859117,662154,0.0,1.0
2020-11-23,391.0,393.99,385.18,387.21,369.691628212953,487467,0.0,1.0
2020-11-20,386.87,390.9,384.495,389.56,371.935308196168,395800,0.0,1.0
2020-11-19,384.31,387.68,383.01,385.04,367.619804568879,392681,0.0,1.0
2020-11-18,385.66,387.295,382.31,382.46,365.156530374541,382330,0.0,1.0
2020-11-17,385.46,391.31,384.41,384.47,367.075592828269,381435,0.0,1.0
2020-11-16,384.29,392.65,383.01,384.82,367.409757932152,669064,0.0,1.0
2020-11-13,390.17,393.79,387.705,389.6,371.973498493754,321293,0.0,1.0
2020-11-12,394.63,401.0,386.85,390.55,372.880518061437,608119,0.0,1.0
2020-11-11,383.76,396.14,383.04,394.67,376.814118712859,647608,0.0,1.0
2020-11-10,375.0,386.92,370.26,381.67,364.402271997205,811574,0.0,1.0
2020-11-09,387.21,389.495,369.22,376.55,359.513913906117,1336822,0.0,1.0
2020-11-06,394.01,402.33,390.51,399.85,381.759762250328,477692,0.0,1.0
2020-11-05,393.84,398.25,390.88,396.22,378.293992744341,616584,0.0,1.0
2020-11-04,386.72,394.47,384.0,392.52,374.761390217578,473581,0.0,1.0
2020-11-03,379.62,386.35,377.12,383.24,365.90124117748,467450,0.0,1.0
2020-11-02,377.79,380.35,370.565,376.03,359.017440037491,601220,0.0,1.0
2020-10-30,385.0,386.76,373.43,378.32,361.203834574325,689793,0.0,1.0
2020-10-29,385.65,392.75,382.19,386.72,369.223797067517,484839,0.0,1.0
2020-10-28,394.85,394.85,383.64,384.0,366.626856831626,718959,0.0,1.0
2020-10-27,396.97,398.71,392.54,397.03,379.06734627047,421807,0.0,1.0
2020-10-26,393.08,396.74,389.55,394.61,376.756833266479,500663,0.0,1.0
2020-10-23,390.0,394.54,386.33,394.1,376.26990697225,466569,0.0,1.0
2020-10-22,390.0,393.46,387.18,391.74,374.016679414639,442714,0.0,1.0
2020-10-21,393.67,393.71,388.81,389.95,372.307663597637,523361,0.0,1.0
2020-10-20,394.57,397.805,391.77,394.41,376.565881778546,487382,0.0,1.0
2020-10-19,400.73,400.73,393.55,394.89,377.024165349586,380657,0.0,1.0
2020-10-16,401.72,403.67,396.4012,399.45,381.377859274461,530872,0.0,1.0
2020-10-15,402.61,405.6332,400.21,401.84,383.659729555262,664984,0.0,1.0
2020-10-14,408.41,411.4029,402.57,403.21,384.967747247604,872032,0.0,1.0
2020-10-13,393.62,407.88,392.7298,407.72,389.273703300497,1255311,0.0,1.0
2020-10-12,392.0,395.94,388.02,392.58,374.818675663958,1207368,0.0,1.0
2020-10-09,403.0,404.55,386.64,390.95,373.262421037303,2516987,0.0,1.0
2020-10-08,405.9,410.92,394.9,401.01,382.86728088034,3793063,0.0,1.0
2020-10-07,429.8,433.45,425.77,431.05,411.548194367897,952572,0.0,1.0
2020-10-06,426.55,433.52,425.3727,427.53,408.187448180274,646932,0.0,1.0
2020-10-05,433.66,435.58,423.99,424.94,405.71462641154,1024181,0.0,1.0
2020-10-02,425.51,435.14,424.505,433.78,414.154682178184,431668,0.0,1.0
2020-10-01,427.11,430.91,424.53,426.99,407.671879162854,528339,0.0,1.0
2020-09-30,425.0,428.0,421.77,425.28,406.039243941026,464836,0.0,1.0
2020-09-29,422.2,428.541,420.645,423.46,404.301585400835,390704,0.0,1.0
2020-09-28,416.44,423.11,414.88,421.54,402.468451116676,415947,0.0,1.0
2020-09-25,414.6,418.28,410.38,418.08,399.164990375433,346260,0.0,1.0
2020-09-24,413.25,417.55,408.55,413.3,394.601249813831,462240,0.0,1.0
2020-09-23,414.57,421.15,409.77,413.54,394.830391599351,577671,0.0,1.0
2020-09-22,404.96,414.915,400.9,413.75,395.030890661681,560203,0.0,1.0
2020-09-21,395.44,405.96,392.08,404.97,386.648120341416,655292,0.0,1.0
2020-09-18,393.41,398.05,388.9,397.59,379.602010436683,780014,0.0,1.0
2020-09-17,386.72,395.44,385.83,395.07,377.196021688726,524395,0.0,1.0
2020-09-16,390.72,394.01,385.98,385.98,368.517276562164,411378,0.0,1.0
2020-09-15,389.74,394.715,387.39,389.52,371.897117898581,444305,0.0,1.0
2020-09-14,395.45,397.59,385.26,388.52,370.942360458915,521918,0.78,1.0
2020-09-11,401.39,401.9811,392.94,394.68,376.068663822052,720158,0.0,1.0
2020-09-10,383.94,395.18,383.125,388.97,370.62792177679,728322,0.0,1.0
2020-09-09,382.5,387.69,380.48,382.07,364.053294786894,594370,0.0,1.0
2020-09-08,381.57,386.645,376.11,376.32,358.57443896198,683141,0.0,1.0
2020-09-04,397.61,401.2,376.3301,381.81,363.805555219159,858116,0.0,1.0
2020-09-03,403.0,403.31,389.64,397.5,378.755685287487,802543,0.0,1.0
2020-09-02,409.86,413.18,402.62,403.6,384.568036684352,585834,0.0,1.0
2020-09-01,408.44,411.72,405.65,410.15,390.809168102297,512711,0.0,1.0
2020-08-31,418.0,418.28,407.16,408.96,389.675283157662,670947,0.0,1.0
2020-08-28,414.77,419.37,412.01,415.98,396.364251486513,321963,0.0,1.0
2020-08-27,418.09,422.9515,416.295,416.32,396.688218613551,370193,0.0,1.0
2020-08-26,417.56,419.715,414.92,418.09,398.374753363133,349541,0.0,1.0
2020-08-25,418.23,419.84,411.06,419.36,399.584865867071,380300,0.0,1.0
2020-08-24,423.02,424.72,416.77,418.99,399.232313405294,455994,0.0,1.0
2020-08-21,419.94,423.55,416.73,419.7,399.908832994109,368169,0.0,1.0
2020-08-20,413.33,419.655,412.82,418.33,398.603436041043,511173,0.0,1.0
2020-08-19,413.45,416.3,408.02,414.23,394.696773626757,612343,0.0,1.0
2020-08-18,410.0,413.73,406.17,411.45,392.047865940973,439481,0.0,1.0
2020-08-17,401.0,409.8,401.0,409.39,390.085006288917,734627,0.0,1.0
2020-08-14,399.98,400.9,393.665,398.99,380.175423579508,341645,0.0,1.0
2020-08-13,394.38,399.48,392.26,399.04,380.223065804073,580789,0.0,1.0
2020-08-12,390.36,395.95,388.02,392.67,374.15344639456,413962,0.0,1.0
