,BFH_Open,BFH_High,BFH_Low,BFH_Close,BFH_Adj Close,BFH_Volume,BFH_Dividend Amount,BFH_Split Coefficient
2018-04-19,208.25,213.09,202.0,211.66,150.713538767542,1927882,0.0,1.0
2018-04-18,212.93,215.32,212.13,213.61,152.102045809953,901416,0.0,1.0
2018-04-17,210.3,213.46,209.81,211.58,150.656574376058,628861,0.0,1.0
2018-04-16,207.07,212.2,207.0,210.55,149.923157835708,623077,0.0,1.0
2018-04-13,206.78,207.65,204.91,205.98,146.669066972211,702700,0.0,1.0
2018-04-12,206.58,209.73,206.33,207.95,148.071815112493,624213,0.0,1.0
2018-04-11,208.27,210.16,205.49,205.87,146.590740933922,611521,0.0,1.0
2018-04-10,209.16,211.25,207.65,210.45,149.851952346353,466599,0.0,1.0
2018-04-09,206.24,208.87,205.75,206.32,146.911165636016,602025,0.0,1.0
2018-04-06,207.41,208.57,204.66,205.75,146.505294346696,771017,0.0,1.0
2018-04-05,207.51,210.35,207.15,209.93,149.481683801711,742246,0.0,1.0
2018-04-04,203.89,207.9,203.67,207.47,147.730028763592,840315,0.0,1.0
2018-04-03,208.3,208.3,204.37,206.2,146.825719048791,994281,0.0,1.0
2018-04-02,212.85,214.04,207.07,208.0,148.10741785717,863338,0.0,1.0
2018-03-29,220.65,222.38,205.61,212.86,151.568004639795,2367818,0.0,1.0
2018-03-28,219.09,224.12,216.04,221.9,158.004980877433,771048,0.0,1.0
2018-03-27,222.3,222.3,218.32,219.12,156.025468273381,684858,0.0,1.0
2018-03-26,218.27,222.79,217.15,222.25,158.254200090174,644591,0.0,1.0
2018-03-23,220.86,221.48,214.94,215.01,153.098922660914,638051,0.0,1.0
2018-03-22,225.73,226.22,220.24,220.37,156.915536890311,550287,0.0,1.0
2018-03-21,227.31,229.68,226.61,226.78,161.479808757928,298801,0.0,1.0
2018-03-20,230.09,230.83,226.85,227.68,162.120658162118,488212,0.0,1.0
2018-03-19,228.0,230.12,227.44,229.85,163.665817281109,544074,0.0,1.0
2018-03-16,228.44,230.16,227.7,229.09,163.124655562015,537095,0.0,1.0
2018-03-15,230.28,231.03,226.34,228.24,162.519408902503,745947,0.0,1.0
2018-03-14,233.22,234.38,229.44,230.33,164.00760363001,667347,0.0,1.0
2018-03-13,237.97,237.97,229.9,232.63,165.645329885161,883032,0.0,1.0
2018-03-12,239.05,241.48,237.93,238.06,169.511787957106,464479,0.0,1.0
2018-03-09,237.26,240.06,235.46,239.19,170.316409986811,403961,0.0,1.0
2018-03-08,236.96,237.25,234.09,236.17,168.166004208307,321194,0.0,1.0
2018-03-07,233.22,236.09,232.81,235.38,167.603480842408,404504,0.0,1.0
2018-03-06,233.7,238.41,231.87,235.09,167.39698492328,594418,0.0,1.0
2018-03-05,230.8,233.99,230.8,231.77,165.032962676713,802601,0.0,1.0
2018-03-02,232.82,234.65,229.95,232.72,165.70941482558,850553,0.0,1.0
2018-03-01,241.06,244.02,235.06,235.35,167.582119195601,859054,0.0,1.0
2018-02-28,243.6,245.19,240.76,240.96,171.576747148384,494921,0.0,1.0
2018-02-27,245.64,246.55,242.3,242.39,172.594985646152,382229,0.0,1.0
2018-02-26,243.02,246.18,241.64,245.66,174.923405148041,723281,0.0,1.0
2018-02-23,240.26,242.28,239.16,242.09,172.381369178088,548078,0.0,1.0
2018-02-22,241.34,244.47,237.5,238.82,170.052949676199,783407,0.0,1.0
2018-02-21,243.77,246.09,239.54,239.59,170.601231944228,766812,0.0,1.0
2018-02-20,244.5,249.34,243.69,244.57,174.147265314078,494158,0.0,1.0
2018-02-16,240.5,246.51,240.5,244.68,174.225591352368,560607,0.0,1.0
2018-02-15,250.8,250.93,237.05,240.65,171.356010131385,1333091,0.0,1.0
2018-02-14,246.26,250.72,245.16,250.05,178.049326130699,466567,0.0,1.0
2018-02-13,247.11,248.45,243.97,246.26,175.350638084167,472076,0.57,1.0
2018-02-12,243.56,249.69,242.11,248.29,176.387837499161,594397,0.0,1.0
2018-02-09,242.77,242.77,232.69,240.67,170.974509045564,756556,0.0,1.0
2018-02-08,246.08,248.31,240.42,240.6,170.924780306489,797759,0.0,1.0
2018-02-07,240.08,249.73,240.08,246.75,175.29380523951,828780,0.0,1.0
2018-02-06,233.57,242.5,232.75,241.47,171.542837492136,1151717,0.0,1.0
2018-02-05,247.18,249.5,238.7,238.78,169.631833090538,914517,0.0,1.0
2018-02-02,255.13,255.91,249.91,249.91,177.538702603469,437950,0.0,1.0
2018-02-01,256.26,257.99,254.37,257.11,182.653658622616,262452,0.0,1.0
2018-01-31,255.98,259.94,255.03,256.66,182.333973871419,482767,0.0,1.0
2018-01-30,254.0,257.86,254.0,254.59,180.863424015914,642231,0.0,1.0
2018-01-29,259.72,261.4,255.5,256.51,182.227412287687,899831,0.0,1.0
2018-01-26,253.75,262.75,253.5,261.85,186.021004668554,868285,0.0,1.0
2018-01-25,252.74,253.02,244.98,252.85,179.627309644621,1255180,0.0,1.0
2018-01-24,262.45,262.58,257.04,259.49,184.344435751167,730229,0.0,1.0
2018-01-23,260.97,262.69,260.25,260.78,185.260865371264,402276,0.0,1.0
2018-01-22,262.09,262.09,260.32,261.85,186.021004668554,553407,0.0,1.0
2018-01-19,255.01,262.02,255.01,261.82,185.999692351808,690809,0.0,1.0
2018-01-18,258.1,259.31,255.58,255.94,181.822478269504,537233,0.0,1.0
2018-01-17,260.38,262.15,257.73,258.26,183.470630764563,893506,0.0,1.0
2018-01-16,276.0,276.0,254.63,258.07,183.335652758502,1619109,0.0,1.0
2018-01-12,274.79,278.33,273.57,276.37,196.336165973833,429861,0.0,1.0
2018-01-11,271.94,274.01,270.59,273.62,194.382536938743,510093,0.0,1.0
2018-01-10,267.95,272.4,266.03,272.09,193.295608784674,382319,0.0,1.0
2018-01-09,264.5,268.85,264.03,267.96,190.361613179247,462972,0.0,1.0
2018-01-08,264.83,264.83,262.17,263.3,187.051099977966,437560,0.0,1.0
2018-01-05,265.0,265.0,263.55,264.76,188.088299392959,451015,0.0,1.0
2018-01-04,261.68,264.17,261.26,264.05,187.583907896627,342414,0.0,1.0
2018-01-03,260.0,264.77,258.72,260.07,184.756473874932,676801,0.0,1.0
2018-01-02,254.29,256.32,252.67,255.33,181.389127828993,563496,0.0,1.0
2017-12-29,252.54,254.79,251.45,253.48,180.074868296296,353258,0.0,1.0
2017-12-28,251.37,252.19,249.44,251.35,178.561693807298,320336,0.0,1.0
2017-12-27,250.41,250.59,248.95,250.42,177.901011988159,206281,0.0,1.0
2017-12-26,250.5,252.0,249.98,250.64,178.057302310966,258930,0.0,1.0
2017-12-22,250.88,252.32,249.03,251.99,179.016356564556,573140,0.0,1.0
2017-12-21,248.41,250.79,247.6,249.78,177.446349230901,703179,0.0,1.0
2017-12-20,246.21,247.93,242.76,247.15,175.577969462796,525691,0.0,1.0
2017-12-19,247.27,249.22,244.69,244.85,173.944025178902,473932,0.0,1.0
2017-12-18,241.94,248.23,240.66,247.22,175.627698201871,945804,0.0,1.0
2017-12-15,235.0,240.88,230.53,239.81,170.363555965499,989084,0.0,1.0
2017-12-14,234.71,237.46,233.29,236.29,167.862910800583,677286,0.0,1.0
2017-12-13,237.5,238.31,233.29,234.0,166.236070622271,586079,0.0,1.0
2017-12-12,234.13,238.59,233.69,238.34,169.319252444923,825319,0.0,1.0
2017-12-11,233.12,235.6,232.7,234.28,166.434985578571,719880,0.0,1.0
2017-12-08,233.71,234.89,231.74,233.05,165.561180591967,257470,0.0,1.0
2017-12-07,228.81,234.17,228.81,232.45,165.134934257038,360939,0.0,1.0
2017-12-06,232.3,232.675,229.4112,229.86,163.294970911262,275709,0.0,1.0
2017-12-05,238.42,238.42,232.42,232.5,165.170454784949,412694,0.0,1.0
2017-12-04,236.26,242.73,234.34,238.17,169.198482650027,676204,0.0,1.0
2017-12-01,238.04,239.499,230.94,234.03,166.257382939017,657837,0.0,1.0
2017-11-30,235.0,241.97,234.75,239.27,169.979934264063,810539,0.0,1.0
2017-11-29,226.88,234.26,225.31,233.21,165.674846281281,686620,0.0,1.0
2017-11-28,222.34,225.84,220.49,225.61,160.275726038849,442340,0.0,1.0
2017-11-27,221.74,222.81,221.13,221.45,157.320418116675,258164,0.0,1.0
2017-11-24,221.84,222.745,221.27,222.02,157.725352134857,141389,0.0,1.0
2017-11-22,224.97,226.72,221.46,221.81,157.576165917632,302864,0.0,1.0
2017-11-21,219.04,225.825,217.08,223.84,159.018299350808,588533,0.0,1.0
2017-11-20,224.35,226.47,223.53,224.67,159.607940114127,270843,0.0,1.0
2017-11-17,224.58,226.76,224.19,224.35,159.380608735498,269125,0.0,1.0
2017-11-16,225.53,227.505,224.27,225.33,160.076811082548,396760,0.0,1.0
2017-11-15,224.9,226.095,218.8,224.59,159.551107269469,467287,0.0,1.0
2017-11-14,223.7,226.47,221.09,226.17,160.673555951449,562111,0.0,1.0
2017-11-13,223.4,225.27,222.31,224.2,159.274047151766,475486,0.52,1.0
2017-11-10,227.68,228.91,224.62,225.45,159.791446824339,342930,0.0,1.0
2017-11-09,227.88,228.94,226.0,227.91,161.535012844246,319046,0.0,1.0
2017-11-08,229.72,230.67,228.18,229.61,162.739916191335,325462,0.0,1.0
2017-11-07,230.4,231.66,228.89,229.72,162.817880525559,438937,0.0,1.0
2017-11-06,226.37,232.48,225.94,230.69,163.505384200075,437280,0.0,1.0
2017-11-03,226.25,226.39,224.77,225.59,159.890674158806,275973,0.0,1.0
2017-11-02,226.89,227.74,222.89,226.24,160.351372497399,352541,0.0,1.0
2017-11-01,224.46,226.64,220.59,226.2,160.323021830408,480540,0.0,1.0
2017-10-31,224.55,227.91,223.415,223.73,158.572368143755,738472,0.0,1.0
2017-10-30,230.55,231.24,224.47,224.47,159.096855483076,549321,0.0,1.0
2017-10-27,233.09,235.185,229.29,231.83,164.3133782093,391573,0.0,1.0
2017-10-26,236.04,237.8,232.56,232.59,164.852040882116,334621,0.0,1.0
2017-10-25,240.02,240.02,233.98,235.93,167.21932157581,318767,0.0,1.0
2017-10-24,239.94,240.95,238.91,239.8,169.962248607126,530309,0.0,1.0
2017-10-23,240.39,244.43,239.01,239.33,169.62912826999,565522,0.0,1.0
2017-10-20,235.36,242.99,235.36,239.37,169.65747893698,900591,0.0,1.0
2017-10-19,229.0,232.925,215.37,232.8,165.000881883816,1322455,0.0,1.0
2017-10-18,227.5,231.45,227.5,228.38,161.868133181382,581364,0.0,1.0
2017-10-17,228.75,229.95,226.52,226.94,160.84750916973,410858,0.0,1.0
2017-10-16,232.26,232.26,226.25,228.77,162.144552184538,626947,0.0,1.0
2017-10-13,221.54,234.18,220.85,230.86,163.625874534784,947860,0.0,1.0
2017-10-12,223.97,223.97,219.89,220.14,156.027895781371,589766,0.0,1.0
2017-10-11,226.48,227.17,224.11,224.8,159.330748485746,599433,0.0,1.0
2017-10-10,227.01,228.25,226.23,226.59,160.599440833564,267285,0.0,1.0
2017-10-09,226.25,228.025,225.99,226.22,160.337197163904,187781,0.0,1.0
2017-10-06,226.26,226.94,225.35,226.22,160.337197163904,286304,0.0,1.0
2017-10-05,225.96,227.29,224.43,226.7,160.677405167788,413140,0.0,1.0
2017-10-04,226.76,226.83,224.53,225.71,159.975726159777,365175,0.0,1.0
2017-10-03,224.0,226.04,221.98,225.75,160.004076826767,526051,0.0,1.0
2017-10-02,222.0,223.9899,220.031,223.7,158.551105143512,412873,0.0,1.0
2017-09-29,221.01,226.01,220.98,221.55,157.027256792781,599762,0.0,1.0
2017-09-28,219.84,220.86,217.14,220.61,156.361016118508,429101,0.0,1.0
2017-09-27,220.46,220.98,217.93,219.86,155.829441112439,457093,0.0,1.0
2017-09-26,218.65,220.79,217.75,218.93,155.170288104913,673564,0.0,1.0
2017-09-25,217.28,218.145,215.48,217.39,154.078787425785,452891,0.0,1.0
2017-09-22,215.1,217.87,215.1,216.76,153.632264420687,286944,0.0,1.0
2017-09-21,211.3,216.1999,210.57,215.81,152.958936079666,522636,0.0,1.0
2017-09-20,215.05,215.09,209.0,210.43,149.145771369464,996149,0.0,1.0
2017-09-19,217.82,217.89,214.91,215.05,152.420273406849,517296,0.0,1.0
2017-09-18,216.45,219.77,216.091,217.09,153.866157423357,720825,0.0,1.0
2017-09-15,218.43,219.2131,213.44,216.0,153.09360174787,2204269,0.0,1.0
2017-09-14,221.96,222.01,218.11,218.87,155.127762104427,661019,0.0,1.0
2017-09-13,221.06,223.35,219.98,222.46,157.672234466811,588859,0.0,1.0
2017-09-12,219.14,221.86,217.5001,221.61,157.069782793266,576840,0.0,1.0
2017-09-11,217.1,220.0,216.0,219.19,155.35456744035,501602,0.0,1.0
2017-09-08,214.96,216.0,213.59,214.32,151.902873734276,593366,0.0,1.0
2017-09-07,220.55,221.67,215.99,216.05,153.129040081608,515759,0.0,1.0
2017-09-06,220.63,222.25,219.141,220.38,156.197999783313,445806,0.0,1.0
2017-09-05,224.13,224.85,217.31,219.5,155.574285109525,562567,0.0,1.0
2017-09-01,225.95,226.13,223.77,225.18,159.600079822155,269951,0.0,1.0
2017-08-31,226.0,226.9,223.72,225.5,159.826885158077,386080,0.0,1.0
2017-08-30,223.33,225.27,221.67,225.09,159.536290821426,314836,0.0,1.0
2017-08-29,221.65,223.92,221.14,223.64,158.508579143026,321710,0.0,1.0
2017-08-28,223.39,224.35,221.9,223.68,158.536929810017,269169,0.0,1.0
2017-08-25,223.34,224.5,221.415,222.02,157.360377129917,394660,0.0,1.0
2017-08-24,221.38,225.0,221.38,222.9,157.984091803705,331436,0.0,1.0
2017-08-23,221.68,222.26,219.05,220.83,156.516944786954,554398,0.0,1.0
2017-08-22,222.0,224.239,221.63,222.88,157.96991647021,440495,0.0,1.0
2017-08-21,221.08,222.37,220.3216,221.15,156.743750122877,461586,0.0,1.0
2017-08-18,222.56,223.74,221.04,221.27,156.828802123848,392882,0.0,1.0
2017-08-17,227.97,229.5,222.845,223.02,158.069143804676,509669,0.0,1.0
2017-08-16,227.11,230.45,226.51,228.62,162.038237183324,555963,0.0,1.0
2017-08-15,223.0,228.12,221.04,226.45,160.500213499098,898310,0.0,1.0
2017-08-14,224.67,226.39,221.04,222.41,157.636796133073,759222,0.0,1.0
2017-08-11,221.42,223.41,220.77,222.64,157.799812468268,548404,0.0,1.0
2017-08-10,229.33,229.58,221.16,222.21,157.495042798121,1260397,0.52,1.0
2017-08-09,235.0,235.0,231.37,232.44,164.361099753043,491145,0.0,1.0
2017-08-08,238.02,239.23,235.05,235.45,166.489506697875,498763,0.0,1.0
2017-08-07,238.54,240.57,238.45,238.97,168.978540733027,273479,0.0,1.0
2017-08-04,240.99,241.4,238.99,239.27,169.190674315568,295593,0.0,1.0
2017-08-03,240.21,241.34,239.0,239.99,169.699794913667,378662,0.0,1.0
2017-08-02,239.88,241.31,239.01,240.44,170.017995287479,481307,0.0,1.0
2017-08-01,242.02,242.48,239.83,239.87,169.614941480651,363246,0.0,1.0
2017-07-31,241.3,242.56,240.55,241.43,170.718036109866,347921,0.0,1.0
2017-07-28,240.18,241.52,238.91,241.05,170.44933357198,527470,0.0,1.0
2017-07-27,243.0,243.13,237.55,240.71,170.208915511767,632698,0.0,1.0
2017-07-26,242.67,242.67,238.56,238.76,168.830047225248,477325,0.0,1.0
2017-07-25,240.89,244.87,239.87,242.07,171.170587752621,622873,0.0,1.0
2017-07-24,236.63,240.26,235.97,240.15,169.812932824356,941922,0.0,1.0
2017-07-21,235.98,238.08,232.55,236.54,167.260258714442,1565321,0.0,1.0
2017-07-20,243.88,252.45,235.89,238.62,168.731051553395,2094400,0.0,1.0
2017-07-19,262.24,263.79,261.0,263.53,186.345210023746,755093,0.0,1.0
2017-07-18,261.35,263.06,259.5,262.0,185.263328752785,389096,0.0,1.0
2017-07-17,265.1,265.68,260.38,262.07,185.312826588711,600138,0.0,1.0
2017-07-14,264.55,265.27,261.42,264.14,186.776548308247,576127,0.0,1.0
2017-07-13,261.65,265.28,261.02,264.57,187.080606443223,494545,0.0,1.0
2017-07-12,260.56,263.6,259.71,260.27,184.040025093463,456700,0.0,1.0
2017-07-11,256.6,261.21,255.27,259.32,183.368268748749,567774,0.0,1.0
2017-07-10,255.5,257.05,253.31,256.04,181.04894157963,562893,0.0,1.0
2017-07-07,254.74,258.11,254.49,256.17,181.140866132065,340284,0.0,1.0
2017-07-06,257.02,257.66,253.2201,254.33,179.839780159144,423542,0.0,1.0
2017-07-05,258.68,260.09,257.6,259.28,183.339984271077,349650,0.0,1.0
2017-07-03,257.26,258.6,256.09,258.23,182.597516732182,307361,0.0,1.0
2017-06-30,259.76,260.13,256.63,256.69,181.508564341803,562260,0.0,1.0
2017-06-29,263.22,264.16,256.85,258.12,182.519734418583,451173,0.0,1.0
2017-06-28,261.44,263.67,260.02,262.6,185.687595917868,437261,0.0,1.0
2017-06-27,261.03,264.46,259.58,259.96,183.820820391504,401254,0.0,1.0
2017-06-26,261.0,264.05,259.39,260.91,184.492576736218,690626,0.0,1.0
2017-06-23,260.52,263.57,258.1,261.25,184.732994796432,869413,0.0,1.0
2017-06-22,258.35,260.2,256.63,259.67,183.61575792838,341928,0.0,1.0
2017-06-21,259.0,260.2899,256.21,258.94,183.099566210863,599720,0.0,1.0
2017-06-20,256.18,259.64,256.18,258.1,182.505592179747,536023,0.0,1.0
2017-06-19,255.76,259.76,254.41,257.41,182.017684939902,797769,0.0,1.0
2017-06-16,250.38,254.94,248.41,254.9,180.242833965973,1089810,0.0,1.0
2017-06-15,241.31,251.6,241.045,250.04,176.806269928803,851494,0.0,1.0
2017-06-14,246.29,246.6556,238.47,243.31,172.047406560458,835908,0.0,1.0
2017-06-13,245.5,249.07,245.5,246.29,174.154600147036,627333,0.0,1.0
2017-06-12,241.0,245.92,240.54,244.39,172.811087457607,758270,0.0,1.0
2017-06-09,241.46,246.43,239.58,241.36,170.66853827394,576579,0.0,1.0
2017-06-08,238.1,242.1,237.09,242.01,171.128161036113,611680,0.0,1.0
2017-06-07,241.66,242.49,237.925,238.24,168.46234901551,536610,0.0,1.0
2017-06-06,235.51,241.61,233.78,240.26,169.890715137955,753182,0.0,1.0
2017-06-05,237.84,238.5,235.05,236.51,167.239045356188,926259,0.0,1.0
2017-06-02,241.26,241.35,235.25,237.84,168.179504238788,967808,0.0,1.0
2017-06-01,240.79,243.38,237.08,241.65,170.873600737063,660340,0.0,1.0
2017-05-31,242.3,242.95,236.86,241.13,170.505902527325,692162,0.0,1.0
2017-05-30,244.0,245.0,241.29,242.15,171.227156707965,551076,0.0,1.0
2017-05-26,245.41,245.42,241.24,244.04,172.563598277976,438755,0.0,1.0
2017-05-25,243.5,249.17,242.83,245.62,173.680835146027,1072295,0.0,1.0
2017-05-24,236.21,238.43,234.01,237.71,168.087579686353,433587,0.0,1.0
2017-05-23,237.99,237.99,233.35,236.21,167.026911773646,541869,0.0,1.0
2017-05-22,236.29,238.61,235.11,238.27,168.483562373764,427046,0.0,1.0
2017-05-19,235.29,236.14,234.43,235.17,166.29151535417,587905,0.0,1.0
2017-05-18,237.05,238.53,232.81,234.66,165.930888263849,753251,0.0,1.0
2017-05-17,241.74,242.63,236.66,238.19,168.426993418419,641834,0.0,1.0
2017-05-16,245.71,247.72,244.29,245.06,173.284852458616,488512,0.0,1.0
2017-05-15,242.9,246.1,238.83,244.85,173.136358950837,877505,0.0,1.0
2017-05-12,250.25,251.15,242.73,243.47,172.160544471147,902843,0.0,1.0
2017-05-11,256.61,256.75,249.08,251.1,177.555808587116,721574,0.52,1.0
2017-05-10,258.96,260.96,258.43,258.56,182.453023878406,418972,0.0,1.0
2017-05-09,257.68,261.23,257.45,260.21,183.61734739867,399486,0.0,1.0
2017-05-08,254.93,257.91,253.78,257.36,181.606243136397,500857,0.0,1.0
2017-05-05,254.59,255.52,252.07,255.49,180.286676480098,358170,0.0,1.0
2017-05-04,256.33,257.13,253.27,253.68,179.009448860899,500233,0.0,1.0
2017-05-03,255.64,255.6717,251.39,254.27,179.425782725721,793010,0.0,1.0
2017-05-02,253.18,255.98,251.76,255.9,180.575993233618,612386,0.0,1.0
2017-05-01,249.97,254.16,248.52,253.48,178.868318737231,690026,0.0,1.0
2017-04-28,259.23,259.5,243.64,249.63,176.151563856616,1827183,0.0,1.0
2017-04-27,262.84,262.84,260.065,260.54,183.850212102723,399880,0.0,1.0
2017-04-26,262.92,263.72,261.59,262.33,185.113326709554,348447,0.0,1.0
2017-04-25,261.45,264.23,261.28,263.01,185.593169130027,444091,0.0,1.0
2017-04-24,263.65,263.95,260.61,260.87,184.083076806776,756375,0.0,1.0
2017-04-21,261.0,266.25,258.48,259.51,183.123391965831,1091243,0.0,1.0
2017-04-20,251.95,263.4,248.42,260.62,183.90666415219,13995,0.0,1.0
2017-04-19,238.72,241.22,236.22,240.64,169.807764797725,799549,0.0,1.0
2017-04-18,237.96,239.98,236.71,238.0,167.944847165303,497338,0.0,1.0
2017-04-17,236.58,239.86,235.47,238.51,168.304728980657,591759,0.0,1.0
2017-04-13,238.62,238.98,234.78,234.91,165.764386754627,484533,0.0,1.0
2017-04-12,238.34,241.43,238.27,238.9,168.57993272181,677049,0.0,1.0
2017-04-11,245.01,246.43,235.09,238.34,168.184768375539,1828414,0.0,1.0
2017-04-10,250.31,252.16,247.35,247.66,174.761432138483,607484,0.0,1.0
2017-04-07,252.2,254.2,250.86,251.04,177.146531228478,551026,0.0,1.0
2017-04-06,250.96,254.72,250.1,253.36,178.78364066303,422166,0.0,1.0
2017-04-05,251.99,254.94,249.7803,250.26,176.596123746171,629920,0.0,1.0
2017-04-04,249.2,253.3,248.96,250.97,177.097135685194,968393,0.0,1.0
2017-04-03,249.75,251.26,247.23,250.33,176.645519289455,732673,0.0,1.0
2017-03-31,248.76,250.0,247.925,249.0,175.707003967061,500234,0.0,1.0
2017-03-30,245.33,249.43,244.71,248.88,175.62232589286,455949,0.0,1.0
2017-03-29,244.58,245.64,243.49,245.33,173.117266197747,272262,0.0,1.0
2017-03-28,242.99,245.54,242.57,244.7,172.672706308192,502212,0.0,1.0
2017-03-27,241.41,244.33,238.6,243.43,171.776530022898,617578,0.0,1.0
2017-03-24,244.22,245.7,242.045,243.79,172.030564245501,341366,0.0,1.0
2017-03-23,240.9,244.78,240.65,242.92,171.416648207544,372155,0.0,1.0
2017-03-22,239.45,242.24,239.011,240.87,169.970064439943,333070,0.0,1.0
2017-03-21,244.86,246.04,239.01,239.29,168.855136462964,693559,0.0,1.0
2017-03-20,245.52,246.02,243.4,244.54,172.559802209257,504090,0.0,1.0
2017-03-17,245.6,246.67,244.37,245.01,172.891457999878,685888,0.0,1.0
2017-03-16,246.18,246.79,243.6,245.09,172.947910049345,389537,0.0,1.0
2017-03-15,246.39,246.8531,241.49,245.55,173.272509333782,774142,0.0,1.0
2017-03-14,246.54,246.97,244.185,245.53,173.258396321415,593515,0.0,1.0
2017-03-13,248.78,249.94,247.44,247.82,174.874336237418,298185,0.0,1.0
2017-03-10,249.0,251.19,247.11,248.2,175.142483472387,495277,0.0,1.0
2017-03-09,246.4,248.61,245.3,247.93,174.951957805435,382580,0.0,1.0
2017-03-08,246.09,248.81,244.59,246.19,173.724125729521,391816,0.0,1.0
2017-03-07,245.8,245.93,243.54,245.05,172.919684024611,343477,0.0,1.0
2017-03-06,242.58,246.62,240.64,245.45,173.201944271948,514355,0.0,1.0
2017-03-03,243.39,245.42,242.02,244.63,172.623310764908,778764,0.0,1.0
2017-03-02,247.74,248.76,243.69,243.94,172.136411838252,468360,0.0,1.0
2017-03-01,244.66,249.22,243.39,247.62,174.733206113749,621969,0.0,1.0
2017-02-28,247.13,247.16,242.16,242.98,171.458987244644,922712,0.0,1.0
2017-02-27,244.81,247.48,243.84,246.77,174.133403088159,736075,0.0,1.0
2017-02-24,242.0,245.11,239.82,244.81,172.750327876209,762306,0.0,1.0
2017-02-23,240.59,243.52,239.28,242.42,171.063822898373,653374,0.0,1.0
2017-02-22,238.16,241.41,236.38,239.87,169.264413821602,440660,0.0,1.0
2017-02-21,234.48,239.91,230.88,239.46,168.975097068082,640717,0.0,1.0
2017-02-17,231.18,235.14,230.24,235.04,165.856121335012,714115,0.0,1.0
2017-02-16,231.49,231.955,229.9361,231.41,163.294609590432,363305,0.0,1.0
2017-02-15,228.8,231.34,227.56,230.57,162.701863071025,324898,0.0,1.0
2017-02-14,226.79,230.54,226.48,229.39,161.869195341382,660708,0.0,1.0
2017-02-13,227.94,229.27,227.54,227.81,160.754267364402,393448,0.52,1.0
2017-02-10,228.64,228.64,224.38,227.03,159.839010728946,464094,0.0,1.0
2017-02-09,225.89,229.94,225.89,228.64,160.97252086978,496302,0.0,1.0
2017-02-08,225.15,228.11,224.83,225.76,158.944875400462,609327,0.0,1.0
2017-02-07,226.11,227.66,224.715,225.11,158.487247082733,594517,0.0,1.0
2017-02-06,228.1,229.74,225.671,226.49,159.458827203449,475929,0.0,1.0
2017-02-03,227.38,229.58,227.38,228.14,160.620499086912,464281,0.0,1.0
2017-02-02,229.3,229.91,225.52,225.98,159.099764984923,668953,0.0,1.0
2017-02-01,229.17,230.4,228.15,230.39,162.204597109817,594786,0.0,1.0
2017-01-31,227.26,230.51,226.43,228.38,160.789469542689,656981,0.0,1.0
2017-01-30,221.78,228.53,221.45,228.18,160.648660829542,699514,0.0,1.0
2017-01-27,223.51,225.55,220.16,222.35,156.544086841303,638816,0.0,1.0
2017-01-26,220.0,226.75,214.68,221.7,156.086458523575,1861583,0.0,1.0
2017-01-25,227.49,230.54,226.05,227.26,160.000940749065,722093,0.0,1.0
2017-01-24,227.61,228.09,223.48,226.21,159.261695005043,695240,0.0,1.0
2017-01-23,230.58,230.9899,227.61,228.55,160.909156948864,667743,0.0,1.0
2017-01-20,231.6,231.6,229.22,230.55,162.317244080335,551727,0.0,1.0
2017-01-19,232.41,232.86,229.69,230.22,162.084909703642,374562,0.0,1.0
2017-01-18,230.07,232.48,229.885,231.62,163.070570695672,427626,0.0,1.0
2017-01-17,236.29,236.6,228.531,230.0,161.93002011918,958593,0.0,1.0
2017-01-13,235.83,238.29,235.47,237.55,167.245549040484,413243,0.0,1.0
2017-01-12,233.37,236.04,232.32,235.67,165.921947136901,301448,0.0,1.0
2017-01-11,235.39,236.05,231.94,234.6,165.168620521564,654454,0.0,1.0
2017-01-10,237.5,238.66,234.44,235.26,165.633289274949,567572,0.0,1.0
2017-01-09,236.85,238.41,235.1,237.59,167.273710783113,461184,0.0,1.0
2017-01-06,235.55,237.72,234.01,236.32,166.379575454629,507210,0.0,1.0
2017-01-05,236.28,238.295,234.03,235.82,166.027553671761,433053,0.0,1.0
2017-01-04,235.28,238.31,232.11,237.78,167.407479060603,511845,0.0,1.0
2017-01-03,231.19,233.14,229.49,233.01,164.049191252044,469365,0.0,1.0
2016-12-30,229.83,230.46,227.39,228.5,160.873954770577,338723,0.0,1.0
2016-12-29,229.68,231.185,227.82,229.25,161.401987444879,418214,0.0,1.0
2016-12-28,234.0,234.0,227.47,228.57,160.923237820178,617015,0.0,1.0
2016-12-27,233.43,235.69,233.03,233.71,164.542021748059,226641,0.0,1.0
2016-12-23,232.0,233.94,231.83,233.64,164.492738698458,287563,0.0,1.0
2016-12-22,234.55,234.55,229.7,231.66,163.098732438301,382312,0.0,1.0
2016-12-21,232.17,235.78,230.635,233.68,164.520900441087,333222,0.0,1.0
2016-12-20,232.37,232.77,229.141,231.34,162.873438497266,277772,0.0,1.0
2016-12-19,228.96,233.44,228.83,230.96,162.605901942286,462359,0.0,1.0
2016-12-16,231.49,231.91,227.83,228.83,161.10628914727,813956,0.0,1.0
2016-12-15,229.81,233.55,227.01,231.38,162.901600239895,508426,0.0,1.0
2016-12-14,232.92,234.89,228.37,229.99,161.922979683523,574026,0.0,1.0
2016-12-13,232.32,233.0,228.54,232.68,163.816856875352,431835,0.0,1.0
