,OXM_Open,OXM_High,OXM_Low,OXM_Close,OXM_Adj Close,OXM_Volume,OXM_Dividend Amount,OXM_Split Coefficient
2019-10-02,70.21,70.21,68.42,68.93,61.5785156359694,94021,0.0,1.0
2019-10-01,71.96,72.88,70.32,70.85,63.2937448543222,100934,0.0,1.0
2019-09-30,72.27,72.49,71.55,71.7,64.0530911228638,137229,0.0,1.0
2019-09-27,72.79,74.51,71.39,72.3,64.5891002535991,180964,0.0,1.0
2019-09-26,70.71,72.86,70.07,72.57,64.83030436243,145189,0.0,1.0
2019-09-25,70.72,71.73,69.89,70.76,63.2133434847119,122226,0.0,1.0
2019-09-24,70.81,71.16,69.39,70.37,62.864937549734,156474,0.0,1.0
2019-09-23,69.76,70.61,69.47,70.42,62.9096049772953,150335,0.0,1.0
2019-09-20,72.17,72.9,70.35,70.37,62.864937549734,278587,0.0,1.0
2019-09-19,72.53,72.57,71.49,72.11,64.4193640288663,162453,0.0,1.0
2019-09-18,72.23,72.63,71.14,72.33,64.6159007101359,196758,0.0,1.0
2019-09-17,73.06,73.06,70.69,72.38,64.6605681376971,129083,0.0,1.0
2019-09-16,73.25,74.01,72.18,73.26,65.4467148627755,155659,0.0,1.0
2019-09-13,74.89,76.14,73.63,73.93,66.0452583920966,201399,0.0,1.0
2019-09-12,74.47,77.87,71.61,74.15,66.2417950733662,791588,0.0,1.0
2019-09-11,78.49,80.55,76.5,79.5,71.0212098224223,634913,0.0,1.0
2019-09-10,75.33,78.25,74.92,78.11,69.7794553362189,276543,0.0,1.0
2019-09-09,73.74,76.23,73.48,75.3,67.2691459072754,214976,0.0,1.0
2019-09-06,72.89,73.59,72.05,73.55,65.7057859426309,121697,0.0,1.0
2019-09-05,71.08,72.88,71.05,72.67,64.9196392175525,182129,0.0,1.0
2019-09-04,68.86,70.28,68.52,70.16,62.6773343539767,99575,0.0,1.0
2019-09-03,68.91,69.31,67.65,68.09,60.82810285294,199499,0.0,1.0
2019-08-30,70.48,70.92,69.19,69.78,62.337861904511,122304,0.0,1.0
2019-08-29,69.13,70.17,68.62,70.03,62.5611990423174,85346,0.0,1.0
2019-08-28,66.13,68.24,65.49,68.16,60.8906372515258,95483,0.0,1.0
2019-08-27,67.78,67.8,65.71,66.38,59.3004768303445,134822,0.0,1.0
2019-08-26,67.71,67.86,66.74,67.18,60.0151556713249,152037,0.0,1.0
2019-08-23,69.99,70.46,66.54,66.96,59.8186189900553,160818,0.0,1.0
2019-08-22,69.74,71.29,69.74,70.34,62.8381370931973,150838,0.0,1.0
2019-08-21,68.01,69.25,67.91,69.2,61.8197197448003,164950,0.0,1.0
2019-08-20,66.79,67.14,65.64,66.98,59.8364859610798,149532,0.0,1.0
2019-08-19,67.23,68.08,66.93,67.05,59.8990203596656,134664,0.0,1.0
2019-08-16,64.9,66.24,64.9,66.06,59.0146052939524,118180,0.0,1.0
2019-08-15,65.1,65.1,63.73,64.32,57.4601788148201,218893,0.0,1.0
2019-08-14,65.0,65.12,63.78,64.35,57.4869792713569,277462,0.0,1.0
2019-08-13,64.53,68.45,64.02,66.74,59.6220823087857,200269,0.0,1.0
2019-08-12,66.59,66.59,64.03,64.8,57.8889861194083,146638,0.0,1.0
2019-08-09,69.18,69.65,66.83,66.83,59.702483678396,148537,0.0,1.0
2019-08-08,67.64,69.28,67.15,69.28,61.8911876288983,390052,0.0,1.0
2019-08-07,67.08,68.18,66.67,67.34,60.1580914395209,199621,0.0,1.0
2019-08-06,68.47,68.69,67.29,67.96,60.7119675412807,133560,0.0,1.0
2019-08-05,68.37,68.91,67.51,68.05,60.792368910891,149345,0.0,1.0
2019-08-02,69.19,70.26,68.7,69.73,62.2931944769497,119736,0.0,1.0
2019-08-01,73.11,73.71,68.39,69.07,61.7035844331409,206737,0.0,1.0
2019-07-31,73.22,74.11,72.09,73.19,65.3841804641897,213364,0.0,1.0
2019-07-30,72.71,73.31,71.15,73.25,65.4377813772633,208127,0.0,1.0
2019-07-29,72.27,73.37,71.29,73.21,65.4020474352143,129195,0.0,1.0
2019-07-26,72.04,72.39,71.09,72.23,64.5265658550133,142627,0.0,1.0
2019-07-25,71.29,72.19,71.07,71.55,63.91908884018,175906,0.0,1.0
2019-07-24,69.98,71.65,69.47,71.44,63.8208204995452,170703,0.0,1.0
2019-07-23,69.45,70.1,69.04,69.92,62.4629307016826,137849,0.0,1.0
2019-07-22,69.75,70.3,68.72,68.89,61.5427816939204,208237,0.0,1.0
2019-07-19,69.86,71.02,69.29,69.43,62.0251899115821,150393,0.0,1.0
2019-07-18,69.79,70.1,68.66,69.5,62.0877243101679,155876,0.37,1.0
2019-07-17,70.88,71.53,69.57,70.01,62.2121307994111,194488,0.0,1.0
2019-07-16,69.28,71.7,69.04,71.06,63.1451794687352,210853,0.0,1.0
2019-07-15,69.97,70.3,68.78,69.37,61.6434154200135,182286,0.0,1.0
2019-07-12,69.44,70.64,69.44,69.63,61.8744560428938,180709,0.0,1.0
2019-07-11,69.84,70.5,68.83,69.46,61.7233910202413,191602,0.0,1.0
2019-07-10,71.72,72.0,69.73,69.75,61.9810901765308,271275,0.0,1.0
2019-07-09,72.62,72.74,71.24,71.58,63.6072607144957,137209,0.0,1.0
2019-07-08,72.49,73.91,72.49,73.0,64.8690979625341,144090,0.0,1.0
2019-07-05,72.3,73.25,72.14,72.93,64.8068947179125,127649,0.0,1.0
2019-07-03,71.83,72.98,71.46,72.8,64.6913744064723,120333,0.0,1.0
2019-07-02,73.67,73.92,71.13,71.54,63.5717160032834,174734,0.0,1.0
2019-07-01,76.57,77.84,73.33,73.68,65.473358053144,177456,0.0,1.0
2019-06-28,73.87,76.3,73.87,75.8,67.3572277473984,585758,0.0,1.0
2019-06-27,73.26,73.96,72.61,73.71,65.5000165865532,197354,0.0,1.0
2019-06-26,74.28,74.51,73.63,73.7,65.4911304087502,173971,0.0,1.0
2019-06-25,76.0,76.17,73.52,73.89,65.6599677870088,244390,0.0,1.0
2019-06-24,76.62,78.21,75.81,76.18,67.6949025039157,238875,0.0,1.0
2019-06-21,76.09,76.62,75.36,76.39,67.8815122377805,263636,0.0,1.0
2019-06-20,76.64,76.88,75.17,76.43,67.9170569489929,216545,0.0,1.0
2019-06-19,75.81,76.6,74.54,75.96,67.4994065922478,169417,0.0,1.0
2019-06-18,74.84,76.38,74.47,75.76,67.321683036186,226380,0.0,1.0
2019-06-17,75.61,76.2,74.08,74.27,65.9976425435261,309612,0.0,1.0
2019-06-14,74.48,76.01,73.5,75.5,67.0906424133058,266179,0.0,1.0
2019-06-13,75.82,79.56,71.16,74.58,66.2731140554218,790235,0.0,1.0
2019-06-12,70.18,70.19,68.58,68.8,61.1369032852376,434573,0.0,1.0
2019-06-11,72.5,73.04,70.28,70.39,62.5498055559284,278956,0.0,1.0
2019-06-10,70.61,72.81,70.61,71.95,63.9360492932099,150231,0.0,1.0
2019-06-07,69.77,70.86,69.52,70.79,62.9052526680519,219252,0.0,1.0
2019-06-06,71.65,71.68,68.48,69.43,61.6967324868321,184469,0.0,1.0
2019-06-05,72.38,72.38,70.12,71.68,63.6961224925266,123222,0.0,1.0
2019-06-04,70.78,72.24,70.435,71.96,63.944935471013,221638,0.0,1.0
2019-06-03,71.08,71.7,69.54,70.0,62.203244621608,254781,0.0,1.0
2019-05-31,71.89,72.88,71.02,71.24,63.3051306691908,198405,0.0,1.0
2019-05-30,72.75,73.61,72.09,72.7,64.6025126284415,155371,0.0,1.0
2019-05-29,73.32,74.11,72.63,72.99,64.860211784731,190503,0.0,1.0
2019-05-28,74.33,74.83,73.67,74.0,65.7577157428427,204141,0.0,1.0
2019-05-24,73.86,74.89,73.03,74.3,66.0243010769354,141572,0.0,1.0
2019-05-23,73.16,73.6,72.52,73.28,65.1179109410205,221290,0.0,1.0
2019-05-22,74.61,74.66,73.41,73.73,65.5177889421594,158096,0.0,1.0
2019-05-21,73.94,75.33,73.25,75.13,66.7618538345916,149560,0.0,1.0
2019-05-20,73.43,74.56,72.54,73.65,65.4466995197347,188187,0.0,1.0
2019-05-17,73.52,75.94,73.22,74.1,65.8465775208736,180834,0.0,1.0
2019-05-16,74.4,75.83,73.11,73.93,65.6955124982211,137889,0.0,1.0
2019-05-15,73.39,74.63,72.98,74.02,65.7754880984489,130217,0.0,1.0
2019-05-14,73.62,74.97,72.79,74.0,65.7577157428427,119095,0.0,1.0
2019-05-13,76.35,76.35,73.24,73.48,65.2956344970822,184582,0.0,1.0
2019-05-10,78.32,78.83,75.89,77.34,68.7256991290738,256899,0.0,1.0
2019-05-09,78.54,78.64,77.37,78.45,69.7120648652164,188022,0.0,1.0
2019-05-08,79.91,80.31,78.57,78.95,70.1563737553708,245227,0.0,1.0
2019-05-07,81.66,81.95,79.32,79.91,71.0094468244671,171074,0.0,1.0
2019-05-06,83.05,83.14,81.66,82.2,73.044381541374,172881,0.0,1.0
2019-05-03,82.74,84.27,82.6,84.26,74.8749341688099,120971,0.0,1.0
2019-05-02,81.73,82.59,81.01,82.26,73.0976986081925,98763,0.0,1.0
2019-05-01,83.06,83.42,81.38,81.57,72.4845523397795,201572,0.0,1.0
2019-04-30,82.94,83.29,82.24,83.06,73.8085928324394,137406,0.0,1.0
2019-04-29,84.3,85.36,82.7,83.0,73.7552757656209,182805,0.0,1.0
2019-04-26,82.82,84.33,82.33,84.28,74.892706524416,107849,0.0,1.0
2019-04-25,83.9,84.27,82.72,82.82,73.5953245651654,133062,0.0,1.0
2019-04-24,82.05,84.36,81.97,83.94,74.5905764791111,132188,0.0,1.0
2019-04-23,80.21,81.6,79.67,81.56,72.4756661619764,95248,0.0,1.0
2019-04-22,80.97,80.97,79.19,79.99,71.0805362468918,112633,0.0,1.0
2019-04-18,80.84,81.55,79.85,81.07,72.0402434496252,157986,0.0,1.0
2019-04-17,81.55,82.23,80.26,80.84,71.8358613601542,190090,0.37,1.0
2019-04-16,79.97,82.6,79.83,82.13,72.6496649859557,256607,0.0,1.0
2019-04-15,78.15,79.54,77.9,79.26,70.1109515011183,132885,0.0,1.0
2019-04-12,78.4,78.78,77.72,78.06,69.0494685109424,193308,0.0,1.0
2019-04-11,78.73,78.73,77.67,78.14,69.1202340436208,74313,0.0,1.0
2019-04-10,77.64,78.56,76.58,78.51,69.4475246322584,134001,0.0,1.0
2019-04-09,78.09,78.81,77.24,77.41,68.4744985579305,172244,0.0,1.0
2019-04-08,78.83,79.2,78.04,78.39,69.3413763332408,125331,0.0,1.0
2019-04-05,78.16,79.48,78.14,78.93,69.81904367882,255087,0.0,1.0
2019-04-04,75.83,78.41,75.32,78.04,69.0317771277728,165701,0.0,1.0
2019-04-03,75.7,76.33,74.93,75.96,67.1918732781346,140230,0.0,1.0
2019-04-02,76.17,76.17,74.85,75.3,66.6080576335378,141702,0.0,1.0
2019-04-01,75.5,76.54,74.18,76.17,67.3776328014154,233876,0.0,1.0
2019-03-29,72.81,76.61,72.05,75.26,66.5726748671986,469658,0.0,1.0
2019-03-28,78.03,79.49,77.71,78.28,69.244073725808,394843,0.0,1.0
2019-03-27,74.84,76.83,74.84,76.37,67.5545466331114,250877,0.0,1.0
2019-03-26,75.7,77.44,74.87,74.87,66.2276928953915,220947,0.0,1.0
2019-03-25,73.6,76.25,73.37,75.52,66.8026628484034,275457,0.0,1.0
2019-03-22,74.73,75.05,72.93,73.83,65.3077409705724,247075,0.0,1.0
2019-03-21,75.37,76.25,74.36,75.09,66.4222981102571,229463,0.0,1.0
2019-03-20,76.3,76.4,74.78,75.43,66.7230516241402,184390,0.0,1.0
2019-03-19,77.06,77.83,76.04,76.4,67.5810837078658,104759,0.0,1.0
2019-03-18,75.97,76.9,75.26,76.86,67.9879855207665,226802,0.0,1.0
2019-03-15,76.75,77.77,75.58,75.77,67.0238051380234,259765,0.0,1.0
2019-03-14,77.75,77.92,76.46,76.67,67.8199173806553,88462,0.0,1.0
2019-03-13,77.31,78.17,76.94,77.86,68.8725546792464,130007,0.0,1.0
2019-03-12,76.8,77.03,75.81,76.98,68.0941338197841,102274,0.0,1.0
2019-03-11,76.03,76.95,75.39,76.82,67.9526027544273,113830,0.0,1.0
2019-03-08,76.79,77.02,75.54,75.92,67.1564905117954,127946,0.0,1.0
2019-03-07,77.26,77.76,75.78,77.25,68.3329674925737,91127,0.0,1.0
2019-03-06,78.24,78.24,76.81,77.14,68.2356648851409,109119,0.0,1.0
2019-03-05,78.34,78.35,77.52,78.12,69.1025426604512,82108,0.0,1.0
2019-03-04,80.14,80.14,78.02,78.13,69.111388352036,106854,0.0,1.0
2019-03-01,79.92,81.03,79.07,79.94,70.7124585288847,104509,0.0,1.0
2019-02-28,79.99,80.15,78.95,79.03,69.9075005946679,87586,0.0,1.0
2019-02-27,79.13,80.43,78.89,80.19,70.9336008185046,69798,0.0,1.0
2019-02-26,79.84,80.88,79.35,79.39,70.2259454917207,84232,0.0,1.0
2019-02-25,81.28,82.11,79.87,79.89,70.6682300709607,84765,0.0,1.0
2019-02-22,80.24,80.87,79.75,80.78,71.4554966220078,94074,0.0,1.0
2019-02-21,79.99,80.5033,79.72,79.85,70.6328473046215,145250,0.0,1.0
2019-02-20,79.92,80.63,79.09,80.09,70.8451439026567,134043,0.0,1.0
2019-02-19,79.52,80.26,78.86,80.09,70.8451439026567,70700,0.0,1.0
2019-02-15,79.1,80.3,78.63,79.69,70.4913162392647,120001,0.0,1.0
2019-02-14,78.39,79.28,77.7,78.48,69.420987557504,106020,0.0,1.0
2019-02-13,79.78,79.94,78.76,79.12,69.9871118189311,102341,0.0,1.0
2019-02-12,78.27,79.48,78.27,79.34,70.1817170337967,99099,0.0,1.0
2019-02-11,76.97,78.16,76.02,77.76,68.7840977633984,130682,0.0,1.0
2019-02-08,76.94,77.76,76.12,76.74,67.8818372217489,131474,0.0,1.0
2019-02-07,77.76,78.24,76.66,77.19,68.2798933430649,102235,0.0,1.0
2019-02-06,78.61,79.19,77.27,78.52,69.4563703238432,60056,0.0,1.0
2019-02-05,78.93,79.46,78.09,78.77,69.6775126134632,121026,0.0,1.0
2019-02-04,77.33,77.94,76.9,77.83,68.846017604492,83603,0.0,1.0
2019-02-01,77.3,77.62,76.31,77.25,68.3329674925737,140743,0.0,1.0
2019-01-31,77.41,77.41,76.15,76.58,67.7403061563921,131808,0.0,1.0
2019-01-30,76.98,77.52,75.99,77.26,68.3418131841585,83079,0.0,1.0
2019-01-29,77.36,77.54,76.55,76.75,67.8906829133337,82139,0.0,1.0
2019-01-28,76.3,77.7,76.17,77.36,68.4302701000065,88142,0.0,1.0
2019-01-25,77.52,77.78,76.04,76.86,67.9879855207665,130194,0.0,1.0
2019-01-24,75.87,77.01,75.53,76.83,67.9614484460121,95185,0.0,1.0
2019-01-23,75.67,76.7,74.99,75.98,67.2095646613042,135522,0.0,1.0
2019-01-22,76.4,76.62,75.0,75.36,66.6611317830466,175453,0.0,1.0
2019-01-18,76.06,77.21,75.98,76.83,67.9614484460121,100591,0.0,1.0
2019-01-17,73.88,76.28,73.88,75.33,66.6345947082922,179245,0.34,1.0
2019-01-16,75.26,76.04,74.41,74.73,65.8068357678166,113221,0.0,1.0
2019-01-15,74.38,75.47,73.48,75.16,66.1854914533533,138372,0.0,1.0
2019-01-14,75.15,75.47,73.89,74.14,65.2872849434754,111299,0.0,1.0
2019-01-11,74.19,76.08,74.19,75.77,66.722654170045,136213,0.0,1.0
2019-01-10,74.94,74.94,73.13,74.13,65.2784789973002,110194,0.0,1.0
2019-01-09,77.72,78.25,75.99,76.47,67.3390704023141,222072,0.0,1.0
2019-01-08,75.92,77.23,74.59,77.17,67.9554866345832,252185,0.0,1.0
2019-01-07,73.6,75.6,73.6,74.61,65.7011644137133,191410,0.0,1.0
2019-01-04,71.5,74.12,69.68,73.63,64.8381816885365,217459,0.0,1.0
2019-01-03,72.18,72.59,70.6,70.77,62.3196810824084,142216,0.0,1.0
2019-01-02,70.13,73.69,69.62,72.6,63.9311692324834,184171,0.0,1.0
2018-12-31,71.09,71.66,70.2751,71.04,62.5574416291408,154607,0.0,1.0
2018-12-28,70.6,71.22,68.69,70.76,62.3108751362331,262086,0.0,1.0
2018-12-27,67.45,69.62,66.79,69.59,61.2805794337261,174199,0.0,1.0
2018-12-26,65.62,68.56,65.06,68.49,60.3119253544461,146103,0.0,1.0
2018-12-24,64.99,66.64,64.0,65.13,57.3531274395543,97506,0.0,1.0
2018-12-21,66.9,67.64,64.9,65.3,57.5028285245339,510679,0.0,1.0
2018-12-20,67.75,68.33,65.58,66.67,58.7092431505464,191632,0.0,1.0
2018-12-19,70.03,70.32,67.68,68.03,59.9068518303835,191149,0.0,1.0
2018-12-18,69.89,71.32,69.02,69.07,60.8226702326119,207462,0.0,1.0
2018-12-17,69.45,71.51,68.64,69.4,61.1132664563959,316706,0.0,1.0
2018-12-14,66.23,71.62,66.06,69.57,61.2629675413756,456621,0.0,1.0
2018-12-13,63.81,70.79,63.5,67.24,59.2111820825369,1514388,0.0,1.0
2018-12-12,74.03,75.29,72.71,74.81,65.8772833372187,275437,0.0,1.0
2018-12-11,73.9,76.19,73.11,73.92,65.0935541276194,138638,0.0,1.0
2018-12-10,75.55,75.55,72.56,73.43,64.6620627650311,238193,0.0,1.0
2018-12-07,78.23,78.48,74.25,75.3,66.3087746998071,207307,0.0,1.0
2018-12-06,78.54,79.14,75.885,78.28,68.9329466600385,137399,0.0,1.0
2018-12-04,82.81,84.57,79.0,79.55,70.0513018242982,193050,0.0,1.0
2018-12-03,80.75,83.7,80.75,83.0,73.0893532547675,162265,0.0,1.0
2018-11-30,79.19,82.21,79.19,80.39,70.7910013030212,215860,0.0,1.0
2018-11-29,79.22,81.16,77.05,79.27,69.8047353313906,127830,0.0,1.0
2018-11-28,79.34,80.27,77.85,79.52,70.0248839857724,262088,0.0,1.0
2018-11-27,80.8,81.21,78.56,79.12,69.6726461387615,163676,0.0,1.0
2018-11-26,81.06,81.96,80.33,81.42,71.6980137590743,162126,0.0,1.0
2018-11-23,79.79,81.54,79.43,80.14,70.5708526486394,82833,0.0,1.0
2018-11-21,84.47,84.5,79.66,80.08,70.5180169715877,327239,0.0,1.0
2018-11-20,85.59,87.96,83.8,84.76,74.6391997816156,165774,0.0,1.0
2018-11-19,89.48,90.0,86.98,87.84,77.3514312035997,118802,0.0,1.0
2018-11-16,88.33,90.74,87.49,89.47,78.7868004301692,175716,0.0,1.0
2018-11-15,87.76,89.02,84.77,88.99,78.3641150137561,87820,0.0,1.0
2018-11-14,88.87,90.65,87.71,88.42,77.8621760817656,98988,0.0,1.0
2018-11-13,89.65,90.78,87.34,87.97,77.4659085038783,148666,0.0,1.0
2018-11-12,90.18,90.81,89.11,89.35,78.681129076066,160331,0.0,1.0
2018-11-09,92.1,92.45,89.81,90.17,79.4032166624384,109210,0.0,1.0
2018-11-08,91.06,92.48,90.17,92.47,81.4285842827512,101641,0.0,1.0
2018-11-07,90.32,91.32,88.52,91.19,80.3014231723162,118128,0.0,1.0
2018-11-06,90.83,91.36,89.6,90.14,79.3767988239125,168137,0.0,1.0
2018-11-05,92.35,93.42,90.68,90.98,80.1164983026355,127116,0.0,1.0
2018-11-02,92.41,93.52,90.97,91.95,80.970675081637,170751,0.0,1.0
2018-11-01,89.22,92.41,89.08,91.57,80.6360491269766,112913,0.0,1.0
2018-10-31,90.96,91.18,88.96,88.98,78.3553090675809,111094,0.0,1.0
2018-10-30,86.53,90.07,86.53,89.76,79.0421728692522,100761,0.0,1.0
2018-10-29,86.49,88.77,85.41,86.42,76.1009868467109,96130,0.0,1.0
2018-10-26,84.34,86.6,83.37,85.45,75.2468100677094,160589,0.0,1.0
2018-10-25,84.41,85.2,83.79,85.07,74.912184113049,156064,0.0,1.0
2018-10-24,83.11,86.15,83.1,83.76,73.7586051640883,191928,0.0,1.0
2018-10-23,81.52,83.22,80.82,83.01,73.0981592009428,89502,0.0,1.0
2018-10-22,81.48,82.65,80.87,82.42,72.5786083766016,75258,0.0,1.0
2018-10-19,83.05,83.3,80.99,81.3,71.592342404971,206939,0.0,1.0
2018-10-18,82.2,83.25,82.03,83.0,73.0893532547675,117761,0.34,1.0
2018-10-17,82.86,83.29,81.33,83.08,72.8613327142559,99653,0.0,1.0
2018-10-16,80.97,83.19,79.97,83.0,72.7911725479446,87563,0.0,1.0
2018-10-15,79.53,81.05,79.35,80.27,70.3969568725724,95184,0.0,1.0
2018-10-12,80.64,81.74,79.22,79.74,69.9321457707602,101814,0.0,1.0
2018-10-11,78.89,80.99,78.56,79.21,69.4673346689481,189606,0.0,1.0
2018-10-10,82.5,82.5,79.0,79.19,69.4497946273703,181693,0.0,1.0
2018-10-09,83.93,84.38,82.4,82.83,72.6420821945331,132420,0.0,1.0
2018-10-08,83.97,84.72,83.12,84.01,73.6769446476244,132281,0.0,1.0
2018-10-05,85.52,85.61,83.11,84.21,73.8523450634026,84201,0.0,1.0
2018-10-04,85.4,86.64,84.93,85.51,74.9924477659607,111834,0.0,1.0
2018-10-03,86.45,87.27,85.89,86.17,75.5712691380287,72479,0.0,1.0
2018-10-02,89.62,89.62,85.93,86.17,75.5712691380287,99430,0.0,1.0
2018-10-01,90.33,90.77,89.2,89.63,78.6056963309912,120598,0.0,1.0
2018-09-28,89.26,91.27,89.26,90.2,79.1055875159591,106985,0.0,1.0
2018-09-27,89.21,90.46,89.21,89.59,78.5706162478356,56196,0.0,1.0
2018-09-26,88.05,90.08,87.08,89.08,78.1233451876012,97117,0.0,1.0
2018-09-25,88.16,88.43,87.45,88.03,77.2024930047658,68976,0.0,1.0
2018-09-24,89.58,89.58,87.03,87.91,77.0972527552989,103656,0.0,1.0
2018-09-21,89.53,90.6,89.26,89.58,78.5618462270467,210297,0.0,1.0
2018-09-20,88.06,89.51,87.2,89.4,78.4039858528463,107094,0.0,1.0
2018-09-19,89.75,89.75,86.88,87.72,76.9306223603096,126891,0.0,1.0
2018-09-18,91.85,92.0,89.81,89.95,78.8863369962363,119322,0.0,1.0
2018-09-17,90.05,91.88,89.21,91.61,80.3421604471952,195129,0.0,1.0
2018-09-14,89.55,91.38,89.0,89.59,78.5706162478356,140190,0.0,1.0
2018-09-13,88.0,92.72,84.75,89.79,78.7460166636138,445500,0.0,1.0
2018-09-12,90.8,91.89,89.54,90.26,79.1582076406925,305068,0.0,1.0
2018-09-11,89.73,91.1837,88.59,90.9,79.7194889711827,185547,0.0,1.0
2018-09-10,88.92,90.9,88.92,89.83,78.7810967467694,122739,0.0,1.0
2018-09-07,90.8,91.37,88.74,89.06,78.1058051460234,118120,0.0,1.0
2018-09-06,91.73,92.79,90.85,90.93,79.7457990335494,58508,0.0,1.0
2018-09-05,92.85,92.85,90.19,91.47,80.2193801561505,77524,0.0,1.0
2018-09-04,93.12,93.33,91.71,93.04,81.5962734200092,66637,0.0,1.0
2018-08-31,91.65,93.23,90.98,93.09,81.6401235239537,70993,0.0,1.0
2018-08-30,93.46,93.99,91.71,91.81,80.5175608629734,74693,0.0,1.0
2018-08-29,94.28,94.28,92.26,93.55,82.0435444802436,117280,0.0,1.0
2018-08-28,93.1,94.48,92.62,94.38,82.771456205723,46029,0.0,1.0
2018-08-27,93.8,93.96,92.63,93.09,81.6401235239537,67735,0.0,1.0
2018-08-24,94.2,94.3,92.92,93.32,81.8418340020987,70144,0.0,1.0
2018-08-23,94.8,95.4,93.55,94.15,82.5697457275781,61987,0.0,1.0
2018-08-22,95.0,96.05,94.58,94.83,83.1661071412239,95308,0.0,1.0
2018-08-21,94.59,95.51,93.75,95.25,83.5344480143581,110740,0.0,1.0
2018-08-20,94.11,94.34,93.16,94.24,82.6486759146783,121697,0.0,1.0
2018-08-17,93.25,94.16,92.48,93.88,82.3329551662776,86435,0.0,1.0
2018-08-16,94.55,94.62,92.96,93.04,81.5962734200092,50796,0.0,1.0
2018-08-15,95.61,95.74,93.66,94.25,82.6574459354672,114557,0.0,1.0
2018-08-14,94.63,96.35,94.51,96.11,84.2886698022043,120912,0.0,1.0
2018-08-13,95.02,95.2,93.75,94.16,82.578515748367,80432,0.0,1.0
2018-08-10,93.92,95.86,93.41,94.79,83.1310270580683,59183,0.0,1.0
2018-08-09,92.86,95.25,92.86,94.69,83.0433268501792,87476,0.0,1.0
2018-08-08,92.44,93.42,91.75,92.8,81.3857929210754,65596,0.0,1.0
2018-08-07,92.41,92.8,91.15,92.26,80.9122117984743,120557,0.0,1.0
2018-08-06,91.42,92.26,91.04,92.15,80.8157415697963,87275,0.0,1.0
2018-08-03,92.9,93.17,90.53,91.29,80.0615197819501,93724,0.0,1.0
2018-08-02,90.35,92.8,90.28,92.71,81.3068627339752,74205,0.0,1.0
2018-08-01,92.18,92.18,90.5,90.76,79.596708680138,65444,0.0,1.0
2018-07-31,91.98,92.65,91.08,92.12,80.7894315074296,89501,0.0,1.0
2018-07-30,92.14,92.58,90.71,91.39,80.1492199898392,81107,0.0,1.0
2018-07-27,95.6,96.08,91.45,92.14,80.8069715490074,173629,0.0,1.0
2018-07-26,94.74,97.19,94.74,95.64,83.8764788251255,189604,0.0,1.0
2018-07-25,92.33,94.84,92.07,94.72,83.0696369125459,114678,0.0,1.0
2018-07-24,93.0,93.21,91.58,92.57,81.1840824429305,135242,0.0,1.0
2018-07-23,92.81,93.25,91.62,92.5,81.1226922974081,206105,0.0,1.0
2018-07-20,92.66,93.25,92.23,93.0,81.5611933368536,178942,0.0,1.0
2018-07-19,90.59,92.81,90.59,92.73,81.324402775553,124636,0.34,1.0
2018-07-18,90.05,91.22,89.36,91.21,79.6991380375867,105101,0.0,1.0
2018-07-17,88.68,90.5,88.68,90.25,78.8602917212169,234556,0.0,1.0
2018-07-16,87.35,89.22,86.64,88.76,77.5583323343514,193379,0.0,1.0
2018-07-13,85.31,87.47,85.31,87.21,76.2039450527128,125358,0.0,1.0
2018-07-12,85.63,85.82,83.71,85.48,74.6922740867548,215910,0.0,1.0
2018-07-11,85.65,85.85,84.38,84.92,74.2029470688725,117068,0.0,1.0
2018-07-10,85.93,86.43,85.28,85.8,74.9718895255447,106076,0.0,1.0
2018-07-09,85.31,85.87,84.44,85.6,74.797129876301,77984,0.0,1.0
2018-07-06,84.12,85.25,83.55,85.11,74.368968735654,127795,0.0,1.0
2018-07-05,84.24,84.3,82.73,84.13,73.5126464543599,159139,0.0,1.0
2018-07-03,83.67,84.5,82.82,83.75,73.1806031207969,90660,0.0,1.0
2018-07-02,82.74,83.47,82.01,83.44,72.9097256644691,85348,0.0,1.0
2018-06-29,83.98,84.47,82.51,82.98,72.5077784712087,166398,0.0,1.0
2018-06-28,83.11,83.98,82.86,83.28,72.7699179450742,143867,0.0,1.0
2018-06-27,85.14,86.0,83.19,83.19,72.6912761029145,224210,0.0,1.0
2018-06-26,82.9,85.09,82.75,84.91,74.1942090864103,141449,0.0,1.0
2018-06-25,83.66,84.14,82.28,82.81,72.3592327693515,151969,0.0,1.0
2018-06-22,84.87,84.87,83.41,83.8,73.2242930331078,392038,0.0,1.0
2018-06-21,83.97,85.17,83.74,84.35,73.704882068528,129152,0.0,1.0
2018-06-20,82.79,84.07,81.28,83.69,73.1281752260238,166402,0.0,1.0
2018-06-19,83.03,83.16,80.9,82.48,72.0708793480994,193898,0.0,1.0
2018-06-18,83.1,84.51,83.1,83.58,73.0320574189397,163063,0.0,1.0
2018-06-15,84.99,85.0,82.06,83.42,72.8922496995448,531023,0.0,1.0
2018-06-14,88.14,88.52,85.46,85.58,74.7796539113767,380732,0.0,1.0
2018-06-13,88.0,91.2,86.57,88.15,77.0253154041581,800235,0.0,1.0
2018-06-12,90.1,93.43,89.76,92.51,80.8350757576707,399813,0.0,1.0
2018-06-11,91.05,91.91,89.68,90.07,78.7030080368976,206547,0.0,1.0
2018-06-08,91.26,91.66,90.47,91.19,79.6816620726623,140947,0.0,1.0
