,NEU_Open,NEU_High,NEU_Low,NEU_Close,NEU_Adj Close,NEU_Volume,NEU_Dividend Amount,NEU_Split Coefficient
2017-09-20,425.88,429.8999,425.1365,428.12,370.928112802431,23777,0.0,1.0
2017-09-19,421.0,426.99,421.0,425.74,368.86605331334,27934,0.0,1.0
2017-09-18,419.1,421.39,418.82,419.87,363.780217514614,30018,0.0,1.0
2017-09-15,421.46,421.97,418.39,418.39,362.497928420558,54057,0.0,1.0
2017-09-14,419.06,422.245,419.06,421.8,365.452391806188,22395,1.75,1.0
2017-09-13,420.84,421.75,419.55,421.22,363.441993806169,21856,0.0,1.0
2017-09-12,421.56,421.99,419.685,421.73,363.882038003598,15822,0.0,1.0
2017-09-11,419.98,421.52,418.57,420.74,363.027834561529,21508,0.0,1.0
2017-09-08,412.32,417.985,409.37,417.81,360.49973750571,31088,0.0,1.0
2017-09-07,416.7,416.7,412.38,412.64,356.038897308241,41013,0.0,1.0
2017-09-06,417.94,419.99,414.82,417.17,359.947525179525,36489,0.0,1.0
2017-09-05,420.19,420.945,415.63,417.49,360.223631342617,31202,0.0,1.0
2017-09-01,419.59,422.12,415.3001,421.25,363.467878758958,30976,0.0,1.0
2017-08-31,419.53,421.92,417.86,418.51,361.103719737476,25404,0.0,1.0
2017-08-30,419.01,420.51,417.6319,418.38,360.991551608719,23302,0.0,1.0
2017-08-29,419.94,420.86,417.77,418.59,361.172746278249,15970,0.0,1.0
2017-08-28,423.9,423.9,420.43,421.73,363.882038003598,14912,0.0,1.0
2017-08-25,422.45,424.85,421.491,423.04,365.012347608759,18881,0.0,1.0
2017-08-24,421.58,423.095,419.6,421.03,363.278055771832,24939,0.0,1.0
2017-08-23,422.36,422.87,420.695,420.85,363.122746055092,23517,0.0,1.0
2017-08-22,418.73,424.56,418.73,423.87,365.728497969281,29623,0.0,1.0
2017-08-21,420.15,422.25,417.1,418.49,361.086463102283,44999,0.0,1.0
2017-08-18,420.56,425.19,419.22,420.54,362.855268209596,39184,0.0,1.0
2017-08-17,424.44,426.83,419.69,420.49,362.812126621613,41534,0.0,1.0
2017-08-16,425.19,427.67,422.64,425.5,367.134913737535,36172,0.0,1.0
2017-08-15,427.35,428.5,423.0,424.8,366.53093150577,40801,0.0,1.0
2017-08-14,424.41,427.51,422.35,426.74,368.20482511952,27683,0.0,1.0
2017-08-11,419.18,424.13,417.65,421.93,364.054604355531,56357,0.0,1.0
2017-08-10,428.05,428.05,420.0,420.96,363.217657548656,62101,0.0,1.0
2017-08-09,437.85,437.85,426.96,428.28,369.533586029405,49907,0.0,1.0
2017-08-08,436.65,442.17,432.6701,438.53,378.377611565973,39170,0.0,1.0
2017-08-07,435.36,440.88,435.065,439.24,378.990222115335,76593,0.0,1.0
2017-08-04,441.84,448.8912,433.74,436.04,376.229160484407,62346,0.0,1.0
2017-08-03,441.18,448.89,439.05,441.65,381.069646656128,85001,0.0,1.0
2017-08-02,462.4,464.57,459.56,459.56,396.522963471732,31186,0.0,1.0
2017-08-01,460.5,463.94,457.2,463.14,399.611901171333,38362,0.0,1.0
2017-07-31,463.41,463.41,455.88,460.11,396.997520939547,28848,0.0,1.0
2017-07-28,463.01,464.34,460.33,463.58,399.991547145586,19670,0.0,1.0
2017-07-27,462.08,464.19,457.74,463.96,400.319423214258,44704,0.0,1.0
2017-07-26,468.44,468.44,461.44,461.44,398.145087179902,36903,0.0,1.0
2017-07-25,467.26,470.43,464.515,467.36,403.25305119712,57892,0.0,1.0
2017-07-24,462.0,467.32,461.9428,465.88,401.976060192816,33939,0.0,1.0
2017-07-21,461.26,467.83,457.655,463.01,399.499733042577,32246,0.0,1.0
2017-07-20,465.0,465.0,458.62,461.95,398.585131377331,22573,0.0,1.0
2017-07-19,460.16,465.06,458.2758,463.6,400.008803780779,31320,0.0,1.0
2017-07-18,459.9,463.0,458.17,460.16,397.040662527531,22842,0.0,1.0
2017-07-17,462.0,463.83,459.61,460.64,397.45482177217,29921,0.0,1.0
2017-07-14,459.32,463.31,458.45,459.68,396.626503282891,25374,0.0,1.0
2017-07-13,455.6,459.2248,454.06,457.42,394.676503506048,32432,0.0,1.0
2017-07-12,458.84,462.935,456.44,457.24,394.521193789308,46665,0.0,1.0
2017-07-11,455.47,458.77,453.65,456.79,394.132919497459,28719,0.0,1.0
2017-07-10,456.03,460.0444,454.18,455.71,393.201061197021,35510,0.0,1.0
2017-07-07,454.63,456.44,452.22,455.7,393.192432879424,36360,0.0,1.0
2017-07-06,452.7,457.09,446.405,454.9,392.502167471692,43972,0.0,1.0
2017-07-05,458.74,458.74,451.2901,454.86,392.467654201305,26773,0.0,1.0
2017-07-03,462.67,462.67,456.9,458.62,395.711901617646,13572,0.0,1.0
2017-06-30,457.23,461.98,455.76,460.48,397.316768690624,26419,0.0,1.0
2017-06-29,462.5,464.79,456.805,456.84,394.176061085442,31484,0.0,1.0
2017-06-28,458.89,462.32,457.52,461.81,398.464334930978,35027,0.0,1.0
2017-06-27,454.4,457.44,453.52,455.98,393.43402577213,36395,0.0,1.0
2017-06-26,458.7,462.53,452.0,454.22,391.91544187512,57532,0.0,1.0
2017-06-23,460.3,466.5,457.42,459.19,396.203715720656,75988,0.0,1.0
2017-06-22,458.22,462.9,457.19,460.51,397.342653643414,44657,0.0,1.0
2017-06-21,464.71,464.71,456.85,459.86,396.781812999631,35132,0.0,1.0
2017-06-20,467.76,467.76,461.84,462.86,399.370308278627,21785,0.0,1.0
2017-06-19,467.36,470.5259,467.01,469.65,405.228935926753,27413,0.0,1.0
2017-06-16,465.26,467.22,462.693,466.51,402.519644201405,60834,0.0,1.0
2017-06-15,466.37,466.68,462.94,465.59,401.725838982513,26632,0.0,1.0
2017-06-14,466.5,470.385,465.3174,467.47,403.347962690683,28878,0.0,1.0
2017-06-13,468.03,469.61,465.47,467.47,403.347962690683,30018,1.75,1.0
2017-06-12,476.16,477.1,465.67,468.81,402.995521054131,30300,0.0,1.0
2017-06-09,469.08,477.97,467.5,476.18,409.330874374599,27123,0.0,1.0
2017-06-08,466.3,469.23,464.1,468.56,402.780617617208,23042,0.0,1.0
2017-06-07,468.02,469.2,465.43,466.62,401.112966946692,20225,0.0,1.0
2017-06-06,468.07,470.93,467.4422,469.22,403.347962690683,25296,0.0,1.0
2017-06-05,474.87,475.15,468.55,469.98,404.001269138927,21876,0.0,1.0
2017-06-02,470.5,478.84,470.5,474.73,408.08443444045,25757,0.0,1.0
2017-06-01,466.39,471.795,464.825,469.99,404.009865276404,37957,0.0,1.0
2017-05-31,467.79,467.79,463.35,465.35,400.021257487126,37428,0.0,1.0
2017-05-30,469.75,470.99,466.27,466.87,401.327870383614,25125,0.0,1.0
2017-05-26,471.3,472.2,467.83,470.87,404.76632537437,20467,0.0,1.0
2017-05-25,471.59,472.935,468.71,471.13,404.989824948769,27300,0.0,1.0
2017-05-24,468.3,473.0,467.61,469.15,403.287789728345,33674,0.0,1.0
2017-05-23,463.83,470.99,463.52,468.02,402.316426193456,38321,0.0,1.0
2017-05-22,460.69,464.32,459.8301,463.33,398.284837716794,44679,0.0,1.0
2017-05-19,458.18,463.15,458.18,460.37,395.740381023635,81257,0.0,1.0
2017-05-18,456.66,461.77,456.0,458.28,393.943788290964,57840,0.0,1.0
2017-05-17,456.61,459.29,454.93,457.42,393.204520467952,59754,0.0,1.0
2017-05-16,460.89,462.33,457.28,461.62,396.814898208246,40476,0.0,1.0
2017-05-15,454.97,462.98,454.7021,459.95,395.379343249605,74996,0.0,1.0
2017-05-12,455.79,457.06,450.56,455.39,391.459504560143,60048,0.0,1.0
2017-05-11,462.93,463.4,454.405,456.66,392.551214019708,41888,0.0,1.0
2017-05-10,463.22,463.79,459.95,462.72,397.760473330704,23505,0.0,1.0
2017-05-09,461.7,464.31,460.45,463.39,398.336414541656,25995,0.0,1.0
2017-05-08,462.0,464.84,459.4719,462.58,397.640127406028,31690,0.0,1.0
2017-05-05,463.22,467.0,461.2784,463.85,398.731836865593,33970,0.0,1.0
2017-05-04,463.15,464.12,456.0,463.11,398.095722692303,70770,0.0,1.0
2017-05-03,465.0,467.16,462.72,463.02,398.018357455011,33888,0.0,1.0
2017-05-02,467.49,468.0,461.92,466.1,400.665967797893,36195,0.0,1.0
2017-05-01,470.97,471.87,466.0,467.5,401.869427044658,52023,0.0,1.0
2017-04-28,474.35,476.7,467.935,470.7,404.620191037263,47673,0.0,1.0
2017-04-27,464.87,483.86,464.87,473.65,407.156051592946,77661,0.0,1.0
2017-04-26,462.7,466.26,460.3662,463.71,398.611490940916,36487,0.0,1.0
2017-04-25,462.01,465.5,454.78,462.81,397.837838567996,44304,0.0,1.0
2017-04-24,458.87,463.45,457.73,459.57,395.052690025483,35853,0.0,1.0
2017-04-21,453.29,459.9,450.8763,455.9,391.897907571464,34954,0.0,1.0
2017-04-20,453.9,454.7199,450.19,453.88,390.161487801132,17464,0.0,1.0
2017-04-19,453.5,455.31,448.54,451.01,387.694396345265,40086,0.0,1.0
2017-04-18,447.86,453.16,447.86,452.98,389.387835428212,28743,0.0,1.0
2017-04-17,445.88,451.78,445.88,450.93,387.625627245449,25568,0.0,1.0
2017-04-13,450.05,451.84,442.6479,444.99,382.519521584176,15532,0.0,1.0
2017-04-12,453.07,453.07,445.89,448.26,385.33045853912,15486,0.0,1.0
2017-04-11,447.06,453.5447,446.32,453.06,389.456604528027,24247,0.0,1.0
2017-04-10,451.7,452.22,444.33,447.78,384.917843940229,15747,0.0,1.0
2017-04-07,446.2,454.48,445.0,451.75,388.330510518555,26748,0.0,1.0
2017-04-06,446.31,447.5293,444.81,446.97,384.221556804601,15550,0.0,1.0
2017-04-05,447.5,450.49,444.17,446.32,383.662807868603,28713,0.0,1.0
2017-04-04,451.82,452.39,443.98,446.29,383.637019456172,36690,0.0,1.0
2017-04-03,452.83,455.2068,448.25,451.36,387.995261156956,42893,0.0,1.0
2017-03-31,452.48,455.725,451.09,453.23,389.602738865134,37893,0.0,1.0
2017-03-30,450.28,452.62,448.3,452.48,388.958028554368,28940,0.0,1.0
2017-03-29,450.23,450.8,446.03,450.01,386.834782597575,36920,0.0,1.0
2017-03-28,448.0,452.82,444.9,449.35,386.267437524101,33364,0.0,1.0
2017-03-27,441.21,449.539,438.48,448.71,385.71728472558,34293,0.0,1.0
2017-03-24,449.0,450.58,443.21,444.67,382.244445184916,27395,0.0,1.0
2017-03-23,449.99,452.71,447.59,448.75,385.751669275487,45116,0.0,1.0
2017-03-22,448.32,449.1,445.89,448.9,385.880611337641,39128,0.0,1.0
2017-03-21,454.69,454.69,447.16,448.05,385.149939652105,42475,0.0,1.0
2017-03-20,445.19,454.02,441.59,452.52,388.992413104275,43570,0.0,1.0
2017-03-17,450.5,454.68,450.5,453.36,389.714488652334,177559,0.0,1.0
2017-03-16,449.99,452.91,447.71,449.69,386.559706198315,40609,0.0,1.0
2017-03-15,446.15,453.44,443.8152,449.89,386.731628947853,44467,0.0,1.0
2017-03-14,443.11,446.4,440.85,445.57,383.018097557836,39713,0.0,1.0
2017-03-13,436.51,445.54,434.31,444.47,382.072522435378,50358,1.75,1.0
2017-03-10,436.2,439.0814,432.33,438.33,375.316769214959,31289,0.0,1.0
2017-03-09,434.84,439.7,433.6,435.14,372.585355682243,34321,0.0,1.0
2017-03-08,433.87,439.21,433.79,435.62,372.99635207588,27125,0.0,1.0
2017-03-07,436.92,437.5435,431.68,432.58,370.393374916175,30263,0.0,1.0
2017-03-06,435.42,439.89,432.15,436.92,374.109467308649,25085,0.0,1.0
2017-03-03,436.99,437.96,434.46,437.0,374.177966707588,18786,0.0,1.0
2017-03-02,439.2,441.2664,435.73,437.05,374.220778831926,23404,0.0,1.0
2017-03-01,439.73,441.69,433.24,441.18,377.757060302183,67122,0.0,1.0
2017-02-28,442.73,446.692,435.67,435.69,373.056289049952,69448,0.0,1.0
2017-02-27,442.8,445.5895,441.3922,444.54,380.634035057646,26984,0.0,1.0
2017-02-24,437.81,445.67,437.81,443.98,380.154539265069,26865,0.0,1.0
2017-02-23,443.35,443.35,437.54,438.86,375.770577732934,24543,0.0,1.0
2017-02-22,443.29,447.57,438.77,442.04,378.493428840784,24873,0.0,1.0
2017-02-21,440.2,444.7044,436.91,443.38,379.640793773022,27744,0.0,1.0
2017-02-17,441.6,442.47,437.67,441.27,377.83412212599,24898,0.0,1.0
2017-02-16,434.86,443.21,434.86,442.38,378.784551286277,42176,0.0,1.0
2017-02-15,431.52,435.25,431.5,434.76,372.25998353728,19780,0.0,1.0
2017-02-14,436.02,436.36,431.225,432.73,370.521811289187,19877,0.0,1.0
2017-02-13,436.45,442.88,432.07,436.19,373.484410293325,30704,0.0,1.0
2017-02-10,432.45,438.31,430.75,436.45,373.707033339879,27880,0.0,1.0
2017-02-09,431.99,431.99,429.2,430.92,368.972012388179,24732,0.0,1.0
2017-02-08,426.34,432.8,425.95,430.74,368.817888740564,40675,0.0,1.0
2017-02-07,429.53,429.53,423.025,427.62,366.14641218192,44094,0.0,1.0
2017-02-06,429.31,432.5344,428.34,429.7,367.92739655435,24833,0.0,1.0
2017-02-03,426.09,432.1836,423.68,430.12,368.287018398782,41368,0.0,1.0
2017-02-02,429.81,431.74,424.085,426.08,364.827798752332,51014,0.0,1.0
2017-02-01,424.0,435.3999,416.02,432.16,370.033753071742,40382,0.0,1.0
2017-01-31,430.71,436.2721,423.58,431.17,369.186073009865,50602,0.0,1.0
2017-01-30,439.07,440.119,426.37,432.21,370.07656519608,72893,0.0,1.0
2017-01-27,441.21,442.6,435.86,441.94,378.407804592109,19425,0.0,1.0
2017-01-26,441.22,443.68,441.115,442.61,378.981487058228,22126,0.0,1.0
2017-01-25,440.01,444.0,436.055,440.24,376.952192364642,29683,0.0,1.0
2017-01-24,430.7,439.63,427.7236,438.18,375.188332841948,27914,0.0,1.0
2017-01-23,429.13,430.21,424.12,429.83,368.038708077626,30384,0.0,1.0
2017-01-20,429.39,432.2909,425.5484,430.51,368.620952968613,26250,0.0,1.0
2017-01-19,427.64,431.855,425.51,428.39,366.805718896714,28514,0.0,1.0
2017-01-18,426.0,428.98,424.99,427.86,366.351910378739,27146,0.0,1.0
2017-01-17,426.97,427.395,420.02,426.13,364.87061087667,21225,0.0,1.0
2017-01-13,427.2,429.25,423.025,428.29,366.720094648039,21184,0.0,1.0
2017-01-12,424.29,427.34,421.85,427.16,365.752540638017,20713,0.0,1.0
2017-01-11,424.07,427.47,422.2646,426.63,365.298732120042,25604,0.0,1.0
2017-01-10,424.79,426.5,420.54,425.75,364.545238731707,28238,0.0,1.0
2017-01-09,426.53,426.53,422.88,424.31,363.312249550794,39134,0.0,1.0
2017-01-06,432.29,432.29,425.5876,429.48,367.739023207266,20281,0.0,1.0
2017-01-05,435.25,436.04,429.22,432.9,370.667372511934,28047,0.0,1.0
2017-01-04,429.79,437.2991,422.55,436.18,373.475847868458,39649,0.0,1.0
2017-01-03,424.66,429.43,421.27,428.78,367.139653466544,33056,0.0,1.0
2016-12-30,428.98,429.37,422.46,423.84,362.909815582024,25717,0.0,1.0
2016-12-29,425.01,429.13,425.01,427.66,366.18066188139,25330,0.0,1.0
2016-12-28,431.63,434.58,425.3,426.57,365.247357570838,24552,0.0,1.0
2016-12-27,425.31,430.2988,422.97,429.68,367.910271704615,24775,0.0,1.0
2016-12-23,425.0,425.54,423.26,425.12,364.005805965057,20895,0.0,1.0
2016-12-22,428.99,428.99,423.0,424.26,363.269437426456,33069,0.0,1.0
2016-12-21,427.9,432.88,425.1,429.67,367.901709279747,35568,0.0,1.0
2016-12-20,427.5,433.57,424.54,428.66,367.036904368135,25976,0.0,1.0
2016-12-19,424.27,427.99,424.218,426.64,365.30729454491,26608,0.0,1.0
2016-12-16,427.0,427.54,423.02,424.12,363.149563478312,76347,0.0,1.0
2016-12-15,424.95,431.5,424.58,426.24,364.964797550212,33322,0.0,1.0
2016-12-14,433.0,433.0,425.35,425.4,364.245553861346,32651,0.0,1.0
2016-12-13,425.81,435.025,425.5384,431.75,369.682693652177,58307,1.6,1.0
2016-12-12,430.06,430.06,424.76,425.35,362.858044871244,24754,0.0,1.0
2016-12-09,427.77,430.5,425.1,429.13,366.082691420235,21006,0.0,1.0
2016-12-08,425.25,428.38,422.1,427.06,364.316813548168,29251,0.0,1.0
2016-12-07,418.3,425.69,418.3,425.12,362.661836218792,27794,0.0,1.0
2016-12-06,418.15,422.02,415.03,420.66,358.857094523422,21752,0.0,1.0
2016-12-05,415.21,420.369,415.21,418.08,356.656145291571,25184,0.0,1.0
2016-12-02,414.99,416.5,409.94,416.12,354.984106340242,27108,0.0,1.0
2016-12-01,420.52,422.21,411.98,415.15,354.156617675554,35695,0.0,1.0
2016-11-30,425.73,428.2,418.22,418.41,356.937662053784,60997,0.0,1.0
2016-11-29,406.89,425.835,406.89,422.33,360.281739956441,74476,0.0,1.0
2016-11-28,410.72,410.72,403.101,406.56,346.828651047027,49721,0.0,1.0
2016-11-25,408.57,411.87,404.05,411.0,350.616331120445,18045,0.0,1.0
2016-11-23,407.61,409.71,405.23,409.18,349.063723522782,35483,0.0,1.0
2016-11-22,413.82,413.82,405.3501,407.49,347.62201646781,57534,0.0,1.0
2016-11-21,411.0,414.83,408.54,414.7,353.772731181626,33937,0.0,1.0
2016-11-18,408.99,411.0,407.05,410.17,349.908273809423,14386,0.0,1.0
2016-11-17,411.11,412.17,408.55,410.3,350.019174352113,21781,0.0,1.0
2016-11-16,420.59,420.95,409.2,410.11,349.857088943566,50137,0.0,1.0
2016-11-15,420.0,430.09,417.51,421.38,359.471312913706,89318,0.0,1.0
2016-11-14,420.1,420.2899,416.43,419.21,357.620126931877,35868,0.0,1.0
2016-11-11,413.25,418.86,409.59,416.65,355.436239321979,60406,0.0,1.0
2016-11-10,403.13,416.64,396.1189,411.8,351.298795998538,76570,0.0,1.0
2016-11-09,395.18,403.1371,392.1,400.69,341.821065004017,34803,0.0,1.0
2016-11-08,390.82,398.4,388.19,396.71,338.425802235503,77617,0.0,1.0
2016-11-07,395.0,397.88,390.0736,391.7,334.151865936443,50756,0.0,1.0
2016-11-04,391.4,397.0,390.38,392.57,334.89404649137,48258,0.0,1.0
2016-11-03,393.1,395.495,386.9,390.97,333.529116735183,34575,0.0,1.0
2016-11-02,395.59,396.55,391.79,392.49,334.825800003561,25968,0.0,1.0
2016-11-01,402.68,404.0,394.1,397.01,338.681726564788,26834,0.0,1.0
2016-10-31,401.2,402.78,396.89,400.91,342.008742845493,39146,0.0,1.0
2016-10-28,398.61,406.41,398.61,402.09,343.01537854068,36099,0.0,1.0
2016-10-27,401.59,402.76,390.0,400.14,341.351870400328,100057,0.0,1.0
2016-10-26,400.02,400.94,394.16,397.42,339.031489814811,29602,0.0,1.0
2016-10-25,405.27,405.27,400.38,400.97,342.05992771135,21987,0.0,1.0
2016-10-24,400.1,407.2,400.1,405.8,346.180309412838,24830,0.0,1.0
2016-10-21,401.14,401.83,397.76,399.88,341.130069314948,41307,0.0,1.0
2016-10-20,406.45,410.105,399.8,402.0,342.938601241895,28316,0.0,1.0
2016-10-19,406.85,409.44,406.24,407.69,347.792632687334,21555,0.0,1.0
2016-10-18,408.0,408.896,404.12,405.82,346.19737103479,29044,0.0,1.0
2016-10-17,407.08,407.78,403.5384,405.26,345.719645620125,36417,0.0,1.0
2016-10-14,403.03,406.1536,402.36,405.25,345.711114809149,20156,0.0,1.0
2016-10-13,402.2,405.39,400.0601,401.63,342.622961235777,27500,0.0,1.0
2016-10-12,404.11,407.66,402.85,404.79,345.318697504245,43388,0.0,1.0
2016-10-11,406.05,406.05,400.2501,404.8,345.327228315222,48138,0.0,1.0
2016-10-10,405.98,409.81,404.18,407.55,347.673201333667,40661,0.0,1.0
2016-10-07,410.44,410.58,401.48,403.42,344.149976400511,54870,0.0,1.0
2016-10-06,408.2,412.86,405.4,411.76,351.264672754633,70816,0.0,1.0
2016-10-05,416.23,417.295,407.33,408.48,348.466566754451,84808,0.0,1.0
2016-10-04,424.55,425.84,415.46,416.72,355.495954998812,38535,0.0,1.0
2016-10-03,430.09,432.23,423.78,424.53,362.158518371198,39708,0.0,1.0
2016-09-30,422.0,431.6835,420.88,429.32,366.244776828782,59454,0.0,1.0
2016-09-29,423.85,428.49,420.02,420.09,358.37083829778,35703,0.0,1.0
2016-09-28,417.82,425.78,414.6801,424.44,362.081741072413,40200,0.0,1.0
2016-09-27,419.02,422.25,413.56,419.48,357.850458828234,33325,0.0,1.0
2016-09-26,412.22,426.8,410.6,419.02,357.45804152333,75080,0.0,1.0
2016-09-23,419.15,427.95,413.115,414.76,353.823916047483,36190,0.0,1.0
2016-09-22,415.05,422.86,415.05,421.5,359.57368264542,38508,0.0,1.0
2016-09-21,408.25,415.98,408.25,415.27,354.258987407268,44501,0.0,1.0
2016-09-20,413.77,414.15,405.0,407.33,347.485523492192,42166,0.0,1.0
2016-09-19,417.2,417.2,411.78,412.99,352.313962504702,64127,0.0,1.0
2016-09-16,419.7,420.89,414.82,415.16,354.16514848653,163177,0.0,1.0
2016-09-15,420.8,424.45,419.0,421.79,359.821076163728,37325,0.0,1.0
2016-09-14,417.1,422.66,417.1,420.8,358.976525877088,50474,0.0,1.0
2016-09-13,421.01,427.17,416.4903,418.36,356.895007998903,56467,1.6,1.0
2016-09-12,420.02,429.7509,415.1,424.77,360.982694894024,44452,0.0,1.0
2016-09-09,430.43,430.43,421.39,422.24,358.832622577048,53208,0.0,1.0
2016-09-08,437.01,439.21,430.45,433.62,368.503698848663,38033,0.0,1.0
2016-09-07,437.79,439.07,430.01,437.54,371.835036193543,42896,0.0,1.0
2016-09-06,441.43,441.43,433.82,437.2,371.546093668732,54862,0.0,1.0
2016-09-02,439.74,443.21,435.02,441.83,375.480810991893,33829,0.0,1.0
2016-09-01,435.76,437.77,430.03,437.21,371.554591978285,21078,0.0,1.0
2016-08-31,437.91,441.89,431.51,433.95,368.784143063921,28534,0.0,1.0
2016-08-30,440.8,442.71,436.41,439.18,373.228758960278,21473,0.0,1.0
2016-08-29,431.83,442.13,426.0101,440.91,374.698966512993,25855,0.0,1.0
2016-08-26,439.91,440.81,430.0,432.07,367.186460867907,30504,0.0,1.0
2016-08-25,435.14,441.0,433.84,437.79,372.047493932374,27541,0.0,1.0
2016-08-24,441.69,442.0,435.69,437.21,371.554591978285,17895,0.0,1.0
2016-08-23,439.01,444.97,438.51,442.62,376.152177446601,32363,0.0,1.0
2016-08-22,436.73,440.325,429.0003,438.65,372.778348553955,17141,0.0,1.0
2016-08-19,434.18,438.19,431.376,437.64,371.920019289075,22791,0.0,1.0
2016-08-18,428.67,435.9,428.67,435.49,370.092882735123,16186,0.0,1.0
2016-08-17,434.25,434.25,428.73,429.98,365.410314171275,15338,0.0,1.0
2016-08-16,431.01,438.2655,431.01,433.99,368.818136302134,26064,0.0,1.0
2016-08-15,429.15,433.63,427.034,433.0,367.976803656361,29939,0.0,1.0
2016-08-12,430.24,430.98,427.39,429.04,364.611473073268,19710,0.0,1.0
2016-08-11,429.01,434.07,426.97,430.58,365.92021274447,20367,0.0,1.0
2016-08-10,425.14,430.5,423.71,429.5,365.002395312718,18221,0.0,1.0
2016-08-09,426.341,429.8272,425.55,427.44,363.251743544745,16923,0.0,1.0
2016-08-08,429.62,434.85,427.387,429.71,365.180859813336,17721,0.0,1.0
2016-08-05,433.99,436.99,428.4,429.66,365.13836826557,21016,0.0,1.0
2016-08-04,432.0,433.18,427.7207,431.0,366.277141745708,17441,0.0,1.0
2016-08-03,423.8,431.76,423.48,430.82,366.124172173749,46665,0.0,1.0
2016-08-02,429.45,429.45,420.05,424.19,360.489792939934,28069,0.0,1.0
2016-08-01,426.56,432.69,423.6,429.33,364.857924050312,36148,0.0,1.0
2016-07-29,437.4,444.155,427.36,427.94,363.676659022409,56959,0.0,1.0
2016-07-28,423.4,447.965,415.02,440.46,374.316542583096,92711,0.0,1.0
2016-07-27,418.16,424.45,415.6235,419.24,356.283129711068,27593,0.0,1.0
2016-07-26,418.48,420.49,415.87,417.9,355.144356230931,22943,0.0,1.0
2016-07-25,420.81,420.81,417.91,418.84,355.943197328938,16586,0.0,1.0
2016-07-22,419.66,421.16,416.046,420.1,357.013984332649,29094,0.0,1.0
2016-07-21,422.51,422.51,417.86,419.46,356.47009252124,21206,0.0,1.0
2016-07-20,424.71,425.2,423.011,424.42,360.685254059659,19534,0.0,1.0
2016-07-19,424.88,426.45,422.4,424.71,360.931705036704,15942,0.0,1.0
2016-07-18,430.8,433.2517,423.82,424.6,360.838223631618,21716,0.0,1.0
2016-07-15,420.66,431.65,416.14,431.24,366.481101174986,41015,0.0,1.0
2016-07-14,420.37,423.7378,418.05,420.74,357.557876144058,19567,0.0,1.0
2016-07-13,418.01,419.49,412.72,419.24,356.283129711068,34340,0.0,1.0
2016-07-12,415.25,420.13,415.25,419.74,356.708045188732,44634,0.0,1.0
2016-07-11,413.21,415.9,411.01,414.95,352.637354912718,22218,0.0,1.0
2016-07-08,409.69,418.1299,405.5014,411.3,349.535471925776,27051,0.0,1.0
2016-07-07,405.38,410.0,399.91,407.35,346.178639652237,35177,0.0,1.0
2016-07-06,404.13,408.39,403.98,406.23,345.226828982271,45505,0.0,1.0
2016-07-05,408.6,408.99,402.56,406.26,345.252323910931,36193,0.0,1.0
2016-07-01,413.58,419.47,407.44,409.95,348.388200136085,38768,0.0,1.0
2016-06-30,398.42,415.7399,398.42,414.38,352.152951268182,71176,0.0,1.0
2016-06-29,390.64,398.86,388.7,398.36,338.538659363852,43043,0.0,1.0
2016-06-28,388.32,391.36,385.66,388.53,330.184821072992,46285,0.0,1.0
2016-06-27,395.73,395.73,386.12,387.41,329.233010403027,49170,0.0,1.0
2016-06-24,403.1,408.05,396.68,398.85,338.955076531962,84288,0.0,1.0
2016-06-23,409.33,414.68,409.33,413.25,351.192642288663,25850,0.0,1.0
2016-06-22,407.16,413.4699,406.02,406.66,345.592256293061,27683,0.0,1.0
2016-06-21,410.74,412.24,406.31,407.57,346.365602462408,16283,0.0,1.0
2016-06-20,408.28,413.8946,398.5301,411.5,349.705438116841,42760,0.0,1.0
2016-06-17,402.27,408.395,402.27,406.09,345.107852648525,74704,0.0,1.0
2016-06-16,401.61,404.42,398.28,402.55,342.09945106667,21617,0.0,1.0
2016-06-15,406.05,409.4,403.475,403.74,343.110749903508,28331,0.0,1.0
2016-06-14,398.35,407.06,396.105,403.81,343.170238070381,36693,0.0,1.0
2016-06-13,402.5,402.795,399.27,400.13,340.04286015478,45950,1.6,1.0
2016-06-10,409.12,409.12,402.17,406.81,344.342807207741,26775,0.0,1.0
2016-06-09,409.65,412.41,408.07,410.2,347.21226006395,21026,0.0,1.0
2016-06-08,409.71,412.0571,401.06,411.15,348.016384020704,22168,0.0,1.0
2016-06-07,405.07,410.16,401.45,409.01,346.204989002331,23371,0.0,1.0
2016-06-06,403.39,405.62,398.55,404.52,342.404445248827,43782,0.0,1.0
2016-06-03,405.27,407.34,402.0,402.92,341.050131216399,34669,0.0,1.0
2016-06-02,404.1,407.75,403.8,407.37,344.816817119091,34526,0.0,1.0
2016-06-01,403.25,407.3899,399.6,405.98,343.640256803419,17190,0.0,1.0
2016-05-31,411.21,411.62,403.26,405.0,342.810739458556,46436,0.0,1.0
2016-05-27,404.49,410.58,404.4,409.06,346.247311315844,30837,0.0,1.0
2016-05-26,405.62,406.3,400.24,405.01,342.819203921259,21788,0.0,1.0
2016-05-25,404.9,406.0,402.102,404.11,342.057402278017,16371,0.0,1.0
2016-05-24,400.7,404.75,398.171,403.33,341.397174187208,24456,0.0,1.0
2016-05-23,399.1,404.78,397.8,400.6,339.086375869377,36477,0.0,1.0
2016-05-20,398.27,403.99,396.99,398.3,337.13954944776,44708,0.0,1.0
