,LII_Open,LII_High,LII_Low,LII_Close,LII_Adj Close,LII_Volume,LII_Dividend Amount,LII_Split Coefficient
2014-01-23,88.28,88.28,87.5,87.83,77.0302520460656,253500,0.0,1.0
2014-01-22,88.43,88.82,87.83,88.55,77.6617194430048,185100,0.0,1.0
2014-01-21,88.56,88.84,87.89,88.19,77.3459857445352,310700,0.0,1.0
2014-01-17,87.84,87.91,87.15,87.8,77.0039409045265,237600,0.0,1.0
2014-01-16,87.81,88.06,86.94,87.99,77.1705781342743,160500,0.0,1.0
2014-01-15,88.28,88.28,87.34,88.0,77.1793485147873,206500,0.0,1.0
2014-01-14,86.81,87.75,86.275,87.63,76.8548444358047,178700,0.0,1.0
2014-01-13,87.96,88.1,86.24,86.58,75.9339544819351,250900,0.0,1.0
2014-01-10,87.32,88.26,87.32,88.01,77.1881188953004,326300,0.0,1.0
2014-01-09,86.99,87.47,86.31,87.25,76.5215699763091,384100,0.0,1.0
2014-01-08,85.55,86.95,84.89,86.91,76.2233770388656,552300,0.0,1.0
2014-01-07,84.99,85.67,84.5501,85.41,74.907819961909,268200,0.0,1.0
2014-01-06,85.52,85.68,84.34,84.62,74.2149599013785,375300,0.0,1.0
2014-01-03,84.56,85.69,84.41,85.17,74.6973308295959,373600,0.0,1.0
2014-01-02,84.9,85.52,84.11,84.28,73.916766963935,372900,0.0,1.0
2013-12-31,85.24,86.14,84.97,85.06,74.6008566439524,462700,0.0,1.0
2013-12-30,84.66,85.16,84.44,85.12,74.6534789270307,294000,0.0,1.0
2013-12-27,84.96,85.04,84.48,84.57,74.1711079988133,330800,0.24,1.0
2013-12-26,85.32,85.65,84.64,84.86,74.2148358068541,184600,0.0,1.0
2013-12-24,84.68,85.462,84.445,85.11,74.4334748470581,147200,0.0,1.0
2013-12-23,84.48,84.86,84.07,84.42,73.830031096095,366200,0.0,1.0
2013-12-20,83.87,84.95,83.66,83.98,73.4452263853359,974200,0.0,1.0
2013-12-19,85.06,85.16,83.48,83.56,73.0779127977931,767300,0.0,1.0
2013-12-18,85.18,85.53,82.1,85.08,74.4072381622336,653900,0.0,1.0
2013-12-17,80.73,81.51,80.66,81.31,71.1101614359569,409600,0.0,1.0
2013-12-16,81.0,81.48,80.36,80.82,70.681628917157,501000,0.0,1.0
2013-12-13,81.37,81.87,80.41,80.57,70.462989876953,375600,0.0,1.0
2013-12-12,80.54,81.79,80.418,81.37,71.1626348056059,369700,0.0,1.0
2013-12-11,82.29,82.29,80.39,80.53,70.4280076305204,281100,0.0,1.0
2013-12-10,82.36,83.25,82.03,82.09,71.7923152413935,269200,0.0,1.0
2013-12-09,81.95,82.99,81.7625,82.63,72.2645755682342,365600,0.0,1.0
2013-12-06,81.51,82.4,81.18,81.7,71.4512383386752,240400,0.0,1.0
2013-12-05,80.05,80.65,79.88,80.37,70.2880786447898,266200,0.0,1.0
2013-12-04,79.62,81.0,78.96,80.28,70.2093685903163,322200,0.0,1.0
2013-12-03,81.32,81.5,79.96,80.48,70.3842798224796,382000,0.0,1.0
2013-12-02,82.54,83.18,81.63,81.77,71.5124572699323,376800,0.0,1.0
2013-11-29,83.0,83.0,82.31,82.4,72.0634276512465,112000,0.0,1.0
2013-11-27,82.9,82.975,82.11,82.93,72.526942416479,297700,0.0,1.0
2013-11-26,81.85,82.7,81.52,82.59,72.2295933218015,227900,0.0,1.0
2013-11-25,81.74,82.15,81.14,81.94,71.6611318172711,157300,0.0,1.0
2013-11-22,81.7,81.98,81.3,81.73,71.4774750234997,213200,0.0,1.0
2013-11-21,80.57,81.76,80.49,81.7,71.4512383386752,221100,0.0,1.0
2013-11-20,80.13,81.24,80.02,80.3,70.2268597135327,207300,0.0,1.0
2013-11-19,80.04,80.64,79.67,80.14,70.0869307278021,316500,0.0,1.0
2013-11-18,81.15,81.37,79.68,80.02,69.9819839885042,260400,0.0,1.0
2013-11-15,80.8,81.29,80.38,81.14,70.9614868886182,176200,0.0,1.0
2013-11-14,79.46,80.7,79.18,80.62,70.5067176849938,266900,0.0,1.0
2013-11-13,79.21,79.94,78.94,79.5,69.5272147848798,846100,0.0,1.0
2013-11-12,79.8,80.05,79.15,79.63,69.6409070857859,323500,0.0,1.0
2013-11-11,79.69,80.69,79.15,80.13,70.0781851661939,412000,0.0,1.0
2013-11-08,78.7,80.07,78.36,79.9,69.8770372492062,434800,0.0,1.0
2013-11-07,79.98,80.494,79.1,79.1,69.1773923205533,568200,0.0,1.0
2013-11-06,78.96,80.05,78.72,79.9,69.8770372492062,519100,0.0,1.0
2013-11-05,78.67,79.27,78.19,78.62,68.7576053633616,391400,0.0,1.0
2013-11-04,78.61,79.22,78.31,79.07,69.1511556357289,189300,0.0,1.0
2013-11-01,78.18,78.68,77.1,78.4,68.5652030079821,327700,0.0,1.0
2013-10-31,78.02,79.19,77.62,78.06,68.2678539133046,394500,0.0,1.0
2013-10-30,78.85,79.02,77.82,78.08,68.2853450365209,230100,0.0,1.0
2013-10-29,78.78,79.2765,78.25,78.65,68.7838420481861,356600,0.0,1.0
2013-10-28,78.41,78.75,78.05,78.41,68.5739485695902,429300,0.0,1.0
2013-10-25,78.55,79.32,78.13,78.54,68.6876408704963,294100,0.0,1.0
2013-10-24,77.85,78.86,77.72,78.24,68.4252740222515,350700,0.0,1.0
2013-10-23,77.32,78.2,76.92,77.56,67.8305758328966,354200,0.0,1.0
2013-10-22,77.68,77.94,76.8801,77.63,67.8917947641537,710500,0.0,1.0
2013-10-21,75.1,77.67,74.03,77.1,67.4282799989211,1207500,0.0,1.0
2013-10-18,74.03,75.93,74.03,75.46,65.9940078951827,601300,0.0,1.0
2013-10-17,73.29,74.13,73.07,73.89,64.6209547227015,289100,0.0,1.0
2013-10-16,74.02,74.115,72.88,73.6,64.3673334360648,468800,0.0,1.0
2013-10-15,74.29,74.54,73.48,73.97,64.6909192155668,293000,0.0,1.0
2013-10-14,74.0,74.76,73.73,74.57,65.2156529120564,205400,0.0,1.0
2013-10-11,72.83,74.64,72.73,74.57,65.2156529120564,321600,0.0,1.0
2013-10-10,71.37,73.11,71.37,73.11,63.9388009172649,311800,0.0,1.0
2013-10-09,70.7,71.5,70.05,70.88,61.988540678645,252700,0.0,1.0
2013-10-08,72.51,72.85,70.23,70.53,61.6824460223594,786000,0.0,1.0
2013-10-07,73.33,73.66,72.7,72.73,63.6064695761548,303300,0.0,1.0
2013-10-04,73.93,74.45,73.13,73.94,64.6646825307423,248300,0.0,1.0
2013-10-03,74.44,74.69,73.03,73.99,64.7084103387831,261000,0.0,1.0
2013-10-02,74.55,74.58,73.63,74.56,65.2069073504483,349600,0.0,1.0
2013-10-01,74.79,76.08,74.49,75.12,65.6966588005053,558400,0.24,1.0
2013-09-30,73.81,75.46,73.67,75.26,65.609481705494,244500,0.0,1.0
2013-09-27,74.99,75.44,74.48,74.79,65.199749358941,236600,0.0,1.0
2013-09-26,74.7,75.56,74.15,75.52,65.8361421525233,313800,0.0,1.0
2013-09-25,74.4,74.94,73.79,74.77,65.1823139399387,320200,0.0,1.0
2013-09-24,73.6,75.07,73.27,74.42,64.8771941073992,341200,0.0,1.0
2013-09-23,73.82,74.09,72.85,73.65,64.2059304758123,241200,0.0,1.0
2013-09-20,74.17,74.65,73.84,74.0,64.5110503083518,638700,0.0,1.0
2013-09-19,74.76,75.77,74.16,74.21,64.6941222078755,232600,0.0,1.0
2013-09-18,73.5,75.3,72.8,74.76,65.1735962304376,439000,0.0,1.0
2013-09-17,72.91,73.7,72.88,73.7,64.2495190233179,249100,0.0,1.0
2013-09-16,73.94,74.02,72.8,73.05,63.6828679057446,225500,0.0,1.0
2013-09-13,73.01,73.23,72.22,72.79,63.4562074587152,225400,0.0,1.0
2013-09-12,73.46,74.16,72.63,72.76,63.4300543302118,284600,0.0,1.0
2013-09-11,72.6,73.45,72.315,73.42,64.0054231572863,233000,0.0,1.0
2013-09-10,72.5,73.08,72.06,72.78,63.4474897492141,319500,0.0,1.0
2013-09-09,70.45,72.49,70.45,72.46,63.168523045178,355800,0.0,1.0
2013-09-06,69.91,70.9,69.08,70.52,61.477287401959,304000,0.0,1.0
2013-09-05,69.42,69.85,69.34,69.52,60.6055164518462,193300,0.0,1.0
2013-09-04,69.17,69.71,68.57,69.41,60.5096216473338,461800,0.0,1.0
2013-09-03,69.2,70.24,68.68,69.34,60.4485976808259,557800,0.0,1.0
2013-08-30,69.48,69.48,68.53,68.65,59.847075725248,454100,0.0,1.0
2013-08-29,68.34,69.69,68.24,69.5,60.5880810328439,339400,0.0,1.0
2013-08-28,67.84,68.84,67.5603,68.43,59.6552861162232,357600,0.0,1.0
2013-08-27,68.44,68.63,67.67,67.97,59.2542714791712,315300,0.0,1.0
2013-08-26,69.3,69.96,68.94,69.13,60.2655257813021,195300,0.0,1.0
2013-08-23,70.12,70.502,68.7,69.34,60.4485976808259,232500,0.0,1.0
2013-08-22,69.14,70.2,69.06,69.97,60.997813379397,251100,0.0,1.0
2013-08-21,68.78,70.0,68.51,68.91,60.0737361722773,348300,0.0,1.0
2013-08-20,68.33,69.55,67.98,69.21,60.3352674573112,291700,0.0,1.0
2013-08-19,69.18,69.18,68.13,68.19,59.4460610881961,354000,0.0,1.0
2013-08-16,68.29,69.56,67.81,69.28,60.3962914238191,509400,0.0,1.0
2013-08-15,67.57,68.7,66.94,68.2,59.4547787976972,756700,0.0,1.0
