,INGN_Open,INGN_High,INGN_Low,INGN_Close,INGN_Adj Close,INGN_Volume,INGN_Dividend Amount,INGN_Split Coefficient
2023-04-26,13.28,13.28,12.925,13.04,13.04,166756,0.0,1.0
2023-04-25,13.54,13.83,13.18,13.21,13.21,228137,0.0,1.0
2023-04-24,13.31,13.75,13.31,13.74,13.74,180551,0.0,1.0
2023-04-21,13.28,13.47,13.145,13.4,13.4,223153,0.0,1.0
2023-04-20,12.97,13.45,12.81,13.29,13.29,406512,0.0,1.0
2023-04-19,12.65,13.07,12.65,13.0,13.0,233677,0.0,1.0
2023-04-18,12.99,12.99,12.37,12.7,12.7,281803,0.0,1.0
2023-04-17,12.8,12.98,12.52,12.96,12.96,157152,0.0,1.0
2023-04-14,13.34,13.34,12.66,12.79,12.79,137659,0.0,1.0
2023-04-13,13.13,13.4,12.89,13.25,13.25,242098,0.0,1.0
2023-04-12,13.48,13.57,12.96,13.03,13.03,226977,0.0,1.0
2023-04-11,12.93,13.41,12.93,13.3,13.3,399816,0.0,1.0
2023-04-10,12.57,12.87,12.3228,12.78,12.78,267011,0.0,1.0
2023-04-06,12.19,12.595,12.13,12.53,12.53,196302,0.0,1.0
2023-04-05,11.98,12.25,11.89,12.12,12.12,262877,0.0,1.0
2023-04-04,12.17,12.42,11.77,12.01,12.01,311302,0.0,1.0
2023-04-03,12.52,12.629,12.15,12.18,12.18,234903,0.0,1.0
2023-03-31,12.2,12.6,12.18,12.48,12.48,279542,0.0,1.0
2023-03-30,12.07,12.35,11.99,12.15,12.15,359846,0.0,1.0
2023-03-29,12.08,12.12,11.6,11.88,11.88,498691,0.0,1.0
2023-03-28,12.26,12.3,11.85,11.89,11.89,269760,0.0,1.0
2023-03-27,12.61,12.68,12.26,12.33,12.33,297210,0.0,1.0
2023-03-24,12.51,12.84,12.22,12.41,12.41,283177,0.0,1.0
2023-03-23,12.8,13.275,12.65,12.7,12.7,234275,0.0,1.0
2023-03-22,13.32,13.515,12.65,12.69,12.69,361794,0.0,1.0
2023-03-21,12.97,13.43,12.83,13.35,13.35,499030,0.0,1.0
2023-03-20,12.72,12.99,12.6,12.71,12.71,335108,0.0,1.0
2023-03-17,13.29,13.335,12.581,12.66,12.66,812201,0.0,1.0
2023-03-16,13.2,13.58,12.95,13.38,13.38,318291,0.0,1.0
2023-03-15,13.02,13.58,12.8501,13.41,13.41,449503,0.0,1.0
2023-03-14,13.73,13.73,13.06,13.33,13.33,228426,0.0,1.0
2023-03-13,13.14,13.54,13.12,13.29,13.29,246605,0.0,1.0
2023-03-10,13.71,13.73,13.22,13.47,13.47,219122,0.0,1.0
2023-03-09,14.43,14.54,13.74,13.76,13.76,294301,0.0,1.0
2023-03-08,14.64,14.78,14.3,14.46,14.46,303385,0.0,1.0
2023-03-07,14.81,14.97,14.56,14.64,14.64,230557,0.0,1.0
2023-03-06,15.48,15.48,14.72,14.81,14.81,313798,0.0,1.0
2023-03-03,15.88,15.88,15.37,15.48,15.48,203192,0.0,1.0
2023-03-02,15.4,15.74,15.05,15.71,15.71,312158,0.0,1.0
2023-03-01,15.89,16.34,15.29,15.56,15.56,325865,0.0,1.0
2023-02-28,16.2,16.49,15.53,15.67,15.67,400030,0.0,1.0
2023-02-27,15.96,16.98,15.51,16.5,16.5,527601,0.0,1.0
2023-02-24,20.35,21.29,14.51,15.89,15.89,1909791,0.0,1.0
2023-02-23,23.4,23.54,22.93,23.16,23.16,108736,0.0,1.0
2023-02-22,22.82,23.41,22.82,23.17,23.17,124408,0.0,1.0
2023-02-21,23.27,23.27,22.61,22.73,22.73,126486,0.0,1.0
2023-02-17,23.58,23.585,23.245,23.5,23.5,87632,0.0,1.0
2023-02-16,23.02,23.8,22.79,23.48,23.48,153638,0.0,1.0
2023-02-15,23.18,23.53,22.93,23.44,23.44,102227,0.0,1.0
2023-02-14,23.67,24.0,23.2,23.33,23.33,234120,0.0,1.0
2023-02-13,23.63,24.13,23.04,23.84,23.84,256064,0.0,1.0
2023-02-10,23.57,24.04,22.945,23.5,23.5,140644,0.0,1.0
2023-02-09,23.95,24.11,23.63,23.75,23.75,147335,0.0,1.0
2023-02-08,24.82,25.14,23.45,23.6,23.6,158920,0.0,1.0
2023-02-07,25.12,25.45,24.785,25.14,25.14,210055,0.0,1.0
2023-02-06,25.75,26.05,24.95,25.19,25.19,165608,0.0,1.0
2023-02-03,25.17,26.11,24.23,26.0,26.0,245857,0.0,1.0
2023-02-02,24.44,25.92,23.265,25.69,25.69,176912,0.0,1.0
2023-02-01,23.37,24.18,21.95,24.13,24.13,219211,0.0,1.0
2023-01-31,22.55,23.55,22.4,23.33,23.33,180798,0.0,1.0
2023-01-30,22.65,22.97,22.3,22.45,22.45,90005,0.0,1.0
2023-01-27,22.71,23.0,22.295,22.85,22.85,131323,0.0,1.0
2023-01-26,22.62,23.3,22.46,22.78,22.78,56085,0.0,1.0
2023-01-25,23.31,23.53,22.335,22.36,22.36,103085,0.0,1.0
2023-01-24,23.97,24.31,23.43,23.5,23.5,88198,0.0,1.0
2023-01-23,22.68,24.08,22.3,24.06,24.06,179420,0.0,1.0
2023-01-20,22.02,22.62,21.41,22.6,22.6,216705,0.0,1.0
2023-01-19,21.72,22.4,21.44,21.71,21.71,241243,0.0,1.0
2023-01-18,22.86,23.5,21.85,22.0,22.0,224687,0.0,1.0
2023-01-17,22.45,23.42,22.01,22.61,22.61,407506,0.0,1.0
2023-01-13,23.05,23.3468,22.69,23.28,23.28,224448,0.0,1.0
2023-01-12,22.41,23.3222,21.73,23.23,23.23,308721,0.0,1.0
2023-01-11,22.0,22.18,21.39,22.16,22.16,417696,0.0,1.0
2023-01-10,21.17,22.275,21.075,21.85,21.85,442735,0.0,1.0
2023-01-09,21.96,22.09,21.42,21.47,21.47,139584,0.0,1.0
2023-01-06,21.77,22.14,21.28,21.77,21.77,160781,0.0,1.0
2023-01-05,21.3,21.79,20.66,21.49,21.49,151446,0.0,1.0
2023-01-04,20.19,21.41,19.9,21.38,21.38,168612,0.0,1.0
2023-01-03,20.02,20.37,19.73,19.87,19.87,294371,0.0,1.0
2022-12-30,19.43,19.79,19.2461,19.71,19.71,73458,0.0,1.0
2022-12-29,19.31,19.83,19.08,19.6,19.6,114838,0.0,1.0
2022-12-28,19.4,19.93,19.12,19.14,19.14,88046,0.0,1.0
2022-12-27,19.9,20.23,19.38,19.45,19.45,82888,0.0,1.0
2022-12-23,19.9,20.11,19.61,19.92,19.92,107016,0.0,1.0
2022-12-22,19.79,19.97,19.32,19.95,19.95,162834,0.0,1.0
2022-12-21,20.4,20.72,19.98,20.02,20.02,147421,0.0,1.0
2022-12-20,20.19,20.55,20.0012,20.1,20.1,176817,0.0,1.0
2022-12-19,20.57,20.78,20.01,20.39,20.39,166054,0.0,1.0
2022-12-16,20.13,20.84,20.1,20.68,20.68,383019,0.0,1.0
2022-12-15,20.86,21.15,20.31,20.48,20.48,229232,0.0,1.0
2022-12-14,21.34,21.83,20.98,21.24,21.24,287971,0.0,1.0
2022-12-13,21.78,22.1511,21.08,21.36,21.36,289166,0.0,1.0
2022-12-12,20.96,21.09,20.7,20.94,20.94,126426,0.0,1.0
2022-12-09,20.92,21.49,20.45,20.94,20.94,67893,0.0,1.0
2022-12-08,21.0,21.3,20.77,21.18,21.18,90269,0.0,1.0
2022-12-07,21.12,21.64,20.6214,20.96,20.96,119784,0.0,1.0
2022-12-06,21.22,22.04,20.64,21.15,21.15,156663,0.0,1.0
2022-12-05,22.79,22.79,21.32,21.4,21.4,113258,0.0,1.0
2022-12-02,22.41,23.15,22.08,23.0,23.0,222750,0.0,1.0
2022-12-01,22.51,23.37,22.51,22.89,22.89,115366,0.0,1.0
2022-11-30,21.68,22.44,21.51,22.32,22.32,279202,0.0,1.0
2022-11-29,22.5,22.5775,21.78,21.79,21.79,70919,0.0,1.0
2022-11-28,23.09,23.185,22.0,22.48,22.48,143669,0.0,1.0
2022-11-25,23.38,23.38,22.95,23.1,23.1,28540,0.0,1.0
2022-11-23,23.25,23.47,22.95,23.3,23.3,96600,0.0,1.0
2022-11-22,23.07,23.35,22.21,23.26,23.26,87256,0.0,1.0
2022-11-21,22.71,23.216,22.63,22.96,22.96,203406,0.0,1.0
2022-11-18,23.15,23.23,22.71,22.87,22.87,231729,0.0,1.0
2022-11-17,22.84,23.075,22.41,22.63,22.63,119158,0.0,1.0
2022-11-16,22.45,23.5,22.45,23.18,23.18,119146,0.0,1.0
2022-11-15,22.7,23.33,22.24,22.54,22.54,132255,0.0,1.0
2022-11-14,22.35,22.73,22.025,22.3,22.3,193639,0.0,1.0
2022-11-11,21.35,22.88,21.02,22.5,22.5,152881,0.0,1.0
2022-11-10,21.07,21.89,20.9,21.3,21.3,199654,0.0,1.0
2022-11-09,20.59,20.74,20.06,20.19,20.19,899022,0.0,1.0
2022-11-08,20.87,21.38,20.42,20.79,20.79,138637,0.0,1.0
2022-11-07,20.78,20.98,20.155,20.86,20.86,176392,0.0,1.0
2022-11-04,20.63,20.86,19.99,20.69,20.69,244067,0.0,1.0
2022-11-03,20.87,20.87,19.775,20.28,20.28,222728,0.0,1.0
2022-11-02,21.96,23.18,21.156,21.36,21.36,203758,0.0,1.0
2022-11-01,22.82,23.475,22.71,23.18,23.18,155000,0.0,1.0
2022-10-31,22.42,23.26,22.16,22.66,22.66,134309,0.0,1.0
2022-10-28,22.72,22.89,22.04,22.59,22.59,160303,0.0,1.0
2022-10-27,22.68,22.94,22.14,22.57,22.57,116661,0.0,1.0
2022-10-26,21.88,22.88,21.88,22.5,22.5,114812,0.0,1.0
2022-10-25,20.68,22.34,20.68,21.8,21.8,270838,0.0,1.0
2022-10-24,20.1,20.75,19.63,20.65,20.65,242498,0.0,1.0
2022-10-21,20.22,20.445,19.68,20.07,20.07,214709,0.0,1.0
2022-10-20,19.92,20.23,19.61,20.08,20.08,154767,0.0,1.0
2022-10-19,21.36,21.36,19.84,20.03,20.03,107225,0.0,1.0
2022-10-18,22.03,22.52,21.01,21.32,21.32,190101,0.0,1.0
2022-10-17,20.98,21.69,20.98,21.64,21.64,332813,0.0,1.0
2022-10-14,21.91,21.93,20.59,20.64,20.64,129572,0.0,1.0
2022-10-13,20.21,21.845,20.07,21.73,21.73,189558,0.0,1.0
2022-10-12,20.67,20.67,19.48,20.44,20.44,172025,0.0,1.0
2022-10-11,21.26,21.28,20.4,20.7,20.7,244772,0.0,1.0
2022-10-10,22.0,22.13,20.97,21.26,21.26,165250,0.0,1.0
2022-10-07,22.96,22.99,21.78,22.0,22.0,168707,0.0,1.0
2022-10-06,23.33,23.565,23.07,23.14,23.14,188955,0.0,1.0
2022-10-05,24.1,24.33,23.05,23.33,23.33,130546,0.0,1.0
2022-10-04,24.79,25.01,24.54,24.55,24.55,198987,0.0,1.0
2022-10-03,24.46,24.71,24.01,24.32,24.32,213149,0.0,1.0
2022-09-30,24.16,24.79,24.16,24.28,24.28,197402,0.0,1.0
2022-09-29,23.53,24.13,23.18,24.08,24.08,150040,0.0,1.0
2022-09-28,23.05,24.09,22.94,23.87,23.87,104024,0.0,1.0
2022-09-27,22.96,23.46,22.65,22.74,22.74,104365,0.0,1.0
2022-09-26,22.92,23.25,22.49,22.84,22.84,104903,0.0,1.0
2022-09-23,23.36,23.36,22.28,22.92,22.92,129570,0.0,1.0
2022-09-22,24.75,24.83,23.42,23.67,23.67,129416,0.0,1.0
2022-09-21,25.4,25.77,24.93,24.99,24.99,99157,0.0,1.0
2022-09-20,25.08,25.47,24.475,25.4,25.4,108436,0.0,1.0
2022-09-19,26.58,26.83,25.25,25.42,25.42,126621,0.0,1.0
2022-09-16,27.33,27.33,26.63,26.96,26.96,592827,0.0,1.0
2022-09-15,27.4,27.92,27.2,27.54,27.54,158574,0.0,1.0
2022-09-14,27.4,27.7,27.02,27.46,27.46,147287,0.0,1.0
2022-09-13,27.58,27.91,27.305,27.42,27.42,163790,0.0,1.0
2022-09-12,27.51,28.39,27.47,28.25,28.25,169673,0.0,1.0
2022-09-09,27.73,27.9,27.21,27.39,27.39,244482,0.0,1.0
2022-09-08,28.05,28.67,27.345,27.44,27.44,258270,0.0,1.0
2022-09-07,27.67,28.725,27.67,28.25,28.25,170734,0.0,1.0
2022-09-06,27.93,28.105,27.451,27.64,27.64,150213,0.0,1.0
2022-09-02,29.19,29.34,27.51,27.88,27.88,132711,0.0,1.0
2022-09-01,28.87,29.17,27.96,28.78,28.78,116957,0.0,1.0
2022-08-31,29.26,29.54,28.58,28.63,28.63,89129,0.0,1.0
2022-08-30,28.92,29.44,28.8,29.33,29.33,83498,0.0,1.0
2022-08-29,29.16,29.22,28.43,28.66,28.66,77179,0.0,1.0
2022-08-26,31.15,31.15,29.38,29.49,29.49,85354,0.0,1.0
2022-08-25,30.49,31.12,30.24,31.1,31.1,77865,0.0,1.0
2022-08-24,30.23,31.54,30.0,30.43,30.43,123873,0.0,1.0
2022-08-23,30.35,31.17,29.64,30.46,30.46,190424,0.0,1.0
2022-08-22,29.72,30.58,29.37,30.41,30.41,219437,0.0,1.0
2022-08-19,31.25,31.25,30.2,30.36,30.36,169978,0.0,1.0
2022-08-18,30.83,32.01,30.38,31.6,31.6,111901,0.0,1.0
2022-08-17,31.6,31.75,30.73,31.0,31.0,126114,0.0,1.0
2022-08-16,30.83,31.92,30.16,31.8,31.8,126377,0.0,1.0
2022-08-15,30.1,30.95,30.1,30.85,30.85,88912,0.0,1.0
2022-08-12,30.09,30.86,29.715,30.36,30.36,114632,0.0,1.0
2022-08-11,28.56,30.25,27.5901,30.14,30.14,231700,0.0,1.0
2022-08-10,28.25,28.75,26.9285,28.19,28.19,290192,0.0,1.0
2022-08-09,27.66,27.79,26.7,27.61,27.61,272946,0.0,1.0
2022-08-08,27.72,28.28,26.99,27.61,27.61,209297,0.0,1.0
2022-08-05,28.64,28.64,26.29,27.71,27.71,193136,0.0,1.0
2022-08-04,29.89,29.89,28.41,28.64,28.64,112894,0.0,1.0
2022-08-03,30.0,30.91,29.66,29.77,29.77,230871,0.0,1.0
2022-08-02,28.37,29.83,28.05,29.79,29.79,206985,0.0,1.0
2022-08-01,27.82,28.52,27.42,28.36,28.36,231984,0.0,1.0
2022-07-29,26.31,27.89,25.99,27.82,27.82,336443,0.0,1.0
2022-07-28,26.38,26.5,25.57,26.47,26.47,131723,0.0,1.0
2022-07-27,26.38,26.675,25.71,26.44,26.44,143200,0.0,1.0
2022-07-26,26.53,26.53,25.65,26.07,26.07,140861,0.0,1.0
2022-07-25,27.1,27.24,26.5,26.76,26.76,127506,0.0,1.0
2022-07-22,28.04,28.29,26.835,27.17,27.17,90955,0.0,1.0
2022-07-21,27.6,28.2668,27.5,27.89,27.89,109360,0.0,1.0
2022-07-20,27.7,28.495,27.31,27.66,27.66,148771,0.0,1.0
2022-07-19,27.95,28.34,27.62,27.71,27.71,125060,0.0,1.0
2022-07-18,28.93,29.0,27.52,27.56,27.56,116848,0.0,1.0
2022-07-15,28.08,28.86,27.55,28.78,28.78,122858,0.0,1.0
2022-07-14,26.57,27.6,26.42,27.6,27.6,96182,0.0,1.0
2022-07-13,26.17,27.405,25.9,26.89,26.89,114042,0.0,1.0
2022-07-12,26.59,27.21,26.2,26.61,26.61,91850,0.0,1.0
2022-07-11,27.37,27.79,26.63,26.68,26.68,83798,0.0,1.0
2022-07-08,27.5,27.85,26.36,27.45,27.45,99522,0.0,1.0
2022-07-07,26.88,27.83,26.39,27.55,27.55,269937,0.0,1.0
2022-07-06,25.22,27.275,24.39,26.81,26.81,213586,0.0,1.0
2022-07-05,24.14,25.13,23.7,25.09,25.09,242430,0.0,1.0
2022-07-01,24.2,25.62,23.89,24.5,24.5,138006,0.0,1.0
2022-06-30,23.86,24.81,23.14,24.18,24.18,232709,0.0,1.0
2022-06-29,24.31,24.42,23.59,24.04,24.04,167203,0.0,1.0
2022-06-28,25.82,25.9521,24.37,24.42,24.42,164946,0.0,1.0
2022-06-27,26.2,26.26,25.3,25.63,25.63,176942,0.0,1.0
2022-06-24,26.62,26.72,25.77,26.16,26.16,872220,0.0,1.0
2022-06-23,25.29,27.0,25.29,26.43,26.43,191553,0.0,1.0
2022-06-22,24.6,25.565,24.05,25.18,25.18,232595,0.0,1.0
2022-06-21,25.29,25.29,24.42,24.68,24.68,185234,0.0,1.0
2022-06-17,23.93,24.975,23.93,24.93,24.93,291233,0.0,1.0
2022-06-16,23.7,23.89,23.05,23.76,23.76,98890,0.0,1.0
2022-06-15,23.83,24.77,23.57,24.32,24.32,166051,0.0,1.0
2022-06-14,24.47,24.68,23.335,23.48,23.48,158453,0.0,1.0
2022-06-13,25.36,25.505,24.2209,24.47,24.47,150747,0.0,1.0
2022-06-10,25.71,26.09,25.71,26.03,26.03,88609,0.0,1.0
2022-06-09,26.06,26.65,25.7761,26.19,26.19,116092,0.0,1.0
2022-06-08,26.22,26.85,26.07,26.28,26.28,91081,0.0,1.0
2022-06-07,25.73,26.47,25.73,26.41,26.41,80586,0.0,1.0
2022-06-06,26.4,26.48,25.76,25.99,25.99,132684,0.0,1.0
2022-06-03,26.43,26.47,25.82,26.02,26.02,106325,0.0,1.0
2022-06-02,25.88,26.73,25.55,26.58,26.58,123908,0.0,1.0
2022-06-01,25.78,26.15,25.27,25.91,25.91,146279,0.0,1.0
2022-05-31,25.87,25.97,25.27,25.68,25.68,220976,0.0,1.0
2022-05-27,25.96,26.295,25.04,25.91,25.91,154727,0.0,1.0
2022-05-26,25.28,25.95,25.28,25.86,25.86,145234,0.0,1.0
2022-05-25,25.29,25.34,24.8,25.06,25.06,132229,0.0,1.0
2022-05-24,25.58,26.04,24.96,25.42,25.42,131660,0.0,1.0
2022-05-23,25.35,26.37,24.74,25.84,25.84,188298,0.0,1.0
2022-05-20,25.09,25.09,24.23,24.96,24.96,156801,0.0,1.0
2022-05-19,24.44,25.09,24.34,24.75,24.75,235395,0.0,1.0
2022-05-18,25.65,25.67,24.48,24.56,24.56,260316,0.0,1.0
2022-05-17,25.7,25.95,25.58,25.89,25.89,156963,0.0,1.0
2022-05-16,25.03,25.815,24.9668,25.36,25.36,191760,0.0,1.0
2022-05-13,24.48,25.415,24.09,25.29,25.29,145796,0.0,1.0
2022-05-12,22.81,24.24,22.51,24.21,24.21,189841,0.0,1.0
2022-05-11,23.5,24.195,22.82,22.88,22.88,160686,0.0,1.0
2022-05-10,23.83,24.4,23.255,23.5,23.5,257924,0.0,1.0
2022-05-09,24.22,24.22,23.29,23.54,23.54,250072,0.0,1.0
2022-05-06,24.11,25.09,23.04,24.94,24.94,383237,0.0,1.0
2022-05-05,25.2,25.2,23.47,24.09,24.09,357672,0.0,1.0
2022-05-04,25.34,25.9261,24.55,25.5,25.5,158309,0.0,1.0
2022-05-03,25.6,26.13,25.14,25.24,25.24,163054,0.0,1.0
2022-05-02,25.13,26.06,24.92,25.58,25.58,188773,0.0,1.0
2022-04-29,26.0,26.59,25.21,25.28,25.28,93600,0.0,1.0
2022-04-28,26.52,26.52,25.02,26.07,26.07,141345,0.0,1.0
2022-04-27,26.7,26.92,25.92,26.16,26.16,136654,0.0,1.0
2022-04-26,26.75,27.14,26.295,26.85,26.85,156236,0.0,1.0
2022-04-25,26.83,27.45,26.795,26.97,26.97,190370,0.0,1.0
2022-04-22,27.26,27.6,26.7,26.9,26.9,190809,0.0,1.0
2022-04-21,28.0,28.22,26.7831,27.58,27.58,162959,0.0,1.0
2022-04-20,28.42,28.58,27.75,27.78,27.78,97823,0.0,1.0
2022-04-19,27.37,28.57,27.16,28.16,28.16,321015,0.0,1.0
2022-04-18,28.41,28.82,26.8408,27.54,27.54,286113,0.0,1.0
2022-04-14,30.32,30.53,27.0,28.35,28.35,309910,0.0,1.0
2022-04-13,31.26,31.26,30.05,30.27,30.27,209031,0.0,1.0
2022-04-12,31.46,32.3,31.1,31.23,31.23,181440,0.0,1.0
2022-04-11,32.07,32.2,30.59,31.0,31.0,134263,0.0,1.0
2022-04-08,32.86,33.895,32.285,32.42,32.42,114329,0.0,1.0
2022-04-07,32.83,33.44,32.455,32.91,32.91,85594,0.0,1.0
2022-04-06,33.4,33.4,32.1,32.89,32.89,80514,0.0,1.0
2022-04-05,34.7,34.885,32.87,33.66,33.66,105902,0.0,1.0
2022-04-04,35.29,35.6699,34.37,34.76,34.76,116548,0.0,1.0
2022-04-01,32.41,35.2887,32.13,35.28,35.28,295546,0.0,1.0
2022-03-31,32.62,32.985,32.31,32.42,32.42,69761,0.0,1.0
2022-03-30,33.23,33.32,32.39,32.62,32.62,85035,0.0,1.0
2022-03-29,32.2,33.38,32.18,33.31,33.31,125650,0.0,1.0
2022-03-28,32.09,32.09,31.02,31.77,31.77,109618,0.0,1.0
2022-03-25,32.34,32.86,31.72,31.88,31.88,111921,0.0,1.0
2022-03-24,31.85,32.875,31.58,32.3,32.3,113550,0.0,1.0
2022-03-23,33.16,33.26,31.33,31.54,31.54,158455,0.0,1.0
2022-03-22,33.37,34.09,33.11,33.32,33.32,88090,0.0,1.0
2022-03-21,33.11,33.59,31.51,33.46,33.46,116218,0.0,1.0
2022-03-18,33.82,34.1,33.06,33.29,33.29,225714,0.0,1.0
2022-03-17,32.27,33.965,31.8,33.85,33.85,117861,0.0,1.0
2022-03-16,31.14,32.465,30.92,32.38,32.38,153826,0.0,1.0
2022-03-15,29.32,31.08,29.03,30.97,30.97,162232,0.0,1.0
2022-03-14,29.62,30.0,29.02,29.21,29.21,147467,0.0,1.0
2022-03-11,30.99,31.58,29.79,29.8,29.8,114497,0.0,1.0
2022-03-10,31.19,31.83,30.485,30.68,30.68,145945,0.0,1.0
2022-03-09,31.57,32.0428,31.0,31.56,31.56,111793,0.0,1.0
2022-03-08,33.34,33.51,31.0,31.0,31.0,134753,0.0,1.0
2022-03-07,34.84,35.32,32.92,33.04,33.04,190300,0.0,1.0
2022-03-04,34.46,34.965,33.74,34.79,34.79,150627,0.0,1.0
2022-03-03,35.21,35.25,34.27,34.51,34.51,144179,0.0,1.0
2022-03-02,35.4,36.0,34.36,35.25,35.25,219216,0.0,1.0
2022-03-01,34.6,36.3,34.14,35.21,35.21,501497,0.0,1.0
2022-02-28,31.19,35.02,31.18,34.89,34.89,431899,0.0,1.0
2022-02-25,32.9,32.9,30.1,31.63,31.63,376518,0.0,1.0
2022-02-24,27.57,29.94,27.47,29.94,29.94,196442,0.0,1.0
2022-02-23,28.69,28.94,28.0093,28.1,28.1,99475,0.0,1.0
2022-02-22,28.83,29.39,28.44,28.54,28.54,80172,0.0,1.0
2022-02-18,28.98,29.36,28.7594,29.1,29.1,105057,0.0,1.0
2022-02-17,30.99,30.99,29.01,29.11,29.11,98753,0.0,1.0
2022-02-16,31.81,31.81,30.5,31.35,31.35,87041,0.0,1.0
2022-02-15,31.64,32.19,30.8013,31.94,31.94,154910,0.0,1.0
2022-02-14,30.66,31.63,30.66,31.41,31.41,206538,0.0,1.0
2022-02-11,31.14,31.6699,30.54,30.77,30.77,142320,0.0,1.0
2022-02-10,31.33,32.41,30.96,31.06,31.06,199498,0.0,1.0
2022-02-09,31.34,32.16,31.305,31.8,31.8,103072,0.0,1.0
2022-02-08,30.79,31.34,30.79,31.28,31.28,98378,0.0,1.0
2022-02-07,29.44,30.955,29.44,30.69,30.69,134244,0.0,1.0
2022-02-04,28.96,29.55,28.36,29.4,29.4,98766,0.0,1.0
2022-02-03,29.41,29.7,28.64,28.84,28.84,175417,0.0,1.0
2022-02-02,29.78,29.78,29.11,29.61,29.61,137941,0.0,1.0
2022-02-01,29.7,30.1375,29.36,29.82,29.82,160499,0.0,1.0
2022-01-31,29.32,29.89,29.14,29.73,29.73,151642,0.0,1.0
2022-01-28,29.05,29.38,28.12,29.32,29.32,158142,0.0,1.0
2022-01-27,29.47,29.96,28.83,29.01,29.01,164355,0.0,1.0
2022-01-26,30.35,30.41,29.25,29.34,29.34,134769,0.0,1.0
2022-01-25,30.93,31.32,29.9,30.09,30.09,126106,0.0,1.0
2022-01-24,29.63,31.595,29.565,31.25,31.25,453208,0.0,1.0
2022-01-21,29.97,30.54,29.775,30.08,30.08,220811,0.0,1.0
2022-01-20,30.6,31.85,29.93,30.15,30.15,674146,0.0,1.0
2022-01-19,30.78,31.15,29.785,30.44,30.44,467303,0.0,1.0
2022-01-18,30.57,31.01,29.68,30.42,30.42,281027,0.0,1.0
2022-01-14,30.67,31.49,30.05,30.8,30.8,146696,0.0,1.0
2022-01-13,31.16,32.09,30.89,30.96,30.96,145028,0.0,1.0
2022-01-12,31.12,31.97,30.88,31.47,31.47,229669,0.0,1.0
2022-01-11,29.3,31.43,29.3,31.1,31.1,305681,0.0,1.0
2022-01-10,29.0,29.58,26.19,29.54,29.54,856855,0.0,1.0
2022-01-07,32.92,33.45,32.14,32.47,32.47,216134,0.0,1.0
2022-01-06,34.09,34.63,32.768,33.32,33.32,157384,0.0,1.0
2022-01-05,34.05,34.9,33.66,33.83,33.83,175883,0.0,1.0
2022-01-04,34.23,34.39,33.3,34.0,34.0,165306,0.0,1.0
2022-01-03,34.17,34.52,33.271,34.23,34.23,145619,0.0,1.0
2021-12-31,33.33,34.24,32.968,34.0,34.0,150999,0.0,1.0
2021-12-30,33.68,34.59,33.14,33.4,33.4,160007,0.0,1.0
2021-12-29,33.6,34.23,33.13,33.79,33.79,305417,0.0,1.0
2021-12-28,33.11,33.94,33.11,33.56,33.56,124373,0.0,1.0
2021-12-27,32.72,33.63,31.91,33.52,33.52,167142,0.0,1.0
2021-12-23,32.415,33.285,32.287,32.65,32.65,89732,0.0,1.0
2021-12-22,32.25,32.69,31.8367,32.69,32.69,84034,0.0,1.0
2021-12-21,32.02,32.87,32.01,32.22,32.22,145351,0.0,1.0
2021-12-20,32.25,32.3,30.87,31.56,31.56,157365,0.0,1.0
2021-12-17,31.78,33.24,31.41,32.86,32.86,796649,0.0,1.0
2021-12-16,33.3,33.98,31.9,31.91,31.91,222712,0.0,1.0
2021-12-15,32.57,33.5,32.09,33.02,33.02,343317,0.0,1.0
2021-12-14,32.92,33.73,31.7421,32.55,32.55,205204,0.0,1.0
2021-12-13,34.31,34.31,33.055,33.26,33.26,192809,0.0,1.0
2021-12-10,34.17,35.075,33.8774,34.48,34.48,199772,0.0,1.0
2021-12-09,34.63,35.82,34.17,34.54,34.54,352578,0.0,1.0
2021-12-08,32.35,33.52,31.995,33.08,33.08,122085,0.0,1.0
2021-12-07,31.85,32.81,31.6203,32.39,32.39,268179,0.0,1.0
2021-12-06,30.78,32.1,30.22,31.64,31.64,186067,0.0,1.0
2021-12-03,31.22,32.335,30.44,30.81,30.81,228134,0.0,1.0
2021-12-02,29.65,31.54,29.28,31.16,31.16,355523,0.0,1.0
2021-12-01,30.81,31.7443,29.56,29.66,29.66,187497,0.0,1.0
2021-11-30,31.355,31.355,29.98,30.55,30.55,230897,0.0,1.0
2021-11-29,32.54,32.575,31.1,31.2,31.2,216593,0.0,1.0
2021-11-26,33.24,33.54,31.34,31.88,31.88,126655,0.0,1.0
2021-11-24,33.5,34.1264,33.01,33.56,33.56,160483,0.0,1.0
2021-11-23,33.11,34.18,32.4,33.94,33.94,246096,0.0,1.0
2021-11-22,33.25,34.36,32.75,33.07,33.07,287327,0.0,1.0
2021-11-19,33.81,34.39,32.79,33.15,33.15,391337,0.0,1.0
2021-11-18,33.04,34.21,32.19,34.01,34.01,475587,0.0,1.0
2021-11-17,33.41,33.85,32.76,33.06,33.06,196721,0.0,1.0
2021-11-16,34.11,34.46,33.19,33.46,33.46,251510,0.0,1.0
2021-11-15,34.03,34.44,33.65,34.26,34.26,225385,0.0,1.0
2021-11-12,35.12,35.38,33.63,33.91,33.91,135349,0.0,1.0
2021-11-11,36.49,36.51,34.66,34.81,34.81,121361,0.0,1.0
