,HSKA_Open,HSKA_High,HSKA_Low,HSKA_Close,HSKA_Adj Close,HSKA_Volume,HSKA_Dividend Amount,HSKA_Split Coefficient
2016-09-15,56.2,56.7,55.09,55.58,55.58,100184,0.0,1.0
2016-09-14,54.83,56.47,54.83,56.16,56.16,69643,0.0,1.0
2016-09-13,55.59,55.59,52.27,54.62,54.62,98219,0.0,1.0
2016-09-12,53.01,55.64,52.57,55.59,55.59,100244,0.0,1.0
2016-09-09,54.72,54.76,52.44,52.82,52.82,107797,0.0,1.0
2016-09-08,54.85,55.2865,54.0,54.87,54.87,98969,0.0,1.0
2016-09-07,55.67,57.41,54.54,54.82,54.82,70265,0.0,1.0
2016-09-06,52.87,56.43,52.72,55.56,55.56,211362,0.0,1.0
2016-09-02,52.85,52.85,51.8,52.49,52.49,71097,0.0,1.0
2016-09-01,54.3,54.3,52.19,52.76,52.76,91096,0.0,1.0
2016-08-31,54.25,55.18,51.775,54.57,54.57,146383,0.0,1.0
2016-08-30,52.46,54.6,52.17,54.16,54.16,260084,0.0,1.0
2016-08-29,51.6,53.0776,51.0362,52.44,52.44,102113,0.0,1.0
2016-08-26,50.85,51.6,50.01,51.6,51.6,51617,0.0,1.0
2016-08-25,50.37,51.3,49.9,50.71,50.71,59520,0.0,1.0
2016-08-24,51.306,51.9,49.84,50.31,50.31,65201,0.0,1.0
2016-08-23,52.0,52.3385,50.86,50.99,50.99,70953,0.0,1.0
2016-08-22,50.66,51.8,49.83,51.61,51.61,66353,0.0,1.0
2016-08-19,50.61,50.865,49.73,50.62,50.62,73746,0.0,1.0
2016-08-18,52.3,52.4056,50.67,50.9,50.9,45486,0.0,1.0
2016-08-17,50.35,52.06,49.81,52.0,52.0,98859,0.0,1.0
2016-08-16,50.28,50.77,49.25,50.54,50.54,89286,0.0,1.0
2016-08-15,50.81,51.4367,50.081,50.57,50.57,54967,0.0,1.0
2016-08-12,50.86,50.97,50.05,50.72,50.72,54162,0.0,1.0
2016-08-11,51.96,51.96,50.02,50.63,50.63,102027,0.0,1.0
2016-08-10,52.43,52.7,51.385,51.81,51.81,86199,0.0,1.0
2016-08-09,50.52,53.23,50.26,52.57,52.57,140661,0.0,1.0
2016-08-08,49.74,50.41,49.26,50.35,50.35,89745,0.0,1.0
2016-08-05,48.52,49.75,47.91,49.64,49.64,93570,0.0,1.0
2016-08-04,47.83,48.74,47.46,48.25,48.25,98921,0.0,1.0
2016-08-03,44.48,49.34,43.725,48.61,48.61,396764,0.0,1.0
2016-08-02,43.11,43.845,42.891,43.61,43.61,56407,0.0,1.0
2016-08-01,42.68,43.68,42.3708,43.41,43.41,77504,0.0,1.0
2016-07-29,42.64,43.97,42.5,42.55,42.55,43180,0.0,1.0
2016-07-28,43.52,43.59,42.21,42.52,42.52,62496,0.0,1.0
2016-07-27,43.21,44.21,42.755,42.85,42.85,31430,0.0,1.0
2016-07-26,42.52,43.61,42.2,42.84,42.84,71805,0.0,1.0
2016-07-25,42.07,42.97,41.23,42.51,42.51,102433,0.0,1.0
2016-07-22,42.84,43.86,42.17,42.36,42.36,29621,0.0,1.0
2016-07-21,42.98,43.755,42.8983,43.33,43.33,60568,0.0,1.0
2016-07-20,43.18,44.4015,43.07,43.44,43.44,83214,0.0,1.0
2016-07-19,43.64,43.64,42.04,42.86,42.86,73598,0.0,1.0
2016-07-18,43.77,44.99,43.15,43.36,43.36,112934,0.0,1.0
2016-07-15,42.65,43.4,42.5,43.34,43.34,67430,0.0,1.0
2016-07-14,42.01,42.67,41.76,42.38,42.38,35949,0.0,1.0
2016-07-13,43.02,43.02,41.7,41.99,41.99,57643,0.0,1.0
2016-07-12,43.5,43.59,42.914,43.25,43.25,86972,0.0,1.0
2016-07-11,43.89,43.92,43.255,43.5,43.5,113480,0.0,1.0
2016-07-08,41.4,43.6,41.22,43.52,43.52,171015,0.0,1.0
2016-07-07,40.8,41.7,40.3752,41.19,41.19,122856,0.0,1.0
2016-07-06,38.42,40.7995,38.42,40.48,40.48,99872,0.0,1.0
2016-07-05,39.29,39.71,38.23,38.41,38.41,70190,0.0,1.0
2016-07-01,37.72,40.1,37.4901,39.64,39.64,155454,0.0,1.0
2016-06-30,35.59,37.49,35.59,37.17,37.17,128363,0.0,1.0
2016-06-29,36.01,36.05,35.1801,35.69,35.69,65093,0.0,1.0
2016-06-28,36.35,36.6,35.5,35.72,35.72,204374,0.0,1.0
2016-06-27,35.63,37.21,35.59,36.11,36.11,91795,0.0,1.0
2016-06-24,33.7,35.72,32.265,35.63,35.63,208570,0.0,1.0
2016-06-23,34.08,34.71,33.7,34.55,34.55,28442,0.0,1.0
2016-06-22,33.77,34.52,33.57,33.9,33.9,55501,0.0,1.0
2016-06-21,34.78,34.78,33.65,33.89,33.89,49759,0.0,1.0
2016-06-20,34.73,35.3213,34.19,34.67,34.67,42125,0.0,1.0
2016-06-17,35.43,35.43,33.91,34.49,34.49,87238,0.0,1.0
2016-06-16,34.79,35.572,34.51,35.31,35.31,21105,0.0,1.0
2016-06-15,35.47,35.69,34.99,35.13,35.13,20951,0.0,1.0
2016-06-14,35.64,35.64,34.79,35.25,35.25,35270,0.0,1.0
2016-06-13,37.17,37.17,34.95,35.27,35.27,30706,0.0,1.0
2016-06-10,35.87,36.17,34.19,35.56,35.56,38652,0.0,1.0
2016-06-09,36.27,37.31,35.235,36.12,36.12,88565,0.0,1.0
2016-06-08,35.06,36.31,35.06,36.16,36.16,63160,0.0,1.0
2016-06-07,35.82,35.82,34.58,35.29,35.29,39273,0.0,1.0
2016-06-06,36.45,36.71,35.21,35.52,35.52,60449,0.0,1.0
2016-06-03,37.6,37.6,35.0833,36.37,36.37,58156,0.0,1.0
2016-06-02,36.21,37.74,36.21,37.62,37.62,99007,0.0,1.0
2016-06-01,36.225,36.44,35.96,36.39,36.39,41316,0.0,1.0
2016-05-31,36.57,36.57,35.54,36.27,36.27,49359,0.0,1.0
2016-05-27,36.39,37.11,35.3211,36.71,36.71,28406,0.0,1.0
2016-05-26,38.0,38.0,36.19,36.38,36.38,42307,0.0,1.0
2016-05-25,36.55,37.88,36.3516,37.75,37.75,55042,0.0,1.0
2016-05-24,36.37,36.6425,36.21,36.42,36.42,42735,0.0,1.0
2016-05-23,36.33,36.75,36.25,36.34,36.34,44632,0.0,1.0
2016-05-20,36.7,37.11,36.2,36.49,36.49,36228,0.0,1.0
2016-05-19,36.65,36.955,35.76,36.46,36.46,45877,0.0,1.0
2016-05-18,36.51,37.41,36.51,36.89,36.89,35412,0.0,1.0
2016-05-17,38.25,38.58,36.37,36.77,36.77,73000,0.0,1.0
2016-05-16,39.91,39.91,38.06,38.62,38.62,72912,0.0,1.0
2016-05-13,38.59,40.73,38.59,39.56,39.56,119646,0.0,1.0
2016-05-12,38.25,38.99,37.27,38.83,38.83,96878,0.0,1.0
2016-05-11,38.32,38.83,37.85,38.25,38.25,128903,0.0,1.0
2016-05-10,36.45,38.49,35.63,38.465,38.465,126777,0.0,1.0
2016-05-09,35.25,36.44,35.25,36.42,36.42,119294,0.0,1.0
2016-05-06,35.0,35.48,34.5,35.11,35.11,50657,0.0,1.0
2016-05-05,34.93,36.3,34.46,35.3,35.3,74470,0.0,1.0
2016-05-04,35.16,36.76,34.75,35.19,35.19,133329,0.0,1.0
2016-05-03,31.75,36.95,31.0,35.86,35.86,328463,0.0,1.0
2016-05-02,30.28,30.47,28.6,29.79,29.79,78868,0.0,1.0
2016-04-29,30.51,30.76,29.56,30.6,30.6,71870,0.0,1.0
2016-04-28,28.43,31.1,27.79,30.61,30.61,89264,0.0,1.0
2016-04-27,27.99,29.04,27.73,28.71,28.71,64550,0.0,1.0
2016-04-26,26.87,28.44,26.255,28.17,28.17,116186,0.0,1.0
2016-04-25,28.61,28.61,26.87,27.05,27.05,54482,0.0,1.0
2016-04-22,28.08,28.85,27.52,28.78,28.78,40290,0.0,1.0
2016-04-21,27.58,28.63,27.58,28.22,28.22,38935,0.0,1.0
2016-04-20,26.93,28.225,26.444,27.73,27.73,46689,0.0,1.0
2016-04-19,28.34,28.73,26.97,27.24,27.24,153591,0.0,1.0
2016-04-18,28.66,28.83,28.2,28.49,28.49,51036,0.0,1.0
2016-04-15,28.89,29.03,28.46,28.64,28.64,38686,0.0,1.0
2016-04-14,29.13,29.75,28.755,28.89,28.89,35197,0.0,1.0
2016-04-13,28.4,29.67,28.4,29.23,29.23,56801,0.0,1.0
2016-04-12,28.09,28.99,28.04,28.85,28.85,33472,0.0,1.0
2016-04-11,29.16,29.1607,28.04,28.04,28.04,62965,0.0,1.0
2016-04-08,29.08,29.27,28.56,28.88,28.88,43402,0.0,1.0
2016-04-07,29.88,30.13,29.04,29.12,29.12,38288,0.0,1.0
2016-04-06,29.44,30.5,29.3,30.2,30.2,28866,0.0,1.0
2016-04-05,30.01,30.6,29.2,29.34,29.34,58400,0.0,1.0
2016-04-04,30.9,30.9,29.94,30.07,30.07,52759,0.0,1.0
2016-04-01,28.96,30.87,28.79,30.75,30.75,67342,0.0,1.0
2016-03-31,28.5,28.92,28.4,28.5,28.5,110851,0.0,1.0
2016-03-30,29.66,29.66,28.4,28.4,28.4,79755,0.0,1.0
2016-03-29,27.59,29.77,27.0,29.56,29.56,106324,0.0,1.0
2016-03-28,28.12,28.4,27.0,27.66,27.66,76215,0.0,1.0
2016-03-24,27.35,28.5,27.2,28.38,28.38,69047,0.0,1.0
2016-03-23,27.61,28.21,27.075,27.43,27.43,91088,0.0,1.0
2016-03-22,27.08,28.22,27.08,27.5,27.5,60498,0.0,1.0
2016-03-21,27.87,28.73,27.22,27.28,27.28,89752,0.0,1.0
2016-03-18,29.63,29.75,27.79,27.99,27.99,71221,0.0,1.0
2016-03-17,29.97,29.97,28.49,29.54,29.54,47433,0.0,1.0
2016-03-16,30.47,30.69,27.71,30.14,30.14,85252,0.0,1.0
2016-03-15,31.58,31.7,30.41,30.52,30.52,38348,0.0,1.0
2016-03-14,32.55,32.67,31.92,32.0,32.0,37911,0.0,1.0
2016-03-11,32.39,33.105,31.56,32.94,32.94,40911,0.0,1.0
2016-03-10,32.56,32.824,31.58,32.03,32.03,60272,0.0,1.0
2016-03-09,32.3,32.61,31.38,32.52,32.52,57458,0.0,1.0
2016-03-08,31.15,33.25,30.8,32.05,32.05,98211,0.0,1.0
2016-03-07,30.0,32.9399,30.0,31.44,31.44,116703,0.0,1.0
2016-03-04,31.0,31.0,28.61,30.05,30.05,225256,0.0,1.0
2016-03-03,34.96,35.34,30.58,30.98,30.98,171570,0.0,1.0
2016-03-02,32.81,33.79,32.38,33.64,33.64,34222,0.0,1.0
2016-03-01,32.1002,32.78,31.58,32.65,32.65,38301,0.0,1.0
2016-02-29,32.53,33.05,32.31,32.56,32.56,59120,0.0,1.0
2016-02-26,33.36,33.5,32.47,32.67,32.67,11866,0.0,1.0
2016-02-25,32.67,33.29,32.67,33.24,33.24,20210,0.0,1.0
2016-02-24,32.05,32.95,31.83,32.7,32.7,27568,0.0,1.0
2016-02-23,31.75,32.9081,31.72,32.55,32.55,22033,0.0,1.0
2016-02-22,31.51,33.725,31.46,31.77,31.77,56286,0.0,1.0
2016-02-19,31.27,31.985,31.27,31.57,31.57,37918,0.0,1.0
2016-02-18,32.3,32.7,31.1744,31.25,31.25,32001,0.0,1.0
2016-02-17,32.48,33.03,32.215,32.31,32.31,43118,0.0,1.0
2016-02-16,32.62,33.01,31.031,32.07,32.07,44727,0.0,1.0
2016-02-12,32.5,33.34,32.03,32.5,32.5,44089,0.0,1.0
2016-02-11,33.45,33.728,32.26,32.5,32.5,75226,0.0,1.0
2016-02-10,35.25,37.519,33.45,33.91,33.91,55205,0.0,1.0
2016-02-09,34.97,35.85,34.66,34.85,34.85,51636,0.0,1.0
2016-02-08,36.03,36.09,35.05,35.34,35.34,64447,0.0,1.0
2016-02-05,36.46,36.94,35.5,36.47,36.47,52403,0.0,1.0
2016-02-04,36.38,37.22,36.19,36.64,36.64,43425,0.0,1.0
2016-02-03,37.43,37.43,36.2901,36.76,36.76,46897,0.0,1.0
2016-02-02,36.45,37.41,35.85,36.97,36.97,27610,0.0,1.0
2016-02-01,37.26,37.4855,36.55,36.88,36.88,32473,0.0,1.0
2016-01-29,36.49,37.92,36.49,37.36,37.36,65320,0.0,1.0
2016-01-28,37.33,37.33,35.615,36.49,36.49,49098,0.0,1.0
2016-01-27,36.57,37.42,35.76,36.62,36.62,63878,0.0,1.0
2016-01-26,35.17,36.77,34.59,36.56,36.56,47890,0.0,1.0
2016-01-25,35.57,35.94,34.73,34.87,34.87,62963,0.0,1.0
2016-01-22,35.56,35.84,35.06,35.77,35.77,27997,0.0,1.0
2016-01-21,35.64,35.735,33.31,34.88,34.88,67814,0.0,1.0
2016-01-20,33.98,36.34,33.725,35.57,35.57,81638,0.0,1.0
2016-01-19,34.48,35.11,33.2,34.24,34.24,115265,0.0,1.0
2016-01-15,34.41,35.24,32.87,33.99,33.99,68586,0.0,1.0
2016-01-14,35.32,35.82,34.33,35.33,35.33,56291,0.0,1.0
2016-01-13,36.71,36.71,34.44,34.97,34.97,54590,0.0,1.0
2016-01-12,36.77,36.846,35.85,36.29,36.29,44490,0.0,1.0
2016-01-11,36.24,36.86,35.17,36.3,36.3,53851,0.0,1.0
2016-01-08,36.59,36.61,35.6,35.78,35.78,73881,0.0,1.0
2016-01-07,36.21,36.58,35.612,36.13,36.13,39583,0.0,1.0
2016-01-06,37.17,37.3,36.3,36.9,36.9,40400,0.0,1.0
2016-01-05,37.24,38.294,35.3,37.47,37.47,62550,0.0,1.0
2016-01-04,37.91,38.25,36.685,36.96,36.96,85121,0.0,1.0
2015-12-31,38.64,39.47,37.84,38.68,38.68,158216,0.0,1.0
2015-12-30,39.88,39.9899,38.58,38.66,38.66,36841,0.0,1.0
2015-12-29,38.73,40.29,38.73,39.76,39.76,56175,0.0,1.0
2015-12-28,37.89,38.875,37.55,38.6,38.6,61548,0.0,1.0
2015-12-24,36.1,38.44,36.1,37.74,37.74,170712,0.0,1.0
2015-12-23,34.47,36.2,34.37,35.93,35.93,33898,0.0,1.0
2015-12-22,34.28,34.47,34.01,34.38,34.38,44838,0.0,1.0
2015-12-21,34.42,34.63,34.0,34.22,34.22,33348,0.0,1.0
2015-12-18,34.44,34.91,33.92,34.42,34.42,68913,0.0,1.0
2015-12-17,34.92,35.835,34.66,34.66,34.66,49086,0.0,1.0
2015-12-16,36.06,36.06,34.47,34.95,34.95,40294,0.0,1.0
2015-12-15,34.86,35.98,34.569,35.73,35.73,55950,0.0,1.0
2015-12-14,34.0,35.14,34.0,34.46,34.46,56474,0.0,1.0
2015-12-11,34.3,35.0,34.05,34.07,34.07,53129,0.0,1.0
2015-12-10,35.53,35.88,34.47,34.8,34.8,45310,0.0,1.0
2015-12-09,36.6,36.6,35.34,35.42,35.42,53408,0.0,1.0
2015-12-08,34.03,36.7599,34.03,36.58,36.58,47403,0.0,1.0
2015-12-07,36.56,36.66,35.34,35.72,35.72,68779,0.0,1.0
2015-12-04,35.74,36.59,35.29,36.52,36.52,41666,0.0,1.0
2015-12-03,35.29,36.75,35.02,35.52,35.52,64467,0.0,1.0
2015-12-02,35.61,35.95,34.8,35.14,35.14,33539,0.0,1.0
2015-12-01,33.74,35.81,33.74,35.55,35.55,45400,0.0,1.0
2015-11-30,35.8,35.9,34.53,34.79,34.79,46223,0.0,1.0
2015-11-27,34.94,35.97,33.151,35.86,35.86,22380,0.0,1.0
2015-11-25,33.51,34.97,33.5,34.39,34.39,34849,0.0,1.0
2015-11-24,33.44,33.48,32.55,33.3,33.3,72463,0.0,1.0
2015-11-23,33.69,33.81,33.15,33.35,33.35,25723,0.0,1.0
2015-11-20,33.61,33.95,33.34,33.73,33.73,27943,0.0,1.0
2015-11-19,34.46,34.46,33.375,33.57,33.57,56193,0.0,1.0
2015-11-18,35.24,35.24,34.3,34.71,34.71,58172,0.0,1.0
2015-11-17,34.97,35.49,34.8999,35.155,35.155,42695,0.0,1.0
2015-11-16,36.3,36.35,34.5,34.99,34.99,95907,0.0,1.0
2015-11-13,34.55,36.66,34.23,36.38,36.38,70801,0.0,1.0
2015-11-12,36.4,36.46,34.45,34.78,34.78,58385,0.0,1.0
2015-11-11,36.01,37.24,34.935,36.46,36.46,158595,0.0,1.0
2015-11-10,31.71,32.96,31.52,32.69,32.69,76912,0.0,1.0
2015-11-09,32.45,32.69,31.3,31.73,31.73,69726,0.0,1.0
2015-11-06,31.83,33.1,31.8,32.5,32.5,72408,0.0,1.0
2015-11-05,31.76,32.53,31.21,31.96,31.96,54273,0.0,1.0
2015-11-04,31.91,32.26,31.32,31.71,31.71,36625,0.0,1.0
2015-11-03,32.44,32.65,31.14,31.93,31.93,66188,0.0,1.0
2015-11-02,30.74,32.75,30.71,32.61,32.61,53248,0.0,1.0
2015-10-30,31.7,32.21,30.568,30.76,30.76,37871,0.0,1.0
2015-10-29,32.34,32.85,31.174,31.6,31.6,45572,0.0,1.0
2015-10-28,31.12,32.78,30.22,32.55,32.55,38690,0.0,1.0
2015-10-27,31.0,31.805,29.146,31.02,31.02,104277,0.0,1.0
2015-10-26,31.16,31.16,29.89,31.04,31.04,61851,0.0,1.0
2015-10-23,29.21,31.35,28.78,31.2,31.2,26906,0.0,1.0
2015-10-22,30.1,30.82,27.62,28.83,28.83,108895,0.0,1.0
2015-10-21,29.17,30.4,28.45,29.88,29.88,50169,0.0,1.0
2015-10-20,29.04,29.3,28.41,29.04,29.04,93614,0.0,1.0
2015-10-19,28.6,29.32,28.0,28.98,28.98,75302,0.0,1.0
2015-10-16,29.17,29.25,28.3,28.87,28.87,49796,0.0,1.0
2015-10-15,28.48,29.13,28.18,29.04,29.04,36607,0.0,1.0
2015-10-14,28.45,29.0,27.63,28.67,28.67,74120,0.0,1.0
2015-10-13,28.88,29.22,28.1,28.39,28.39,105148,0.0,1.0
2015-10-12,29.12,29.28,28.6301,29.16,29.16,58993,0.0,1.0
2015-10-09,29.29,29.73,28.87,29.02,29.02,64661,0.0,1.0
2015-10-08,29.21,29.91,28.08,29.19,29.19,64238,0.0,1.0
2015-10-07,29.08,30.04,27.59,29.36,29.36,55417,0.0,1.0
2015-10-06,30.66,31.41,29.02,29.17,29.17,62345,0.0,1.0
2015-10-05,30.59,31.62,29.71,30.61,30.61,73651,0.0,1.0
2015-10-02,30.14,30.81,29.33,30.55,30.55,52437,0.0,1.0
2015-10-01,30.7,30.7,29.42,30.55,30.55,72021,0.0,1.0
2015-09-30,29.48,31.04,28.78,30.48,30.48,64727,0.0,1.0
2015-09-29,29.75,30.58,28.53,29.22,29.22,72193,0.0,1.0
2015-09-28,32.0,32.26,29.02,29.87,29.87,52225,0.0,1.0
2015-09-25,34.16,34.54,32.15,32.21,32.21,61337,0.0,1.0
2015-09-24,34.61,35.09,33.39,33.82,33.82,76041,0.0,1.0
2015-09-23,34.55,35.46,33.77,35.1,35.1,49561,0.0,1.0
2015-09-22,33.8,35.69,33.59,34.36,34.36,62418,0.0,1.0
2015-09-21,34.81,35.63,33.8,34.23,34.23,55209,0.0,1.0
2015-09-18,34.6,35.72,34.3245,34.39,34.39,51369,0.0,1.0
2015-09-17,34.46,35.55,33.7,35.15,35.15,65305,0.0,1.0
2015-09-16,33.8,34.55,33.36,34.4,34.4,44522,0.0,1.0
2015-09-15,34.5,35.34,33.17,34.0,34.0,50410,0.0,1.0
2015-09-14,35.3,35.33,34.28,34.45,34.45,63105,0.0,1.0
2015-09-11,34.5,35.6399,34.5,35.24,35.24,31006,0.0,1.0
2015-09-10,33.82,34.82,33.73,34.76,34.76,36539,0.0,1.0
2015-09-09,33.85,34.79,32.74,33.87,33.87,117111,0.0,1.0
2015-09-08,33.04,33.8,32.23,33.5,33.5,57315,0.0,1.0
2015-09-04,32.55,33.33,32.22,32.54,32.54,77113,0.0,1.0
2015-09-03,34.5,34.9885,32.61,32.97,32.97,59002,0.0,1.0
2015-09-02,34.31,34.79,33.81,34.49,34.49,82889,0.0,1.0
2015-09-01,32.93,34.39,32.93,33.79,33.79,68586,0.0,1.0
2015-08-31,33.38,34.12,33.31,33.75,33.75,67595,0.0,1.0
2015-08-28,33.49,33.95,32.92,33.74,33.74,36833,0.0,1.0
2015-08-27,34.32,34.32,33.17,33.49,33.49,50806,0.0,1.0
2015-08-26,33.21,34.88,32.216,34.15,34.15,59539,0.0,1.0
2015-08-25,32.17,33.43,31.631,32.34,32.34,95262,0.0,1.0
2015-08-24,31.39,32.94,29.52,31.51,31.51,58631,0.0,1.0
2015-08-21,32.8,33.64,32.53,33.2,33.2,42990,0.0,1.0
2015-08-20,33.53,34.07,32.815,33.5,33.5,58769,0.0,1.0
2015-08-19,34.02,34.95,33.7,34.09,34.09,39374,0.0,1.0
2015-08-18,34.75,34.75,33.49,34.05,34.05,44823,0.0,1.0
2015-08-17,34.0,35.03,33.63,34.72,34.72,55875,0.0,1.0
2015-08-14,35.0,35.49,33.45,34.01,34.01,69275,0.0,1.0
2015-08-13,33.98,34.96,33.86,34.8,34.8,43683,0.0,1.0
2015-08-12,34.9,35.0,33.67,33.83,33.83,68701,0.0,1.0
2015-08-11,34.48,35.63,33.93,34.94,34.94,86770,0.0,1.0
2015-08-10,34.27,35.4,33.98,34.99,34.99,87435,0.0,1.0
2015-08-07,33.65,34.34,32.85,34.24,34.24,75467,0.0,1.0
2015-08-06,34.64,35.0,30.85,33.79,33.79,57962,0.0,1.0
2015-08-05,35.09,35.21,33.06,34.65,34.65,62749,0.0,1.0
2015-08-04,34.0731,35.3999,34.0731,35.15,35.15,50698,0.0,1.0
2015-08-03,33.89,34.27,33.015,34.27,34.27,56822,0.0,1.0
2015-07-31,34.0,34.0,32.5601,33.75,33.75,58650,0.0,1.0
2015-07-30,32.21,34.5,31.51,34.4,34.4,17310,0.0,1.0
2015-07-29,30.0,32.59,29.2,32.0,32.0,112408,0.0,1.0
2015-07-28,28.41,29.14,26.73,29.14,29.14,28466,0.0,1.0
2015-07-27,29.6,30.23,28.42,28.52,28.52,57909,0.0,1.0
2015-07-24,29.66,30.38,29.37,29.54,29.54,69001,0.0,1.0
2015-07-23,30.15,30.4,29.33,29.75,29.75,29082,0.0,1.0
2015-07-22,29.99,30.655,29.73,30.1,30.1,31676,0.0,1.0
2015-07-21,29.75,30.53,29.64,30.23,30.23,27003,0.0,1.0
2015-07-20,29.57,29.87,29.4,29.85,29.85,20425,0.0,1.0
2015-07-17,29.9,30.18,29.68,29.81,29.81,26312,0.0,1.0
2015-07-16,29.7,30.34,29.39,29.93,29.93,38519,0.0,1.0
2015-07-15,29.71,30.19,29.47,29.58,29.58,21422,0.0,1.0
2015-07-14,29.72,30.15,29.38,29.71,29.71,25606,0.0,1.0
2015-07-13,30.0,30.23,29.79,29.86,29.86,30262,0.0,1.0
2015-07-10,29.35,30.62,29.21,29.92,29.92,48027,0.0,1.0
2015-07-09,28.79,30.04,28.56,29.34,29.34,37788,0.0,1.0
2015-07-08,29.85,30.0,28.43,28.61,28.61,66101,0.0,1.0
2015-07-07,29.96,30.04,29.63,29.74,29.74,105577,0.0,1.0
2015-07-06,30.13,30.53,29.49,30.05,30.05,64169,0.0,1.0
2015-07-02,30.69,30.69,29.85,30.06,30.06,60199,0.0,1.0
2015-07-01,29.69,31.139,29.61,30.71,30.71,61313,0.0,1.0
2015-06-30,29.63,29.74,29.41,29.69,29.69,30210,0.0,1.0
2015-06-29,29.0,29.825,29.0,29.26,29.26,48061,0.0,1.0
2015-06-26,29.87,30.14,28.94,29.19,29.19,792023,0.0,1.0
2015-06-25,29.53,30.12,29.35,29.86,29.86,48521,0.0,1.0
2015-06-24,29.23,30.26,28.0,29.54,29.54,39105,0.0,1.0
2015-06-23,30.47,30.5,29.17,29.55,29.55,63047,0.0,1.0
2015-06-22,30.13,30.7,29.7165,30.31,30.31,45719,0.0,1.0
2015-06-19,29.17,30.144,28.93,29.83,29.83,43624,0.0,1.0
2015-06-18,28.05,29.35,28.05,29.17,29.17,75490,0.0,1.0
2015-06-17,29.88,29.93,28.13,28.25,28.25,106245,0.0,1.0
2015-06-16,29.36,30.15,28.946,29.94,29.94,52112,0.0,1.0
2015-06-15,30.26,30.49,28.94,29.64,29.64,72760,0.0,1.0
2015-06-12,30.0,30.67,29.78,30.66,30.66,26665,0.0,1.0
2015-06-11,31.11,31.11,30.07,30.16,30.16,27624,0.0,1.0
2015-06-10,30.8,30.9,30.16,30.9,30.9,30407,0.0,1.0
2015-06-09,30.18,31.2,29.88,30.95,30.95,30385,0.0,1.0
2015-06-08,31.11,31.28,29.8,30.19,30.19,52232,0.0,1.0
2015-06-05,31.15,31.4825,30.97,31.11,31.11,20708,0.0,1.0
2015-06-04,31.15,31.94,31.14,31.18,31.18,37248,0.0,1.0
2015-06-03,31.2,31.7,30.915,31.45,31.45,55655,0.0,1.0
2015-06-02,31.21,31.715,30.77,30.8,30.8,51640,0.0,1.0
2015-06-01,32.05,32.2,31.3,31.48,31.48,64521,0.0,1.0
2015-05-29,32.5,32.98,31.56,31.7,31.7,67225,0.0,1.0
2015-05-28,31.79,32.81,31.414,32.32,32.32,93742,0.0,1.0
2015-05-27,30.27,31.9,29.87,31.55,31.55,63981,0.0,1.0
2015-05-26,29.71,30.83,29.528,30.38,30.38,50313,0.0,1.0
2015-05-22,29.95,30.81,29.51,30.0,30.0,42682,0.0,1.0
2015-05-21,29.38,31.1499,29.38,29.99,29.99,82951,0.0,1.0
2015-05-20,28.25,29.46,27.77,29.22,29.22,91054,0.0,1.0
2015-05-19,28.2,29.052,27.9,28.02,28.02,70222,0.0,1.0
2015-05-18,29.36,30.22,27.251,27.85,27.85,98546,0.0,1.0
2015-05-15,29.21,30.64,28.97,29.13,29.13,35651,0.0,1.0
2015-05-14,29.5,30.89,29.0,29.02,29.02,72606,0.0,1.0
2015-05-13,29.55,29.85,29.3,29.48,29.48,41812,0.0,1.0
2015-05-12,29.25,29.67,28.882,29.44,29.44,76354,0.0,1.0
2015-05-11,27.4,29.4995,27.22,29.24,29.24,42223,0.0,1.0
2015-05-08,26.57,28.94,26.52,27.16,27.16,39984,0.0,1.0
2015-05-07,27.91,27.91,23.22,26.65,26.65,170502,0.0,1.0
2015-05-06,28.28,29.03,28.0,28.01,28.01,36882,0.0,1.0
2015-05-05,28.71,29.14,27.77,28.41,28.41,41864,0.0,1.0
2015-05-04,28.71,30.41,28.21,28.55,28.55,44822,0.0,1.0
2015-05-01,28.2,29.32,28.07,28.68,28.68,35078,0.0,1.0
2015-04-30,28.24,28.375,27.5,28.09,28.09,53264,0.0,1.0
2015-04-29,29.09,29.85,27.52,28.16,28.16,64141,0.0,1.0
2015-04-28,29.16,29.16,27.5,29.09,29.09,90569,0.0,1.0
2015-04-27,30.59,31.87,29.03,29.27,29.27,92509,0.0,1.0
2015-04-24,29.16,30.58,29.16,30.42,30.42,74330,0.0,1.0
2015-04-23,27.7,29.32,27.7,29.04,29.04,37183,0.0,1.0
2015-04-22,26.9,28.47,26.55,27.93,27.93,75735,0.0,1.0
2015-04-21,26.75,27.19,26.5101,26.88,26.88,36889,0.0,1.0
2015-04-20,26.68,26.8,26.12,26.66,26.66,31981,0.0,1.0
2015-04-17,26.25,26.65,25.78,26.45,26.45,45751,0.0,1.0
2015-04-16,26.24,26.95,26.2,26.4,26.4,30953,0.0,1.0
2015-04-15,26.68,26.9,26.0649,26.46,26.46,41010,0.0,1.0
2015-04-14,26.1,27.21,25.64,26.85,26.85,44910,0.0,1.0
2015-04-13,27.16,27.5,26.08,26.22,26.22,51803,0.0,1.0
2015-04-10,27.11,27.3,26.87,27.0,27.0,47825,0.0,1.0
2015-04-09,27.18,27.3825,26.71,26.96,26.96,34096,0.0,1.0
2015-04-08,26.0,27.84,25.76,27.18,27.18,119715,0.0,1.0
