,JLL_Open,JLL_High,JLL_Low,JLL_Close,JLL_Adj Close,JLL_Volume,JLL_Dividend Amount,JLL_Split Coefficient
2019-04-26,154.0,155.65,153.48,155.12,154.221730524281,148612,0.0,1.0
2019-04-25,155.62,156.5,153.13,153.73,152.839779741476,260150,0.0,1.0
2019-04-24,155.63,157.64,155.025,156.06,155.156287168768,253493,0.0,1.0
2019-04-23,155.93,157.4355,155.025,155.96,155.056866249142,278793,0.0,1.0
2019-04-22,155.21,156.47,154.34,155.99,155.08669252503,336898,0.0,1.0
2019-04-18,153.31,156.36,152.67,156.3,155.394897375871,304208,0.0,1.0
2019-04-17,154.92,154.92,152.34,152.48,151.597018246147,286180,0.0,1.0
2019-04-16,155.44,155.76,151.87,152.07,151.18939247568,148340,0.0,1.0
2019-04-15,156.4,156.64,153.1,154.86,153.963236133253,182311,0.0,1.0
2019-04-12,155.86,156.0,154.215,155.89,154.987271605403,194475,0.0,1.0
2019-04-11,154.66,156.44,154.21,154.85,153.95329404129,287697,0.0,1.0
2019-04-10,152.56,154.45,152.56,154.45,153.555610362785,180724,0.0,1.0
2019-04-09,154.06,154.06,152.09,152.4,151.517481510446,121738,0.0,1.0
2019-04-08,155.23,155.3,153.39,154.76,153.863815213626,330090,0.0,1.0
2019-04-05,155.52,156.69,154.65,155.96,155.056866249142,185739,0.0,1.0
2019-04-04,155.62,156.75,154.775,155.19,154.291325168019,163235,0.0,1.0
2019-04-03,155.34,156.48,154.44,155.51,154.609472110824,287446,0.0,1.0
2019-04-02,155.15,155.15,153.02,153.95,153.058505764654,350919,0.0,1.0
2019-04-01,155.7,156.94,154.31,155.56,154.659182570637,466773,0.0,1.0
2019-03-29,155.28,156.28,154.02,154.18,153.287173879794,388449,0.0,1.0
2019-03-28,152.2,154.21,151.41,154.09,153.19769505213,323786,0.0,1.0
2019-03-27,151.58,153.41,150.63,151.94,151.060145280165,412950,0.0,1.0
2019-03-26,150.8,152.45,149.13,151.48,150.602809049885,238537,0.0,1.0
2019-03-25,147.85,150.6,147.29,149.06,148.196822794929,289120,0.0,1.0
2019-03-22,153.41,153.86,147.74,148.2,147.341802886143,452068,0.0,1.0
2019-03-21,153.44,154.265,152.45,154.24,153.34682643157,400518,0.0,1.0
2019-03-20,159.54,160.65,151.28,153.57,152.680706270074,464533,0.0,1.0
2019-03-19,163.74,164.23,159.87,160.49,159.560633908212,355583,0.0,1.0
2019-03-18,162.83,164.53,162.04,163.02,162.075983174757,301139,0.0,1.0
2019-03-15,162.21,164.25,161.56,162.11,161.171252806158,348345,0.0,1.0
2019-03-14,162.18,163.46,161.14,161.73,160.793453311578,330248,0.0,1.0
2019-03-13,162.45,162.89,161.42,161.64,160.703974483914,237054,0.0,1.0
2019-03-12,162.12,162.925,159.23,161.68,160.743742851765,261202,0.0,1.0
2019-03-11,161.51,163.45,160.84,161.86,160.922700507092,184510,0.0,1.0
2019-03-08,158.55,161.23,157.0625,160.78,159.848954575128,217786,0.0,1.0
2019-03-07,160.44,161.255,158.5,159.06,158.138914757556,514978,0.0,1.0
2019-03-06,165.16,165.16,159.46,160.03,159.103297677931,512183,0.0,1.0
2019-03-05,165.12,167.19,163.63,165.04,164.084285751208,246404,0.0,1.0
2019-03-04,164.87,166.02,163.25,165.45,164.491911521675,343038,0.0,1.0
2019-03-01,166.4,167.81,162.38,164.23,163.278976302235,425034,0.0,1.0
2019-02-28,163.46,165.9,163.04,165.12,164.163822486909,385183,0.0,1.0
2019-02-27,164.32,165.89,163.34,163.79,162.841524255879,368292,0.0,1.0
2019-02-26,166.29,166.41,164.42,165.22,164.263243406535,235243,0.0,1.0
2019-02-25,167.7,168.0,165.2,165.6,164.641042901115,297466,0.0,1.0
2019-02-22,165.78,167.69,164.805,167.19,166.221835523173,247205,0.0,1.0
2019-02-21,164.09,165.67,163.41,165.29,164.332838050273,293785,0.0,1.0
2019-02-20,164.86,165.46,163.7,164.28,163.328686762048,378360,0.0,1.0
2019-02-19,164.0,166.165,163.745,164.86,163.90532809588,369723,0.0,1.0
2019-02-15,165.0,166.94,164.4325,164.96,164.004749015507,394638,0.0,1.0
2019-02-14,163.36,166.93,162.93,164.52,163.567296969151,378772,0.0,1.0
2019-02-13,167.21,169.84,161.58,163.62,162.672508692515,560013,0.0,1.0
2019-02-12,151.21,173.3231,151.21,166.15,165.187857959059,1271033,0.0,1.0
2019-02-11,144.87,146.78,144.87,146.27,145.422979137356,206326,0.0,1.0
2019-02-08,143.83,145.16,143.015,144.39,143.553865848382,187928,0.0,1.0
2019-02-07,144.26,145.96,143.75,144.91,144.070854630438,201595,0.0,1.0
2019-02-06,145.43,145.8803,144.57,144.92,144.080796722401,152701,0.0,1.0
2019-02-05,144.38,145.94,143.04,145.81,144.965642907075,197261,0.0,1.0
2019-02-04,143.13,144.1,142.04,144.06,143.225776813615,193689,0.0,1.0
2019-02-01,143.67,144.18,141.68,143.5,142.669019663708,165945,0.0,1.0
2019-01-31,141.53,143.68,140.83,143.41,142.579540836044,219993,0.0,1.0
2019-01-30,141.15,142.04,139.12,141.7,140.879443110435,194915,0.0,1.0
2019-01-29,140.61,141.56,139.92,140.44,139.626739523144,170085,0.0,1.0
2019-01-28,139.59,140.93,138.15,140.84,140.024423201649,142778,0.0,1.0
2019-01-25,141.79,142.98,140.66,140.75,139.934944373985,192947,0.0,1.0
2019-01-24,137.12,141.14,137.12,141.05,140.233207132864,169282,0.0,1.0
2019-01-23,140.59,141.26,136.74,137.31,136.514864738841,242250,0.0,1.0
2019-01-22,142.04,142.3,138.78,139.93,139.11969283305,281645,0.0,1.0
2019-01-18,141.1,143.68,140.21,142.83,142.002899502212,157318,0.0,1.0
2019-01-17,136.77,141.03,136.77,140.6,139.785812994546,316416,0.0,1.0
2019-01-16,135.68,138.04,135.68,137.46,136.663996118281,176892,0.0,1.0
2019-01-15,134.51,135.575,133.19,135.49,134.705404001643,217061,0.0,1.0
2019-01-14,134.63,136.5,134.46,134.67,133.890152460707,203822,0.0,1.0
2019-01-11,133.93,136.155,132.41,135.51,134.725288185568,168014,0.0,1.0
2019-01-10,131.52,134.84,131.16,134.09,133.313511126875,196062,0.0,1.0
2019-01-09,132.13,133.3,130.46,132.1,131.335034826312,255322,0.0,1.0
2019-01-08,129.3,133.39,128.87,132.05,131.285324366499,275048,0.0,1.0
2019-01-07,128.28,129.105,126.6,127.63,126.890919719017,344289,0.0,1.0
2019-01-04,123.5,129.16,123.22,127.39,126.652309511914,408498,0.0,1.0
2019-01-03,124.57,126.48,119.79,121.89,121.184158932469,328266,0.0,1.0
2019-01-02,124.67,129.04,122.37,128.13,127.388024317149,334474,0.0,1.0
2018-12-31,129.85,129.95,124.4,126.6,125.866884246867,462337,0.0,1.0
2018-12-28,130.7,131.88,127.64,128.98,128.233102133972,183697,0.0,1.0
2018-12-27,125.78,129.68,125.395,129.68,128.929048571356,442543,0.0,1.0
2018-12-26,124.25,128.27,122.045,128.23,127.487445236775,206752,0.0,1.0
2018-12-24,123.06,126.11,122.38,123.19,122.476630887611,130173,0.0,1.0
2018-12-21,127.18,130.42,124.63,124.98,124.256265348921,885617,0.0,1.0
2018-12-20,127.82,129.99,125.24,126.96,126.224799557521,367697,0.0,1.0
2018-12-19,132.15,133.76,128.14,128.47,127.726055443878,294288,0.0,1.0
2018-12-18,128.21,133.44,127.66,131.66,130.897582779956,329017,0.0,1.0
2018-12-17,132.96,133.12,126.45,126.86,126.125378637895,371999,0.0,1.0
2018-12-14,131.4,134.54,131.37,133.25,132.478375402014,269602,0.0,1.0
2018-12-13,131.86,133.8,129.39,133.18,132.408780758276,461435,0.0,1.0
2018-12-12,133.44,135.87,131.58,131.78,131.016887883508,253533,0.0,1.0
2018-12-11,131.63,132.9531,130.55,130.77,130.012736595283,435986,0.0,1.0
2018-12-10,132.92,133.55,129.46,130.1,129.346616433787,263612,0.0,1.0
2018-12-07,138.09,138.77,131.77,133.4,132.627506781454,272825,0.0,1.0
2018-12-06,130.85,138.34,130.85,138.24,137.439479291366,400865,0.0,1.0
2018-12-04,142.34,142.34,132.87,132.99,132.219881010986,330709,0.0,1.0
2018-12-03,144.82,146.0,141.06,142.31,141.485910720155,285783,0.0,1.0
2018-11-30,141.37,143.56,139.63,143.2,142.370756904829,507139,0.0,1.0
2018-11-29,143.29,144.27,140.49,141.19,140.372396420341,290351,0.0,1.0
2018-11-28,142.24,144.36,140.39,144.08,143.24566099754,262611,0.0,1.0
2018-11-27,142.59,142.59,139.96,141.66,140.839674742584,250513,0.0,1.0
2018-11-26,141.91,143.74,141.07,143.03,142.201741341464,304415,0.0,1.0
2018-11-23,137.31,141.38,136.3,139.76,138.950677269685,117984,0.0,1.0
2018-11-21,135.36,139.75,134.63,138.39,137.588610670805,268623,0.0,1.0
2018-11-20,137.33,137.45,134.73,135.1,134.3176624151,346845,0.0,1.0
2018-11-19,142.08,142.65,138.78,139.08,138.274615016226,230961,0.0,1.0
2018-11-16,138.63,142.35,137.26,141.78,140.958979846136,212628,0.0,1.0
2018-11-15,141.02,141.02,135.88,139.27,138.463514763516,304275,0.41,1.0
2018-11-14,138.68,142.63,138.4,141.87,140.634441863546,427144,0.0,1.0
2018-11-13,140.0,140.74,136.4,137.03,135.836593843389,330242,0.0,1.0
2018-11-12,140.0,141.09,138.2346,138.7,137.492049668526,286547,0.0,1.0
2018-11-09,142.5,143.03,138.62,140.02,138.800553674023,223053,0.0,1.0
2018-11-08,143.76,145.55,142.88,143.65,142.39893968914,251871,0.0,1.0
2018-11-07,144.26,147.0,142.5,145.42,144.153524605602,337383,0.0,1.0
2018-11-06,140.45,144.51,138.61,142.05,140.812874227932,447396,0.0,1.0
2018-11-05,137.3,138.81,136.37,138.0,136.798146029247,394837,0.0,1.0
2018-11-02,138.56,138.56,135.5112,137.38,136.183545663029,352992,0.0,1.0
2018-11-01,133.16,138.05,131.11,137.81,136.609800755729,350342,0.0,1.0
2018-10-31,134.57,135.23,132.17,132.26,131.108136187161,396831,0.0,1.0
2018-10-30,130.81,134.24,130.595,134.11,132.942024376684,366321,0.0,1.0
2018-10-29,131.63,133.38,129.24,130.44,129.303986725036,282337,0.0,1.0
2018-10-26,128.77,131.82,127.02,129.7,128.570431449227,297820,0.0,1.0
2018-10-25,129.04,132.61,128.44,130.35,129.214770542843,343942,0.0,1.0
2018-10-24,130.32,131.32,127.73,127.82,126.706804532307,277053,0.0,1.0
2018-10-23,130.6,133.02,129.125,130.48,129.343638361566,411990,0.0,1.0
2018-10-22,134.01,135.065,132.45,132.91,131.752475280777,236832,0.0,1.0
2018-10-19,132.28,133.47,130.92,133.02,131.861517281235,183297,0.0,1.0
2018-10-18,131.86,134.615,131.52,131.72,130.572839094003,190227,0.0,1.0
2018-10-17,134.81,134.95,131.16,132.8,131.643433280319,356753,0.0,1.0
2018-10-16,134.82,136.49,133.45,134.85,133.675579652493,380928,0.0,1.0
2018-10-15,130.31,133.76,130.31,133.33,132.168817464344,263662,0.0,1.0
2018-10-12,133.18,135.14,129.72,131.0,129.859109636459,312842,0.0,1.0
2018-10-11,133.13,134.26,130.67,131.3,130.156496910436,378250,0.0,1.0
2018-10-10,132.66,136.69,132.66,133.45,132.287772373935,453715,0.0,1.0
2018-10-09,135.51,135.995,133.43,133.99,132.823069467093,365085,0.0,1.0
2018-10-08,136.33,137.59,135.16,135.86,134.67678347488,214383,0.0,1.0
2018-10-05,139.86,140.05,136.29,137.01,135.816768025124,216716,0.0,1.0
2018-10-04,142.86,143.99,139.35,139.39,138.176040398672,337951,0.0,1.0
2018-10-03,145.02,145.11,143.285,144.16,142.9044980549,222328,0.0,1.0
2018-10-02,143.28,146.09,142.5822,144.11,142.854933509238,307604,0.0,1.0
2018-10-01,145.11,145.45,142.22,142.78,141.536516594608,226710,0.0,1.0
2018-09-28,143.49,146.15,143.49,144.32,143.063104601021,396419,0.0,1.0
2018-09-27,144.69,145.16,141.35,143.82,142.567459144394,394224,0.0,1.0
2018-09-26,142.33,146.68,141.55,144.89,143.628140421577,582525,0.0,1.0
2018-09-25,146.4,147.07,140.93,142.61,141.367997139355,542764,0.0,1.0
2018-09-24,144.87,147.03,143.95,146.55,145.273683337581,454306,0.0,1.0
2018-09-21,146.59,146.83,144.15,145.45,144.183263333,582605,0.0,1.0
2018-09-20,141.12,146.91,140.49,146.0,144.72847333529,468090,0.0,1.0
2018-09-19,143.53,144.895,138.56,139.81,138.592382582239,427246,0.0,1.0
2018-09-18,143.49,144.83,143.05,144.01,142.755804417912,206255,0.0,1.0
2018-09-17,146.19,146.19,142.46,143.27,142.022249142103,307964,0.0,1.0
2018-09-14,144.53,147.25,144.53,146.46,145.184467155388,404087,0.0,1.0
2018-09-13,145.2,146.11,143.74,144.02,142.765717327045,418469,0.0,1.0
2018-09-12,145.1,145.1,143.1,144.43,143.172146601479,258526,0.0,1.0
2018-09-11,143.42,145.15,143.42,144.59,143.3307531476,337556,0.0,1.0
2018-09-10,144.88,145.8,143.11,144.69,143.429882238926,393712,0.0,1.0
2018-09-07,148.07,148.4,143.68,144.0,142.74589150878,254575,0.0,1.0
2018-09-06,149.52,149.52,148.09,148.84,147.543739528936,169672,0.0,1.0
2018-09-05,149.59,150.32,148.92,149.11,147.811388075515,196502,0.0,1.0
2018-09-04,152.76,152.76,149.33,149.94,148.634159533517,205653,0.0,1.0
2018-08-31,151.86,154.4,150.96,152.52,151.191690089716,298820,0.0,1.0
2018-08-30,152.18,154.18,151.13,151.92,150.596915541762,168858,0.0,1.0
2018-08-29,154.51,154.51,152.61,152.89,151.55846772762,254930,0.0,1.0
2018-08-28,155.52,155.81,153.43,154.3,152.95618791531,269099,0.0,1.0
2018-08-27,154.94,156.29,153.68,154.65,153.30313973495,156969,0.0,1.0
2018-08-24,153.8,155.245,153.26,154.11,152.767842641792,327862,0.0,1.0
2018-08-23,153.52,153.94,151.875,153.52,152.182981002971,353746,0.0,1.0
2018-08-22,153.61,154.65,152.84,153.62,152.282110094297,214726,0.0,1.0
2018-08-21,152.35,155.33,151.965,154.14,152.797581369189,234590,0.0,1.0
2018-08-20,154.22,154.22,151.93,152.2,150.874476997474,313292,0.0,1.0
2018-08-17,149.9,153.84,149.15,153.51,152.173068093839,429116,0.0,1.0
2018-08-16,151.41,151.98,149.64,150.03,148.72337571571,355021,0.0,1.0
2018-08-15,150.77,151.5,148.25,150.46,149.14963080841,252522,0.0,1.0
2018-08-14,148.59,152.2647,148.42,151.97,150.646480087425,363980,0.0,1.0
2018-08-13,150.73,152.1,147.16,147.73,146.443406615222,303404,0.0,1.0
2018-08-10,153.2,154.59,151.31,151.38,150.061618448604,368111,0.0,1.0
2018-08-09,154.27,156.35,151.87,154.89,153.541049554131,588952,0.0,1.0
2018-08-08,170.54,171.22,154.78,155.32,153.967304646831,971567,0.0,1.0
2018-08-07,170.0,170.96,168.81,170.42,168.935797436988,404293,0.0,1.0
2018-08-06,168.41,170.59,167.87,169.41,167.9345936146,206261,0.0,1.0
2018-08-03,167.49,169.27,166.31,168.45,166.982954337874,176847,0.0,1.0
2018-08-02,169.07,169.2573,166.5,167.33,165.872708515028,180321,0.0,1.0
2018-08-01,171.49,171.935,168.7,170.21,168.727626345204,241787,0.0,1.0
2018-07-31,170.39,171.65,169.91,171.01,169.520659075808,151138,0.0,1.0
2018-07-30,172.74,172.97,169.4,169.65,168.172503433781,185313,0.0,1.0
2018-07-27,172.98,174.42,171.71,172.35,170.848988899571,292816,0.0,1.0
2018-07-26,168.92,172.49,168.08,172.23,170.73003398998,169744,0.0,1.0
2018-07-25,168.45,169.47,167.12,169.19,167.716509613683,233699,0.0,1.0
2018-07-24,171.08,171.5,167.14,168.44,166.973041428742,397844,0.0,1.0
2018-07-23,169.62,171.1,168.0,170.53,169.044839437446,230964,0.0,1.0
2018-07-20,171.26,171.97,169.08,169.3,167.825551614142,187214,0.0,1.0
2018-07-19,170.99,173.3,170.43,171.51,170.016304532436,209222,0.0,1.0
2018-07-18,169.68,171.41,168.69,171.16,169.669352712797,232216,0.0,1.0
2018-07-17,166.27,170.49,166.27,170.07,168.588845617348,331403,0.0,1.0
2018-07-16,166.83,167.19,165.9,167.0,165.545582513654,185881,0.0,1.0
2018-07-13,167.66,169.45,166.41,166.97,165.515843786256,311827,0.0,1.0
2018-07-12,166.3,167.78,165.3,167.57,166.11061833421,143423,0.0,1.0
2018-07-11,168.06,169.3,164.02,165.35,163.909952506783,319450,0.0,1.0
2018-07-10,171.68,172.14,168.28,169.67,168.192329252046,378814,0.0,1.0
2018-07-09,169.64,171.19,169.11,170.93,169.441355802748,250200,0.0,1.0
2018-07-06,167.68,168.97,167.56,168.64,167.171299611393,165664,0.0,1.0
2018-07-05,164.42,167.37,163.58,167.2,165.743840696305,210258,0.0,1.0
2018-07-03,167.18,168.15,164.1,164.1,162.670838865213,191466,0.0,1.0
2018-07-02,164.65,166.77,162.54,166.65,165.198630694015,375650,0.0,1.0
2018-06-29,164.83,167.0,163.14,165.99,164.544378691266,345203,0.0,1.0
2018-06-28,162.12,165.02,161.485,164.71,163.275526322299,311949,0.0,1.0
2018-06-27,165.38,166.945,161.98,162.06,160.648605402172,199501,0.0,1.0
2018-06-26,164.23,165.66,161.97,164.87,163.43413286842,386296,0.0,1.0
2018-06-25,168.68,169.395,163.88,164.15,162.720403410876,282248,0.0,1.0
2018-06-22,170.91,170.91,168.63,168.83,167.359644884911,288815,0.0,1.0
2018-06-21,169.54,171.58,169.14,169.88,168.40050034383,274353,0.0,1.0
2018-06-20,169.28,169.94,168.465,169.48,168.003983978527,213600,0.0,1.0
2018-06-19,165.94,169.09,164.88,169.04,167.567815976695,390335,0.0,1.0
2018-06-18,166.47,167.41,163.98,166.78,165.327498512738,537684,0.0,1.0
2018-06-15,170.1,170.1,166.88,167.45,165.991663424619,442351,0.0,1.0
2018-06-14,170.36,170.78,169.4115,170.5,169.015100710048,207636,0.0,1.0
2018-06-13,170.81,173.66,169.61,169.89,168.410413252962,438815,0.0,1.0
2018-06-12,170.55,171.155,169.97,170.95,169.461181621013,396471,0.0,1.0
2018-06-11,170.86,171.43,169.65,169.98,168.499629435155,374145,0.0,1.0
2018-06-08,167.9,170.93,167.14,170.77,169.282749256627,300363,0.0,1.0
2018-06-07,168.49,169.5,166.21,167.91,166.447657244716,362972,0.0,1.0
2018-06-06,167.05,168.27,165.62,168.15,166.685567063898,271866,0.0,1.0
2018-06-05,164.78,166.82,164.51,166.78,165.327498512738,638103,0.0,1.0
2018-06-04,164.2,164.98,162.84,164.95,163.51343614148,238459,0.0,1.0
2018-06-01,165.15,165.15,162.04,163.22,161.798502861549,296015,0.0,1.0
2018-05-31,164.81,165.3,162.52,163.76,162.333799954707,781349,0.0,1.0
2018-05-30,164.43,165.4695,163.55,164.39,162.958313230057,587741,0.0,1.0
2018-05-29,169.0,169.11,163.36,163.41,161.986848135067,457523,0.0,1.0
2018-05-25,170.89,171.38,169.55,170.07,168.588845617348,214408,0.0,1.0
2018-05-24,170.44,171.35,169.94,171.16,169.669352712797,318929,0.0,1.0
2018-05-23,169.23,171.17,169.095,170.95,169.461181621013,206349,0.0,1.0
2018-05-22,171.7,171.7,169.5,170.16,168.678061799541,378265,0.0,1.0
2018-05-21,171.02,171.86,170.17,171.63,170.135259442027,337054,0.0,1.0
2018-05-18,169.03,170.4,168.13,169.72,168.241893797709,193358,0.0,1.0
2018-05-17,168.81,169.97,167.57,168.81,167.339819066646,362593,0.41,1.0
2018-05-16,168.45,170.34,167.46,169.42,167.537596893223,350329,0.0,1.0
2018-05-15,169.08,169.63,167.13,167.83,165.965263171937,556111,0.0,1.0
2018-05-14,171.29,171.47,169.06,169.37,167.488152436579,352134,0.0,1.0
2018-05-11,172.32,172.96,169.85,170.77,168.872597222617,359590,0.0,1.0
2018-05-10,173.51,174.76,172.21,172.42,170.504264291875,287927,0.0,1.0
2018-05-09,176.9,176.9,172.741,173.03,171.107486662935,540385,0.0,1.0
2018-05-08,172.97,177.02,171.44,176.43,174.469709714741,872540,0.0,1.0
2018-05-07,172.31,172.61,169.085,170.41,168.516597134778,632890,0.0,1.0
2018-05-04,168.93,172.53,168.93,171.67,169.762597442212,349294,0.0,1.0
2018-05-03,170.48,171.71,167.785,169.79,167.90348587239,305510,0.0,1.0
2018-05-02,171.8,173.19,170.85,171.08,169.179152853811,535236,0.0,1.0
2018-05-01,169.31,171.93,169.03,171.78,169.87137524683,341666,0.0,1.0
2018-04-30,169.57,171.96,169.03,169.51,167.626596915183,321902,0.0,1.0
2018-04-27,169.35,170.2,168.22,169.06,167.181596805385,157164,0.0,1.0
2018-04-26,169.46,170.56,168.28,169.18,167.300263501331,328677,0.0,1.0
2018-04-25,172.51,172.82,168.35,169.05,167.171707914056,442193,0.0,1.0
2018-04-24,175.08,175.47,171.76,172.94,171.018486640975,224461,0.0,1.0
2018-04-23,176.14,176.5,173.19,173.74,171.809597947282,280054,0.0,1.0
2018-04-20,176.27,176.99,175.22,175.47,173.520376147172,322515,0.0,1.0
2018-04-19,174.55,176.63,174.135,175.97,174.014820713614,239743,0.0,1.0
2018-04-18,174.8,176.02,173.1538,174.86,172.917153776113,390317,0.0,1.0
2018-04-17,174.56,175.36,172.68,173.86,171.928264643229,449897,0.0,1.0
2018-04-16,173.11,174.08,172.24,173.12,171.196486684894,418663,0.0,1.0
2018-04-13,174.05,175.02,170.82,171.81,169.901041920816,241883,0.0,1.0
2018-04-12,174.65,174.84,173.26,173.5,171.57226455539,477087,0.0,1.0
2018-04-11,173.46,175.95,172.83,173.56,171.631597903363,341365,0.0,1.0
2018-04-10,175.72,177.43,174.5,175.0,173.055598254716,422966,0.0,1.0
2018-04-09,172.15,174.95,171.589,173.0,171.077819988948,258602,0.0,1.0
2018-04-06,172.48,174.58,170.62,171.34,169.436264028361,377805,0.0,1.0
2018-04-05,174.58,175.0,173.05,174.18,172.244709165751,346724,0.0,1.0
2018-04-04,168.6,173.66,165.68,173.18,171.255820032867,479116,0.0,1.0
2018-04-03,172.03,173.4,168.64,171.19,169.287930658428,550670,0.0,1.0
2018-04-02,174.39,175.4,169.26,171.24,169.337375115072,427894,0.0,1.0
2018-03-29,174.68,175.19,172.73,174.64,172.699598166878,339227,0.0,1.0
2018-03-28,174.49,175.77,172.18,173.44,171.512931207417,327789,0.0,1.0
2018-03-27,176.31,177.46,173.5635,174.31,172.373264753026,449843,0.0,1.0
2018-03-26,170.05,174.53,168.51,174.36,172.422709209671,291081,0.0,1.0
2018-03-23,172.3,172.995,167.39,167.81,165.94548538928,373135,0.0,1.0
2018-03-22,174.81,178.43,172.63,172.84,170.919597727687,799605,0.0,1.0
2018-03-21,176.82,178.75,176.24,176.67,174.707043106633,241295,0.0,1.0
2018-03-20,174.76,178.04,174.76,177.3,175.33004326035,414316,0.0,1.0
2018-03-19,173.76,175.19,172.2,174.76,172.818264862824,303882,0.0,1.0
2018-03-16,172.99,174.555,172.76,174.07,172.135931361134,359932,0.0,1.0
2018-03-15,172.6,173.72,171.26,172.65,170.731708792439,369738,0.0,1.0
2018-03-14,173.77,173.94,171.8,171.85,169.940597486132,355158,0.0,1.0
2018-03-13,171.59,173.91,171.24,173.03,171.107486662935,363624,0.0,1.0
2018-03-12,171.29,172.49,170.35,171.37,169.465930702347,365389,0.0,1.0
2018-03-09,170.0,173.23,169.75,171.68,169.772486333541,329820,0.0,1.0
2018-03-08,168.77,168.84,167.05,168.83,166.954152304822,158319,0.0,1.0
2018-03-07,165.42,168.67,164.17,168.02,166.153152107185,361981,0.0,1.0
2018-03-06,165.0,168.75,164.76,167.59,165.727929780045,339222,0.0,1.0
2018-03-05,160.0,164.74,160.0,163.91,162.088817771032,400850,0.0,1.0
2018-03-02,160.03,161.24,157.86,160.81,159.023261459091,280245,0.0,1.0
2018-03-01,160.41,163.53,160.29,161.92,160.120928396592,314240,0.0,1.0
2018-02-28,162.5,164.41,160.545,160.61,158.825483632514,390171,0.0,1.0
2018-02-27,163.66,165.41,161.325,161.47,159.675928286795,323455,0.0,1.0
2018-02-26,160.16,163.44,159.8,163.27,161.455928725986,309525,0.0,1.0
2018-02-23,159.61,160.33,158.94,160.0,158.222261261455,323162,0.0,1.0
2018-02-22,159.58,162.88,158.51,159.1,157.332261041859,282999,0.0,1.0
2018-02-21,159.62,162.66,159.12,159.2,157.431149955148,327804,0.0,1.0
2018-02-20,157.35,159.84,157.35,159.44,157.66848334704,309398,0.0,1.0
2018-02-16,158.06,160.34,157.35,158.23,156.47192749625,478424,0.0,1.0
2018-02-15,160.48,160.69,157.57,158.45,156.689483105485,308869,0.0,1.0
2018-02-14,152.91,160.11,152.52,159.66,157.886038956274,664498,0.0,1.0
2018-02-13,151.26,154.47,150.54,153.99,152.279037572822,317863,0.0,1.0
2018-02-12,151.71,153.74,148.96,151.97,150.281481524396,424758,0.0,1.0
2018-02-09,152.77,152.77,145.18,150.22,148.550925541849,526882,0.0,1.0
2018-02-08,152.58,156.33,150.59,150.71,149.035481216962,664713,0.0,1.0
2018-02-07,152.0,154.14,148.48,151.49,149.806814740611,493441,0.0,1.0
2018-02-06,142.91,148.78,142.32,146.54,144.911813532835,446618,0.0,1.0
2018-02-05,149.92,151.23,144.88,146.06,144.437146749051,405216,0.0,1.0
2018-02-02,156.76,156.76,150.09,151.67,149.98481478453,285299,0.0,1.0
2018-02-01,155.26,157.47,154.47,157.41,155.661038407285,234292,0.0,1.0
2018-01-31,157.74,157.925,154.87,156.35,154.612815926428,306977,0.0,1.0
2018-01-30,155.44,157.21,152.57,156.62,154.879815992307,242096,0.0,1.0
2018-01-29,157.4,158.82,156.68,157.22,155.473149472037,188331,0.0,1.0
2018-01-26,157.2,157.69,154.66,157.4,155.651149515956,117294,0.0,1.0
2018-01-25,154.32,156.7,154.32,156.38,154.642482600415,229819,0.0,1.0
2018-01-24,154.51,155.62,152.25,153.59,151.883481919668,227970,0.0,1.0
2018-01-23,155.54,156.54,153.7755,156.14,154.405149208522,157313,0.0,1.0
2018-01-22,154.5,156.065,154.2,155.85,154.118371359986,158894,0.0,1.0
2018-01-19,153.0,155.4,153.0,155.17,153.445926749625,184447,0.0,1.0
2018-01-18,153.46,154.105,152.13,152.57,150.874815004126,212006,0.0,1.0
2018-01-17,152.55,154.94,152.32,153.77,152.061481963587,187298,0.0,1.0
2018-01-16,155.0,155.305,151.56,151.76,150.07381480649,186413,0.0,1.0
2018-01-12,154.7,154.97,153.1,153.87,152.160370876876,112824,0.0,1.0
2018-01-11,152.71,155.269,152.29,154.45,152.733926573948,186856,0.0,1.0
2018-01-10,153.6,154.73,151.6001,152.56,150.864926112797,165533,0.0,1.0
2018-01-09,154.77,155.89,153.73,153.9,152.190037550862,177822,0.0,1.0
2018-01-08,154.04,155.63,153.0,154.65,152.931704400525,248852,0.0,1.0
2018-01-05,154.58,154.65,153.312,154.46,152.743815465277,164785,0.0,1.0
2018-01-04,155.0,155.52,153.4,153.54,151.834037463024,220402,0.0,1.0
2018-01-03,153.94,154.915,152.741,154.71,152.991037748498,301029,0.0,1.0
2018-01-02,149.31,154.505,149.19,153.94,152.229593116177,389202,0.0,1.0
2017-12-29,150.93,150.93,148.7,148.93,147.275258560428,153746,0.0,1.0
2017-12-28,150.26,150.9,149.27,150.63,148.956370086331,166033,0.0,1.0
2017-12-27,150.12,151.41,149.77,150.32,148.649814455137,131117,0.0,1.0
2017-12-26,149.57,150.43,149.12,150.02,148.353147715272,98396,0.0,1.0
2017-12-22,149.135,150.38,147.22,149.57,147.908147605474,208017,0.0,1.0
2017-12-21,149.85,150.48,148.91,149.27,147.611480865609,217105,0.0,1.0
2017-12-20,148.38,151.02,146.57,148.4,146.75114732,267906,0.0,1.0
2017-12-19,148.57,150.8,146.14,146.87,145.238146946687,260452,0.0,1.0
