,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Adj Close,NOC_Volume,NOC_Dividend Amount,NOC_Split Coefficient
2013-08-15,93.98,94.845,93.45,93.79,77.467915784193,1595100,0.0,1.0
2013-08-14,95.21,95.42,94.69,94.87,78.35996556612,1333400,0.0,1.0
2013-08-13,95.29,95.58,94.43,95.26,78.682094654038,1685600,0.0,1.0
2013-08-12,95.41,95.67,94.89,94.93,78.4095238873381,1148600,0.0,1.0
2013-08-09,95.6,95.9,95.04,95.49,78.8720682187076,1509700,0.0,1.0
2013-08-08,96.09,96.4201,95.55,95.61,78.971184861144,1539000,0.0,1.0
2013-08-07,94.36,95.88,94.36,95.83,79.1528987056106,1380000,0.0,1.0
2013-08-06,95.3,95.85,94.79,94.88,78.368225286323,1520600,0.0,1.0
2013-08-05,94.89,95.62,94.505,95.42,78.8142501772865,1742800,0.0,1.0
2013-08-02,94.46,96.26,93.29,94.89,78.376485006526,5320900,0.0,1.0
2013-08-01,92.45,93.49,92.45,93.09,76.8897353699811,2324700,0.0,1.0
2013-07-31,90.9,92.82,90.8,92.06,76.0389841890693,2936900,0.0,1.0
2013-07-30,91.77,92.52,90.42,90.94,75.1138955263302,2086800,0.0,1.0
2013-07-29,90.22,91.54,90.21,91.39,75.4855829354665,1610300,0.0,1.0
2013-07-26,90.04,90.56,89.73,90.56,74.8000261586152,1609500,0.0,1.0
2013-07-25,90.31,90.57,89.73,90.41,74.6761303555698,1388800,0.0,1.0
2013-07-24,90.86,92.99,89.37,90.3,74.5852734333365,3091400,0.0,1.0
2013-07-23,89.01,89.3,88.23,88.76,73.3132765220703,1718200,0.0,1.0
2013-07-22,88.67,88.81,88.29,88.44,73.0489654755734,936400,0.0,1.0
2013-07-19,87.8,88.41,87.8,88.36,72.9828877139492,1400800,0.0,1.0
2013-07-18,86.75,88.35,86.75,88.12,72.7846544290765,1528600,0.0,1.0
2013-07-17,87.4,87.88,87.26,87.6,72.3551489785191,1164800,0.0,1.0
2013-07-16,88.47,88.56,87.165,87.21,72.033019890601,1293500,0.0,1.0
2013-07-15,88.25,88.63,88.01,88.26,72.9002905119189,1051400,0.0,1.0
2013-07-12,87.83,88.12,87.13,88.02,72.7020572270463,1741600,0.0,1.0
2013-07-11,87.71,87.89,87.37,87.75,72.4790447815645,1336500,0.0,1.0
2013-07-10,85.53,87.19,85.505,86.9,71.7769685643072,1710000,0.0,1.0
2013-07-09,85.51,86.0,85.0,85.53,70.6453868964925,1056300,0.0,1.0
2013-07-08,84.44,85.2,84.07,85.09,70.2819592075593,1516100,0.0,1.0
2013-07-05,83.18,83.97,83.03,83.95,69.3403511044141,663800,0.0,1.0
2013-07-03,81.99,83.1975,81.74,82.93,68.4978596437054,711900,0.0,1.0
2013-07-02,83.08,83.24,81.8,82.17,67.8701209082753,1168500,0.0,1.0
2013-07-01,82.78,84.0,82.51,83.35,68.8447678922325,909000,0.0,1.0
2013-06-28,83.0,83.57,82.56,82.8,68.390483281066,1135200,0.0,1.0
2013-06-27,82.45,83.45,82.37,83.21,68.7291318093901,951900,0.0,1.0
2013-06-26,81.5,82.12,81.34,81.84,67.5975501415754,1519400,0.0,1.0
2013-06-25,81.67,81.73,80.64,80.71,66.6642017586333,1563800,0.0,1.0
2013-06-24,81.42,81.8,80.68,81.07,66.9615516859423,1488400,0.0,1.0
2013-06-21,82.56,82.77,81.84,81.85,67.6058098617784,2789600,0.0,1.0
2013-06-20,82.3,83.16,81.95,81.97,67.7049265042147,1455400,0.0,1.0
2013-06-19,83.86,84.32,82.97,82.98,68.5391582447205,1171200,0.0,1.0
2013-06-18,83.79,84.34,83.27,83.93,69.3238316640081,1229000,0.0,1.0
2013-06-17,83.28,84.3,83.26,83.67,69.1090789387294,1000500,0.0,1.0
2013-06-14,82.73,83.68,82.6,82.88,68.4565610426902,1006000,0.0,1.0
2013-06-13,82.67,84.14,82.5,82.86,68.4400416022842,1793400,0.0,1.0
2013-06-12,83.51,83.57,82.5,82.61,68.2335485972085,969200,0.0,1.0
2013-06-11,83.08,83.73,82.85,82.97,68.5308985245175,1340000,0.0,1.0
2013-06-10,84.17,84.3,83.48,83.75,69.1751567003536,1498400,0.0,1.0
2013-06-07,82.55,84.0,82.55,83.88,69.282533062993,1417500,0.0,1.0
2013-06-06,81.48,82.41,80.92,82.25,67.9361986698995,1802200,0.0,1.0
2013-06-05,82.13,83.06,81.355,81.45,67.2754210536573,1198800,0.0,1.0
2013-06-04,82.86,83.27,82.1544,82.42,68.076613913351,1300800,0.0,1.0
2013-06-03,82.48,83.125,81.79,83.04,68.5887165659387,1468700,0.0,1.0
2013-05-31,83.18,84.06,82.39,82.39,68.0518347527419,1784200,0.0,1.0
2013-05-30,82.69,83.99,82.69,83.49,68.9604039750749,1778700,0.0,1.0
2013-05-29,81.54,82.38,81.03,81.87,67.6223293021845,1468400,0.0,1.0
2013-05-28,81.65,82.49,81.65,82.1,67.8123028668541,1252500,0.0,1.0
2013-05-24,80.3,81.53,80.118,81.26,67.1184863697998,1092600,0.0,1.0
2013-05-23,79.78,81.0,79.59,80.64,66.6063837172121,1271000,0.61,1.0
2013-05-22,81.5,81.78,80.77,80.86,66.2866730753695,3381300,0.0,1.0
2013-05-21,81.58,82.45,81.171,81.46,66.7785356012812,3738300,0.0,1.0
2013-05-20,82.22,82.61,81.49,81.61,66.9015012327591,3576600,0.0,1.0
2013-05-17,80.24,83.28,80.24,82.19,67.3769683411405,5861300,0.0,1.0
2013-05-16,79.4,79.6,78.81,79.02,64.7782946625735,1391400,0.0,1.0
2013-05-15,78.53,79.48,78.07,79.43,65.1144007219466,977800,0.0,1.0
2013-05-14,77.78,79.02,77.73,78.96,64.7291084099824,944500,0.0,1.0
2013-05-13,77.72,78.1,77.35,77.56,63.581429182855,817200,0.0,1.0
2013-05-10,77.69,78.07,77.27,77.93,63.8847444071673,852600,0.0,1.0
2013-05-09,77.75,78.16,77.5,77.66,63.663406270507,1236200,0.0,1.0
2013-05-08,77.25,77.825,77.08,77.8,63.7781741932197,1026300,0.0,1.0
2013-05-07,77.03,77.31,76.91,77.21,63.2945093760732,1652100,0.0,1.0
2013-05-06,77.02,77.79,76.93,77.06,63.1715437445953,1669800,0.0,1.0
2013-05-03,76.69,77.005,76.37,76.84,62.991194151761,1426400,0.0,1.0
2013-05-02,75.65,76.55,75.46,76.31,62.5567155872056,1549800,0.0,1.0
2013-05-01,75.45,76.48,75.32,75.65,62.0156668087027,1853300,0.0,1.0
2013-04-30,74.85,75.78,74.845,75.74,62.0894461875895,1759700,0.0,1.0
2013-04-29,74.48,74.98,74.04,74.96,61.4500249039042,1178500,0.0,1.0
2013-04-26,74.56,74.78,74.19,74.24,60.8597898728102,1283800,0.0,1.0
2013-04-25,73.82,74.97,72.86,74.49,61.0647325919401,2153900,0.0,1.0
2013-04-24,71.83,73.86,71.081,73.77,60.474497560846,2780600,0.0,1.0
2013-04-23,71.17,71.8,70.66,71.49,58.6054199623815,1085500,0.0,1.0
2013-04-22,70.98,71.13,70.3,70.78,58.0233826400526,1032800,0.0,1.0
2013-04-19,69.94,71.04,69.92,70.98,58.1873368153565,2180600,0.0,1.0
2013-04-18,70.12,70.2,69.23,69.87,57.2773911424198,1559800,0.0,1.0
2013-04-17,70.93,71.125,69.54,70.12,57.4823338615497,2427800,0.0,1.0
2013-04-16,71.32,71.605,70.74,71.29,58.4414657870776,1216400,0.0,1.0
2013-04-15,71.85,71.86,70.535,70.83,58.0643711838786,1658900,0.0,1.0
2013-04-12,72.03,72.18,71.49,72.11,59.1136779058236,1038600,0.0,1.0
2013-04-11,72.04,72.67,71.8975,72.45,59.3924000038402,1641000,0.0,1.0
2013-04-10,71.75,72.27,71.65,71.77,58.8349558078069,2016700,0.0,1.0
2013-04-09,71.86,71.89,71.27,71.56,58.6628039237378,1404600,0.0,1.0
2013-04-08,71.75,71.88,71.18,71.72,58.793967263981,1583000,0.0,1.0
2013-04-05,70.43,71.765,70.33,71.56,58.6628039237378,3383000,0.0,1.0
2013-04-04,70.29,71.17,70.13,71.07,58.2611161942433,2528200,0.0,1.0
2013-04-03,69.51,70.5443,69.41,70.18,57.5315201141409,2386200,0.0,1.0
2013-04-02,70.19,70.21,69.13,69.4,56.8920988304556,1287000,0.0,1.0
2013-04-01,70.1,70.535,69.59,69.9,57.3019842687154,2066000,0.0,1.0
2013-03-28,69.87,70.21,69.4599,70.15,57.5069269878453,1694500,0.0,1.0
2013-03-27,68.94,70.0,68.54,69.9,57.3019842687154,2038900,0.0,1.0
2013-03-26,68.28,69.36,68.28,69.29,56.8019240340385,1844800,0.0,1.0
2013-03-25,68.28,68.53,67.77,67.91,55.6706402244415,1321600,0.0,1.0
2013-03-22,68.14,68.44,67.85,68.05,55.7854081471543,825500,0.0,1.0
2013-03-21,68.27,68.75,67.73,68.0,55.7444196033283,994900,0.0,1.0
2013-03-20,68.75,68.99,68.51,68.64,56.2690729643008,1183300,0.0,1.0
2013-03-19,68.65,68.72,67.95,68.44,56.1051187889969,1249400,0.0,1.0
2013-03-18,68.22,68.97,68.15,68.43,56.0969210802317,1705700,0.0,1.0
2013-03-15,67.32,68.83,67.23,68.8,56.4002363045439,4383000,0.0,1.0
2013-03-14,67.35,67.74,67.09,67.54,55.3673250001293,1557800,0.0,1.0
2013-03-13,66.29,67.415,66.18,67.18,55.0722074845823,1939600,0.0,1.0
2013-03-12,66.16,66.41,65.95,66.23,54.2934251518887,1070100,0.0,1.0
2013-03-11,65.95,66.26,65.9,66.12,54.2032503554716,2002000,0.0,1.0
2013-03-08,65.5,66.02,65.5,65.96,54.0720870152284,1760900,0.0,1.0
2013-03-07,65.13,65.7,65.02,65.27,53.50644511043,1818700,0.0,1.0
2013-03-06,64.96,65.32,64.64,64.96,53.2523161387089,2132000,0.0,1.0
2013-03-05,64.71,65.23,64.5,64.91,53.2113275948829,1965000,0.0,1.0
2013-03-04,65.29,65.41,64.2,64.38,52.7768490303276,1998800,0.0,1.0
2013-03-01,65.39,65.88,64.67,65.52,53.7113878295598,2170500,0.0,1.0
2013-02-28,65.76,66.168,65.44,65.68,53.842551169803,2081800,0.55,1.0
2013-02-27,64.93,66.31,64.82,65.97,53.6311807439514,1712900,0.0,1.0
2013-02-26,65.06,65.2,64.45,65.06,52.891384253471,1326100,0.0,1.0
2013-02-25,66.21,66.665,64.75,64.75,52.6393656688018,1536800,0.0,1.0
2013-02-22,65.46,66.325,65.44,65.97,53.6311807439514,1504100,0.0,1.0
2013-02-21,65.96,65.96,65.13,65.37,53.1434028381401,1437900,0.0,1.0
2013-02-20,66.14,66.95,66.01,66.04,53.6880881662961,1705500,0.0,1.0
2013-02-19,65.75,66.29,65.65,66.2,53.8181622745124,1951000,0.0,1.0
2013-02-15,65.5,65.74,65.399,65.63,53.3547732639917,1639900,0.0,1.0
2013-02-14,65.42,66.24,65.27,65.8,53.4929770039715,1840100,0.0,1.0
2013-02-13,66.46,66.75,65.54,65.76,53.4604584769175,1461000,0.0,1.0
2013-02-12,66.34,66.56,65.91,66.34,53.9319771192017,993300,0.0,1.0
2013-02-11,65.96,66.25,65.78,66.12,53.7531252204042,1446700,0.0,1.0
2013-02-08,65.62,66.14,65.62,66.09,53.7287363251137,1582800,0.0,1.0
2013-02-07,65.27,65.86,65.1254,65.69,53.4035510545728,2630400,0.0,1.0
2013-02-06,64.77,65.31,64.66,65.2,53.0051990981603,2688100,0.0,1.0
2013-02-05,64.88,65.49,64.5,64.88,52.7450508817276,2444900,0.0,1.0
2013-02-04,64.68,65.21,64.35,64.38,52.3385692935515,1820900,0.0,1.0
2013-02-01,65.28,65.53,64.8,65.13,52.9482916758156,2726800,0.0,1.0
2013-01-31,66.0,66.14,64.95,65.04,52.8751249899439,3073700,0.0,1.0
2013-01-30,66.53,67.25,66.12,66.34,53.9319771192017,2919900,0.0,1.0
2013-01-29,66.68,67.28,66.29,66.77,54.2815512850331,2858700,0.0,1.0
2013-01-28,67.89,67.89,66.26,66.57,54.1189586497627,2469000,0.0,1.0
2013-01-25,68.35,68.35,67.6,67.74,55.0701255660947,1736000,0.0,1.0
2013-01-24,68.79,68.9,68.09,68.23,55.4684775225073,1862500,0.0,1.0
2013-01-23,67.43,68.87,67.0,68.71,55.8586998471563,2218200,0.0,1.0
2013-01-22,67.46,68.59,67.35,68.35,55.5660331036695,2044700,0.0,1.0
2013-01-18,67.39,67.6078,66.77,67.49,54.8668847720067,1868200,0.0,1.0
2013-01-17,66.95,67.52,66.76,67.14,54.5823476602834,2153500,0.0,1.0
2013-01-16,67.07,67.15,66.6,66.85,54.3465883391413,1748700,0.0,1.0
2013-01-15,66.83,67.65,66.76,67.48,54.8587551402432,1756500,0.0,1.0
2013-01-14,67.1,67.62,66.8,67.22,54.6473847143916,1251100,0.0,1.0
2013-01-11,67.43,67.6,66.85,67.07,54.5254402379388,2112400,0.0,1.0
2013-01-10,67.39,67.645,67.14,67.4,54.793718086135,1842600,0.0,1.0
2013-01-09,67.41,67.8,67.01,67.04,54.5010513426482,1897300,0.0,1.0
2013-01-08,68.02,68.64,66.99,67.34,54.7449402955539,1739400,0.0,1.0
2013-01-07,69.09,69.61,68.04,68.67,55.8261813201022,1547000,0.0,1.0
2013-01-04,68.23,68.79,67.78,68.76,55.8993480059739,1292700,0.0,1.0
2013-01-03,68.33,68.71,67.84,67.94,55.2327182013651,1855400,0.0,1.0
2013-01-02,68.79,68.978,67.54,68.17,55.4196997319261,2154000,0.0,1.0
2012-12-31,66.51,67.71,65.87,67.58,54.9400514578784,1682200,0.0,1.0
2012-12-28,67.19,67.7,66.69,66.76,54.2734216532696,1318600,0.0,1.0
2012-12-27,68.09,68.31,67.04,67.74,55.0701255660947,1285700,0.0,1.0
2012-12-26,68.7,68.98,67.93,68.02,55.2977552554733,1159500,0.0,1.0
2012-12-24,68.39,68.93,68.15,68.69,55.8424405836293,988400,0.0,1.0
2012-12-21,68.08,68.91,68.08,68.63,55.7936627930481,2574500,0.0,1.0
2012-12-20,68.5,69.105,68.44,69.0,56.0944591682984,1355600,0.0,1.0
2012-12-19,68.43,69.17,68.04,68.7,55.8505702153928,1156900,0.0,1.0
2012-12-18,67.13,68.54,67.13,68.51,55.6961072118859,1604200,0.0,1.0
2012-12-17,67.04,67.61,66.74,67.13,54.5742180285199,1873200,0.0,1.0
2012-12-14,67.18,67.36,66.39,66.8,54.3059401803237,1545500,0.0,1.0
2012-12-13,68.21,68.36,67.31,67.37,54.7693291908444,1457900,0.0,1.0
2012-12-12,68.19,68.96,67.98,68.15,55.4034404683991,1223800,0.0,1.0
2012-12-11,68.31,68.91,67.89,67.95,55.2408478331287,1590900,0.0,1.0
2012-12-10,67.3,68.24,67.04,68.04,55.3140145190004,1185500,0.0,1.0
2012-12-07,67.36,67.7,66.87,67.53,54.8994032990608,1063600,0.0,1.0
2012-12-06,66.69,67.27,66.28,67.27,54.6880328732092,1976200,0.0,1.0
2012-12-05,66.58,67.15,65.83,66.76,54.2734216532696,1778400,0.0,1.0
2012-12-04,65.78,66.78,65.5,66.65,54.1839957038709,1892600,0.0,1.0
2012-12-03,66.92,67.03,65.77,65.79,53.484847372208,1384200,0.0,1.0
2012-11-30,67.29,67.29,66.435,66.7,54.2246438626885,1882800,0.0,1.0
2012-11-29,66.24,66.815,66.01,66.65,54.1839957038709,1331900,0.0,1.0
2012-11-28,65.17,66.13,64.82,66.06,53.7043474298231,1317900,0.0,1.0
2012-11-27,65.03,65.93,64.85,65.33,53.110884311086,1569800,0.0,1.0
2012-11-26,65.04,65.3486,64.71,64.99,52.8344768311263,1760000,0.0,1.0
2012-11-23,65.11,65.41,64.91,65.36,53.1352732063766,766400,0.0,1.0
2012-11-21,64.98,65.02,64.48,64.93,52.7856990405452,1510500,0.55,1.0
2012-11-20,64.64,65.16,64.31,65.08,52.4632451673592,1507800,0.0,1.0
2012-11-19,64.22,64.73,64.0226,64.72,52.1730366814918,1450100,0.0,1.0
2012-11-16,63.52,63.88,62.8,63.57,51.2459817960821,2587500,0.0,1.0
2012-11-15,63.47,63.71,63.08,63.23,50.971896003874,2139600,0.0,1.0
2012-11-14,65.29,65.69,63.41,63.59,51.2621044897414,1639000,0.0,1.0
2012-11-13,65.14,65.93,64.98,65.37,52.697024225419,1668100,0.0,1.0
2012-11-12,65.6,65.965,64.64,65.4,52.721208265908,1686200,0.0,1.0
2012-11-09,65.29,66.18,64.651,65.6,52.882435202501,2043300,0.0,1.0
2012-11-08,66.49,66.83,65.41,65.42,52.7373309595673,2510100,0.0,1.0
2012-11-07,68.96,68.96,65.55,66.7,53.7691833537624,3622100,0.0,1.0
2012-11-06,69.02,70.84,68.93,69.88,56.332691645591,2647600,0.0,1.0
2012-11-05,68.58,69.145,68.1,68.96,55.5910477372632,1243500,0.0,1.0
2012-11-02,69.32,69.71,68.91,68.98,55.6071704309225,1463400,0.0,1.0
2012-11-01,68.83,69.65,68.35,68.92,55.5588023499446,1709100,0.0,1.0
2012-10-31,68.32,69.82,67.88,68.69,55.3733913728627,1956200,0.0,1.0
2012-10-26,69.05,69.69,67.93,68.02,54.8332811352761,2450500,0.0,1.0
2012-10-25,70.0,70.26,68.42,69.04,55.6555385119004,1448800,0.0,1.0
2012-10-24,70.26,70.99,68.8808,69.33,55.8893175699602,1810500,0.0,1.0
2012-10-23,69.71,69.99,68.94,69.66,56.1553420153387,1189000,0.0,1.0
2012-10-22,70.26,70.43,69.61,70.2,56.5906547441398,966200,0.0,1.0
2012-10-19,70.65,70.73,69.91,70.27,56.6470841719473,1285500,0.0,1.0
2012-10-18,70.49,71.25,70.32,71.13,57.3403599992972,822800,0.0,1.0
2012-10-17,70.49,70.79,70.1,70.6,56.9131086173257,1028100,0.0,1.0
2012-10-16,69.63,70.58,69.61,70.36,56.7196362934141,1101100,0.0,1.0
2012-10-15,68.81,69.54,68.81,69.46,55.9941150787457,883800,0.0,1.0
2012-10-12,68.72,69.39,68.49,68.82,55.4781888816481,924800,0.0,1.0
2012-10-11,68.68,69.23,68.57,68.64,55.3330846387144,770700,0.0,1.0
2012-10-10,69.01,69.01,68.06,68.21,54.9864467250395,1378200,0.0,1.0
2012-10-09,69.11,69.56,68.69,69.0,55.6232931245818,1268700,0.0,1.0
2012-10-08,69.24,69.56,68.96,69.09,55.6958452460487,1348300,0.0,1.0
2012-10-05,69.23,69.8,68.99,69.41,55.9538083445974,1622700,0.0,1.0
2012-10-04,68.3,68.93,68.19,68.79,55.4540048411592,2454100,0.0,1.0
2012-10-03,67.95,68.25,67.62,68.08,54.881649216254,1594400,0.0,1.0
2012-10-02,67.8,67.91,67.06,67.86,54.7042995860018,1516700,0.0,1.0
2012-10-01,66.6,67.96,66.4,67.58,54.4785818747716,1987100,0.0,1.0
2012-09-28,66.2,66.65,65.58,66.43,53.5515269893619,1107700,0.0,1.0
2012-09-27,66.56,66.7,65.97,66.47,53.5837723766805,942900,0.0,1.0
2012-09-26,65.84,66.49,65.82,66.19,53.3580546654503,1441300,0.0,1.0
2012-09-25,66.74,66.79,65.66,65.79,53.0356007922643,1541900,0.0,1.0
2012-09-24,66.5,66.81,65.75,66.56,53.6563244981473,1382900,0.0,1.0
2012-09-21,66.9,67.26,66.8,66.89,53.9223489435258,2174500,0.0,1.0
2012-09-20,66.67,67.0,66.27,66.94,53.962655677674,1455100,0.0,1.0
2012-09-19,66.89,67.06,66.14,66.9,53.9304102903554,1926300,0.0,1.0
2012-09-18,66.39,66.89,66.06,66.89,53.9223489435258,1615000,0.0,1.0
2012-09-17,66.15,66.7,66.01,66.48,53.5918337235101,1856900,0.0,1.0
2012-09-14,66.91,67.23,65.9,66.33,53.4709135210654,2382600,0.0,1.0
2012-09-13,66.77,67.29,65.45,67.01,54.0190851054816,3055300,0.0,1.0
2012-09-12,67.77,68.27,67.57,67.93,54.7607290138093,1319700,0.0,1.0
2012-09-11,67.16,67.53,66.94,67.42,54.3496003254972,1099500,0.0,1.0
2012-09-10,67.4,67.41,66.87,67.05,54.0513304928001,1546200,0.0,1.0
2012-09-07,67.7,67.77,67.13,67.37,54.3092935913489,1295400,0.0,1.0
2012-09-06,67.07,68.12,66.98,67.69,54.5672566898977,1599300,0.0,1.0
2012-09-05,66.71,67.04,66.18,66.52,53.6240791108287,1650900,0.0,1.0
2012-09-04,66.89,67.07,66.03,66.75,53.8094900879107,1159700,0.0,1.0
2012-08-31,66.95,67.46,66.53,66.89,53.9223489435258,1060800,0.0,1.0
2012-08-30,66.95,67.16,66.53,66.56,53.6563244981473,1242700,0.0,1.0
2012-08-29,67.17,67.49,67.0,67.25,54.2125574293931,1416300,0.0,1.0
2012-08-28,66.94,67.04,66.21,66.91,53.9384716371851,2142000,0.0,1.0
2012-08-27,67.54,67.77,67.07,67.11,54.099698573778,1319000,0.0,1.0
2012-08-24,66.82,67.5,66.627,67.4,54.3334776318379,1758800,0.0,1.0
2012-08-23,67.42,67.65,66.66,66.92,53.9465329840147,2277100,0.55,1.0
2012-08-22,69.31,69.49,68.17,68.34,54.642153018046,2171800,0.0,1.0
2012-08-21,69.86,70.2,69.38,69.52,55.5856376619046,1935600,0.0,1.0
2012-08-20,69.38,69.88,69.28,69.75,55.7695372111313,1463100,0.0,1.0
2012-08-17,68.92,69.37,68.71,69.32,55.4257250104031,1230800,0.0,1.0
2012-08-16,68.28,68.89,68.24,68.79,55.0019564839243,1033000,0.0,1.0
2012-08-15,68.05,68.45,67.85,68.28,54.5941792225956,887900,0.0,1.0
2012-08-14,69.01,69.02,68.23,68.36,54.6581442831962,849300,0.0,1.0
2012-08-13,68.33,68.76,67.73,68.67,54.9060088930234,1408000,0.0,1.0
2012-08-10,68.18,68.54,67.95,68.5,54.7700831392472,973200,0.0,1.0
2012-08-09,67.6,68.55,67.51,68.4,54.6901268134965,1736800,0.0,1.0
2012-08-08,66.99,68.02,66.75,67.85,54.2503670218675,1798600,0.0,1.0
2012-08-07,66.67,67.33,66.46,67.2,53.7306509044878,1358300,0.0,1.0
2012-08-06,66.69,66.725,66.1,66.31,53.0190396053063,1257400,0.0,1.0
2012-08-03,66.76,66.84,66.3,66.37,53.0670134007567,1475900,0.0,1.0
2012-08-02,65.63,65.95,64.73,65.61,52.4593453250512,1513800,0.0,1.0
2012-08-01,66.39,66.69,65.79,65.84,52.6432448742779,1633600,0.0,1.0
2012-07-31,66.49,66.68,66.1,66.2,52.9310876469805,2090700,0.0,1.0
2012-07-30,65.65,66.8,65.11,66.76,53.3788430711846,2525800,0.0,1.0
2012-07-27,65.09,66.04,64.68,65.8,52.6112623439776,2370200,0.0,1.0
2012-07-26,65.16,65.47,64.19,64.8,51.8116990864703,2887800,0.0,1.0
2012-07-25,64.3,64.38,63.23,63.91,51.1000877872889,2344900,0.0,1.0
2012-07-24,63.48,64.32,62.93,64.18,51.3159698668158,2366300,0.0,1.0
2012-07-23,64.04,64.27,63.67,63.76,50.9801532986628,1856700,0.0,1.0
2012-07-20,64.46,65.34,64.42,64.76,51.77971655617,957800,0.0,1.0
2012-07-19,64.88,65.35,64.5,65.12,52.0675593288727,1141000,0.0,1.0
2012-07-18,63.9,65.19,63.9,65.12,52.0675593288727,1031100,0.0,1.0
2012-07-17,63.57,64.3,62.97,64.13,51.2759917039405,989500,0.0,1.0
2012-07-16,63.53,63.76,63.05,63.49,50.7642712191358,885600,0.0,1.0
2012-07-13,62.52,63.79,62.37,63.79,51.004140196388,1138300,0.0,1.0
2012-07-12,62.49,62.72,61.862,62.16,49.7008520866512,1030300,0.0,1.0
2012-07-11,63.21,63.23,62.61,62.82,50.228563836606,1219100,0.0,1.0
2012-07-10,63.82,64.29,62.8,63.08,50.4364502835578,1020100,0.0,1.0
2012-07-09,63.48,63.71,63.1302,63.61,50.8602188100367,840400,0.0,1.0
2012-07-06,63.44,63.56,63.0,63.47,50.7482799539857,902200,0.0,1.0
2012-07-05,63.78,64.13,63.65,63.93,51.116079052439,923800,0.0,1.0
2012-07-03,63.6,64.18,63.4709,63.94,51.1240746850141,654000,0.0,1.0
2012-07-02,63.85,64.05,63.15,63.54,50.8042493820112,1299800,0.0,1.0
2012-06-29,62.36,63.8,62.36,63.79,51.004140196388,1706800,0.0,1.0
2012-06-28,61.67,61.81,61.19,61.73,49.357039885923,1354300,0.0,1.0
2012-06-27,60.74,62.43,60.74,62.13,49.676865188926,1279000,0.0,1.0
2012-06-26,61.69,61.71,60.79,61.08,48.8373237685433,1550200,0.0,1.0
2012-06-25,62.07,62.07,61.27,61.48,49.1571490715462,1573400,0.0,1.0
2012-06-22,62.18,62.33,61.67,62.11,49.6608739237758,1539400,0.0,1.0
2012-06-21,62.28,62.53,61.78,61.84,49.4449918442488,1668900,0.0,1.0
2012-06-20,62.25,62.55,61.83,62.29,49.8047953101271,1934400,0.0,1.0
2012-06-19,61.85,62.57,61.65,62.24,49.7648171472518,1385600,0.0,1.0
2012-06-18,60.9,61.74,60.82,61.52,49.1891316018465,975000,0.0,1.0
2012-06-15,60.93,61.2,60.65,61.18,48.9172800942941,1734200,0.0,1.0
2012-06-14,59.89,61.07,59.59,60.53,48.3975639769143,2198400,0.0,1.0
2012-06-13,59.75,60.26,59.4804,59.75,47.7739046360587,1918400,0.0,1.0
2012-06-12,59.58,60.0,59.32,59.93,47.91782602241,1685600,0.0,1.0
2012-06-11,60.12,60.328,59.22,59.28,47.3981099050303,1154000,0.0,1.0
2012-06-08,59.13,59.77,59.01,59.77,47.7898959012088,1304200,0.0,1.0
2012-06-07,59.2,59.916,59.17,59.35,47.4540793330558,1491900,0.0,1.0
2012-06-06,57.6,58.62,57.32,58.59,46.8464112573503,4115500,0.0,1.0
2012-06-05,56.94,57.41,56.59,57.29,45.8069790225908,1281600,0.0,1.0
2012-06-04,57.5,57.79,56.9,57.11,45.6630576362395,1706400,0.0,1.0
2012-06-01,58.15,58.2,57.42,57.42,45.9109222460668,1496100,0.0,1.0
2012-05-31,58.89,59.25,58.64,58.75,46.9743413785514,2075400,0.0,1.0
2012-05-30,58.54,59.305,58.53,58.85,47.0542977043021,1370000,0.0,1.0
2012-05-29,58.69,59.22,58.69,58.98,47.1582409277781,1170400,0.0,1.0
2012-05-25,58.19,59.21,58.19,58.5,46.7744505641746,1056900,0.0,1.0
2012-05-24,59.02,59.07,58.09,58.81,47.0223151740019,1510000,0.0,1.0
2012-05-23,58.46,58.72,57.61,58.64,46.8863894202256,1260100,0.55,1.0
2012-05-22,59.07,59.57,58.83,59.1,46.8150973937377,1575900,0.0,1.0
2012-05-21,58.28,59.01,58.14,58.99,46.7279626946969,1330300,0.0,1.0
2012-05-18,58.75,58.93,57.98,58.08,46.0071210935412,1443700,0.0,1.0
2012-05-17,59.55,59.83,58.49,58.5,46.3398172171515,1721500,0.0,1.0
2012-05-16,60.17,60.32,59.57,59.57,47.1874001987302,1517300,0.0,1.0
2012-05-15,59.98,60.14,59.72,59.8,47.3695909330882,2039800,0.0,1.0
2012-05-14,59.54,60.41,59.25,60.11,47.6151523576577,1847900,0.0,1.0
2012-05-11,60.4,60.59,59.72,59.91,47.456725632129,2389700,0.0,1.0
2012-05-10,61.02,61.24,60.58,60.7,48.0825111979675,909700,0.0,1.0
2012-05-09,60.9,61.3,60.47,60.68,48.0666685254146,1762000,0.0,1.0
2012-05-08,61.39,61.46,60.91,61.37,48.6132407284887,1845400,0.0,1.0
2012-05-07,61.7,61.93,61.48,61.78,48.9380155158226,1508300,0.0,1.0
2012-05-04,62.61,62.94,61.895,61.9,49.0330715511398,1251300,0.0,1.0
2012-05-03,63.26,63.31,62.71,62.84,49.7776771611248,1357900,0.0,1.0
2012-05-02,62.97,63.39,62.9,63.35,50.1816653112231,1691900,0.0,1.0
2012-05-01,63.37,63.8,62.95,63.46,50.2688000102639,1891900,0.0,1.0
