,PVH_Open,PVH_High,PVH_Low,PVH_Close,PVH_Adj Close,PVH_Volume,PVH_Dividend Amount,PVH_Split Coefficient
2017-08-01,119.41,120.14,118.45,120.01,118.852174379182,475111,0.0,1.0
2017-07-31,119.94,119.94,118.17,119.29,118.139120754042,696399,0.0,1.0
2017-07-28,119.28,120.49,118.57,119.94,118.782849721182,912044,0.0,1.0
2017-07-27,118.51,119.9597,118.2,119.16,118.010374960614,629401,0.0,1.0
2017-07-26,118.73,118.9,117.51,118.41,117.267610767761,559558,0.0,1.0
2017-07-25,116.76,119.72,116.27,118.73,117.584523490045,764651,0.0,1.0
2017-07-24,117.24,117.24,116.07,116.52,115.395845001769,658050,0.0,1.0
2017-07-21,115.87,117.67,115.375,116.98,115.851407040053,712250,0.0,1.0
2017-07-20,114.39,116.19,113.8,115.75,114.633273763772,835281,0.0,1.0
2017-07-19,113.3,114.28,112.78,114.07,112.96948197178,444446,0.0,1.0
2017-07-18,113.7,114.12,112.17,112.94,111.850383921213,550868,0.0,1.0
2017-07-17,112.95,114.51,112.74,113.61,112.513919933496,543162,0.0,1.0
2017-07-14,113.67,113.7,112.06,112.56,111.474050063501,550210,0.0,1.0
2017-07-13,112.28,113.7,111.52,113.29,112.197007211212,1027355,0.0,1.0
2017-07-12,112.27,112.99,111.68,111.83,110.75109291579,685743,0.0,1.0
2017-07-11,111.89,112.51,110.76,111.76,110.68176825779,704442,0.0,1.0
2017-07-10,112.0,113.13,111.48,112.0,110.919452799503,685072,0.0,1.0
2017-07-07,111.34,112.58,111.305,112.17,111.087812683217,421265,0.0,1.0
2017-07-06,113.04,113.235,110.59,110.88,109.810258271508,850027,0.0,1.0
2017-07-05,114.64,114.82,112.91,113.45,112.355463572354,799998,0.0,1.0
2017-07-03,114.45,115.17,114.23,114.84,113.732053209776,561475,0.0,1.0
2017-06-30,114.96,115.42,114.09,114.5,113.395333442349,991354,0.0,1.0
2017-06-29,113.6,114.52,112.74,113.78,112.68227981721,1086392,0.0,1.0
2017-06-28,113.05,115.86,112.78,113.37,112.276235391783,1217582,0.0,1.0
2017-06-27,112.44,112.96,111.93,112.48,111.39482188293,901554,0.0,1.0
2017-06-26,111.06,112.8,111.06,112.33,111.246269044359,1243567,0.0,1.0
2017-06-23,108.71,110.59,108.06,110.48,109.414117368653,1377153,0.0,1.0
2017-06-22,105.6,110.1199,105.58,109.07,108.017720686088,1628379,0.0,1.0
2017-06-21,104.53,105.52,104.45,105.07,104.056311657534,826675,0.0,1.0
2017-06-20,105.6,105.6,104.51,104.89,103.878048251249,758245,0.0,1.0
2017-06-19,105.26,105.81,104.34,105.72,104.700040624674,610640,0.0,1.0
2017-06-16,105.48,105.74,104.68,105.13,104.115732792962,978224,0.0,1.0
2017-06-15,104.92,105.92,104.76,105.66,104.640619489246,704047,0.0,1.0
2017-06-14,106.05,106.58,105.26,106.43,105.403190727242,694931,0.0,1.0
2017-06-13,106.27,106.27,105.12,105.61,104.591101876389,752441,0.0,1.0
2017-06-12,105.37,107.25,105.3,106.2,105.1754097081,1115002,0.0,1.0
2017-06-09,103.3,105.985,102.81,105.59,104.571294831246,751860,0.0,1.0
2017-06-08,103.59,104.14,102.89,103.16,102.1647388464,637736,0.0,1.0
2017-06-07,103.53,103.83,102.05,103.18,102.184545891542,988488,0.0,1.0
2017-06-06,104.52,105.07,103.48,103.65,102.650011452397,961659,0.0,1.0
2017-06-05,105.74,105.98,104.56,105.21,104.194960973533,1174242,0.0,1.0
2017-06-02,106.43,106.69,105.055,105.96,104.937725166387,672865,0.0,1.0
2017-06-01,106.04,107.57,105.74,106.21,105.185313230672,983812,0.0,1.0
2017-05-31,105.89,106.06,104.35,105.95,104.927821643816,1255556,0.0,1.0
2017-05-30,106.25,107.005,105.03,105.59,104.571294831246,1420499,0.0,1.0
2017-05-26,106.56,107.05,105.28,105.29,104.274189154104,1336580,0.0,1.0
2017-05-25,107.59,109.01,105.95,106.98,105.947884468668,3912275,0.0,1.0
2017-05-24,102.23,102.4,100.37,102.04,101.055544318405,2285719,0.0,1.0
2017-05-23,103.0,104.5,102.09,102.38,101.392264085832,1664327,0.0,1.0
2017-05-22,101.37,102.72,100.98,102.12,101.134772498976,1455978,0.0,1.0
2017-05-19,99.12,101.065,96.85,100.41,99.441270139269,1582460,0.0,1.0
2017-05-18,97.87,100.37,97.11,99.09,98.1340051598463,1462383,0.0,1.0
2017-05-17,98.8,99.15,97.38,97.47,96.529634503282,1158900,0.0,1.0
2017-05-16,99.97,100.525,98.78,99.09,98.1340051598463,1188610,0.0375,1.0
2017-05-15,100.24,101.0,100.23,100.49,99.482849648311,788065,0.0,1.0
2017-05-12,100.19,100.72,98.56,100.19,99.1858563664472,883377,0.0,1.0
2017-05-11,101.98,102.66,99.95,100.93,99.9184397950446,1063923,0.0,1.0
2017-05-10,102.28,103.44,101.32,103.31,102.274586497831,750452,0.0,1.0
2017-05-09,102.82,103.44,102.31,102.76,101.730098814414,957059,0.0,1.0
2017-05-08,103.31,103.4,102.22,102.39,101.363807100115,527218,0.0,1.0
2017-05-05,101.16,103.0,101.11,102.6,101.57170239742,733378,0.0,1.0
2017-05-04,101.51,101.8,100.23,101.16,100.146134644474,789935,0.0,1.0
2017-05-03,101.42,101.86,99.85,100.91,99.8986402429204,714344,0.0,1.0
2017-05-02,100.71,101.615,100.23,101.6,100.581724791207,754041,0.0,1.0
2017-05-01,101.02,101.61,99.835,100.08,99.0769588297638,506371,0.0,1.0
2017-04-28,102.79,102.79,100.22,101.03,100.017437555666,825974,0.0,1.0
2017-04-27,103.41,103.8999,102.39,103.02,101.987492992029,702845,0.0,1.0
2017-04-26,103.1,104.72,102.8,103.45,102.413183362701,867894,0.0,1.0
2017-04-25,102.42,103.17,101.44,102.87,101.838996351097,1097698,0.0,1.0
2017-04-24,100.02,102.94,99.95,102.31,101.284608891618,1954910,0.0,1.0
2017-04-21,100.71,101.09,98.04,98.26,97.2751995864568,1521492,0.0,1.0
2017-04-20,100.02,101.56,99.82,101.41,100.393629046027,1497033,0.0,1.0
2017-04-19,99.94,100.49,99.33,99.45,98.4532729378499,811937,0.0,1.0
2017-04-18,99.52,100.57,99.0,99.52,98.5225713702847,886530,0.0,1.0
2017-04-17,100.03,100.54,99.57,99.94,98.9383619648941,1117732,0.0,1.0
2017-04-13,101.42,101.96,99.47,99.81,98.8096648760864,1329956,0.0,1.0
2017-04-12,101.27,101.85,100.82,101.21,100.195633524784,974004,0.0,1.0
2017-04-11,101.7,101.84,100.66,101.36,100.344130165716,852227,0.0,1.0
2017-04-10,102.03,103.71,101.55,101.64,100.621323895456,781523,0.0,1.0
2017-04-07,101.92,102.87,101.7,101.9,100.878718073071,1326911,0.0,1.0
2017-04-06,102.38,103.84,101.67,101.97,100.948016505506,853896,0.0,1.0
2017-04-05,101.96,103.6,101.48,101.98,100.957916281568,822289,0.0,1.0
2017-04-04,103.54,104.01,101.36,101.78,100.759920760325,956526,0.0,1.0
2017-04-03,103.48,104.25,102.67,103.18,102.145889409023,793719,0.0,1.0
2017-03-31,103.53,103.91,102.97,103.47,102.432982914825,774454,0.0,1.0
2017-03-30,103.42,104.28,102.11,103.62,102.581479555757,755890,0.0,1.0
2017-03-29,101.82,104.28,101.15,103.84,102.799274629123,1049469,0.0,1.0
2017-03-28,101.63,103.12,101.525,102.69,101.660800381979,1057520,0.0,1.0
2017-03-27,100.34,102.51,100.15,101.5,100.482727030586,1705933,0.0,1.0
2017-03-24,100.17,102.11,98.88,100.94,99.9283395711067,2520451,0.0,1.0
2017-03-23,99.4,100.0,97.45,98.55,97.5622930922585,4915302,0.0,1.0
2017-03-22,92.39,92.6,89.52,90.85,89.9394655244209,2385843,0.0,1.0
2017-03-21,93.57,93.93,91.335,92.68,91.7511245437901,1373472,0.0,1.0
2017-03-20,94.45,94.945,92.87,93.58,92.6421043893815,923774,0.0,1.0
2017-03-17,94.36,95.0,93.0,94.65,93.7013804280291,1249482,0.0,1.0
2017-03-16,92.28,95.19,91.525,93.83,92.8895987909347,1365916,0.0,1.0
2017-03-15,92.12,92.8,90.72,92.39,91.4640310379884,1152128,0.0,1.0
2017-03-14,91.2,92.33,91.11,91.52,90.6027505205834,753841,0.0,1.0
2017-03-13,91.52,91.98,90.06,90.93,90.0186637329179,788075,0.0,1.0
2017-03-10,91.58,92.37,90.93,91.12,90.2067594780983,824298,0.0,1.0
2017-03-09,91.19,91.83,90.5,91.14,90.2265590302226,653621,0.0,1.0
2017-03-08,90.17,91.73,89.83,91.39,90.4740534317757,654034,0.0,1.0
2017-03-07,89.57,90.325,88.89,89.75,88.850490157587,685779,0.0,1.0
2017-03-06,89.91,90.8,89.545,90.2,89.2959800803827,1334603,0.0,1.0
2017-03-03,92.29,92.86,89.76,90.09,89.1870825436993,954656,0.0,1.0
2017-03-02,92.06,92.37,90.96,91.92,90.9987415630685,1264082,0.0,1.0
2017-03-01,92.48,92.82,90.97,92.24,91.3155343970565,1134341,0.0,1.0
2017-02-28,91.94,92.43,90.92,91.6,90.6819487290804,963219,0.0,1.0
2017-02-27,91.44,92.93,91.44,92.33,91.4046323816157,730295,0.0,1.0
2017-02-24,90.63,93.32,89.99,91.57,90.652249400894,2207987,0.0,1.0
2017-02-23,91.46,93.0,90.48,90.76,89.8503675398618,1585582,0.0,1.0
2017-02-22,90.26,91.48,90.02,91.39,90.4740534317757,694122,0.0375,1.0
2017-02-21,90.25,91.52,90.01,90.25,89.3088329246426,737656,0.0,1.0
2017-02-17,88.19,90.65,88.19,90.32,89.3781029335592,1239062,0.0,1.0
2017-02-16,90.25,90.29,88.06,88.37,87.4484383994534,909385,0.0,1.0
2017-02-15,89.99,90.44,89.33,89.86,88.9229000178214,957899,0.0,1.0
2017-02-14,88.91,91.53,88.91,90.26,89.3187286402021,1123915,0.0,1.0
2017-02-13,90.17,90.64,88.87,88.93,88.0025984707863,959552,0.0,1.0
2017-02-10,88.08,90.33,87.71,90.12,89.1801886223689,1527722,0.0,1.0
2017-02-09,87.66,89.19,87.16,87.19,86.2807439634303,1368807,0.0,1.0
2017-02-08,85.68,87.21,84.53,87.19,86.2807439634303,2845774,0.0,1.0
2017-02-07,88.04,88.35,85.18,85.48,84.5885766027529,1850088,0.0,1.0
2017-02-06,87.65,89.35,87.13,88.43,87.5078126928105,770255,0.0,1.0
2017-02-03,88.96,88.96,86.17,87.57,86.656781154692,1727553,0.0,1.0
2017-02-02,88.6,90.76,88.095,89.4,88.4676971020836,1075373,0.0,1.0
2017-02-01,93.25,93.31,89.65,89.87,88.9327957333809,1592275,0.0,1.0
2017-01-31,90.62,93.97,90.1,93.81,92.8317076638307,1283818,0.0,1.0
2017-01-30,90.1,92.32,89.19,92.28,91.3176631832246,924167,0.0,1.0
2017-01-27,93.55,93.97,90.1,90.3,89.3583115024402,1052226,0.0,1.0
2017-01-26,95.11,95.5,93.23,93.3,92.3270261702953,649851,0.0,1.0
2017-01-25,94.07,94.97,93.58,94.81,93.8212792197824,742418,0.0,1.0
2017-01-24,92.56,94.03,92.16,93.19,92.2181732991406,733303,0.0,1.0
2017-01-23,92.35,93.27,91.42,92.2,91.2384974587484,864520,0.0,1.0
2017-01-20,91.92,93.21,91.42,92.82,91.8520318234385,988495,0.0,1.0
2017-01-19,93.03,93.69,90.94,91.57,90.6150673784988,945865,0.0,1.0
2017-01-18,94.53,94.975,91.65,93.36,92.3864004636524,1361152,0.0,1.0
2017-01-17,90.41,96.5,90.3432,94.83,93.8410706509015,2998257,0.0,1.0
2017-01-13,93.14,93.8,88.71,89.31,88.378635662048,2137635,0.0,1.0
2017-01-12,91.87,93.24,91.6,93.13,92.1587990057835,834932,0.0,1.0
2017-01-11,93.38,93.985,91.32,92.39,91.4265160543793,1023489,0.0,1.0
2017-01-10,92.76,94.465,92.19,93.85,92.8712905260688,1417866,0.0,1.0
2017-01-09,93.07,93.07,91.83,92.26,91.2978717521056,917909,0.0,1.0
2017-01-06,92.69,93.22,91.53,92.86,91.8916146856766,1174031,0.0,1.0
2017-01-05,90.6,93.08,89.965,92.96,91.9905718412717,2209705,0.0,1.0
2017-01-04,91.54,93.84,91.54,91.97,91.0108960008795,1432459,0.0,1.0
2017-01-03,90.96,91.73,90.35,90.98,90.0312201604874,964562,0.0,1.0
2016-12-30,90.77,91.3,89.56,90.24,89.2989372090831,742851,0.0,1.0
2016-12-29,90.35,91.34,90.01,90.87,89.9223672893327,873521,0.0,1.0
2016-12-28,90.49,90.7743,89.51,90.01,89.0713357512142,684200,0.0,1.0
2016-12-27,90.2,91.239,90.03,90.47,89.526538666952,561382,0.0,1.0
2016-12-23,90.78,91.99,89.8,90.04,89.1010228978927,744489,0.0,1.0
2016-12-22,92.13,92.61,90.14,90.36,89.4176857957973,1070893,0.0,1.0
2016-12-21,92.01,92.6327,91.27,92.5,91.535368925534,1390091,0.0,1.0
2016-12-20,92.59,93.825,91.44,92.42,91.4562032010578,1588266,0.0,1.0
2016-12-19,92.07,92.8925,90.54,91.71,90.7536073963321,1566393,0.0,1.0
2016-12-16,94.37,94.5,91.86,91.98,91.0207917164391,3736692,0.0,1.0
2016-12-15,99.85,99.86,93.11,93.94,92.9603519661044,4061298,0.0,1.0
2016-12-14,102.12,102.5,99.74,100.02,98.9769470262909,1216571,0.0,1.0
2016-12-13,102.85,103.4,101.56,102.01,100.946194422635,1309062,0.0,1.0
2016-12-12,106.73,107.085,101.32,102.4,101.332127329456,1697629,0.0,1.0
2016-12-09,108.16,108.35,106.49,106.5,105.389370708858,1189191,0.0,1.0
2016-12-08,112.49,113.21,108.0,108.24,107.111225216214,1625539,0.0,1.0
2016-12-07,106.61,111.39,106.61,111.36,110.198688470783,1469731,0.0,1.0
2016-12-06,106.55,106.73,104.61,106.49,105.379474993298,1124828,0.0,1.0
2016-12-05,103.23,107.11,102.81,106.96,105.844573624596,1755872,0.0,1.0
2016-12-02,107.48,107.51,102.08,102.45,101.381605907254,1957041,0.0,1.0
2016-12-01,105.0,110.97,104.81,107.99,106.863832327226,2462891,0.0,1.0
2016-11-30,106.37,107.36,105.39,105.94,104.835210637525,1468846,0.0,1.0
2016-11-29,108.12,109.17,105.48,106.03,104.924272077561,1082837,0.0,1.0
2016-11-28,108.37,108.74,107.47,108.07,106.942998051702,582608,0.0,1.0
2016-11-25,109.58,110.27,108.32,108.69,107.556532416392,319373,0.0,1.0
2016-11-23,108.32,109.9499,108.32,109.02,107.883091029856,490159,0.0,1.0
2016-11-22,108.48,108.93,107.655,108.45,107.319035242964,702691,0.0,1.0
2016-11-21,106.92,108.98,106.92,107.96,106.834145180548,770358,0.0375,1.0
2016-11-18,109.98,110.24,106.26,106.37,105.224176697191,701617,0.0,1.0
2016-11-17,109.26,110.35,107.95,110.13,108.94367377702,730486,0.0,1.0
2016-11-16,107.84,109.0953,107.46,108.1,106.935541045091,836363,0.0,1.0
2016-11-15,105.8,108.99,104.72,108.6,107.430155018472,1274328,0.0,1.0
2016-11-14,112.41,113.75,105.49,105.68,104.541609413924,2115371,0.0,1.0
2016-11-11,111.42,112.29,110.52,112.08,110.872668273208,982694,0.0,1.0
2016-11-10,108.21,114.88,107.3211,112.3,111.090298421496,1714648,0.0,1.0
2016-11-09,105.46,107.46,102.29,107.05,105.896851700989,2116962,0.0,1.0
2016-11-08,107.53,107.97,106.473,107.11,105.956205377795,875833,0.0,1.0
2016-11-07,106.03,107.96,105.72,107.7,106.539849866385,802141,0.0,1.0
2016-11-04,103.04,106.33,102.8,104.32,103.196259406326,962786,0.0,1.0
2016-11-03,107.28,107.28,102.74,102.87,101.76187888352,1123407,0.0,1.0
2016-11-02,105.59,108.2,105.59,106.73,105.580298758025,820547,0.0,1.0
2016-11-01,107.57,108.43,105.59,106.53,105.382453168673,749399,0.0,1.0
2016-10-31,105.9,107.12,105.1,106.98,105.827605744716,791576,0.0,1.0
2016-10-28,105.82,106.68,105.0,105.89,104.749347282744,809585,0.0,1.0
2016-10-27,105.95,106.3,104.92,105.1,103.967857204801,913643,0.0,1.0
2016-10-26,105.16,106.46,105.16,105.57,104.43279433978,890661,0.0,1.0
2016-10-25,107.27,107.27,105.065,105.53,104.39322522191,1377938,0.0,1.0
2016-10-24,109.47,110.47,108.47,108.77,107.598323769422,685359,0.0,1.0
2016-10-21,109.36,109.61,108.71,109.36,108.181968258012,645345,0.0,1.0
2016-10-20,110.57,110.93,109.92,110.51,109.31958039679,462134,0.0,1.0
2016-10-19,110.84,111.935,110.29,111.33,110.130747313136,843529,0.0,1.0
2016-10-18,111.61,111.71,110.17,110.22,109.032704292229,681275,0.0,1.0
2016-10-17,110.65,111.28,109.78,110.44,109.250334440516,721260,0.0,1.0
2016-10-14,111.94,112.04,109.8901,110.34,109.15141164584,569797,0.0,1.0
2016-10-13,110.36,111.88,108.93,111.31,110.1109627542,777502,0.0,1.0
2016-10-12,112.9,112.98,111.44,111.46,110.259346946215,867882,0.0,1.0
2016-10-11,113.86,114.18,112.59,112.64,111.426635923395,837720,0.0,1.0
2016-10-10,114.42,115.4,113.82,113.97,112.74230909259,1053433,0.0,1.0
2016-10-07,112.8,114.42,112.4308,114.0,112.771985930993,1182902,0.0,1.0
2016-10-06,110.95,112.14,110.26,111.91,110.704499522258,689157,0.0,1.0
2016-10-05,112.41,112.7,111.13,111.17,109.972470841653,655112,0.0,1.0
2016-10-04,111.86,112.92,111.18,112.19,110.981483347352,849774,0.0,1.0
2016-10-03,110.29,112.61,109.731,111.54,110.338485181956,1168989,0.0,1.0
2016-09-30,107.99,111.93,107.925,110.5,109.309688117322,1612707,0.0,1.0
2016-09-29,106.48,108.26,106.17,106.66,105.511052801752,886777,0.0,1.0
2016-09-28,106.61,107.06,105.741,106.83,105.679221552702,542024,0.0,1.0
2016-09-27,105.85,107.26,105.04,106.37,105.224176697191,703390,0.0,1.0
2016-09-26,108.16,108.32,105.73,105.8,104.660316767536,602711,0.0,1.0
2016-09-23,108.77,110.03,108.54,108.6,107.430155018472,500457,0.0,1.0
2016-09-22,109.75,109.98,107.94,108.81,107.637892887293,770006,0.0,1.0
2016-09-21,108.09,109.51,107.9,109.28,108.102830022271,840108,0.0,1.0
2016-09-20,108.8,109.78,107.39,107.87,106.708018617335,555954,0.0,1.0
2016-09-19,108.12,108.8,107.15,108.05,106.886079647753,827789,0.0,1.0
2016-09-16,106.65,107.445,106.12,107.19,106.035343613536,929373,0.0,1.0
2016-09-15,105.73,107.59,105.27,107.48,106.322219718098,855427,0.0,1.0
2016-09-14,106.49,108.59,106.38,106.93,105.778144347378,875645,0.0,1.0
2016-09-13,107.65,108.8,105.95,106.73,105.580298758025,710892,0.0,1.0
2016-09-12,107.33,108.98,106.4,108.65,107.47961641581,889645,0.0,1.0
2016-09-09,107.78,108.445,106.49,107.15,105.995774495666,912281,0.0,1.0
2016-09-08,109.18,110.4,108.52,108.77,107.598323769422,785031,0.0,1.0
2016-09-07,108.53,110.41,108.09,110.19,109.003027453826,867049,0.0,1.0
2016-09-06,108.56,108.92,107.3,108.39,107.222417149652,763492,0.0,1.0
2016-09-02,108.24,109.68,108.04,108.56,107.390585900602,509987,0.0,1.0
2016-09-01,107.84,108.81,107.05,108.18,107.014679280832,750109,0.0,1.0
2016-08-31,107.92,108.6,106.15,107.76,106.599203543191,974387,0.0,1.0
2016-08-30,108.08,108.55,106.825,107.92,106.757480014673,788785,0.0,1.0
2016-08-29,107.46,109.72,107.37,108.73,107.558754651551,616117,0.0,1.0
2016-08-26,107.93,110.185,106.605,107.58,106.421142512774,1314862,0.0,1.0
2016-08-25,110.18,111.75,105.16,107.37,106.213404643954,2452504,0.0,1.0
2016-08-24,110.0,110.01,107.53,108.82,107.64778516676,1549534,0.0,1.0
2016-08-23,108.52,110.72,107.9,109.55,108.369921567897,1294171,0.0,1.0
2016-08-22,107.8,108.0,106.61,107.22,106.065020451939,744071,0.0375,1.0
2016-08-19,106.16,108.27,106.08,107.99,106.789376580705,885558,0.0,1.0
2016-08-18,105.3,107.05,105.0,106.5,105.315942270998,955300,0.0,1.0
2016-08-17,104.95,105.69,104.001,105.05,103.882063244773,856756,0.0,1.0
2016-08-16,105.04,105.62,104.35,105.18,104.010617916089,487937,0.0,1.0
2016-08-15,104.06,105.52,104.06,105.05,103.882063244773,419869,0.0,1.0
2016-08-12,102.61,104.22,102.32,104.0,102.843737053369,644721,0.0,1.0
2016-08-11,101.94,103.905,99.75,103.05,101.90429907067,1540573,0.0,1.0
2016-08-10,97.78,99.55,97.25,98.14,97.0488880232461,626454,0.0,1.0
2016-08-09,98.0,98.14,96.4,96.59,95.5161207883161,607151,0.0,1.0
2016-08-08,99.06,100.38,98.22,98.5,97.4048855745847,589469,0.0,1.0
2016-08-05,97.35,99.18,96.58,98.63,97.5334402459014,817506,0.0,1.0
2016-08-04,96.1,98.0,96.1,96.47,95.3974549378699,661219,0.0,1.0
2016-08-03,94.95,96.225,92.83,95.69,94.6261269099696,1347068,0.0,1.0
2016-08-02,99.76,99.76,96.16,96.51,95.4370102213519,638148,0.0,1.0
2016-08-01,100.85,101.13,99.33,99.92,98.809098138198,686623,0.0,1.0
2016-07-29,99.46,101.31,98.58,101.06,99.9364237174368,814210,0.0,1.0
2016-07-28,100.44,100.54,98.42,99.62,98.5124335120825,651875,0.0,1.0
2016-07-27,101.59,101.97,99.28,100.47,99.3529832860763,809606,0.0,1.0
2016-07-26,100.54,102.93,100.54,101.12,99.9957566426599,804497,0.0,1.0
2016-07-25,99.61,100.77,99.06,100.6,99.481537957393,595332,0.0,1.0
2016-07-22,99.17,100.53,97.8,99.8,98.6904322877517,758981,0.0,1.0
2016-07-21,99.94,101.2,98.96,99.6,98.4926558703414,629243,0.0,1.0
2016-07-20,99.1,100.74,99.1,100.19,99.0760963017019,628124,0.0,1.0
2016-07-19,99.0,99.03,97.7,98.27,97.1774426945628,388510,0.0,1.0
2016-07-18,98.61,99.71,98.055,99.07,97.9685483642041,654112,0.0,1.0
2016-07-15,99.05,99.73,98.35,98.51,97.4147743954552,604074,0.0,1.0
2016-07-14,99.94,99.96,98.44,98.77,97.6718837380886,357779,0.0,1.0
2016-07-13,99.45,99.58,97.84,98.58,97.4839961415488,665383,0.0,1.0
2016-07-12,98.87,99.99,98.79,99.4,98.2948794529311,1365197,0.0,1.0
2016-07-11,97.85,98.87,97.43,97.75,96.6632240092959,644214,0.0,1.0
2016-07-08,96.15,98.2,95.8,97.32,96.2380047118637,970494,0.0,1.0
2016-07-07,94.62,95.605,93.56,94.91,93.8547988820693,894359,0.0,1.0
2016-07-06,92.16,94.57,91.31,94.55,93.4988013307307,1067236,0.0,1.0
2016-07-05,94.64,94.71,91.74,92.45,91.4221489479223,842080,0.0,1.0
2016-07-01,94.39,96.04,94.0,95.03,93.9734647325155,863211,0.0,1.0
2016-06-30,92.68,94.33,92.05,94.23,93.1823590628742,1136461,0.0,1.0
2016-06-29,90.64,93.27,90.64,92.82,91.7880353201314,1688682,0.0,1.0
2016-06-28,87.51,89.75,87.51,89.58,88.5840573580842,2102520,0.0,1.0
2016-06-27,92.2,92.2,83.8,84.91,83.9659780115531,4366785,0.0,1.0
2016-06-24,97.13,98.36,93.31,93.55,92.5099192436791,2999115,0.0,1.0
2016-06-23,101.86,103.36,101.76,102.74,101.597745623684,818012,0.0,1.0
2016-06-22,101.15,102.77,100.68,100.77,99.6496479121918,781665,0.0,1.0
2016-06-21,101.15,101.63,100.14,101.48,100.351754193998,698962,0.0,1.0
2016-06-20,99.05,101.85,99.04,100.44,99.3233168234648,962611,0.0,1.0
2016-06-17,96.85,98.86,95.87,98.63,97.5334402459014,1101899,0.0,1.0
2016-06-16,96.59,96.85,95.28,96.72,95.6446754596328,849494,0.0,1.0
2016-06-15,95.33,99.5,95.0,97.38,96.2973376370868,1611487,0.0,1.0
2016-06-14,94.66,95.61,93.93,94.38,93.330691375932,1347553,0.0,1.0
2016-06-13,96.28,97.13,95.16,95.22,94.1613523290553,672943,0.0,1.0
2016-06-10,97.1,97.11,95.84,96.65,95.5754537135391,903888,0.0,1.0
2016-06-09,96.05,97.39,95.225,97.21,96.129227682288,796135,0.0,1.0
2016-06-08,97.14,97.7,96.2,96.8,95.7237860265969,993523,0.0,1.0
2016-06-07,95.66,97.67,94.535,97.2,96.1193388614175,810218,0.0,1.0
2016-06-06,96.66,97.51,96.08,96.79,95.7138972057264,758446,0.0,1.0
2016-06-03,97.03,97.23,95.79,96.85,95.7732301309495,613810,0.0,1.0
2016-06-02,95.33,97.33,94.98,97.33,96.2478935327343,1342697,0.0,1.0
2016-06-01,93.6,95.56,93.495,95.45,94.3887952090772,1141161,0.0,1.0
2016-05-31,94.07,94.54,93.08,93.8,92.757139765442,1225481,0.0,1.0
2016-05-27,93.96,95.45,93.6075,94.54,93.4889125098602,1320340,0.0,1.0
2016-05-26,96.13,96.67,93.52,93.73,92.6879180193484,3016468,0.0,1.0
2016-05-25,88.79,89.86,87.96,89.83,88.8312778798471,2178602,0.0,1.0
2016-05-24,88.25,89.68,87.9,89.02,88.0302833893353,1422650,0.0,1.0
2016-05-23,88.76,89.22,87.21,88.11,87.1304006901183,1275938,0.0,1.0
2016-05-20,86.92,89.2,85.64,88.96,87.9709504641122,1924840,0.0,1.0
2016-05-19,86.22,88.65,85.19,86.42,85.4591899630011,1035913,0.0,1.0
2016-05-18,85.95,86.71,84.85,85.96,85.0043042029573,1359614,0.0,1.0
2016-05-17,85.33,88.05,84.43,86.65,85.6866328430229,2212458,0.0375,1.0
2016-05-16,83.92,86.3,83.21,85.75,84.7599569290753,1458694,0.0,1.0
2016-05-13,83.38,85.65,82.56,83.45,82.4865120201905,1380943,0.0,1.0
2016-05-12,84.06,85.07,82.1,84.16,83.1883145790202,3356812,0.0,1.0
2016-05-11,86.63,86.63,83.01,83.15,82.1899757277273,3035057,0.0,1.0
2016-05-10,91.38,92.92,89.83,89.96,88.9213495666427,1280764,0.0,1.0
2016-05-09,91.51,92.66,90.8,91.65,90.591837347519,536312,0.0,1.0
2016-05-06,91.48,92.06,90.46,91.4,90.3447237704663,1236966,0.0,1.0
2016-05-05,95.08,95.3286,91.19,91.5,90.4435692012874,1968276,0.0,1.0
2016-05-04,95.44,96.26,94.9,95.54,94.436924606459,733952,0.0,1.0
2016-05-03,96.42,96.9,95.7,95.95,94.8421908728254,752750,0.0,1.0
2016-05-02,96.0,97.16,94.14,96.91,95.7911070087078,524067,0.0,1.0
2016-04-29,95.76,95.93,93.91,95.6,94.4962318649516,899491,0.0,1.0
2016-04-28,97.62,97.86,95.21,95.51,94.4072709772126,568515,0.0,1.0
2016-04-27,97.32,98.22,97.0,97.85,96.7202540584259,517716,0.0,1.0
2016-04-26,95.69,97.7,95.62,97.69,96.5621013691122,751640,0.0,1.0
2016-04-25,95.49,95.53,94.53,95.24,94.1403883139957,673941,0.0,1.0
2016-04-22,96.8,97.56,95.6,96.08,94.9706899328928,709310,0.0,1.0
2016-04-21,96.12,97.51,95.255,96.37,95.2573416822739,702749,0.0,1.0
2016-04-20,94.94,96.03,94.32,95.59,94.4863473218695,595882,0.0,1.0
2016-04-19,95.89,95.945,94.01,95.25,94.1502728570778,867475,0.0,1.0
2016-04-18,94.73,96.5,94.43,95.43,94.3281946325558,672099,0.0,1.0
2016-04-15,94.81,96.27,94.66,95.37,94.2688873740631,756811,0.0,1.0
2016-04-14,94.93,95.73,94.5,94.93,93.8339674784504,636329,0.0,1.0
2016-04-13,94.11,95.66,94.11,94.93,93.8339674784504,1138478,0.0,1.0
2016-04-12,93.0,93.75,91.39,93.62,92.5390923346943,1319121,0.0,1.0
2016-04-11,93.13,94.53,93.05,93.21,92.1338260683278,1111440,0.0,1.0
2016-04-08,95.53,95.84,92.44,93.05,91.9756733790141,1229260,0.0,1.0
